DLiP-ID,C000J8
DLiP-Mol-ID,30907
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H13N3O4S2/c1-10-4-6-11(7-5-10)24(20,21)18-13(16)9-14(17-18)22-15(19)12-3-2-8-23-12/h2-9H,16H2,1H3"
Standard Inchi Key(RDKit),NNWCFVBOMNJREB-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(S(=O)(=O)n2nc(OC(=O)c3cccs3)cc2N)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),363.42
MW Monoisotopic(RDKit),363.034747896
MolLogP(RDKit),2.29142
XLogP(SDF),
XLogP(CDK),3.503
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),104.28
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.71328812874942
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,339677.5600964663
qed,0.7132881287494196
Chi0,17.319626477379405
Chi1,11.375047228991527
TPSA,104.27999999999999
Chi0n,12.54006935648973
Chi0v,14.173062518345182
Chi1n,6.812178511315358
Chi1v,9.131894651370892
Chi2n,4.935317383498318
Chi2v,7.650422278965135
Chi3n,3.1477620536570403
Chi3v,5.613356649976841
Chi4n,1.950299377890941
Chi4v,3.7469925982217602
MolMR,89.67970000000001
MolWt,363.4200000000001
fr_SH,0
Kappa1,16.216343556988203
Kappa2,6.097439726797493
Kappa3,3.0328688430158883
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,974.4129822691513
MolLogP,2.2914200000000005
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.9088368243500957
SMR_VSA1,17.949197122200808
SMR_VSA2,0.0
SMR_VSA3,9.185791003891978
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,5.733667477162185
SMR_VSA7,58.28523093509548
SMR_VSA8,0.0
SMR_VSA9,5.879988336435371
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,141.89880640676904
NHOHCount,2
PEOE_VSA1,10.470530430962235
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,8.417796984328938
PEOE_VSA5,20.522576881826716
PEOE_VSA6,23.762552697081826
PEOE_VSA7,30.502901175541368
PEOE_VSA8,6.06636706846161
PEOE_VSA9,4.895483475517775
RingCount,3
SMR_VSA10,33.1472450971292
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,363.03474789600006
NumHDonors,1
PEOE_VSA10,10.695009971536328
PEOE_VSA11,0.0
PEOE_VSA12,5.879988336435371
PEOE_VSA13,10.023291153407584
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.470530430962235
SlogP_VSA2,23.572893276172763
SlogP_VSA3,10.023291153407584
SlogP_VSA4,6.923737199690624
SlogP_VSA5,15.235135869470117
SlogP_VSA6,52.740115725214956
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,15.992596441359433
EState_VSA2,16.593334589788174
EState_VSA3,8.96425638929224
EState_VSA4,5.563451491696996
EState_VSA5,29.535887083319565
EState_VSA6,29.645531044312357
EState_VSA7,6.923737199690624
EState_VSA8,5.098681808301038
EState_VSA9,10.470530430962235
SlogP_VSA10,5.817862777835028
SlogP_VSA11,5.879988336435371
SlogP_VSA12,11.336785877934737
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
