DLiP-ID,C000Z9
DLiP-Mol-ID,31598
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H12N2O.ClH/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12;/h2-3,6,14-15H,4-5H2,1H3;1H"
Standard Inchi Key(RDKit),BSWAWVOHMZNXOS-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1=NCCc2c1[nH]c1cc(O)ccc21.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),236.702
MW Monoisotopic(RDKit),236.071640716
MolLogP(RDKit),2.6604
XLogP(SDF),
XLogP(CDK),2.453
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),48.38
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.726013660655722
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4894.2532442877555
qed,0.7260136606557217
Chi0,10.41384908344359
Chi1,7.254020195423489
TPSA,48.379999999999995
Chi0n,8.948939851405752
Chi0v,9.765436432333479
Chi1n,5.105028623822655
Chi1v,5.105028623822655
Chi2n,3.9255709942108337
Chi2v,3.9255709942108337
Chi3n,2.9622978718091257
Chi3v,2.9622978718091257
Chi4n,2.226546279291652
Chi4v,2.226546279291652
MolMR,67.99350000000003
MolWt,236.70200000000003
fr_SH,0
Kappa1,11.018857476883834
Kappa2,3.830987320098107
Kappa3,1.478772164660716
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
