DLiP-ID,C001JR
DLiP-Mol-ID,32479
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H27NO3/c1-3-25-20-10-12-21(13-11-20)26-16-18-6-8-19(9-7-18)22(24)23-14-4-5-17(2)15-23/h6-13,17H,3-5,14-16H2,1-2H3"
Standard Inchi Key(RDKit),WFMWFIJMQIVRKV-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1ccc(OCc2ccc(C(=O)N3CCCC(C)C3)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),353.462
MW Monoisotopic(RDKit),353.199093724
MolLogP(RDKit),4.5364
XLogP(SDF),
XLogP(CDK),4.693
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),38.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.765387655945817
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,956873.7569405244
qed,0.7653876559458167
Chi0,18.355160383312143
Chi1,12.652198343190413
TPSA,38.77
Chi0n,15.610751576717469
Chi0v,15.610751576717469
Chi1n,9.393026466658085
Chi1v,9.393026466658085
Chi2n,6.8885841348077
Chi2v,6.8885841348077
Chi3n,4.685353158640622
Chi3v,4.685353158640622
Chi4n,3.265412540244756
Chi4v,3.265412540244756
MolMR,102.68650000000004
MolWt,353.4620000000001
fr_SH,0
Kappa1,18.305546623095058
Kappa2,8.7451325646017
Kappa3,4.779622143888284
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,709.1721484787079
MolLogP,4.536400000000004
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.544217964883657
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,33.29599960974619
SMR_VSA6,19.696394776338067
SMR_VSA7,59.65783953108687
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,155.28053354525872
NHOHCount,0
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,19.056471336613843
PEOE_VSA7,67.64494039417069
PEOE_VSA8,18.652964303522147
PEOE_VSA9,6.606881964512918
RingCount,3
SMR_VSA10,5.907179729351506
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,353.199093724
NumHDonors,0
PEOE_VSA10,18.105905631080727
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,30.503484236540054
SlogP_VSA3,6.606881964512918
SlogP_VSA4,5.917906046161393
SlogP_VSA5,42.61055781269907
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,19.13166997518723
EState_VSA4,42.13626108471296
EState_VSA5,6.4208216229260096
EState_VSA6,0.0
EState_VSA7,60.35458347823398
EState_VSA8,6.923737199690624
EState_VSA9,9.473725907600098
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,54.66666666666666
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.4090909090909091
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,1
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.4899999999999993
NumHAcceptors,3
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,26
HeavyAtomMolWt,326.2460000000001
MaxEStateIndex,12.60391415334115
MinEStateIndex,0.13475120547159647
NumHeteroatoms,4
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0384615384615385
FpDensityMorgan2,1.6923076923076923
FpDensityMorgan3,2.3076923076923075
MaxPartialCharge,0.25335871494853035
MinPartialCharge,-0.49388535179340076
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.60391415334115
MinAbsEStateIndex,0.13475120547159647
NumAliphaticRings,1
NumRotatableBonds,6
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,1
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49388535179340076
MinAbsPartialCharge,0.25335871494853035
NumRadicalElectrons,0
NumValenceElectrons,138
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,353.19909372400076
MZ,0.5974842767295598
Mi,1.123118994282635
Mm,0.555248883492019
Mp,0.6581110721952323
Mv,0.6078686081209268
SZ,31.66666666666667
Si,59.52530669697965
Sm,29.428190825077007
Sp,34.87988682634732
Sv,32.21703623040912
nB,0
nC,22
nF,0
nH,27
nI,0
nN,1
nO,3
nP,0
nS,0
nX,0
ABC,19.936889243665924
AMW,6.664133843849071
IC0,1.3648195928538094
IC1,3.1107388931400273
IC2,4.491886963915521
IC3,5.1711322469343886
IC4,5.246603945047596
IC5,5.3220756431608045
MID,52.93638371278979
Mpe,0.9534591194968554
Mse,0.9932251370776021
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,102.68650000000004
SdO,12.60391415334115
SdS,0
Spe,50.53333333333333
SsF,0
SsI,0
