DLiP-ID,C0003T
DLiP-Mol-ID,30238
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H17Cl2N3O5S.Na/c1-7-10(12(23-29-7)11-8(20)5-4-6-9(11)21)15(25)22-13-16(26)24-14(18(27)28)19(2,3)30-17(13)24;/h4-6,13-14,17H,1-3H3,(H,22,25)(H,27,28);/q;+1/p-1/t13-,14+,17-;/m1./s1"
Standard Inchi Key(RDKit),GXOMMGAFBINOJY-SLINCCQESA-M
Canonical SMILES(RDKit),Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]
SMILES(SDF),
MW(SDF),
MW(RDKit),492.316
MW Monoisotopic(RDKit),491.008541252
MolLogP(RDKit),-1.12858
XLogP(SDF),
XLogP(CDK),3.177
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),115.57
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.424540809071631
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4159133.0872566467
qed,0.42454080907163094
Chi0,21.95530096777097
Chi1,14.041418442762513
TPSA,115.57
Chi0n,17.063947494939306
Chi0v,21.39230196790394
Chi1n,8.966647973194547
Chi1v,10.602229730467897
Chi2n,7.589102343376962
Chi2v,10.174387736230733
Chi3n,5.240227140006751
Chi3v,7.441698523202941
Chi4n,3.8740897389509383
Chi4v,6.071345448514216
MolMR,109.04920000000001
MolWt,492.3160000000002
fr_SH,0
Kappa1,24.413167383129984
Kappa2,8.607505216591806
Kappa3,3.893425369620908
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1072.2406987563559
MolLogP,-1.1285799999999995
NOCount,8
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,2.7224962490053075e-06
SMR_VSA1,53.57051991663745
SMR_VSA2,0.0
SMR_VSA3,15.373361591982254
SMR_VSA4,0.0
SMR_VSA5,42.975788523554094
SMR_VSA6,0.0
SMR_VSA7,39.56806674343892
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
