DLiP-ID,C001MF
DLiP-Mol-ID,32594
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21ClN2S.C4H4O4/c1-21-8-10-22(11-9-21)17-12-14-4-2-3-5-18(14)23-19-7-6-15(20)13-16(17)19;5-3(6)1-2-4(7)8/h2-7,13,17H,8-12H2,1H3;1-2H,(H,5,6)(H,7,8)/b;2-1-"
Standard Inchi Key(RDKit),GWKBZIADWSOIQV-BTJKTKAUSA-N
Canonical SMILES(RDKit),CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),460.983
MW Monoisotopic(RDKit),460.12235596
MolLogP(RDKit),4.0476
XLogP(SDF),
XLogP(CDK),3.766
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),81.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.668538242861941
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,7884559.5298502
qed,0.6685382428619406
Chi0,22.380104409694475
Chi1,14.829407595892901
TPSA,81.08
Chi0n,17.200600324229647
Chi0v,18.773025851175827
Chi1n,9.949560521323889
Chi1v,11.144021575260842
Chi2n,7.460908072939391
Chi2v,8.981120809898199
Chi3n,5.283747509841245
Chi3v,6.728727503123019
Chi4n,3.6833925139572194
Chi4v,4.978833977923786
MolMR,121.9436000000001
MolWt,460.98300000000023
fr_SH,0
Kappa1,23.345361752471998
Kappa2,10.816553800695482
Kappa3,6.577556571416711
fr_ArN,0
fr_COO,2
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,957.7988744056627
MolLogP,4.047600000000002
NOCount,6
fr_Ar_N,0
fr_COO2,2
fr_urea,0
BalabanJ,2.932336688317571e-07
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,22.25362940310952
SMR_VSA6,33.22669760632749
SMR_VSA7,70.76614599003435
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,190.6649816953434
NHOHCount,2
PEOE_VSA1,15.11296452053189
PEOE_VSA2,4.899909730850478
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.56192604500846
PEOE_VSA7,48.86086486284363
PEOE_VSA8,59.18650693124289
PEOE_VSA9,0.0
RingCount,4
SMR_VSA10,35.30143541552733
fr_Al_COO,2
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,460.12235595999994
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,11.938610575903699
SlogP_VSA1,0.0
SlogP_VSA2,65.17818243361356
SlogP_VSA3,16.00989599106965
SlogP_VSA4,0.0
SlogP_VSA5,17.16874381254195
SlogP_VSA6,64.40757664393459
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.938610575903699
EState_VSA2,0.0
EState_VSA3,18.193881042815722
EState_VSA4,37.62248056031763
EState_VSA5,20.91786993442954
EState_VSA6,0.0
EState_VSA7,17.828252017852726
EState_VSA8,53.245693855147806
EState_VSA9,21.813994679913925
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,23.36282483962363
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,68.22720455929284
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,2
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.30434782608695654
VSA_EState10,8.21723988515159
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,1
fr_sulfonamd,0
