DLiP-ID,C001NY
DLiP-Mol-ID,32658
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H17FN4O2.C4H4O4/c1-2-22-15(21)19-12-7-8-13(20-14(12)17)18-9-10-3-5-11(16)6-4-10;5-3(6)1-2-4(7)8/h3-8H,2,9H2,1H3,(H,19,21)(H3,17,18,20);1-2H,(H,5,6)(H,7,8)/b;2-1-"
Standard Inchi Key(RDKit),DPYIXBFZUMCMJM-BTJKTKAUSA-N
Canonical SMILES(RDKit),CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),420.397
MW Monoisotopic(RDKit),420.144512612
MolLogP(RDKit),2.6952
XLogP(SDF),
XLogP(CDK),2.358
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),163.87
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.423543679960829
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2333649.3999412647
qed,0.42354367996082903
Chi0,22.518297090128677
Chi1,14.20561635580521
TPSA,163.87
Chi0n,15.962964406444286
Chi0v,15.962964406444286
Chi1n,8.534204250086814
Chi1v,8.534204250086814
Chi2n,5.46459110995677
Chi2v,5.46459110995677
Chi3n,3.192264154011251
Chi3v,3.192264154011251
Chi4n,1.8936573908060772
Chi4v,1.8936573908060772
MolMR,107.43240000000007
MolWt,420.39700000000016
fr_SH,0
Kappa1,23.888684719535785
Kappa2,12.336325325257622
Kappa3,9.689078447506173
fr_ArN,1
fr_COO,2
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,886.3976858543576
MolLogP,2.6952
NOCount,10
fr_Ar_N,1
fr_COO2,2
fr_urea,0
BalabanJ,4.789772219961644e-07
SMR_VSA1,33.72394434337174
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,22.974126649687765
SMR_VSA7,59.930914957180306
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,170.73563984421057
NHOHCount,6
PEOE_VSA1,26.000373824649976
PEOE_VSA2,5.316788604006331
PEOE_VSA3,23.758005120837492
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,36.75265696523406
PEOE_VSA8,18.696796619580336
PEOE_VSA9,12.29426823919648
RingCount,2
SMR_VSA10,35.354962477195734
fr_Al_COO,2
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,420.14451261199997
NumHDonors,5
PEOE_VSA10,17.45294639671595
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,18.031850646842116
SlogP_VSA1,16.367244685174846
SlogP_VSA2,39.83576592198364
SlogP_VSA3,20.870693727856267
SlogP_VSA4,5.817220841045895
SlogP_VSA5,12.487188691387619
SlogP_VSA6,48.55024262443742
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,3
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,18.031850646842116
EState_VSA2,18.241965583393842
EState_VSA3,30.202045672098926
EState_VSA4,5.563451491696996
EState_VSA5,12.13273413692322
EState_VSA6,31.18920547353706
EState_VSA7,0.0
EState_VSA8,15.617555728959871
EState_VSA9,20.683585220643646
SlogP_VSA10,26.508064062100264
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,12.812351441343804
VSA_EState9,78.02098189198954
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,18.774026599890284
EState_VSA11,0.0
FractionCSP3,0.15789473684210525
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-4.1499999999999995
NumHAcceptors,7
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,30
HeavyAtomMolWt,399.22900000000016
MaxEStateIndex,12.812351441343804
MinEStateIndex,-1.2570370370370372
NumHeteroatoms,11
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.1
FpDensityMorgan2,1.7
FpDensityMorgan3,2.2
MaxPartialCharge,0.41122093733663256
MinPartialCharge,-0.4780707501605797
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.812351441343804
MinAbsEStateIndex,0.17792517006802733
NumAliphaticRings,0
NumRotatableBonds,7
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4780707501605797
MinAbsPartialCharge,0.41122093733663256
NumRadicalElectrons,0
NumValenceElectrons,160
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,420.14451261200054
MZ,0.7189542483660131
Mi,1.1436683816977675
Mm,0.6862947579098246
Mp,0.6516573089115887
Mv,0.6403214800269794
SZ,36.666666666666664
Si,58.32708746658614
Sm,35.001032653401055
Sp,33.234522754491024
Sv,32.65639548137595
nB,0
nC,19
nF,1
nH,21
nI,0
nN,4
nO,6
nP,0
nS,0
nX,1
ABC,21.938491919264795
AMW,8.23812769827452
IC0,1.8202868392634752
IC1,3.9781827545878357
IC2,4.794878528203585
IC3,5.226251077223191
IC4,5.226251077223191
IC5,5.226251077223191
Mpe,1.0106113033448674
Mse,1.0375590877283178
NdO,3
NdS,0
NsF,1
NsI,0
NtN,0
SMR,107.43240000000007
SdO,30.432130266892273
SdS,0
Spe,51.54117647058824
SsF,12.812351441343804
SsI,0
Sse,52.91551347414421
StN,0
fMF,0.27450980392156865
nBr,0
nCl,0
BIC0,0.30692420447193236
BIC1,0.6707737214041901
BIC2,0.8084793264801607
BIC3,0.8812143886599453
BIC4,0.8812143886599453
BIC5,0.8812143886599453
CIC0,3.85213850270802
CIC1,1.6942425873836595
CIC2,0.8775468137679105
CIC3,0.44617426474830424
CIC4,0.44617426474830424
CIC5,0.44617426474830424
GGI1,7.5
GGI2,2.88888888888889
GGI3,1.1875
GGI4,1.555555555555556
GGI5,0.4652777777777778
GGI6,0.34367346938775517
GGI7,0.31076388888888884
GGI8,0.16376921138825898
GGI9,0.115625
JGI1,0.25
JGI2,0.07602339181286552
JGI3,0.03492647058823529
JGI4,0.05555555555555556
JGI5,0.01723251028806584
JGI6,0.016365403304178818
JGI7,0.01635599415204678
JGI8,0.010917947425883933
JGI9,0.009635416666666669
MIC0,18.864349824975218
MIC1,37.45553833356155
MIC2,43.834934703659016
MIC3,44.269758233070775
MIC4,44.269758233070775
MIC5,44.269758233070775
MPC2,38
MPC3,40
MPC4,45
MPC5,54
MPC6,45
MPC7,45
MPC8,48
MPC9,50
Mare,1.0280784313725493
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.12426691407577659
RPCG,0.10689036480271424
SIC0,0.3209009778929625
SIC1,0.7013195440674037
SIC2,0.8452960134574619
SIC3,0.9213432988801166
SIC4,0.9213432988801166
SIC5,0.9213432988801166
SaaN,4.141251102292769
SaaO,0
SaaS,0
Sare,52.43200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,15.624444444444444
SsSH,0
SssO,4.766385877222333
SssS,0
StCH,0
StsC,0
TIC0,92.83462880243724
TIC1,202.8873204839796
TIC2,244.5388049383828
TIC3,266.5388049383827
TIC4,266.5388049383827
TIC5,266.5388049383827
Vabc,375.65509282950126
WPol,34
apol,55.501652999999976
bpol,28.230347
nRot,7
ABCGG,18.619757640005588
ATS0Z,1366.0
ATS0d,157.0
ATS0i,8553.585384114229
ATS0m,5443.887169149771
ATS0p,71.33544400182899
ATS0s,416.4722222222222
ATS0v,11148.225126641824
ATS1Z,1358.0
ATS1d,181.0
ATS1i,7774.884169416001
ATS1m,5185.302625835199
ATS1p,85.70465982200001
ATS1s,216.27777777777777
ATS1v,13225.700737678137
ATS2Z,1878.0
ATS2d,254.0
ATS2i,12456.842778382792
ATS2m,7097.756477670399
ATS2p,114.665423611094
ATS2s,408.13888888888886
ATS2v,17184.174881529478
ATS3Z,1776.0
ATS3d,268.0
ATS3i,15835.69576056214
ATS3m,6439.658530521599
ATS3p,119.162777516188
ATS3s,384.80555555555554
ATS3v,17371.366053012534
ATS4Z,1555.0
ATS4d,230.0
ATS4i,15069.57610107039
ATS4m,5528.220228686399
ATS4p,105.11093586648998
ATS4s,352.33333333333337
ATS4v,15129.846312337222
ATS5Z,1510.0
ATS5d,209.0
ATS5i,14374.979184352027
ATS5m,5507.433318835198
ATS5p,93.83879816698001
ATS5s,457.97222222222223
ATS5v,13416.83969208427
ATS6Z,1120.0
ATS6d,180.0
ATS6i,11708.338156234839
ATS6m,3952.6139824735997
ATS6p,84.48122921533901
ATS6s,251.47222222222226
ATS6v,11845.722203935933
ATS7Z,1009.0
ATS7d,164.0
ATS7i,10490.34643085869
ATS7m,3585.5032452607998
ATS7p,81.24305320949
ATS7s,202.75000000000003
ATS7v,10957.876354834547
ATS8Z,870.0
ATS8d,149.0
ATS8i,10735.358618956036
ATS8m,3036.4210474576
ATS8p,70.471541384735
ATS8s,203.55555555555557
ATS8v,9312.681517608562
C1SP1,0
C1SP2,4
C1SP3,3
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.15789473684210525
GGI10,0.08254259769411285
JGI10,0.007503872517646623
JGT10,0.49451656231114505
Kier1,28.033333333333335
Kier2,15.745152354570637
Kier3,13.23
MAXdO,11.324908044670053
MAXsF,12.812351441343804
MINdO,9.553611111111111
MINsF,12.812351441343804
MPC10,49
MWC01,30.0
MWC02,4.919980925828125
MWC03,5.680172609017068
MWC04,6.4967749901858625
MWC05,7.284134806195205
MWC06,8.103191752285786
MWC07,8.905851181208021
MWC08,9.727644961839882
MWC09,10.540249549648204
MWC10,11.3650401168974
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.6952
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.776506992372183
SRW07,0.0
SRW08,8.27308133366583
SRW09,0.0
SRW10,9.816894269951032
SaaCH,9.467020562633492
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.7455406136384892
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.1157407407407405
SdssC,-3.094609845317575
SdssS,0
SsCH3,1.7119599010530648
SsNH2,5.78366802429573
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.569665145060166
SssPH,0
