DLiP-ID,C003F6
DLiP-Mol-ID,33936
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H18N3S.ClH.3H2O/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;;;;/h5-10H,1-4H3;1H;3*1H2/q+1;;;;/p-1"
Standard Inchi Key(RDKit),XQAXGZLFSSPBMK-UHFFFAOYSA-M
Canonical SMILES(RDKit),CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-]
SMILES(SDF),
MW(SDF),
MW(RDKit),373.906
MW Monoisotopic(RDKit),373.122690308
MolLogP(RDKit),-2.97119999999999
XLogP(SDF),
XLogP(CDK),2.772
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),113.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.334614386952886
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,40669.16285131989
qed,0.3346143869528862
Chi0,14.27565640300939
Chi1,9.541713895658194
TPSA,113.64
Chi0n,14.09195516511072
Chi0v,15.664380692056902
Chi1n,6.567597606888783
Chi1v,7.384094187816509
Chi2n,5.306775129894138
Chi2v,6.390552086380964
Chi3n,3.380396569305066
Chi3v,4.474201681558599
Chi4n,2.1584281465804027
Chi4v,3.1912029233755463
MolMR,98.52740000000003
MolWt,373.9060000000002
fr_SH,0
Kappa1,24.482044640367853
Kappa2,9.507480981895446
Kappa3,4.6222601640121885
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,832.3254496025766
MolLogP,-2.9711999999999983
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,0
SMR_VSA1,28.835608668824065
SMR_VSA2,0.0
SMR_VSA3,9.559504380427024
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,33.09059766155924
SMR_VSA7,41.75543285907597
SMR_VSA8,0.0
SMR_VSA9,10.571075188549761
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,150.93993518675978
NHOHCount,6
PEOE_VSA1,33.73551839967454
PEOE_VSA2,0.0
PEOE_VSA3,9.559504380427024
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,0.0
PEOE_VSA7,24.26546827384644
PEOE_VSA8,31.91546437696116
PEOE_VSA9,20.787695822635122
RingCount,3
SMR_VSA10,27.240792786703665
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,373.1226903079999
NumHDonors,0
PEOE_VSA10,14.09534396535438
PEOE_VSA11,0.0
PEOE_VSA12,5.3572304483063045
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,27.23969919981657
SlogP_VSA2,49.603241959300064
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,20.787695822635122
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,28.835608668824065
EState_VSA3,0.0
EState_VSA4,11.210628712464722
EState_VSA5,20.62168383316027
EState_VSA6,11.336785877934737
EState_VSA7,0.0
EState_VSA8,74.06432593180872
EState_VSA9,4.9839785209472085
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SlogP_VSA12,11.336785877934737
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
