DLiP-ID,T002H0
fr_Ndealkylation1,0
fr_Ndealkylation2,1
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4812303832060897
MinAbsPartialCharge,0.3231876596265031
NumRadicalElectrons,0
NumValenceElectrons,186
fr_para_hydroxylation,1
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,480.2372701240008
MZ,0.6368159203980099
Mi,1.132156981051246
Mm,0.597170255623887
Mp,0.6539223880597014
Mv,0.6160461887590343
SZ,42.666666666666664
Si,75.85451773043349
Sm,40.01040712680043
Sp,43.812799999999996
Sv,41.275094646855294
nB,0
nC,26
nF,0
nH,32
nI,0
nN,4
nO,5
nP,0
nS,0
nX,0
ABC,26.657529244269803
AMW,7.167720449611952
IC0,1.5612970539487396
IC1,3.6005153188173136
IC2,4.890643108335929
IC3,5.577210272515034
IC4,5.756314750126974
IC5,5.756314750126974
MID,70.32137215341898
Mpe,0.9719637108574773
Mse,1.0076311813112153
NdO,4
NdS,0
NsF,0
NsI,0
NtN,0
SMR,133.1979
SdO,48.251105373979854
SdS,0
Spe,65.12156862745098
SsF,0
SsI,0
Sse,67.51128914785143
StN,0
fMF,0.3283582089552239
nBr,0
nCl,0
AMID,2.0091820615262566
BIC0,0.24767629400819943
BIC1,0.5711675996755587
BIC2,0.7758269685617131
BIC3,0.8847405224440625
BIC4,0.913152753891632
BIC5,0.913152753891632
CIC0,4.504792136509033
CIC1,2.4655738716404585
CIC2,1.1754460821218427
CIC3,0.4888789179427384
CIC4,0.3097744403307985
CIC5,0.3097744403307985
GGI1,7.0
GGI2,3.555555555555557
GGI3,2.0555555555555554
GGI4,2.0244444444444447
GGI5,0.7986111111111112
GGI6,0.7740136054421768
GGI7,0.41237953514739223
GGI8,0.328042328042328
GGI9,0.27937500000000004
JGI1,0.1891891891891892
JGI2,0.07256235827664402
JGI3,0.04282407407407408
JGI4,0.04307328605200944
JGI5,0.018150252525252528
JGI6,0.018878380620540897
JGI7,0.010058037442619324
JGI8,0.008632692843219157
JGI9,0.008465909090909092
MIC0,14.74910441854352
MIC1,32.27745007189894
MIC2,40.175540674778475
MIC3,43.01691380910683
MIC4,43.197451122539675
MIC5,43.197451122539675
MPC2,49
MPC3,59
MPC4,72
MPC5,80
MPC6,76
MPC7,83
MPC8,91
MPC9,95
Mare,0.9861492537313431
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.13867041678956935
RPCG,0.09312913113064956
SIC0,0.25738115694123476
SIC1,0.5935480349482966
SIC2,0.8062267063315074
SIC3,0.9194078915437368
SIC4,0.9489334181208401
SIC5,0.9489334181208401
SaaN,0
SaaO,0
SaaS,0
Sare,66.07199999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.675810026678176
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,104.60690261456556
TIC1,241.23452636076001
TIC2,327.6730882585073
TIC3,373.6730882585073
TIC4,385.6730882585072
TIC5,385.6730882585072
Vabc,460.95628559572054
WPol,48
apol,73.16737599999998
bpol,38.994624000000016
nRot,10
ABCGG,20.15257257490445
ATS0Z,1484.0
ATS0d,204.0
ATS0i,10986.23480336847
ATS0m,5848.005395000001
ATS0p,94.795032955168
ATS0s,364.75
ATS0v,14061.329844980859
ATS1Z,1643.0
ATS1d,255.0
ATS1i,10221.450772091252
ATS1m,6190.520045
ATS1p,121.288825566
ATS1s,220.16666666666669
ATS1v,17699.16709450404
ATS2Z,2375.0
ATS2d,399.0
ATS2i,18712.55114942314
ATS2m,8743.021169000001
ATS2p,180.90404881333902
ATS2s,394.3055555555555
ATS2v,25282.55123229965
ATS3Z,2522.0
ATS3d,452.0
ATS3i,26662.622279741772
ATS3m,8894.558076
ATS3p,207.01468581662098
ATS3s,482.3333333333333
ATS3v,28091.90958872675
ATS4Z,2536.0
ATS4d,424.0
ATS4i,27549.277520243915
ATS4m,8956.723566999997
ATS4p,197.803671550564
ATS4s,534.6666666666667
ATS4v,27054.064285635086
ATS5Z,2418.0
ATS5d,409.0
ATS5i,27374.757954684013
ATS5m,8477.815604
ATS5p,185.24485381826202
ATS5s,591.6944444444446
ATS5v,25471.123997573184
ATS6Z,2178.0
ATS6d,383.0
ATS6i,24425.492783431826
ATS6m,7594.203248999998
ATS6p,180.867460748621
ATS6s,470.94444444444446
ATS6v,24596.362428671167
ATS7Z,2118.0
ATS7d,387.0
ATS7i,23676.424766584063
ATS7m,7455.538573
ATS7p,189.521106802017
ATS7s,406.58333333333337
ATS7v,25025.260522118242
ATS8Z,2081.0
ATS8d,372.0
ATS8i,24669.168912028617
ATS8m,7243.822486
ATS8p,182.14071472656397
ATS8s,482.55555555555554
ATS8v,23876.086077148935
C1SP1,0
C1SP2,3
C1SP3,3
C2SP1,0
C2SP2,10
C2SP3,7
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.38461538461538464
GGI10,0.21416386083052752
JGI10,0.006908511639694435
JGT10,0.41874269175415224
Kier1,29.554419284149013
Kier2,15.421074552269888
Kier3,10.001723642631427
MAXdO,12.87956997665983
MID_C,53.33646920348633
MID_N,8.265456736813551
MID_O,8.719446213119124
MID_X,0.0
MID_h,16.984902949932675
MINdO,10.56495496392128
MPC10,106
MWC01,37.0
MWC02,5.153291594497779
MWC03,5.963579343618446
MWC04,6.810142450115136
MWC05,7.638679823876112
MWC06,8.488587934405903
MWC07,9.326967183907902
MWC08,10.179337399481271
MWC09,11.024171134959547
MWC10,11.878630514504515
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.5436200000000015
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.602118820879701
SRW05,2.3978952727983707
SRW06,7.057036981697891
SRW07,4.59511985013459
SRW08,8.593969030218288
SRW09,6.6052979209482015
SRW10,10.176373195745152
SaaCH,14.555254118992607
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.091181012021652
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.5072526363436307
SdssS,0
SsCH3,1.9151363314396261
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.410237863236489
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6194272615178098
SsssP,0
VE1_A,4.193627061008788
VE1_D,5.811004549451683
VE2_A,0.1198179160288225
VE2_D,0.16602870141290524
VE3_A,2.68632897499192
VE3_D,3.0125164244914346
VR1_A,1057.0772320944
VR1_D,235.37019444529517
VR2_A,30.20220663126857
VR2_D,6.724862698437005
VR3_A,8.216026018956873
VR3_D,6.713922538674971
WPath,4841
Xc-3d,2.251110690351662
Xc-4d,0.0
Xc-5d,0.36585677548318873
Xc-6d,0.0
Xp-0d,25.208531534440656
Xp-1d,16.8294075958929
Xp-2d,14.965888372908887
Xp-3d,11.428986411125424
Xp-4d,9.16893677705167
Xp-5d,6.824512409138893
Xp-6d,4.093239458366367
Xp-7d,2.8926214054782604
ZMIC0,116.94005670433683
ZMIC1,59.82837069070432
ZMIC2,33.62383965684571
ZMIC3,25.330829246090964
ZMIC4,24.479225857324927
ZMIC5,24.479225857324927
nAcid,1
nAtom,67
nBase,0
nRing,3
piPC1,3.871201010907891
piPC2,4.343805421853684
piPC3,4.709530201312334
piPC4,5.146039931102459
piPC5,5.551505039210623
piPC6,5.475940402560437
piPC7,5.725319707764589
piPC8,5.988413020934249
piPC9,6.0987061049960625
AATS0Z,22.149253731343283
AATS0d,3.044776119402985
AATS0i,163.97365378161896
AATS0m,87.28366261194031
AATS0p,1.4148512381368359
AATS0s,5.4440298507462686
AATS0v,209.87059470120684
AATS1Z,23.81159420289855
AATS1d,3.6956521739130435
AATS1i,148.1369677114674
AATS1m,89.7176818115942
AATS1p,1.757809066173913
AATS1s,3.1908212560386477
AATS1v,256.5096680362904
AATS2Z,19.628099173553718
AATS2d,3.2975206611570247
AATS2i,154.6491830530838
AATS2m,72.25637329752067
AATS2p,1.4950747835813143
AATS2s,3.25872359963269
AATS2v,208.94670439917067
AATS3Z,15.284848484848485
AATS3d,2.7393939393939393
AATS3i,161.59165018025317
AATS3m,53.90641258181818
AATS3p,1.2546344594946726
AATS3s,2.923232323232323
AATS3v,170.25399750743486
AATS4Z,15.005917159763314
AATS4d,2.5088757396449703
AATS4i,163.01347645114743
AATS4m,52.99836430177513
AATS4p,1.1704359263346982
AATS4s,3.1637080867850105
AATS4v,160.08322062505968
AATS5Z,14.654545454545454
AATS5d,2.478787878787879
AATS5i,165.9076239677819
AATS5m,51.380700630303025
AATS5p,1.1226960837470426
AATS5s,3.586026936026937
AATS5v,154.3704484701405
AATS6Z,14.61744966442953
AATS6d,2.5704697986577183
AATS6i,163.92948176799882
AATS6m,50.96780704026845
AATS6p,1.2138755754941006
AATS6s,3.1607009694258017
AATS6v,165.07625791054474
AATS7Z,14.21476510067114
AATS7d,2.597315436241611
AATS7i,158.90217964150378
AATS7m,50.03717163087248
AATS7p,1.2719537369262885
AATS7s,2.7287472035794185
AATS7v,167.95476860482043
AATS8Z,13.601307189542483
AATS8d,2.4313725490196076
AATS8i,161.2363981178341
AATS8m,47.34524500653595
AATS8p,1.19046218775532
AATS8s,3.1539578794480754
AATS8v,156.05285017744401
AMID_C,1.5238991200996095
AMID_N,0.23615590676610146
AMID_O,0.2491270346605464
AMID_X,0.0
AMID_h,0.48528294142664785
ATS0dv,484.0
ATS0pe,420.07939999999996
ATS0se,518.609388
ATS1dv,448.0
ATS1pe,447.8974999999999
ATS1se,536.1392119999999
ATS2dv,589.0
ATS2pe,764.9261
ATS2se,930.639332
ATS3dv,563.0
ATS3pe,1022.4047000000002
ATS3se,1266.811632
ATS4dv,569.0
ATS4pe,1047.0775
ATS4se,1301.60202
ATS5dv,536.0
ATS5pe,1035.9492
ATS5se,1289.722896
ATS6dv,474.0
ATS6pe,930.5907
ATS6se,1156.6736039999998
ATS7dv,454.0
ATS7pe,892.6691999999999
ATS7se,1114.9783719999998
ATS8dv,471.0
ATS8pe,921.0722000000001
ATS8se,1152.987936
ATSC0Z,505.85074626865674
ATSC0c,1.5223156197672112
ATSC0d,36.29850746268656
ATSC0i,97.2341746419026
ATSC0m,2401.099137910448
ATSC0p,14.892571601057908
ATSC0s,149.22719734660032
ATSC0v,3292.411107315537
ATSC1Z,6.2880374248162205
ATSC1c,-1.1291115399402911
ATSC1d,8.453775896636229
ATSC1i,-9.577640293564505
ATSC1m,33.60894215192678
ATSC1p,0.11720866027194339
ATSC1s,-5.961176703546941
ATSC1v,75.90388630529358
ATSC2Z,22.582980619291583
ATSC2c,0.6450659185018477
ATSC2d,-6.912229895299616
ATSC2i,-12.671168909890733
ATSC2m,83.3621245647137
ATSC2p,-2.6540291729538823
ATSC2s,39.81522734585778
ATSC2v,-549.616359421599
ATSC3Z,-108.88616618400533
ATSC3c,-0.1933280505434994
ATSC3d,-8.317219870795274
ATSC3i,-3.042856010310362
ATSC3m,-511.25397863020726
ATSC3p,-1.376336163653078
ATSC3s,-35.81905150862603
ATSC3v,-446.40477651327205
ATSC4Z,-21.205613722432624
ATSC4c,-0.11907731753533185
ATSC4d,-5.738026286478057
ATSC4i,-39.215119807723376
ATSC4m,-99.85080063978613
ATSC4p,-3.7656550483007583
ATSC4s,-31.000940570777956
ATSC4v,-400.146744479978
ATSC5Z,-52.40855424370683
ATSC5c,0.0705258289643488
ATSC5d,4.055914457562932
ATSC5i,2.637970509200289
ATSC5m,-230.96919488393848
ATSC5p,1.8483436763284593
ATSC5s,-20.618388158708946
ATSC5v,235.48622124174827
ATSC6Z,-147.72777901537086
ATSC6c,0.013933365966014858
ATSC6d,1.2913789262642026
ATSC6i,38.02897783149957
ATSC6m,-673.9808448605481
ATSC6p,4.1440771617909595
ATSC6s,-53.837763916734744
ATSC6v,242.80893810529915
ATSC7Z,-1.3994208064156854
ATSC7c,-0.025594081430411666
ATSC7d,-4.201158387168633
ATSC7i,1.193638857984801
ATSC7m,-10.517982353085323
ATSC7p,-0.7165881697185916
ATSC7s,-1.6192730377960913
ATSC7v,-143.70310216087654
ATSC8Z,-6.748719091111619
ATSC8c,-0.33297177386441856
ATSC8d,0.30340833147694257
ATSC8i,-17.838225109740097
ATSC8m,-45.21079504923144
ATSC8p,-2.2498459187721833
ATSC8s,36.702154649637386
ATSC8v,-422.2975256401573
AXp-0d,0.7202437581268759
AXp-1d,0.45484885394305136
AXp-2d,0.3054262933246712
AXp-3d,0.1937116340868716
AXp-4d,0.12734634412571763
AXp-5d,0.08530640511423616
AXp-6d,0.05385841392587325
AXp-7d,0.03485086030696699
GATS1Z,0.8376761990773762
GATS1c,1.7590056092797506
GATS1d,0.93547983409611
GATS1i,1.3770012656354618
GATS1m,0.8439187461774094
GATS1p,1.1385198826739542
GATS1s,0.5951353912193085
GATS1v,1.0290255042641956
GATS2Z,0.8680246344001802
GATS2c,0.7150732865136739
GATS2d,1.3524222488038282
GATS2i,1.2433747815162424
GATS2m,0.8795852978026831
GATS2p,1.1704922766739136
GATS2s,0.43689736761282816
GATS2v,1.1181513029149874
GATS3Z,1.053670482709784
GATS3c,1.0364714326084024
GATS3d,1.2011513157894742
GATS3i,1.0587301510296234
GATS3m,1.0538316217138939
GATS3p,1.0253675257708785
GATS3s,0.9670935944167851
GATS3v,1.0367110658014496
GATS4Z,1.0109748194229216
GATS4c,1.1192745065539653
GATS4d,1.0597530948302711
GATS4i,1.1600220679626299
GATS4m,1.0098152690301747
GATS4p,1.0670645676446848
GATS4s,1.1197631222539497
GATS4v,1.0168827438943497
GATS5Z,1.083718871710138
GATS5c,1.1427602239819095
GATS5d,0.9752467105263161
GATS5i,0.9574672913600581
GATS5m,1.0754696149894292
GATS5p,0.8762257853416284
GATS5s,1.3718827791607395
GATS5v,0.9051739909256691
GATS6Z,1.1401086910890257
GATS6c,0.9945338068090102
GATS6d,0.9823466752031088
GATS6i,0.829004804643904
GATS6m,1.1323386558158084
GATS6p,0.8341062025965741
GATS6s,1.3149214036261183
GATS6v,0.9230641681068135
GATS7Z,0.928199087983385
GATS7c,0.7313285564298058
GATS7d,1.0311589323560584
GATS7i,0.9931279790134349
GATS7m,0.9342458569579973
GATS7p,1.070044518826832
GATS7s,0.7286795989682281
GATS7v,1.0584958368967976
GATS8Z,0.961494181054931
GATS8c,0.806083544106236
GATS8d,0.8972442595459239
GATS8i,1.0545779811153604
GATS8m,0.9669493114874789
GATS8p,1.0776295053632567
GATS8s,0.7256485030890023
GATS8v,1.070139692953483
MATS1Z,0.0120703102951062
MATS1c,-0.7202078563609828
MATS1d,0.22614535659801702
MATS1i,-0.09564566743825066
MATS1m,0.013591596198747294
MATS1p,0.007642152802690448
MATS1s,-0.038789101959511
MATS1v,0.02238595705590898
MATS2Z,0.02471999048021277
MATS2c,0.23463285538163747
MATS2d,-0.10544326337538054
MATS2i,-0.07215844746125467
MATS2m,0.01922419287566853
MATS2p,-0.09867915635527869
MATS2s,0.1477374673771205
MATS2v,-0.09243469771701442
MATS3Z,-0.08740598478589744
MATS3c,-0.051568087690129154
MATS3d,-0.09304226475279107
MATS3i,-0.012707301319235082
MATS3m,-0.08646044519183899
MATS3p,-0.03752715862157735
MATS3s,-0.09746685606060608
MATS3v,-0.055056123974482875
MATS4Z,-0.016619446246587673
MATS4c,-0.03101076195626612
MATS4d,-0.06267031298660855
MATS4i,-0.15989051897567763
MATS4m,-0.01648654141221162
MATS4p,-0.10024412638671887
MATS4s,-0.08235974363884284
MATS4v,-0.048182943530348445
MATS5Z,-0.04206981892571411
MATS5c,0.018811973338728097
MATS5d,0.0453723086124402
MATS5i,0.011016454941699654
MATS5m,-0.03906023278052596
MATS5p,0.05039690750017328
MATS5s,-0.05610448591534119
MATS5v,0.029043055256338043
MATS6Z,-0.13131922403338828
MATS6c,0.004115663648975548
MATS6d,0.01599754945249031
MATS6i,0.17586695917557202
MATS6m,-0.12621936651155663
MATS6p,0.12512574341113095
MATS6s,-0.16222865422160068
MATS6v,0.03316188017813339
MATS7Z,-0.0012439830587012697
MATS7c,-0.007560027550341676
MATS7d,-0.05204377870010596
MATS7i,0.005520044142067642
MATS7m,-0.0019697489620210886
MATS7p,-0.021636572861715306
MATS7s,-0.004879334998854374
MATS7v,-0.019626398814933273
MATS8Z,-0.005842279474439773
MATS8c,-0.09578248232745636
MATS8d,0.0036603457172342505
MATS8i,-0.08033708694440272
MATS8m,-0.008245470161343695
MATS8p,-0.06615557544797868
MATS8s,0.10770278913782205
MATS8v,-0.056167856503653975
MAXsOH,8.675810026678176
MINsOH,8.675810026678176
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,11
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.153803608876046
SpAD_D,577.0428051350141
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.648311050392202
SssNH2,0
SsssAs,0
SsssCH,-0.49254373524811434
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,783
TMWC10,148.46338737936662
TSRW10,84.34529918595851
VE1_Dt,5.825517491066937
VE2_Dt,0.16644335688762676
VE3_Dt,3.0150108036692664
VR1_Dt,233.75294607999737
VR2_Dt,6.678655602285639
VR3_Dt,6.707027740135532
Xc-3dv,0.8393210465926986
Xc-4dv,0.0
Xc-5dv,0.11892774153229654
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.5317015470487816
Xp-0dv,19.88042702505438
Xp-1dv,11.847991293858998
Xp-2dv,8.654777560504067
Xp-3dv,5.952867172531189
Xp-4dv,4.048329554604577
Xp-5dv,2.4628584147035166
Xp-6dv,1.3377473118892231
Xp-7dv,0.7972620587898743
Xpc-4d,4.348553896333482
Xpc-5d,6.461021342177954
Xpc-6d,9.097042150075925
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,69
nFRing,0
nHBAcc,4
nHBDon,4
nHRing,1
nSpiro,0
naRing,2
piPC10,6.374225948856523
AATS0dv,7.223880597014926
AATS0pe,6.269841791044776
AATS0se,7.7404386268656715
AATS1dv,6.492753623188406
AATS1pe,6.491268115942028
AATS1se,7.770133507246376
AATS2dv,4.867768595041323
AATS2pe,6.321703305785124
AATS2se,7.69123414876033
AATS3dv,3.412121212121212
AATS3pe,6.1963921212121225
AATS3se,7.677646254545454
AATS4dv,3.366863905325444
AATS4pe,6.195724852071007
AATS4se,7.701787100591716
AATS5dv,3.2484848484848485
AATS5pe,6.27848
AATS5se,7.8165024
AATS6dv,3.1812080536912752
AATS6pe,6.245575167785235
AATS6se,7.76291009395973
AATS7dv,3.046979865771812
AATS7pe,5.991068456375839
AATS7se,7.4830763221476495
AATS8dv,3.0784313725490198
AATS8pe,6.020079738562092
AATS8se,7.535868862745098
AATSC0Z,7.55001113833816
AATSC0c,0.022721128653241957
AATSC0d,0.5417687680997993
AATSC0i,1.4512563379388448
AATSC0m,35.83730056582758
AATSC0p,0.22227718807549116
AATSC0s,2.2272716021880643
AATSC0v,49.1404642882916
AATSC1Z,0.09113097717124957
AATSC1c,-0.016363935361453495
AATSC1d,0.12251849125559752
AATSC1i,-0.13880638106615226
AATSC1m,0.48708611814386643
AATSC1p,0.0016986762358252665
AATSC1s,-0.08639386526879625
AATSC1v,1.1000563232651244
AATSC2Z,0.1866362034652197
AATSC2c,0.0053311232934037
AATSC2d,-0.05712586690330261
AATSC2i,-0.104720404213973
AATSC2m,0.6889431782207743
AATSC2p,-0.02193412539631308
AATSC2s,0.3290514656682461
AATSC2v,-4.542283962161975
AATSC3Z,-0.6599161586909414
AATSC3c,-0.0011716851548090874
AATSC3d,-0.050407393156334995
AATSC3i,-0.018441551577638556
AATSC3m,-3.0985089613951957
AATSC3p,-0.00834143129486714
AATSC3s,-0.21708516065833958
AATSC3v,-2.7054834940198305
AATSC4Z,-0.12547700427474925
AATSC4c,-0.0007045995120433837
AATSC4d,-0.03395281826318377
AATSC4i,-0.2320421290397833
AATSC4m,-0.5908331398803913
AATSC4p,-0.022281982534324014
AATSC4s,-0.18343751817028375
AATSC4v,-2.367732215857858
