DLiP-ID,C001AQ
DLiP-Mol-ID,32095
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H16N2.ClH/c1-2-6-11-10(4-1)5-3-7-12(11)13-14-8-9-15-13;/h1-2,4,6,12H,3,5,7-9H2,(H,14,15);1H"
Standard Inchi Key(RDKit),BJORNXNYWNIWEY-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cl.c1ccc2c(c1)CCCC2C1=NCCN1
SMILES(SDF),
MW(SDF),
MW(RDKit),236.746
MW Monoisotopic(RDKit),236.108026224
MolLogP(RDKit),2.53
XLogP(SDF),
XLogP(CDK),2.786
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),24.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.796401795663913
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,7292.1930018785515
qed,0.7964017956639132
Chi0,10.087575669810528
Chi1,7.449489742783178
TPSA,24.39
Chi0n,9.27774713784469
Chi0v,10.094243718772416
Chi1n,5.80989017379648
Chi1v,5.80989017379648
Chi2n,4.337365891930906
Chi2v,4.337365891930906
Chi3n,3.3995612345963737
Chi3v,3.3995612345963737
Chi4n,2.6875841548406134
Chi4v,2.6875841548406134
MolMR,69.67370000000003
MolWt,236.74599999999998
fr_SH,0
Kappa1,11.464961646363335
Kappa2,4.875298149281215
Kappa3,1.9409998495457828
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,400.6739969224984
MolLogP,2.5300000000000002
NOCount,2
fr_Ar_N,0
fr_COO2,0
