DLiP-ID,C100OU
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.733667477162185
SlogP_VSA2,31.976882251245147
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.876485017303356
EState_VSA2,5.563451491696996
EState_VSA3,16.944765761229018
EState_VSA4,5.563451491696996
EState_VSA5,16.814537072068404
EState_VSA6,42.595045982382736
EState_VSA7,0.0
EState_VSA8,10.312066903955905
EState_VSA9,10.84019487200289
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5207147581254723
VSA_EState9,60.1459519085412
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,1
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.0
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.48
NumHAcceptors,5
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,23
HeavyAtomMolWt,296.201
MaxEStateIndex,11.227062685847512
MinEStateIndex,-0.9828972067864432
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0434782608695652
FpDensityMorgan2,1.7826086956521738
FpDensityMorgan3,2.4347826086956523
MaxPartialCharge,0.33517897875608327
MinPartialCharge,-0.4776392465500143
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,11.227062685847512
MinAbsEStateIndex,0.20398260242776867
NumAliphaticRings,0
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4776392465500143
MinAbsPartialCharge,0.33517897875608327
NumRadicalElectrons,0
NumValenceElectrons,114
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,308.09094024400036
MZ,0.7619047619047621
Mi,1.1223671178514656
Mm,0.733368221986988
Mp,0.7104793156544056
Mv,0.697920525718938
SZ,26.66666666666667
Si,39.282849124801295
Sm,25.66788776954458
Sp,24.866776047904196
Sv,24.427218400162833
nB,0
nC,16
nF,0
nH,12
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,17.95346827054888
AMW,8.802598292685724
IC0,1.707156230921614
IC1,3.378305516512272
IC2,4.193429088311724
IC3,4.879143374026009
IC4,5.0721401598021085
IC5,5.0721401598021085
MID,46.72847194596213
Mpe,1.004817927170868
Mse,1.0277598584954741
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,82.27220000000003
SdO,22.08201484692043
SdS,0
Spe,35.16862745098038
SsF,0
SsI,0
Sse,35.971595047341594
StN,0
fMF,0.4857142857142857
nBr,0
nCl,0
AMID,2.0316726933027014
BIC0,0.3073416010630573
BIC1,0.6082008239893276
BIC2,0.7549486020095248
BIC3,0.8783986545741139
BIC4,0.9131441219578625
BIC5,0.9131441219578625
CIC0,3.4221267860233526
CIC1,1.7509775004326942
CIC2,0.9358539286332421
CIC3,0.2501396429189571
CIC4,0.05714285714285783
CIC5,0.05714285714285783
GGI1,5.0
GGI2,3.1111111111111125
GGI3,1.125
GGI4,1.0244444444444443
GGI5,0.9622222222222222
GGI6,0.3509750566893425
GGI7,0.23788265306122447
GGI8,0.2428980851599899
GGI9,0.15250000000000002
JGI1,0.2
JGI2,0.08888888888888892
JGI3,0.03308823529411764
JGI4,0.03414814814814815
JGI5,0.03848888888888889
JGI6,0.015953411667697384
JGI7,0.011327745383867834
JGI8,0.014288122656469993
JGI9,0.010892857142857143
MIC0,16.60415470626417
MIC1,33.519887224957486
MIC2,42.11433178533134
MIC3,44.92907541922574
MIC4,45.12361617928806
MIC5,45.12361617928806
MPC2,35
MPC3,45
MPC4,55
MPC5,67
MPC6,75
MPC7,83
MPC8,83
MPC9,95
Mare,1.0192
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.223502071772835
RPCG,0.15684053751400306
SIC0,0.3328255090003607
SIC1,0.6586311391576152
SIC2,0.8175468334382058
SIC3,0.9512330198796591
SIC4,0.988859484463212
SIC5,0.988859484463212
SaaN,8.080246913580247
SaaO,0
SaaS,0
Sare,35.672000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.900035313003803
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,59.75046808225649
TIC1,118.24069307792952
TIC2,146.77001809091036
TIC3,170.77001809091033
TIC4,177.5249055930738
TIC5,177.5249055930738
Vabc,259.5159794541663
WPol,34
apol,41.527516
bpol,14.914483999999996
nRot,4
ABCGG,14.262275247352006
ATS0Z,976.0
ATS0d,132.0
ATS0i,5649.035630378488
ATS0m,3873.106903
ATS0p,56.727366858188006
ATS0s,239.44444444444446
ATS0v,8771.704384940245
ATS1Z,1062.0
ATS1d,161.0
ATS1i,5524.42258014985
ATS1m,4103.391205
ATS1p,70.43203137600001
ATS1s,153.66666666666669
ATS1v,10743.704332949708
ATS2Z,1539.0
ATS2d,236.0
ATS2i,8508.469228921049
ATS2m,5909.456002999998
ATS2p,102.51339540484898
ATS2s,262.7777777777778
ATS2v,15369.565101272226
ATS3Z,1580.0
ATS3d,253.0
ATS3i,11095.902360608949
ATS3m,5891.905669999999
ATS3p,112.036681147396
ATS3s,283.6666666666667
ATS3v,16363.407745852757
ATS4Z,1500.0
ATS4d,227.0
ATS4i,12032.710720000548
ATS4m,5478.525262
ATS4p,102.27471491024501
ATS4s,306.99999999999994
ATS4v,14899.843738012816
ATS5Z,1255.0
ATS5d,206.0
ATS5i,11727.587029431688
ATS5m,4564.674805
ATS5p,86.707931953037
ATS5s,252.55555555555557
ATS5v,12432.804057769288
ATS6Z,1047.0
ATS6d,170.0
ATS6i,8341.732610007393
ATS6m,3888.7158019999997
ATS6p,71.420960739943
ATS6s,198.5555555555556
ATS6v,10424.843630619625
ATS7Z,1018.0
ATS7d,142.0
ATS7i,7131.223763050498
ATS7m,3805.9663729999997
ATS7p,66.682724860547
ATS7s,217.22222222222226
ATS7v,9820.50896636211
ATS8Z,861.0
ATS8d,132.0
ATS8i,7332.447689243895
ATS8m,3142.3344890000003
ATS8p,63.364467881093994
ATS8s,184.44444444444443
ATS8v,8876.944881425046
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.08672584430160188
JGI10,0.007227153691800156
JGT10,0.4543034517627361
Kier1,17.8112
Kier2,7.92
Kier3,4.345679012345679
MAXdO,11.227062685847512
MID_C,33.525997705614614
MID_N,8.07358232380162
MID_O,5.128891916545902
MID_X,0.0
MID_h,13.202474240347524
MINdO,10.854952161072916
MPC10,99
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.638354669333745
MWC04,6.505784060128229
MWC05,7.367077059881012
MWC06,8.237214703349489
MWC07,9.104868739033948
MWC08,9.976970329295932
MWC09,10.847918605354593
MWC10,11.721539979135724
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.7314
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7580945044277305
SRW07,4.59511985013459
SRW08,8.340694647925071
SRW09,6.6052979209482015
SRW10,9.96274653641105
SaaCH,14.749435755134225
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.5709177036287434
SaasN,1.5207147581254723
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.5000747918974837
SdssS,0
SsCH3,0
SsNH2,5.263376168171234
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.269312558714365
VE1_D,4.719127528440811
VE2_A,0.18562228516149412
VE2_D,0.20517945775829616
VE3_A,2.2843619439395044
VE3_D,2.384533059777182
VR1_A,156.75600896159102
VR1_D,129.3259151455507
VR2_A,6.815478650503957
VR2_D,5.622865875893509
VR3_A,5.887599636396575
VR3_D,5.695244815123255
WPath,1315
Xc-3d,1.6666666666666665
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-0d,16.396976746569035
Xp-1d,11.041713895658193
Xp-2d,10.182870792170462
Xp-3d,8.304523922768594
Xp-4d,6.492529609212166
Xp-5d,4.983651044390356
Xp-6d,3.6119184775592657
Xp-7d,2.6795250052656194
ZMIC0,73.21804695513279
ZMIC1,47.43034675382855
ZMIC2,30.251465927669102
ZMIC3,24.277527153547254
ZMIC4,23.62696710700241
ZMIC5,23.62696710700241
nAcid,1
nAtom,35
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,4.208417018481948
piPC3,4.798884926611489
piPC4,5.3615855498981215
piPC5,5.863631175598097
piPC6,6.218973555931831
piPC7,6.660094880879842
piPC8,6.962746415416585
piPC9,7.403213425617006
AATS0Z,27.885714285714286
AATS0d,3.7714285714285714
AATS0i,161.40101801081394
AATS0m,110.66019722857142
AATS0p,1.6207819102339431
AATS0s,6.841269841269842
AATS0v,250.620125284007
AATS1Z,28.7027027027027
AATS1d,4.351351351351352
AATS1i,149.30871838242837
AATS1m,110.90246499999999
AATS1p,1.9035684155675678
AATS1s,4.153153153153154
AATS1v,290.37038737701914
AATS2Z,27.0
AATS2d,4.140350877192983
AATS2i,149.27138998107102
AATS2m,103.67466671929822
AATS2p,1.7984806211377014
AATS2s,4.610136452241716
AATS2v,269.6414930047759
AATS3Z,21.944444444444443
AATS3d,3.513888888888889
AATS3i,154.10975500845763
AATS3m,81.83202319444443
AATS3p,1.5560650159360554
AATS3s,3.939814814814815
AATS3v,227.26955202573274
AATS4Z,20.0
AATS4d,3.026666666666667
AATS4i,160.43614293334065
AATS4m,73.04700349333334
AATS4p,1.3636628654699334
AATS4s,4.093333333333333
AATS4v,198.6645831735042
AATS5Z,17.928571428571427
AATS5d,2.942857142857143
AATS5i,167.53695756330984
AATS5m,65.20964007142857
AATS5p,1.238684742186243
AATS5s,3.607936507936508
AATS5v,177.61148653956127
AATS6Z,20.529411764705884
AATS6d,3.3333333333333335
AATS6i,163.5633845099489
AATS6m,76.24932945098038
AATS6p,1.4004109949008432
AATS6s,3.893246187363835
AATS6v,204.4086986396005
AATS7Z,22.622222222222224
AATS7d,3.1555555555555554
AATS7i,158.47163917889995
AATS7m,84.5770305111111
AATS7p,1.4818383302343778
AATS7s,4.8271604938271615
AATS7v,218.23353258582466
AATS8Z,18.717391304347824
AATS8d,2.869565217391304
AATS8i,159.40103672269336
AATS8m,68.31161932608697
AATS8p,1.3774884321976955
AATS8s,4.009661835748792
AATS8v,192.97706263967493
AMID_C,1.457652074157157
AMID_N,0.3510253184261574
AMID_O,0.22299530071938703
AMID_X,0.0
AMID_h,0.5740206191455445
ATS0dv,374.0
ATS0pe,234.58720000000002
ATS0se,282.1315159999999
ATS1dv,377.0
ATS1pe,251.2812
ATS1se,296.323628
ATS2dv,522.0
ATS2pe,381.39480000000003
ATS2se,452.422668
ATS3dv,470.0
ATS3pe,468.73249999999996
ATS3se,565.448856
ATS4dv,442.0
ATS4pe,494.07900000000006
ATS4se,598.9459280000001
ATS5dv,391.0
ATS5pe,452.6482
ATS5se,554.7318759999999
ATS6dv,339.0
ATS6pe,333.01470000000006
ATS6se,403.96581599999996
ATS7dv,331.0
ATS7pe,300.31390000000005
ATS7se,361.19782799999996
ATS8dv,270.0
ATS8pe,295.1019
ATS8se,360.640828
ATSC0Z,244.5714285714286
ATSC0c,0.9605223878808165
ATSC0d,22.171428571428567
ATSC0i,58.70059929290065
ATSC0m,1157.477182742857
ATSC0p,7.454950140180684
ATSC0s,84.39365079365079
ATSC0v,1551.4793544641302
ATSC1Z,-2.48979591836733
ATSC1c,-0.6633483429609157
ATSC1d,6.075918367346939
ATSC1i,15.740330971926332
ATSC1m,-8.198774442449032
ATSC1p,1.058537232114708
ATSC1s,-12.870113378684806
ATSC1v,142.1726443686354
ATSC2Z,14.755102040816343
ATSC2c,0.2737337657677719
ATSC2d,-6.736326530612242
ATSC2i,-6.8974727259967406
ATSC2m,60.8213155044898
ATSC2p,-0.7806207996626247
ATSC2s,29.08907029478458
ATSC2v,-175.59994616833222
ATSC3Z,-55.918367346938766
ATSC3c,0.007178251135600559
ATSC3d,-6.438367346938774
ATSC3i,-26.49188164866575
ATSC3m,-265.92196632816325
ATSC3p,-2.526194508357406
ATSC3s,-7.051065759637191
ATSC3v,-464.2485983419293
ATSC4Z,-109.79591836734693
ATSC4c,-0.11747619726269916
ATSC4d,1.7755102040816317
ATSC4i,-38.412544754245
ATSC4m,-516.8434455632654
ATSC4p,-3.283622054979326
ATSC4s,-32.167346938775516
ATSC4v,-676.241769496862
ATSC5Z,11.571428571428562
ATSC5c,0.1120477374042578
ATSC5d,2.2857142857142847
ATSC5i,9.811819062390178
ATSC5m,67.34387082857137
ATSC5p,2.386949052282939
ATSC5s,-19.660317460317465
ATSC5v,466.8262094788414
ATSC6Z,9.938775510204078
ATSC6c,-0.17775894217918203
ATSC6d,-2.9926530612244897
ATSC6i,14.515051035932595
ATSC6m,51.30579568897958
ATSC6p,1.283329927246
ATSC6s,2.8327437641723368
ATSC6v,263.8596921043987
ATSC7Z,-11.87755102040816
ATSC7c,-0.0007843396718490011
ATSC7d,-1.9918367346938777
ATSC7i,7.983977308951368
ATSC7m,-64.43946578367347
ATSC7p,-0.8349536466171952
ATSC7s,7.547845804988664
ATSC7v,-231.43947940473873
ATSC8Z,-1.693877551020413
ATSC8c,0.12831631309386368
ATSC8d,-3.5395918367346937
ATSC8i,13.412588798327889
ATSC8m,-16.394276576326504
ATSC8p,0.10888465245846943
ATSC8s,3.0540589569160996
ATSC8v,-122.00652426292716
AXp-0d,0.7129120324595233
AXp-1d,0.4416685558263277
AXp-2d,0.29093916549058463
AXp-3d,0.1845449760615243
AXp-4d,0.11804599289476667
AXp-5d,0.07438285140881129
AXp-6d,0.04815891303412354
AXp-7d,0.03228343379838096
GATS1Z,0.6800644102045971
GATS1c,1.595506991252863
GATS1d,0.7667525773195878
GATS1i,0.8649140343012106
GATS1m,0.6811330630731469
GATS1p,0.8019059117657263
GATS1s,0.7458611560703043
GATS1v,0.7442401715185828
GATS2Z,0.6804599114608951
GATS2c,0.5610011250876155
GATS2d,1.2913727618014108
GATS2i,1.1390615784076636
GATS2m,0.6899931241829542
GATS2p,1.0237366173661637
GATS2s,0.4079785492922797
GATS2v,0.9477938753372093
GATS3Z,0.9663729880581515
GATS3c,0.7004056246081384
GATS3d,1.1288301832760599
GATS3i,1.2161768236230133
GATS3m,0.9705974627882904
GATS3p,1.142507207216134
GATS3s,0.7948677358143579
GATS3v,1.097288251753346
GATS4Z,1.1668302180685355
GATS4c,0.8909553057585345
GATS4d,0.7974226804123713
GATS4i,1.301832490757615
GATS4m,1.1654091906820851
GATS4p,1.1452280987941446
GATS4s,1.0913406560337044
GATS4v,1.1448782713856933
GATS5Z,1.0565420560747663
GATS5c,0.7527914792949449
GATS5d,0.9091494845360826
GATS5i,0.9176194640707062
GATS5m,1.051375253773111
GATS5p,0.7771682710371294
GATS5s,0.938120674089678
GATS5v,0.8572719826038332
GATS6Z,0.9431464174454827
GATS6c,0.9341075979813646
GATS6d,1.1426116838487974
GATS6i,0.8819053876306893
GATS6m,0.9428185248662815
GATS6p,0.8085394158535903
GATS6s,0.6824280268833383
GATS6v,0.8469686915189613
GATS7Z,0.9437824506749739
GATS7c,0.8690055771618727
GATS7d,0.9371420389461629
GATS7i,0.9159280005902781
GATS7m,0.9495222512925691
GATS7p,1.0324032206924656
GATS7s,0.8450404587554753
GATS7v,1.0391139116958503
GATS8Z,1.00486336854937
GATS8c,0.6789574283192857
GATS8d,1.0001120573733753
GATS8i,0.7596779418753349
GATS8m,1.0125586516351173
GATS8p,0.9988363144393156
GATS8s,0.8266700139999215
GATS8v,1.0916789726009968
MATS1Z,-0.009629957059863536
MATS1c,-0.6532816763993007
MATS1d,0.2592295904151575
MATS1i,0.25365162281302106
MATS1m,-0.006700432251443237
MATS1p,0.13431598931223462
MATS1s,-0.14425767175541476
MATS1v,0.0866834844936602
MATS2Z,0.03704500737825877
MATS2c,0.17499033754516052
MATS2d,-0.18656176523783682
MATS2i,-0.07215071602959085
MATS2m,0.0322653632899296
MATS2p,-0.06429668236315408
MATS2s,0.21164755478826466
MATS2v,-0.06949788151465137
MATS3Z,-0.1111435617860851
MATS3c,0.0036328436269559995
MATS3d,-0.141161941580756
MATS3i,-0.2193844386391886
MATS3m,-0.11168049309992556
MATS3p,-0.16472426994805398
MATS3s,-0.04061444645066374
MATS3v,-0.14545884953120644
MATS4Z,-0.2095015576323987
MATS4c,-0.05707542695617216
MATS4d,0.03737113402061855
MATS4i,-0.3053777037130804
MATS4m,-0.20837871495485627
MATS4p,-0.2055489212102514
MATS4s,-0.17787390911826667
MATS4v,-0.20340553776873677
MATS5Z,0.023656542056074745
MATS5c,0.058326457986818375
MATS5d,0.051546391752577296
MATS5i,0.08357511831720632
MATS5m,0.029090798433273463
MATS5p,0.16009155040606932
MATS5s,-0.11647983749623837
MATS5v,0.1504455112907641
MATS6Z,0.02788849184533625
MATS6c,-0.1270052967494379
MATS6d,-0.09263189812007278
MATS6i,0.16969689670047858
MATS6m,0.03041948498986245
MATS6p,0.11813849860518386
MATS6s,0.0230353802670632
MATS6v,0.11671452819203235
MATS7Z,-0.037772585669781915
MATS7c,-0.0006351147820089777
MATS7d,-0.06987399770904928
MATS7i,0.10578699713437878
MATS7m,-0.04330071058476077
MATS7p,-0.08711103087238549
MATS7s,0.06956147390243088
MATS7v,-0.11602377012850235
MATS8Z,-0.0052697074360016395
MATS8c,0.10164466605451063
MATS8d,-0.12147019273868223
MATS8i,0.1738522388247173
MATS8m,-0.010776805173060929
MATS8p,0.01111302109566013
MATS8s,0.02753454186238208
MATS8v,-0.059833893891344546
MAXaaN,4.0612188208616775
MAXsOH,8.900035313003803
MINaaN,4.019028092718569
MINsOH,8.900035313003803
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.656679088548792
SpAD_D,237.38430193458197
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,685
TMWC10,122.19551869110943
TSRW10,70.84394779341596
VE1_Dt,4.7515196753258575
VE2_Dt,0.20658781197068946
VE3_Dt,2.3913736214619865
VR1_Dt,127.3879880837668
VR2_Dt,5.538608177555078
VR3_Dt,5.680146576571277
Xc-3dv,0.5513894601633886
Xc-4dv,0.0
Xc-5dv,0.07561795363779855
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.4241838895256699
Xp-0dv,11.87885365482382
Xp-1dv,6.7073522527424245
Xp-2dv,4.845434025476216
Xp-3dv,3.316217222748802
Xp-4dv,2.1075228448501444
Xp-5dv,1.3546731120363718
Xp-6dv,0.7411113498234209
Xp-7dv,0.421401424052806
Xpc-4d,3.8799939708726052
Xpc-5d,4.906146970071412
Xpc-6d,6.714871574737029
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.75134090038566
AATS0dv,10.685714285714285
AATS0pe,6.702491428571429
AATS0se,8.060900457142855
AATS1dv,10.18918918918919
AATS1pe,6.791383783783784
AATS1se,8.008746702702702
AATS2dv,9.157894736842104
AATS2pe,6.691136842105264
AATS2se,7.937239789473684
AATS3dv,6.527777777777778
AATS3pe,6.51017361111111
AATS3se,7.853456333333333
AATS4dv,5.8933333333333335
AATS4pe,6.587720000000001
AATS4se,7.985945706666668
AATS5dv,5.585714285714285
AATS5pe,6.466402857142857
AATS5se,7.924741085714285
AATS6dv,6.647058823529412
AATS6pe,6.529700000000001
AATS6se,7.920898352941176
AATS7dv,7.355555555555555
AATS7pe,6.673642222222223
AATS7se,8.026618399999998
AATS8dv,5.869565217391305
AATS8pe,6.415258695652174
AATS8se,7.840018
AATSC0Z,6.9877551020408175
AATSC0c,0.027443496796594757
AATSC0d,0.633469387755102
AATSC0i,1.6771599797971615
AATSC0m,33.07077664979591
AATSC0p,0.21299857543373382
AATSC0s,2.4112471655328798
AATSC0v,44.327981556118004
AATSC1Z,-0.06729178157749541
AATSC1c,-0.01792833359353826
AATSC1d,0.16421400992829566
AATSC1i,0.4254143505926036
AATSC1m,-0.22158849844456843
AATSC1p,0.028609114381478593
AATSC1s,-0.3478409021266164
AATSC1v,3.8425039018550105
AATSC2Z,0.25886143931256744
AATSC2c,0.004802346767855648
AATSC2d,-0.11818116720372354
AATSC2i,-0.1210082934385393
AATSC2m,1.067040622885786
AATSC2p,-0.013695101748467099
AATSC2s,0.5103345665751681
AATSC2v,-3.080700809970741
AATSC3Z,-0.776643990929705
AATSC3c,9.969793243889665e-05
AATSC3d,-0.08942176870748297
AATSC3i,-0.3679428006759132
AATSC3m,-3.6933606434467117
AATSC3p,-0.03508603483829731
AATSC3s,-0.09793146888384988
AATSC3v,-6.447897199193463
AATSC4Z,-1.4639455782312925
AATSC4c,-0.0015663492968359888
AATSC4d,0.02367346938775509
AATSC4i,-0.5121672633899333
AATSC4m,-6.891245940843539
AATSC4p,-0.04378162739972435
AATSC4s,-0.42889795918367357
AATSC4v,-9.016556926624828
AATSC5Z,0.16530612244897946
AATSC5c,0.0016006819629179685
AATSC5d,0.03265306122448978
AATSC5i,0.1401688437484311
AATSC5m,0.9620552975510196
AATSC5p,0.034099272175470555
