DLiP-ID,C004XF
PEOE_VSA3,9.476340119217006
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,17.34611923257809
PEOE_VSA7,36.39820241076966
PEOE_VSA8,11.126902983393991
PEOE_VSA9,17.447681337993632
RingCount,3
SMR_VSA10,11.876485017303356
fr_Al_COO,0
fr_Ar_COO,1
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,308.090940244
NumHDonors,2
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.733667477162185
SlogP_VSA2,31.976882251245147
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.876485017303356
EState_VSA2,5.563451491696996
EState_VSA3,11.257379486545457
EState_VSA4,11.250837766380558
EState_VSA5,12.13273413692322
EState_VSA6,47.27684891752792
EState_VSA7,0.0
EState_VSA8,10.312066903955905
EState_VSA9,10.84019487200289
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5607279856387
VSA_EState9,60.105938681027965
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,1
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.0
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.4799999999999995
NumHAcceptors,5
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,23
HeavyAtomMolWt,296.201
MaxEStateIndex,11.058935481261976
MinEStateIndex,-0.9770879676480326
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.9565217391304348
FpDensityMorgan2,1.565217391304348
FpDensityMorgan3,2.130434782608696
MaxPartialCharge,0.33517897875608327
MinPartialCharge,-0.4776392465500143
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,11.058935481261976
MinAbsEStateIndex,0.2112799392530773
NumAliphaticRings,0
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4776392465500143
MinAbsPartialCharge,0.33517897875608327
NumRadicalElectrons,0
NumValenceElectrons,114
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,308.09094024400036
MZ,0.761904761904762
Mi,1.1223671178514656
Mm,0.733368221986988
Mp,0.7104793156544056
Mv,0.697920525718938
SZ,26.666666666666668
Si,39.282849124801295
Sm,25.66788776954458
Sp,24.866776047904196
Sv,24.427218400162833
nB,0
nC,16
nF,0
nH,12
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,17.95346827054888
AMW,8.802598292685724
IC0,1.707156230921614
IC1,3.378305516512272
IC2,4.114718016821339
IC3,4.800432302535625
IC4,5.0721401598021085
IC5,5.0721401598021085
MID,46.727613044134365
Mpe,1.004817927170868
Mse,1.0277598584954741
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,82.27220000000001
SdO,21.907225123941604
SdS,0
Spe,35.16862745098038
SsF,0
SsI,0
Sse,35.971595047341594
StN,0
fMF,0.4857142857142857
nBr,0
nCl,0
AMID,2.0316353497449726
BIC0,0.3073416010630573
BIC1,0.6082008239893276
BIC2,0.7407781433865409
BIC3,0.8642281959511302
BIC4,0.9131441219578625
BIC5,0.9131441219578625
CIC0,3.4221267860233526
CIC1,1.7509775004326942
CIC2,1.0145650001236275
CIC3,0.32885071440934155
CIC4,0.05714285714285783
CIC5,0.05714285714285783
GGI1,5.0
GGI2,3.333333333333335
GGI3,1.125
GGI4,0.9444444444444446
GGI5,0.9311111111111112
GGI6,0.41623582766439915
GGI7,0.18055555555555555
GGI8,0.2560153691106072
GGI9,0.18250000000000005
JGI1,0.2
JGI2,0.09523809523809529
JGI3,0.03308823529411765
JGI4,0.032567049808429116
JGI5,0.04232323232323234
JGI6,0.020811791383219955
JGI7,0.008207070707070708
JGI8,0.014223076061700398
JGI9,0.015208333333333336
MIC0,16.60415470626417
MIC1,33.519887224957486
MIC2,41.168933105660315
MIC3,44.84973465916343
MIC4,45.12361617928806
MIC5,45.12361617928806
MPC2,35
MPC3,45
MPC4,54
MPC5,65
MPC6,76
MPC7,84
MPC8,80
MPC9,96
Mare,1.0192
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2237869784494816
RPCG,0.15704046817214926
SIC0,0.3328255090003607
SIC1,0.6586311391576152
SIC2,0.8022013999282284
SIC3,0.935887586369682
SIC4,0.988859484463212
SIC5,0.988859484463212
SaaN,8.097825018896447
SaaO,0
SaaS,0
Sare,35.672000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.895503106301266
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,59.75046808225649
TIC1,118.24069307792952
TIC2,144.01513058874687
TIC3,168.01513058874687
TIC4,177.5249055930738
TIC5,177.5249055930738
Vabc,259.5159794541663
WPol,34
apol,41.527516
bpol,14.914483999999996
nRot,4
ABCGG,13.986544503705112
ATS0Z,976.0
ATS0d,132.0
ATS0i,5649.035630378488
ATS0m,3873.1069029999994
ATS0p,56.727366858188006
ATS0s,239.44444444444446
ATS0v,8771.704384940245
ATS1Z,1062.0
ATS1d,161.0
ATS1i,5524.42258014985
ATS1m,4103.391205
ATS1p,70.43203137600001
ATS1s,153.66666666666669
ATS1v,10743.704332949708
ATS2Z,1539.0
ATS2d,235.0
ATS2i,8508.469228921047
ATS2m,5909.456002999998
ATS2p,102.51339540484898
ATS2s,262.66666666666663
ATS2v,15369.565101272226
ATS3Z,1580.0
ATS3d,250.0
ATS3i,11095.902360608949
ATS3m,5891.905669999999
ATS3p,112.036681147396
ATS3s,284.33333333333337
ATS3v,16363.407745852757
ATS4Z,1470.0
ATS4d,221.0
ATS4i,12034.898419865498
ATS4m,5335.497265
ATS4p,101.840118615396
ATS4s,311.1111111111111
ATS4v,14749.45240372097
ATS5Z,1130.0
ATS5d,196.0
ATS5i,11759.369569153387
ATS5m,4031.378754
ATS5p,83.539685143886
ATS5s,236.11111111111111
ATS5v,11736.578599813589
ATS6Z,925.0
ATS6d,163.0
ATS6i,7648.25369580719
ATS6m,3460.7706799999996
ATS6p,65.72973025849001
ATS6s,150.11111111111114
ATS6v,9436.706209006685
ATS7Z,1029.0
ATS7d,139.0
ATS7i,6006.540047986101
ATS7m,3914.6840660000003
ATS7p,64.07062925000001
ATS7s,205.33333333333334
ATS7v,9677.585517404137
ATS8Z,949.0
ATS8d,130.0
ATS8i,7780.932147235747
ATS8m,3458.685418
ATS8p,64.16032666739598
ATS8s,226.22222222222223
ATS8v,9147.749018873856
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.09917355371900827
JGI10,0.007628734901462173
JGT10,0.469295619050661
Kier1,17.8112
Kier2,7.92
Kier3,4.345679012345679
MAXdO,11.058935481261976
MID_C,33.52809599477402
MID_N,8.071597883453082
MID_O,5.127919165907267
MID_X,0.0
MID_h,13.199517049360349
MINdO,10.848289642679628
MPC10,104
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.638354669333745
MWC04,6.502790045915623
MWC05,7.362010551259734
MWC06,8.229777750081887
MWC07,9.094817280720644
MWC08,9.964911854523127
MWC09,10.833227437734287
MWC10,11.704974555522695
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.7314
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7580945044277305
SRW07,4.59511985013459
SRW08,8.338783971442199
SRW09,6.6052979209482015
SRW10,9.957075711706057
SaaCH,14.743278150154053
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.729962352462353
SaasN,1.5607279856387
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4684309428546443
SdssS,0
SsCH3,0
SsNH2,5.20057587212689
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.259425330253206
VE1_D,4.7134332376508485
VE2_A,0.18519240566318287
VE2_D,0.204931879897863
VE3_A,2.2820433751150997
VE3_D,2.383325690617756
VR1_A,159.34543180112513
VR1_D,129.44670133478243
VR2_A,6.928062252222832
VR2_D,5.628117449338367
VR3_A,5.903983495682001
VR3_D,5.696178346651022
WPath,1357
Xc-3d,1.6666666666666665
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-0d,16.396976746569035
Xp-1d,11.041713895658194
Xp-2d,10.170965410371297
Xp-3d,8.365691729126018
Xp-4d,6.475129995437753
Xp-5d,4.7804579080601055
Xp-6d,3.6636353475472045
Xp-7d,2.764185931493723
ZMIC0,73.21804695513279
ZMIC1,47.43034675382855
ZMIC2,32.00903213817587
ZMIC3,24.57045485529838
ZMIC4,23.62696710700241
ZMIC5,23.62696710700241
nAcid,1
nAtom,35
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,4.208417018481948
piPC3,4.798884926611489
piPC4,5.350969112821869
piPC5,5.844268792289402
piPC6,6.229003978705924
piPC7,6.672981862185758
piPC8,6.940948246337901
piPC9,7.416998401252888
AATS0Z,27.885714285714286
AATS0d,3.7714285714285714
AATS0i,161.40101801081394
AATS0m,110.6601972285714
AATS0p,1.6207819102339431
AATS0s,6.841269841269842
AATS0v,250.620125284007
AATS1Z,28.7027027027027
AATS1d,4.351351351351352
AATS1i,149.30871838242837
AATS1m,110.90246499999999
AATS1p,1.9035684155675678
AATS1s,4.153153153153154
AATS1v,290.37038737701914
AATS2Z,27.0
AATS2d,4.12280701754386
AATS2i,149.271389981071
AATS2m,103.67466671929822
AATS2p,1.7984806211377014
AATS2s,4.6081871345029235
AATS2v,269.6414930047759
AATS3Z,21.944444444444443
AATS3d,3.4722222222222223
AATS3i,154.10975500845763
AATS3m,81.83202319444443
AATS3p,1.5560650159360554
AATS3s,3.9490740740740744
AATS3v,227.26955202573274
AATS4Z,19.6
AATS4d,2.9466666666666668
AATS4i,160.46531226487332
AATS4m,71.13996353333333
AATS4p,1.35786824820528
AATS4s,4.148148148148148
AATS4v,196.65936538294628
AATS5Z,16.142857142857142
AATS5d,2.8
AATS5i,167.9909938450484
AATS5m,57.591125057142854
AATS5p,1.1934240734840857
AATS5s,3.373015873015873
AATS5v,167.66540856876554
AATS6Z,19.680851063829788
AATS6d,3.4680851063829787
AATS6i,162.72880203845085
AATS6m,73.63341872340425
AATS6p,1.3985048991168088
AATS6s,3.1938534278959816
AATS6v,200.780983170355
AATS7Z,26.384615384615383
AATS7d,3.5641025641025643
AATS7i,154.013847384259
AATS7m,100.37651451282052
AATS7p,1.6428366474358977
AATS7s,5.264957264957265
AATS7v,248.14321839497788
AATS8Z,19.770833333333332
AATS8d,2.7083333333333335
AATS8i,162.10275306741138
AATS8m,72.05594620833334
AATS8p,1.3366734722374163
AATS8s,4.712962962962963
AATS8v,190.578104559872
AMID_C,1.4577433041206096
AMID_N,0.35093903841100355
AMID_O,0.22295300721335942
AMID_X,0.0
AMID_h,0.573892045624363
ATS0dv,374.0
ATS0pe,234.58720000000002
ATS0se,282.131516
ATS1dv,377.0
ATS1pe,251.2812
ATS1se,296.3236279999999
ATS2dv,521.0
ATS2pe,381.39480000000003
ATS2se,452.42266800000004
ATS3dv,462.0
ATS3pe,468.73249999999996
ATS3se,565.448856
ATS4dv,414.0
ATS4pe,493.78499999999997
ATS4se,598.8532200000001
ATS5dv,342.0
ATS5pe,445.5425
ATS5se,549.787328
ATS6dv,313.0
ATS6pe,297.7687
ATS6se,363.89125600000006
ATS7dv,340.0
ATS7pe,266.9919
ATS7se,316.66666399999997
ATS8dv,307.0
ATS8pe,318.4846
ATS8se,386.40354399999995
ATSC0Z,244.5714285714286
ATSC0c,0.959427335764728
ATSC0d,22.171428571428567
ATSC0i,58.700599292900634
ATSC0m,1157.477182742857
ATSC0p,7.454950140180683
ATSC0s,84.39365079365079
ATSC0v,1551.4793544641302
ATSC1Z,-2.48979591836733
ATSC1c,-0.6666378120296133
ATSC1d,6.07591836734694
ATSC1i,15.740330971926388
ATSC1m,-8.198774442449032
ATSC1p,1.0585372321147049
ATSC1s,-12.870113378684808
ATSC1v,142.1726443686354
ATSC2Z,14.755102040816343
ATSC2c,0.2681571282196575
ATSC2d,-7.736326530612242
ATSC2i,-6.897472725996658
ATSC2m,60.821315504489746
ATSC2p,-0.7806207996626289
ATSC2s,28.97795918367347
ATSC2v,-175.5999461683322
ATSC3Z,-55.918367346938766
ATSC3c,0.03705958053842086
ATSC3d,-9.438367346938774
ATSC3i,-26.4918816486657
ATSC3m,-265.92196632816325
ATSC3p,-2.526194508357409
ATSC3s,-6.384399092970525
ATSC3v,-464.2485983419293
ATSC4Z,-139.79591836734693
ATSC4c,-0.02688402247730671
ATSC4d,2.8612244897959176
ATSC4i,-36.22484488929402
ATSC4m,-659.8714425632653
ATSC4p,-3.7182183498283257
ATSC4s,-30.862585034013613
ATSC4v,-826.6331037887047
ATSC5Z,-12.857142857142879
ATSC5c,-0.2189512394971341
ATSC5d,8.228571428571428
ATSC5i,6.144588421136187
ATSC5m,-43.1096319428572
ATSC5p,2.6273139784247412
ATSC5s,-29.790476190476195
ATSC5v,489.53433841838273
ATSC6Z,83.20408163265304
ATSC6c,0.11928080479492054
ATSC6d,-4.830204081632653
ATSC6i,16.16435497318707
ATSC6m,396.89596700244897
ATSC6p,2.237931942243936
ATSC6s,8.23011337868481
ATSC6v,575.941274445081
ATSC7Z,-11.97959183673468
ATSC7c,-0.024767142617987976
ATSC7d,-4.333877551020406
ATSC7i,-0.6535269174811683
ATSC7m,-68.16133791346935
ATSC7p,-1.7255234032831634
ATSC7s,16.786757369614513
ATSC7v,-376.0245273644867
ATSC8Z,-41.0408163265306
ATSC8c,0.06919838378818469
ATSC8d,0.7363265306122437
ATSC8i,16.560376608951696
ATSC8m,-205.56259439020403
ATSC8p,-0.6308326735765984
ATSC8s,-2.4351020408163273
ATSC8v,-381.6811233445295
AXp-0d,0.7129120324595233
AXp-1d,0.4416685558263278
AXp-2d,0.2905990117248942
AXp-3d,0.18590426064724486
AXp-4d,0.11990981473032875
AXp-5d,0.07354550627784778
AXp-6d,0.04820572825720006
AXp-7d,0.032906975374925276
GATS1Z,0.6800644102045971
GATS1c,1.5988965159266022
GATS1d,0.7667525773195878
GATS1i,0.8649140343012105
GATS1m,0.6811330630731469
GATS1p,0.8019059117657265
GATS1s,0.7458611560703043
GATS1v,0.7442401715185828
GATS2Z,0.6804599114608951
GATS2c,0.5635823672926921
GATS2d,1.318276361005607
GATS2i,1.139061578407664
GATS2m,0.6899931241829541
GATS2p,1.023736617366164
GATS2s,0.4087638785498202
GATS2v,0.9477938753372094
GATS3Z,0.9663729880581515
GATS3c,0.6865920244924891
GATS3d,1.1927262313860254
GATS3i,1.2161768236230135
GATS3m,0.9705974627882904
GATS3p,1.142507207216134
GATS3s,0.7911374218410405
GATS3v,1.097288251753346
GATS4Z,1.2224376947040496
GATS4c,0.8469240464312292
GATS4d,0.7156357388316152
GATS4i,1.2849373093785887
GATS4m,1.221427019462391
GATS4p,1.1716557721244238
GATS4s,1.082387902497743
GATS4v,1.1888217532520806
GATS5Z,1.1399532710280371
GATS5c,0.8674895212403994
GATS5d,0.722938144329897
GATS5i,0.9177712621099282
GATS5m,1.1331480759169643
GATS5p,0.7809844679521591
GATS5s,1.0087834787842311
GATS5v,0.8859368237147665
GATS6Z,0.7468557367269834
GATS6c,0.6096658522985868
GATS6d,1.3377385391533234
GATS6i,0.8067952469833853
GATS6m,0.7503761011102299
GATS6p,0.7479996153724261
GATS6s,0.4585905135707928
GATS6v,0.7630309800664833
GATS7Z,0.8305475676971003
GATS7c,0.944445721409158
GATS7d,1.0616574147501985
GATS7i,1.082826954892674
GATS7m,0.8396099279222325
GATS7p,1.1283700051729852
GATS7s,0.6651436761653432
GATS7v,1.0627994817363524
GATS8Z,1.1237344236760123
GATS8c,0.8115666252481609
GATS8d,0.7348045532646049
GATS8i,0.7713562645063402
GATS8m,1.129093014410927
GATS8p,1.0190339345404509
GATS8s,1.067336085615408
GATS8v,1.1397468557884836
MATS1Z,-0.009629957059863536
MATS1c,-0.6572705531691516
MATS1d,0.2592295904151576
MATS1i,0.253651622813022
MATS1m,-0.006700432251443237
MATS1p,0.13431598931223424
MATS1s,-0.1442576717554148
MATS1v,0.0866834844936602
MATS2Z,0.03704500737825877
MATS2c,0.17162100725186144
MATS2d,-0.21425664677156805
MATS2i,-0.07215071602959
MATS2m,0.032265363289929565
MATS2p,-0.06429668236315443
MATS2s,0.21083912761138482
MATS2v,-0.06949788151465137
MATS3Z,-0.1111435617860851
MATS3c,0.01877690284745144
MATS3d,-0.20693728522336768
MATS3i,-0.21938443863918827
MATS3m,-0.11168049309992556
MATS3p,-0.16472426994805414
MATS3s,-0.03677441736048418
MATS3v,-0.14545884953120644
MATS4Z,-0.26674454828660427
MATS4c,-0.01307642245368854
MATS4d,0.060223367697594496
MATS4i,-0.28798560523467076
MATS4m,-0.2660441269345827
MATS4p,-0.2327538790502446
MATS4s,-0.1706590430334036
MATS4v,-0.24864147498413536
MATS5Z,-0.026285046728972004
MATS5c,-0.11410517051956585
MATS5d,0.18556701030927836
MATS5i,0.05233837895313724
MATS5m,-0.01862223834110532
MATS5p,0.17621271296397054
MATS5s,-0.17649714113752638
MATS5v,0.1577637295043041
MATS6Z,0.25334310996221904
MATS6c,0.09258244779888368
MATS6d,-0.1622340425531915
MATS6i,0.20506239737464843
MATS6m,0.25534916013704834
MATS6p,0.22354878732062886
MATS6s,0.07262166972935251
MATS6v,0.2764409575818597
MATS7Z,-0.04395818356098725
MATS7c,-0.023166864267610797
MATS7d,-0.17542294475284162
MATS7i,-0.009991354820105904
MATS7m,-0.052848066789404124
MATS7p,-0.2077205903263812
MATS7s,0.17850914758829295
MATS7v,-0.21750718641680722
MATS8Z,-0.12235932632398748
MATS8c,0.05259090810179344
MATS8d,0.024216065292096182
MATS8i,0.2057095626986955
MATS8m,-0.1294966276464011
MATS8p,-0.061701574010141036
MATS8s,-0.02103944101715318
MATS8v,-0.17938308469134956
MAXaaN,4.068781336608717
MAXsOH,8.895503106301266
MINaaN,4.02904368228773
MINsOH,8.895503106301266
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.663212061864396
SpAD_D,245.74258780477015
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,687
TMWC10,122.12665469068848
TSRW10,70.8363662922281
VE1_Dt,4.75073929038392
VE2_Dt,0.20655388219060522
VE3_Dt,2.3912093689518183
VR1_Dt,127.55509119127136
VR2_Dt,5.545873530055276
VR3_Dt,5.6814574819852215
Xc-3dv,0.5513894601633886
Xc-4dv,0.0
Xc-5dv,0.07561795363779855
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.4241838895256699
Xp-0dv,11.87885365482382
Xp-1dv,6.7073522527424245
Xp-2dv,4.841979701782268
Xp-3dv,3.3373676492466346
Xp-4dv,2.0842717118281504
Xp-5dv,1.3196830540157716
Xp-6dv,0.7578157498512522
Xp-7dv,0.42918698407454225
Xpc-4d,3.923246141538246
Xpc-5d,4.914747787572722
Xpc-6d,6.296230802185213
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.794494896085199
AATS0dv,10.685714285714285
AATS0pe,6.702491428571429
AATS0se,8.060900457142857
AATS1dv,10.18918918918919
AATS1pe,6.791383783783784
AATS1se,8.0087467027027
AATS2dv,9.140350877192983
AATS2pe,6.691136842105264
AATS2se,7.937239789473685
AATS3dv,6.416666666666667
AATS3pe,6.51017361111111
AATS3se,7.853456333333333
AATS4dv,5.52
AATS4pe,6.583799999999999
AATS4se,7.984709600000001
AATS5dv,4.885714285714286
AATS5pe,6.364892857142857
AATS5se,7.854104685714286
AATS6dv,6.659574468085107
AATS6pe,6.335504255319149
AATS6se,7.742367148936172
AATS7dv,8.717948717948717
AATS7pe,6.845946153846153
AATS7se,8.11965805128205
AATS8dv,6.395833333333333
AATS8pe,6.635095833333334
AATS8se,8.050073833333332
AATSC0Z,6.9877551020408175
AATSC0c,0.027412209593277944
AATSC0d,0.633469387755102
AATSC0i,1.677159979797161
AATSC0m,33.07077664979591
AATSC0p,0.2129985754337338
AATSC0s,2.4112471655328798
AATSC0v,44.327981556118004
AATSC1Z,-0.06729178157749541
AATSC1c,-0.01801723816296252
AATSC1d,0.16421400992829568
AATSC1i,0.4254143505926051
AATSC1m,-0.22158849844456843
AATSC1p,0.02860911438147851
AATSC1s,-0.34784090212661645
AATSC1v,3.8425039018550105
AATSC2Z,0.25886143931256744
AATSC2c,0.0047045110213975
AATSC2d,-0.13572502685284635
AATSC2i,-0.12100829343853786
AATSC2m,1.067040622885785
AATSC2p,-0.013695101748467173
AATSC2s,0.5083852488363767
AATSC2v,-3.0807008099707405
AATSC3Z,-0.776643990929705
AATSC3c,0.0005147163963669563
AATSC3d,-0.13108843537414963
AATSC3i,-0.3679428006759125
AATSC3m,-3.6933606434467117
AATSC3p,-0.03508603483829734
AATSC3s,-0.08867220962459062
AATSC3v,-6.447897199193463
AATSC4Z,-1.8639455782312924
AATSC4c,-0.00035845363303075613
AATSC4d,0.03814965986394557
AATSC4i,-0.4829979318572536
AATSC4m,-8.798285900843537
AATSC4p,-0.049576244664377676
AATSC4s,-0.41150113378684816
AATSC4v,-11.02177471718273
AATSC5Z,-0.18367346938775542
AATSC5c,-0.0031278748499590585
AATSC5d,0.11755102040816326
AATSC5i,0.08777983458765981
AATSC5m,-0.61585188489796
AATSC5p,0.03753305683463916
