DLiP-ID,T0030L
DLiP-Mol-ID,19569
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H30N4O4/c23-20(24)16-4-6-17(7-5-16)21(30)26-14-10-22(11-15-26)8-12-25(13-9-22)18(27)2-1-3-19(28)29/h4-7H,1-3,8-15H2,(H3,23,24)(H,28,29)"
Standard Inchi Key(RDKit),JUUIWALEUOELHW-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc(C(=O)N2CCC3(CCN(C(=O)CCCC(=O)O)CC3)CC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),414.506
MW Monoisotopic(RDKit),414.22670544
MolLogP(RDKit),2.07037
XLogP(SDF),
XLogP(CDK),1.765
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),127.79
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.484904067355328
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,4591064.914989584
qed,0.48490406735532793
Chi0,21.725403871315216
Chi1,14.294131415482813
TPSA,127.78999999999998
Chi0n,17.23131159689162
Chi0v,17.23131159689162
Chi1n,10.529466576213457
Chi1v,10.529466576213457
Chi2n,8.41130476376645
Chi2v,8.41130476376645
Chi3n,6.512261959169136
Chi3v,6.512261959169136
Chi4n,4.438507220783283
Chi4v,4.438507220783283
MolMR,112.32940000000004
MolWt,414.50600000000026
fr_SH,0
Kappa1,21.8003932405144
Kappa2,9.277346099378814
Kappa3,5.170335968449538
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,802.9313677644674
MolLogP,2.0703699999999996
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.4701630405571844
SMR_VSA1,19.490138947056174
SMR_VSA2,5.409283605791522
SMR_VSA3,9.799819461700956
SMR_VSA4,11.148657946558965
SMR_VSA5,44.94575136048208
SMR_VSA6,26.1790256236503
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,176.08252373179582
NHOHCount,4
PEOE_VSA1,20.640014333703846
PEOE_VSA2,19.792895158006985
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,49.65183272095005
PEOE_VSA8,50.147571852896306
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,23.61928453241213
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,414.22670543999993
NumHDonors,3
PEOE_VSA10,5.835619785757269
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.733667477162185
SlogP_VSA2,64.70465701260409
SlogP_VSA3,9.589074368143644
SlogP_VSA4,10.824274075188303
SlogP_VSA5,60.867191527947895
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.969305287951849
EState_VSA2,29.48579133678307
EState_VSA3,50.147571852896306
EState_VSA4,25.683286491704038
EState_VSA5,0.0
EState_VSA6,24.26546827384644
EState_VSA7,9.799819461700956
EState_VSA8,0.0
EState_VSA9,16.249478477794412
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,75.75000000000001
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,14.383611552215466
EState_VSA11,0.0
FractionCSP3,0.5454545454545454
VSA_EState10,0.0
fr_C_O_noCOO,2
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,2
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.9000000000000004
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,30
HeavyAtomMolWt,384.2660000000002
MaxEStateIndex,12.788095610975649
MinEStateIndex,-0.8643522803209838
NumHeteroatoms,8
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.9
FpDensityMorgan2,1.4
FpDensityMorgan3,1.9
MaxPartialCharge,0.3028546424601494
MinPartialCharge,-0.4812302343277153
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.788095610975649
MinAbsEStateIndex,0.005552108125160382
NumAliphaticRings,2
NumRotatableBonds,6
NumSaturatedRings,2
fr_Ndealkylation1,0
fr_Ndealkylation2,2
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4812302343277153
MinAbsPartialCharge,0.3028546424601494
NumRadicalElectrons,0
NumValenceElectrons,162
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,2
Mordred Descriptors
MW,414.2267054400008
MZ,0.6166666666666666
Mi,1.1371640335219018
Mm,0.5751755335387008
Mp,0.6422334331337325
Mv,0.6003077956442094
SZ,36.99999999999999
Si,68.2298420113141
Sm,34.510532012322045
Sp,38.53400598802395
Sv,36.01846773865257
nB,0
nC,22
nF,0
nH,30
nI,0
nN,4
nO,4
nP,0
nS,0
nX,0
ABC,23.121995338337058
AMW,6.903778424000013
IC0,1.5516537043039171
IC1,3.4656902024981715
IC2,4.3199025797939585
IC3,4.7068905956085185
IC4,4.973557262275185
IC5,5.106890595608519
MID,60.41947679144297
Mpe,0.9674509803921568
Mse,1.0048798252002915
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,112.32940000000004
SdO,35.66205929790503
SdS,0
Spe,58.04705882352941
SsF,0
SsI,0
Sse,60.292789512017485
StN,0
fMF,0.3
nBr,0
nCl,0
AMID,2.0139825597147656
BIC0,0.25401448668706955
BIC1,0.5673530861700253
BIC2,0.7071924832846479
BIC3,0.770544610063014
BIC4,0.8141994515150714
