DLiP-ID,C000TY
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,11.178302225184446
EState_VSA3,28.042455099962382
EState_VSA4,0.0
EState_VSA5,19.242531678200752
EState_VSA6,30.33183534230805
EState_VSA7,6.06636706846161
EState_VSA8,0.0
EState_VSA9,9.154013890853395
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.730841836734694
VSA_EState9,43.935824829931974
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.901064578912528
EState_VSA11,0.0
FractionCSP3,0.0625
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.7499999999999996
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,20
HeavyAtomMolWt,256.17199999999997
MaxEStateIndex,12.053627409297052
MinEStateIndex,-0.1028779289493571
NumHeteroatoms,4
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.1
FpDensityMorgan2,1.9
FpDensityMorgan3,2.7
MaxPartialCharge,0.19281621996574283
MinPartialCharge,-0.5042543187379498
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.053627409297052
MinAbsEStateIndex,0.04109825102880671
NumAliphaticRings,0
NumRotatableBonds,2
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5042543187379498
MinAbsPartialCharge,0.19281621996574283
NumRadicalElectrons,0
NumValenceElectrons,100
fr_para_hydroxylation,1
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,1
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,268.07355886400035
MZ,0.7291666666666665
Mi,1.104040067760184
Mm,0.6979747731246357
Mp,0.7097589071856287
Mv,0.6909426012619582
SZ,23.33333333333333
Si,35.32928216832589
Sm,22.335192739988344
Sp,22.71228502994012
Sv,22.11016324038266
nB,0
nC,16
nF,0
nH,12
nI,0
nN,0
nO,4
nP,0
nS,0
nX,0
ABC,15.613368327506883
AMW,8.37729871450001
IC0,1.4056390622295665
IC1,3.0389097655573916
IC2,3.8514097655573916
IC3,4.663909765557392
IC4,4.851409765557392
IC5,4.851409765557392
MID,41.02100870093322
Mpe,0.9921568627450981
Mse,1.0203022578295702
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,76.13680000000002
SdO,12.053627409297052
SdS,0
Spe,31.749019607843138
SsF,0
SsI,0
Sse,32.649672250546246
StN,0
fMF,0.5
nBr,0
nCl,0
AMID,2.051050435046661
BIC0,0.26067439136496806
BIC1,0.5635628482700459
BIC2,0.7142401797950331
BIC3,0.8649175113200204
BIC4,0.899689203210402
BIC5,0.899689203210402
CIC0,3.5943609377704338
CIC1,1.9610902344426084
CIC2,1.1485902344426084
CIC3,0.336090234442608
CIC4,0.148590234442608
CIC5,0.148590234442608
GGI1,4.0
GGI2,2.666666666666668
GGI3,1.3125
GGI4,1.4000000000000004
GGI5,0.6805555555555556
GGI6,0.30367346938775513
GGI7,0.29513888888888884
GGI8,0.14336104812295286
GGI9,0.05562500000000001
JGI1,0.1818181818181818
JGI2,0.08602150537634413
JGI3,0.03977272727272727
JGI4,0.05185185185185185
JGI5,0.03093434343434344
JGI6,0.0159828141783029
JGI7,0.018446180555555552
JGI8,0.011946754010246072
JGI9,0.009270833333333334
MIC0,12.540009174727402
MIC1,28.249408543681852
MIC2,38.00834604368184
MIC3,41.57809604368184
MIC4,41.76709604368183
MIC5,41.76709604368183
MPC2,31
MPC3,42
MPC4,54
MPC5,70
MPC6,73
MPC7,80
MPC8,87
MPC9,94
Mare,1.005
NaaN,0
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.25269950872193897
RPCG,0.14697977275271926
SIC0,0.2811278124459133
SIC1,0.6077819531114783
SIC2,0.7702819531114783
SIC3,0.9327819531114784
SIC4,0.9702819531114784
SIC5,0.9702819531114784
SaaN,0
SaaO,5.730841836734694
SaaS,0
Sare,32.16
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.590875521517656
SsSH,0
SssO,5.055049839380196
SssS,0
StCH,0
StsC,0
TIC0,44.98044999134613
TIC1,97.24511249783653
TIC2,123.24511249783653
TIC3,149.24511249783654
TIC4,155.24511249783654
TIC5,155.24511249783654
Vabc,229.5920819102611
WPol,33
apol,37.92951599999999
bpol,16.378484
nRot,2
ABCGG,12.486403002157022
ATS0Z,844.0
ATS0d,118.0
ATS0i,4989.526664940988
ATS0m,3344.2907080000004
ATS0p,52.530570858188
ATS0s,176.94444444444443
ATS0v,8014.838469017866
ATS1Z,938.0
ATS1d,146.0
ATS1i,4818.30196946805
ATS1m,3610.5148299999996
ATS1p,65.44219539599999
ATS1s,127.94444444444446
ATS1v,9936.763851145375
ATS2Z,1365.0
ATS2d,221.0
ATS2i,7909.503859320498
ATS2m,5208.436094999999
ATS2p,93.828695942547
ATS2s,200.44444444444446
ATS2v,14210.964560962144
ATS3Z,1548.0
ATS3d,241.0
ATS3i,9901.991485269848
ATS3m,5822.487617
ATS3p,103.670638989396
ATS3s,266.72222222222223
ATS3v,15607.56476060431
ATS4Z,1358.0
ATS4d,209.0
ATS4i,10288.232154003146
ATS4m,4961.932386999999
ATS4p,95.31606386339598
ATS4s,268.05555555555554
ATS4v,13980.30252106877
ATS5Z,1110.0
ATS5d,186.0
ATS5i,10013.018476563791
ATS5m,4002.660438
ATS5p,85.96208037649
ATS5s,224.80555555555557
ATS5v,12106.146597864716
ATS6Z,957.0
ATS6d,159.0
ATS6i,8400.735554059142
ATS6m,3480.1298669999996
ATS6p,72.784606907641
ATS6s,193.16666666666669
ATS6v,10246.984392942892
ATS7Z,826.0
ATS7d,124.0
ATS7i,7196.928919932095
ATS7m,2980.2150759999995
ATS7p,61.148986925094
ATS7s,172.44444444444446
ATS7v,8709.050649844477
ATS8Z,651.0
ATS8d,102.0
ATS8i,6471.705615876991
ATS8m,2337.678912
ATS8p,49.766930019640995
ATS8s,160.16666666666669
ATS8v,6812.902739383135
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0625
GGI10,0.024691358024691357
JGI10,0.012345679012345678
JGT10,0.45839087084323205
Kier1,14.917355371900827
Kier2,6.40582726326743
Kier3,3.122448979591837
MAXdO,12.053627409297052
MID_C,33.48180913409626
MID_N,0.0
MID_O,7.539199566836956
MID_X,0.0
MID_h,7.539199566836956
MINdO,12.053627409297052
MPC10,86
MWC01,22.0
MWC02,4.672828834461906
MWC03,5.53338948872752
MWC04,6.415096959171596
MWC05,7.292337176173877
MWC06,8.178358165605836
MWC07,9.060563446657955
MWC08,9.948508718183648
MWC09,10.832793221487778
MWC10,11.721832151357093
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.174200000000002
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.1298987149230735
SRW05,0.0
SRW06,6.670766320845874
SRW07,0.0
SRW08,8.308199063206446
SRW09,0.0
SRW10,9.992642463847021
SaaCH,13.319429157452696
SaaNH,0
SaaSe,0
SaaaC,1.0731807182749646
SaasC,1.4788858969513736
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.4676542160073907
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.071636854108328
VE1_D,4.409275883310278
VE2_A,0.2035818427054164
VE2_D,0.22046379416551393
VE3_A,2.0971922746201686
VE3_D,2.1768576577407464
VR1_A,120.16089790602102
VR1_D,105.67965768651695
VR2_A,6.008044895301051
VR2_D,5.283982884325847
VR3_A,5.481978841134577
VR3_D,5.353559601617718
WPath,797
Xc-3d,1.2741539509456528
Xc-4d,0.0
Xc-5d,0.36545089014000604
Xc-6d,0.0
Xp-0d,14.11251969619286
Xp-1d,9.685871848001629
Xp-2d,8.635903391665918
Xp-3d,7.572886446549731
Xp-4d,6.249335430694962
Xp-5d,5.115405925717568
Xp-6d,3.4733402387485808
Xp-7d,2.413827712489058
ZMIC0,66.36766874675479
ZMIC1,47.991729296672176
ZMIC2,29.616729296672176
ZMIC3,22.929229296672176
ZMIC4,22.366729296672176
ZMIC5,22.366729296672176
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.481240089335692
piPC2,4.174387269895637
piPC3,4.844187086458591
piPC4,5.480117954327864
piPC5,6.102698405868603
piPC6,6.458387263336473
piPC7,6.906066353550175
piPC8,7.339126693750272
piPC9,7.786248409598747
AATS0Z,26.375
AATS0d,3.6875
AATS0i,155.92270827940587
AATS0m,104.50908462500001
AATS0p,1.641580339318375
AATS0s,5.529513888888888
AATS0v,250.46370215680832
AATS1Z,27.58823529411765
AATS1d,4.294117647058823
AATS1i,141.71476380788383
AATS1m,106.19161264705882
AATS1p,1.924770452823529
AATS1s,3.763071895424837
AATS1v,292.25776032780516
AATS2Z,25.27777777777778
AATS2d,4.092592592592593
AATS2i,146.47229369112034
AATS2m,96.45252027777777
AATS2p,1.7375684433805
AATS2s,3.711934156378601
AATS2v,263.16601038818783
AATS3Z,23.454545454545453
AATS3d,3.6515151515151514
AATS3i,150.03017401924012
AATS3m,88.21950934848485
AATS3p,1.5707672574150908
AATS3s,4.0412457912457915
AATS3v,236.47825394855013
AATS4Z,20.26865671641791
AATS4d,3.1194029850746268
AATS4i,153.55570379109173
AATS4m,74.05869234328357
AATS4p,1.4226278188566563
AATS4s,4.000829187396351
AATS4v,208.66123165774283
AATS5Z,17.34375
AATS5d,2.90625
AATS5i,156.45341369630924
AATS5m,62.54156934375
AATS5p,1.3431575058826561
AATS5s,3.512586805555556
AATS5v,189.15854059163618
AATS6Z,17.72222222222222
AATS6d,2.9444444444444446
AATS6i,155.56917692702115
AATS6m,64.44684938888888
AATS6p,1.3478630908822409
AATS6s,3.577160493827161
AATS6v,189.75897023968318
AATS7Z,17.956521739130434
AATS7d,2.6956521739130435
AATS7i,156.45497652026293
AATS7m,64.78728426086955
AATS7p,1.3293258027194348
AATS7s,3.748792270531401
AATS7v,189.32718804009733
AATS8Z,15.878048780487806
AATS8d,2.4878048780487805
AATS8i,157.84647843602417
AATS8m,57.01655882926829
AATS8p,1.2138275614546583
AATS8s,3.906504065040651
AATS8v,166.16835949714962
AMID_C,1.674090456704813
AMID_N,0.0
AMID_O,0.3769599783418478
AMID_X,0.0
AMID_h,0.3769599783418478
ATS0dv,318.0
ATS0pe,209.4544
ATS0se,254.676688
ATS1dv,318.0
ATS1pe,225.95
ATS1se,268.61668
ATS2dv,454.0
ATS2pe,356.8665
ATS2se,428.25831600000004
ATS3dv,492.0
ATS3pe,438.98759999999993
ATS3se,529.621508
ATS4dv,397.0
ATS4pe,442.53559999999993
ATS4se,538.629244
ATS5dv,314.0
ATS5pe,405.58709999999996
ATS5se,500.43991200000005
ATS6dv,273.0
ATS6pe,339.7476
ATS6se,418.979964
ATS7dv,238.0
ATS7pe,296.14660000000003
ATS7se,364.181464
ATS8dv,159.0
ATS8pe,252.4266
ATS8se,313.936584
ATSC0Z,231.5
ATSC0c,1.0716208999630583
ATSC0d,20.0
ATSC0i,43.92002290736745
ATSC0m,1095.2994635
ATSC0p,7.5728151083675
ATSC0s,58.10763888888889
ATSC0v,1544.8327199759547
ATSC1Z,5.03125
ATSC1c,-0.4669966834973003
ATSC1d,8.625
ATSC1i,-0.028784630467437622
ATSC1m,25.840267781249818
ATSC1p,0.07849130986378075
ATSC1s,-7.874782986111111
ATSC1v,56.97937901960695
ATSC2Z,18.59375
ATSC2c,-0.17411350708540851
ATSC2d,-0.375
ATSC2i,-0.07479679033987541
ATSC2m,92.46683034374978
ATSC2p,0.20613401059134362
ATSC2s,-2.7424045138888893
ATSC2v,157.53420221721836
ATSC3Z,-10.59375
ATSC3c,0.2265295847150953
ATSC3d,-6.625
ATSC3i,-8.257806144266565
ATSC3m,-52.6675125937502
ATSC3p,-1.346369736879094
ATSC3s,-1.1022135416666687
ATSC3v,-195.04736644499812
ATSC4Z,-98.328125
ATSC4c,-0.2595417731160183
ATSC4d,-5.8125
ATSC4i,-9.532936478600815
ATSC4m,-465.4970735781251
ATSC4p,-1.8735416194258279
ATSC4s,-9.86599392361111
ATSC4v,-545.0131704226688
ATSC5Z,-27.5
ATSC5c,0.11111482643039515
ATSC5d,-1.25
ATSC5i,5.535678643150487
ATSC5m,-126.35295049999995
ATSC5p,0.8029633715754999
ATSC5s,-11.904513888888886
ATSC5v,19.532914173073493
ATSC6Z,13.09375
ATSC6c,0.1434550341043066
ATSC6d,-1.125
ATSC6i,-2.744785187332908
ATSC6m,57.95445409375007
ATSC6p,-0.46301791954540594
ATSC6s,-0.3847656249999991
ATSC6v,-49.612961167298096
ATSC7Z,-34.78125
ATSC7c,-0.31215470400513007
ATSC7d,-2.875
ATSC7i,0.05161050675571377
ATSC7m,-164.49577453125
ATSC7p,-0.15088184750053124
ATSC7s,-5.208550347222221
ATSC7v,-146.3726938110787
ATSC8Z,44.515625
ATSC8c,0.32690199357618466
ATSC8d,-6.9375
ATSC8i,-9.641347377393487
ATSC8m,200.13939851562515
ATSC8p,-1.5291152864997342
ATSC8s,28.823893229166664
ATSC8v,-117.78719828366789
AXp-0d,0.705625984809643
AXp-1d,0.4402669021818922
AXp-2d,0.27857752876341674
AXp-3d,0.18030682015594598
AXp-4d,0.11572843390175855
AXp-5d,0.07307722751025097
AXp-6d,0.047580003270528505
AXp-7d,0.030172846406113223
GATS1Z,0.6853004700800406
GATS1c,1.2830581038520168
GATS1d,0.638235294117647
GATS1i,0.9704137382940866
GATS1m,0.6875411174869503
GATS1p,0.9396891208247724
GATS1s,0.7566530167489761
GATS1v,0.8164101771896719
GATS2Z,0.7588192944564435
GATS2c,1.0559868292037509
GATS2d,1.1050925925925925
GATS2i,0.9707004543367234
GATS2m,0.7577157350731335
GATS2p,0.9361545870594928
GATS2s,0.6785291416304263
GATS2v,0.8216269621368275
GATS3Z,0.9059166175796846
GATS3c,0.9741225251299801
GATS3d,1.2329545454545454
GATS3i,1.0582915684789664
GATS3m,0.9048488092274636
GATS3p,1.0322878870139525
GATS3s,0.9433794171170926
GATS3v,0.947655942994095
GATS4Z,1.1552174333516005
GATS4c,1.2383704081664566
GATS4d,1.0641791044776119
GATS4i,1.0703305979231121
GATS4m,1.1512031020816365
GATS4p,1.0653178125373883
GATS4s,1.1324554401580385
GATS4v,1.074320635667751
GATS5Z,1.062904967602592
GATS5c,0.8778715993584044
GATS5d,1.029296875
GATS5i,0.9074465898243976
GATS5m,1.061099231059744
GATS5p,0.9217285267360069
GATS5s,1.1791716462503732
GATS5v,0.9841132749905768
GATS6Z,0.9547236221102312
GATS6c,0.747927291758782
GATS6d,1.0333333333333332
GATS6i,1.0040247548290617
GATS6m,0.9585719328340193
GATS6p,1.013353112269596
GATS6s,1.059987385054609
GATS6v,1.0206775110842523
GATS7Z,1.1120292985256832
GATS7c,1.2117830656436057
GATS7d,0.9266304347826088
GATS7i,0.9682251893602138
GATS7m,1.1096803454642414
GATS7p,0.9785656851392863
GATS7s,1.0829321520894766
GATS7v,1.0306577544731697
GATS8Z,0.8883738081441289
GATS8c,0.6536471413057526
GATS8d,1.2475609756097563
GATS8i,1.1333422316565447
GATS8m,0.8989595642571265
GATS8p,1.1435824167978264
GATS8s,0.5521070926275441
GATS8v,1.109335171249916
MATS1Z,0.020454834201499173
MATS1c,-0.4101509128513189
MATS1d,0.40588235294117647
MATS1i,-0.0006168352181343016
MATS1m,0.022204203361605675
MATS1p,0.00975517993405309
MATS1s,-0.12754881456616107
MATS1v,0.034714212191736676
MATS2Z,0.047596192304615634
MATS2c,-0.09628253291130082
MATS2d,-0.01111111111111111
MATS2i,-0.001009198560724706
MATS2m,0.050027559172836286
MATS2p,0.016130525572037417
MATS2s,-0.027967555245714794
MATS2v,0.06042958574528395
MATS3Z,-0.022187315923817005
MATS3c,0.10249195954115553
MATS3d,-0.16060606060606059
MATS3i,-0.09116080849194023
MATS3m,-0.023313956167037127
MATS3p,-0.08620114417561757
MATS3s,-0.009196838417035625
MATS3v,-0.061215961360539084
MATS4Z,-0.20286257696399213
MATS4c,-0.11567546867621725
MATS4d,-0.13880597014925372
MATS4i,-0.10366671023578171
MATS4m,-0.2029828078290896
MATS4p,-0.11816290709319567
MATS4s,-0.08109289227599675
MATS4v,-0.168500313624807
MATS5Z,-0.05939524838012959
MATS5c,0.05184427927554678
MATS5d,-0.03125
MATS5i,0.06301998811368896
MATS5m,-0.05767963680738165
MATS5p,0.053016174308037324
MATS5s,-0.1024350164326262
MATS5v,0.006322015944023222
MATS6Z,0.03351731861451084
MATS6c,0.07932879116417044
MATS6d,-0.03333333333333333
MATS6i,-0.037034119351483895
MATS6m,0.031355242422889895
MATS6p,-0.03623236345187753
MATS6s,-0.003923911960960055
MATS6v,-0.019031363657796174
MATS7Z,-0.10451685604282092
MATS7c,-0.20263798368045746
MATS7d,-0.1
MATS7i,0.00081746226082554
MATS7m,-0.10447539414153462
MATS7p,-0.013860273057741108
MATS7s,-0.06235564619841258
MATS7v,-0.06591295053147896
MATS8Z,0.150081652004425
MATS8c,0.23809074588348347
MATS8d,-0.2707317073170732
MATS8i,-0.17133310851225186
MATS8m,0.14261520709406728
MATS8p,-0.15759738172492158
MATS8s,0.3871555889147179
MATS8v,-0.05950901391613866
MAXaaO,5.730841836734694
MAXsOH,9.590875521517656
MAXssO,5.055049839380196
MINaaO,5.730841836734694
MINsOH,9.590875521517656
MINssO,5.055049839380196
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.110165923225694
SpAD_D,164.53176158411566
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,659
TMWC10,115.65570816182719
TSRW10,53.908169052592726
VE1_Dt,4.443866169943895
VE2_Dt,0.22219330849719476
VE3_Dt,2.184671937109769
VR1_Dt,102.48948765714829
VR2_Dt,5.124474382857414
VR3_Dt,5.322907414436373
Xc-3dv,0.45575409981434273
Xc-4dv,0.0
Xc-5dv,0.06887706139120285
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.20693027063286606
Xch-7d,0.42867369241608644
Xp-0dv,10.790760620408555
Xp-1dv,6.091086079233405
Xp-2dv,4.357688625915916
Xp-3dv,3.0988621965221137
Xp-4dv,2.0770960826960985
Xp-5dv,1.4122864896847085
Xp-6dv,0.7419545462222135
Xp-7dv,0.42895188488396685
Xpc-4d,3.313307780695301
Xpc-5d,5.133248918052947
Xpc-6d,7.7808801711863325
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.992848206106495
AATS0dv,9.9375
AATS0pe,6.54545
AATS0se,7.9586465
AATS1dv,9.352941176470589
AATS1pe,6.645588235294118
AATS1se,7.900490588235293
AATS2dv,8.407407407407407
AATS2pe,6.608638888888889
AATS2se,7.9307095555555565
AATS3dv,7.454545454545454
AATS3pe,6.651327272727272
AATS3se,8.024568303030302
AATS4dv,5.925373134328358
AATS4pe,6.605008955223879
AATS4se,8.039242447761193
AATS5dv,4.90625
AATS5pe,6.337298437499999
AATS5se,7.819373625000001
AATS6dv,5.055555555555555
AATS6pe,6.291622222222222
AATS6se,7.758888222222222
AATS7dv,5.173913043478261
AATS7pe,6.437969565217392
AATS7se,7.916988347826087
AATS8dv,3.8780487804878048
AATS8pe,6.156746341463415
AATS8se,7.656989853658536
AATSC0Z,7.234375
AATSC0c,0.03348815312384557
AATSC0d,0.625
AATSC0i,1.372500715855233
AATSC0m,34.228108234375
AATSC0p,0.23665047213648438
AATSC0s,1.815863715277778
AATSC0v,48.27602249924858
AATSC1Z,0.1479779411764706
AATSC1c,-0.013735196573450008
AATSC1d,0.2536764705882353
AATSC1i,-0.0008466067784540477
AATSC1m,0.7600078759191122
AATSC1p,0.0023085679371700222
AATSC1s,-0.2316112642973856
AATSC1v,1.6758640888119691
AATSC2Z,0.3443287037037037
AATSC2c,-0.0032243242052853427
AATSC2d,-0.006944444444444444
AATSC2i,-0.0013851257470347297
AATSC2m,1.7123487100694403
AATSC2p,0.0038172964924322894
AATSC2s,-0.05078526877572017
AATSC2v,2.9173000410595993
AATSC3Z,-0.16051136363636365
AATSC3c,0.0034322664350772015
AATSC3d,-0.10037878787878787
AATSC3i,-0.12511827491312977
AATSC3m,-0.7979926150568213
AATSC3p,-0.02039954146786506
AATSC3s,-0.016700205176767707
AATSC3v,-2.9552631279545167
AATSC4Z,-1.4675839552238805
AATSC4c,-0.0038737578077017655
AATSC4d,-0.08675373134328358
AATSC4i,-0.1422826340089674
AATSC4m,-6.947717516091419
AATSC4p,-0.027963307752624296
AATSC4s,-0.1472536406509121
AATSC4v,-8.134524931681625
AATSC5Z,-0.4296875
AATSC5c,0.0017361691629749242
AATSC5d,-0.01953125
AATSC5i,0.08649497879922637
AATSC5m,-1.9742648515624992
AATSC5p,0.012546302680867186
AATSC5s,-0.18600802951388884
AATSC5v,0.30520178395427333
AATSC6Z,0.24247685185185186
AATSC6c,0.0026565747056353072
AATSC6d,-0.020833333333333332
AATSC6i,-0.05082935532097978
AATSC6m,1.073230631365742
AATSC6p,-0.008574405917507518
AATSC6s,-0.007125289351851836
