DLiP-ID,C100J2
DLiP-Mol-ID,36488
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H15NO4/c1-10-3-4-15-14(5-10)17(16(19)21-15)9-11-6-12(18)8-13(7-11)20-2/h3-8,18H,9H2,1-2H3"
Standard Inchi Key(RDKit),WWIXHPUFFWGGFR-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(O)cc(Cn2c(=O)oc3ccc(C)cc32)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),285.299
MW Monoisotopic(RDKit),285.10010796
MolLogP(RDKit),2.66542
XLogP(SDF),
XLogP(CDK),2.789
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),64.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.803194679480721
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
Common Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
RDKit Descriptors
Ipc,73660.38954609525
qed,0.8031946794807205
Chi0,14.982763184195939
Chi1,10.062881945713373
TPSA,64.6
Chi0n,11.79038045871581
Chi0v,11.79038045871581
Chi1n,6.535431100533102
Chi1v,6.535431100533102
Chi2n,4.964579945059432
Chi2v,4.964579945059432
Chi3n,3.3503551921479318
Chi3v,3.3503551921479318
Chi4n,2.3570180200775614
Chi4v,2.3570180200775614
MolMR,78.97180000000002
MolWt,285.299
fr_SH,0
Kappa1,13.300336635910014
Kappa2,5.012254532265894
Kappa3,2.49701903463243
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,860.3297469403792
MolLogP,2.665420000000001
NOCount,5
