DLiP-ID,I0008S
DLiP-Mol-ID,28036
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26FN3O4/c1-15-14-26(23(30)17-7-5-4-6-8-17)11-12-27(15)22(29)16(2)31-20-10-9-18(13-19(20)24)21(28)25-3/h4-10,13,15-16H,11-12,14H2,1-3H3,(H,25,28)/t15-,16-/m1/s1"
Standard Inchi Key(RDKit),DLVMAUPKVXGJIH-HZPDHXFCSA-N
Canonical SMILES(RDKit),CNC(=O)c1ccc(O[C@H](C)C(=O)N2CCN(C(=O)c3ccccc3)C[C@H]2C)c(F)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),427.476
MW Monoisotopic(RDKit),427.190734532
MolLogP(RDKit),2.3257
XLogP(SDF),
XLogP(CDK),2.952
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),78.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.794512371418385
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,7952375.464386687
qed,0.7945123714183852
Chi0,22.543241116511002
Chi1,14.811769505687858
TPSA,78.95
Chi0n,17.8002078613205
Chi0v,17.8002078613205
Chi1n,10.145618298798961
Chi1v,10.145618298798961
Chi2n,7.482251764335588
Chi2v,7.482251764335588
Chi3n,5.291163835130712
Chi3v,5.291163835130712
Chi4n,3.589162322650903
Chi4v,3.589162322650903
MolMR,113.40070000000004
MolWt,427.4760000000001
fr_SH,0
Kappa1,22.269367164645818
Kappa2,9.59278570264003
Kappa3,5.016407950229166
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,966.5488744056627
MolLogP,2.3256999999999994
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.61382738935688
SMR_VSA1,23.510889553690333
SMR_VSA2,0.0
SMR_VSA3,15.116608065707286
SMR_VSA4,0.0
SMR_VSA5,25.99328161627751
SMR_VSA6,26.681941200414915
SMR_VSA7,65.47506037213277
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,180.33020588697366
NHOHCount,1
PEOE_VSA1,19.853471019507335
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,44.1793097416893
PEOE_VSA8,43.850685012956866
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,17.721539188054518
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,427.190734532
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,17.670699062078103
PEOE_VSA12,0.0
PEOE_VSA13,17.721539188054518
PEOE_VSA14,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,66.34910706706664
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.817220841045895
SlogP_VSA5,34.56345175091889
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
