DLiP-ID,C000MN
DLiP-Mol-ID,31059
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H13ClN2O5S.Na/c21-10-5-7-11(8-6-10)23-14-9-15(29(26,27)28)18(22)17-16(14)19(24)12-3-1-2-4-13(12)20(17)25;/h1-9,23H,22H2,(H,26,27,28);/q;+1/p-1"
Standard Inchi Key(RDKit),KINIBOSGQKLOIT-UHFFFAOYSA-M
Canonical SMILES(RDKit),Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Cl)cc2)c2c1C(=O)c1ccccc1C2=O.[Na+]
SMILES(SDF),
MW(SDF),
MW(RDKit),450.835
MW Monoisotopic(RDKit),450.005314444
MolLogP(RDKit),0.349300000000001
XLogP(SDF),
XLogP(CDK),4.006
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),129.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.261520591405586
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2957131.011440988
qed,0.26152059140558603
Chi0,20.92192077295136
Chi1,13.68055911599195
TPSA,129.39
Chi0n,15.600956907688666
Chi0v,19.173382434634846
Chi1n,8.316097550220391
Chi1v,10.102310313693481
Chi2n,6.375787849107472
Chi2v,8.16029832567077
Chi3n,4.592571707883164
Chi3v,5.720987490828941
Chi4n,3.2878423047287857
Chi4v,4.0474187998070645
MolMR,106.85930000000002
MolWt,450.8350000000002
fr_SH,0
Kappa1,22.48442862934102
Kappa2,8.144838921761998
