DLiP-ID,C0014T
DLiP-Mol-ID,31827
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H27N5O2.ClH/c1-14-5-6-15(2)18(11-14)26-7-9-27(10-8-26)22-24-17-13-20(29-4)19(28-3)12-16(17)21(23)25-22;/h5-6,11-13H,7-10H2,1-4H3,(H2,23,24,25);1H"
Standard Inchi Key(RDKit),XJHYWBSNGQZFPJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc2nc(N3CCN(c4cc(C)ccc4C)CC3)nc(N)c2cc1OC.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),429.952
MW Monoisotopic(RDKit),429.193152816
MolLogP(RDKit),3.59444
XLogP(SDF),
XLogP(CDK),4.72
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),76.74
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.678493722523601
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4353196.152796217
qed,0.6784937225236015
Chi0,20.543241116511005
Chi1,13.994733598291512
