DLiP-ID,T0044L
DLiP-Mol-ID,21285
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H22N2O2/c1-4-13(15(18)19)14(10(2)3)17-9-11-5-7-12(16)8-6-11/h4-8,10,14,17H,9,16H2,1-3H3,(H,18,19)/b13-4-"
Standard Inchi Key(RDKit),NCWHLVDRDBQEIS-PQMHYQBVSA-N
Canonical SMILES(RDKit),C/C=C(\C(=O)O)C(NCc1ccc(N)cc1)C(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),262.353
MW Monoisotopic(RDKit),262.168127944
MolLogP(RDKit),2.4139
XLogP(SDF),
XLogP(CDK),2.277
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),75.35
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.543383631506005
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,13014.81233578694
qed,0.5433836315060051
Chi0,14.41384908344359
Chi1,8.951596160381717
TPSA,75.35
Chi0n,11.681370820667377
Chi0v,11.681370820667377
Chi1n,6.42628960849584
Chi1v,6.42628960849584
Chi2n,4.893339801077573
Chi2v,4.893339801077573
Chi3n,3.0655005877958152
Chi3v,3.0655005877958152
Chi4n,2.004131655903739
Chi4v,2.004131655903739
MolMR,77.71290000000003
MolWt,262.353
fr_SH,0
Kappa1,15.248173356602676
Kappa2,6.946417773121566
Kappa3,4.409539369949336
fr_ArN,1
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,449.7183079562084
MolLogP,2.4139
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.7467921628916647
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
