DLiP-ID,T001DV
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,12.207413029781547
SlogP_VSA1,15.370440161812711
SlogP_VSA2,11.01509303328528
SlogP_VSA3,12.783180481956393
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,72.9268813246908
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,17.770864521478543
EState_VSA2,11.50524905251859
EState_VSA3,12.356393797796823
EState_VSA4,17.696185628620217
EState_VSA5,18.3295777085363
EState_VSA6,12.13273413692322
EState_VSA7,30.33183534230805
EState_VSA8,15.617555728959871
EState_VSA9,4.736862953800049
SlogP_VSA10,29.471031379614875
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.76222206270305
VSA_EState9,41.48777793729693
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,17.96578232709628
EState_VSA11,0.0
FractionCSP3,0.1
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.5499999999999994
NumHAcceptors,3
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,28
HeavyAtomMolWt,371.2330000000002
MaxEStateIndex,12.587407354234351
MinEStateIndex,-4.430812401778748
NumHeteroatoms,8
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,3
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.9285714285714286
FpDensityMorgan2,1.6428571428571428
FpDensityMorgan3,2.3214285714285716
MaxPartialCharge,0.4159120646067604
MinPartialCharge,-0.4850170323722792
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.587407354234351
MinAbsEStateIndex,0.197076667086588
NumAliphaticRings,0
NumRotatableBonds,5
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4850170323722792
MinAbsPartialCharge,0.4159120646067604
NumRadicalElectrons,0
NumValenceElectrons,144
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,387.1194614120004
MZ,0.7575757575757575
Mi,1.1421621416513204
Mm,0.7329686605460147
Mp,0.6892173108328798
Mv,0.6813130747737912
SZ,33.33333333333333
Si,50.255134232658094
Sm,32.25062106402465
Sp,30.325561676646714
Sv,29.977775290046814
nB,0
nC,20
nF,3
nH,16
nI,0
nN,3
nO,2
nP,0
nS,0
nX,3
ABC,21.697299431792747
AMW,8.798169577545464
IC0,1.7787875981356114
IC1,3.3269728614593967
IC2,4.196624282061451
IC3,5.10693673217532
IC4,5.305911448133583
IC5,5.305911448133583
MID,56.6829251272062
Mpe,1.0172905525846703
Mse,1.0368966430510498
NdO,1
NdS,0
NsF,3
NsI,0
NtN,0
SMR,99.0964
SdO,12.150159513281132
SdS,0
Spe,44.76078431372549
SsF,37.76222206270305
SsI,0
Sse,45.62345229424619
StN,0
fMF,0.5227272727272727
nBr,0
nCl,0
AMID,2.024390183114507
BIC0,0.3062991020885235
BIC1,0.5728895351001928
BIC2,0.7226395387204172
BIC3,0.8793911859559431
BIC4,0.9136537234844336
BIC5,0.9136537234844336
CIC0,3.6806440205016857
CIC1,2.1324587571779006
CIC2,1.2628073365758459
CIC3,0.3524948864619777
CIC4,0.15352017050371458
CIC5,0.15352017050371458
GGI1,6.5
GGI2,2.88888888888889
GGI3,1.4375
GGI4,1.1555555555555557
GGI5,0.8819444444444444
GGI6,0.44734693877551013
GGI7,0.3524305555555555
GGI8,0.18367346938775506
GGI9,0.21250000000000008
JGI1,0.21666666666666667
JGI2,0.0704607046070461
JGI3,0.03685897435897436
JGI4,0.03398692810457517
JGI5,0.027560763888888888
JGI6,0.013979591836734691
JGI7,0.01101345486111111
JGI8,0.005924950625411454
JGI9,0.009659090909090909
MIC0,18.70709686964124
MIC1,33.36232425377634
MIC2,42.65664561102102
MIC3,45.76355936042454
MIC4,45.96412587411048
MIC5,45.96412587411048
MPC2,41
MPC3,48
MPC4,57
MPC5,68
MPC6,66
MPC7,70
MPC8,73
MPC9,70
Mare,1.0337272727272728
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1867100813626759
RPCG,0.16010772867630346
SIC0,0.3258191918849615
SIC1,0.6093991268435058
SIC2,0.7686925261111616
SIC3,0.9354337756958733
SIC4,0.9718798253687013
SIC5,0.9718798253687013
SaaN,4.073277850830159
SaaO,0
SaaS,0
Sare,45.48400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.697468340642041
SssS,0
StCH,0
StsC,0
TIC0,78.2666543179669
TIC1,146.38680590421345
TIC2,184.65146841070387
TIC3,224.70521621571407
TIC4,233.46010371787764
TIC5,233.46010371787764
Vabc,327.1156096618088
WPol,39
apol,50.643688
bpol,24.274312
nRot,5
ABCGG,16.35238422196833
ATS0Z,1254.0
ATS0d,158.0
ATS0i,7409.8541937429845
ATS0m,5084.881565449312
ATS0p,68.73896147758398
ATS0s,359.22916666666663
ATS0v,10661.534036521689
ATS1Z,1304.0
ATS1d,192.0
ATS1i,6851.834145558197
ATS1m,5064.981413505603
ATS1p,85.08735494000003
ATS1s,175.11111111111111
ATS1v,13059.28047121178
ATS2Z,1995.0
ATS2d,272.0
ATS2i,11705.625096631942
ATS2m,7742.227309954907
ATS2p,119.79384316684896
ATS2s,466.3055555555555
ATS2v,18161.724904538616
ATS3Z,1950.0
ATS3d,295.0
ATS3i,14664.402137969642
ATS3m,7297.8926420112
ATS3p,128.588076156792
ATS3s,363.41666666666646
ATS3v,18953.937678304224
ATS4Z,1818.0
ATS4d,270.0
ATS4i,15966.074878120788
ATS4m,6695.0741835648
ATS4p,113.26737423788599
ATS4s,406.5555555555554
ATS4v,16878.845545611475
ATS5Z,1640.0
ATS5d,244.0
ATS5i,14249.803165820636
ATS5m,6043.807030059201
ATS5p,102.90523709388597
ATS5s,360.76388888888886
ATS5v,15444.363004628274
ATS6Z,1558.0
ATS6d,238.0
ATS6i,11962.429747027043
ATS6m,5830.2022618672
ATS6p,104.10639238964097
ATS6s,298.19444444444434
ATS6v,15257.57649098614
ATS7Z,1562.0
ATS7d,238.0
ATS7i,12712.953516987045
ATS7m,5771.1152787824
ATS7p,108.74341812979196
ATS7s,296.3194444444444
ATS7v,15939.167931602911
ATS8Z,1630.0
ATS8d,225.0
ATS8i,12745.993114745339
ATS8m,6117.5960722576
ATS8p,105.22121721564098
ATS8s,441.55555555555543
ATS8v,15209.762610969932
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.1
GGI10,0.1940618304254668
JGI10,0.00924103954406985
JGT10,0.43535216540256927
Kier1,22.68
Kier2,10.85782272456871
Kier3,7.335069444444445
MAXdO,12.150159513281132
MAXsF,12.587407354234351
MID_C,41.66753821171438
MID_N,6.110738105330736
MID_O,3.835448899738791
MID_X,5.069199910422292
MID_h,15.015386915491817
MINdO,12.150159513281132
MINsF,12.587407354234351
MPC10,80
MWC01,30.0
MWC02,4.962844630259907
MWC03,5.771441123130016
MWC04,6.626717749249025
MWC05,7.450660796211539
MWC06,8.30622521603216
MWC07,9.135940049399933
MWC08,9.991727341385536
MWC09,10.824188544898831
MWC10,11.680378700731225
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.323400000000002
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.41610040220442
SRW05,0.0
SRW06,6.904750769961838
SRW07,0.0
SRW08,8.469891918298224
SRW09,0.0
SRW10,10.0715834020661
SaaCH,18.424432497088805
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.9409645117814736
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6499816809439818
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,4.988879609522872
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.578770843331904
VE1_D,5.21128539705411
VE2_A,0.1635275301189966
VE2_D,0.18611733560907534
VE3_A,2.5510500044699245
VE3_D,2.6804459598015873
VR1_A,292.0909793840825
VR1_D,169.30062022518337
VR2_A,10.431820692288662
VR2_D,6.046450722327977
VR3_A,6.70668474415374
VR3_D,6.161295369781839
WPath,2404
Xc-3d,2.540619729473854
Xc-4d,0.28867513459481287
Xc-5d,0.5163460352255527
Xc-6d,0.14433756729740643
Xp-0d,19.98491689530906
Xp-1d,13.414834803611855
Xp-2d,12.546253482411752
Xp-3d,9.24926604967209
Xp-4d,7.346653824867324
Xp-5d,5.715272869620146
Xp-6d,3.628189792945187
Xp-7d,2.5320992505760853
ZMIC0,86.46018900334793
ZMIC1,60.41328417865441
ZMIC2,37.456262939188505
ZMIC3,29.490049670286755
ZMIC4,28.755284813925783
ZMIC5,28.755284813925783
nAcid,0
nAtom,44
nBase,0
nRing,3
piPC1,3.713572066704308
piPC2,4.269697449699962
piPC3,4.7340030578310595
piPC4,5.2223808004580965
piPC5,5.706487147063328
piPC6,5.655336001418274
piPC7,5.884453364292855
piPC8,6.111051510263891
piPC9,6.273996662516285
AATS0Z,28.5
AATS0d,3.590909090909091
AATS0i,168.40577713052238
AATS0m,115.565490123848
AATS0p,1.5622491244905452
AATS0s,8.164299242424242
AATS0v,242.3075917391293
AATS1Z,28.347826086956523
AATS1d,4.173913043478261
AATS1i,148.9529162077869
AATS1m,110.1082915979479
AATS1p,1.8497251073913048
AATS1s,3.8067632850241546
AATS1v,283.89740154808214
AATS2Z,26.95945945945946
AATS2d,3.675675675675676
AATS2i,158.18412292745867
AATS2m,104.624693377769
AATS2p,1.6188357184709319
AATS2s,6.301426426426426
AATS2v,245.42871492619753
AATS3Z,21.195652173913043
AATS3d,3.2065217391304346
AATS3i,159.3956754127135
AATS3m,79.32492002186088
AATS3p,1.3976964799651304
AATS3s,3.950181159420288
AATS3v,206.0210617206981
AATS4Z,19.13684210526316
AATS4d,2.8421052631578947
AATS4i,168.06394608548197
AATS4m,70.47446509015579
AATS4p,1.192288149872484
AATS4s,4.279532163742688
AATS4v,177.67205837485764
AATS5Z,19.523809523809526
AATS5d,2.9047619047619047
AATS5i,169.6405138788171
AATS5m,71.95008369118096
AATS5p,1.2250623463557855
AATS5s,4.294808201058201
AATS5v,183.8614643408128
AATS6Z,21.054054054054053
AATS6d,3.2162162162162162
AATS6i,161.65445604090598
AATS6m,78.78651705225946
AATS6p,1.4068431404005537
AATS6s,4.029654654654653
AATS6v,206.1834660944073
AATS7Z,20.025641025641026
AATS7d,3.051282051282051
AATS7i,162.98658355111596
AATS7m,73.98865742028718
AATS7p,1.3941463862793841
AATS7s,3.7989672364672358
AATS7v,204.34830681542195
AATS8Z,20.897435897435898
AATS8d,2.8846153846153846
AATS8i,163.41016813776076
AATS8m,78.43071887509744
AATS8p,1.3489899643030894
AATS8s,5.660968660968659
AATS8v,194.99695655089656
AMID_C,1.488126364704085
AMID_N,0.21824064661895484
AMID_O,0.13698031784781398
AMID_X,0.18104285394365327
AMID_h,0.536263818410422
ATS0dv,500.0
ATS0pe,306.4031999999999
ATS0se,363.61408399999993
ATS1dv,439.0
ATS1pe,312.23600000000005
ATS1se,367.6118279999998
ATS2dv,703.0
ATS2pe,521.3541000000001
ATS2se,612.4351399999997
ATS3dv,591.0
ATS3pe,608.2422000000001
ATS3se,733.379308
ATS4dv,544.0
ATS4pe,637.8191999999998
ATS4se,773.2045919999997
ATS5dv,514.0
ATS5pe,567.8792
ATS5se,688.9651560000001
ATS6dv,470.0
ATS6pe,489.9436
ATS6se,592.16242
ATS7dv,461.0
ATS7pe,515.0074999999999
ATS7se,622.9224839999999
ATS8dv,518.0
ATS8pe,522.3832000000001
ATS8se,629.4239719999999
ATSC0Z,344.9090909090908
ATSC0c,1.116719857035097
ATSC0d,26.72727272727272
ATSC0i,131.92006226342602
ATSC0m,1674.6660784903484
ATSC0p,10.448435699371634
ATSC0s,153.03456439393943
ATSC0v,2011.51884681087
ATSC1Z,4.413223140495832
ATSC1c,-0.7851367641877939
ATSC1d,1.0578512396694224
ATSC1i,-9.543291611620178
ATSC1m,21.449496550062083
ATSC1p,-0.2472756631721592
ATSC1s,-16.29907742194673
ATSC1v,33.667255854814115
ATSC2Z,19.380165289256162
ATSC2c,0.3137176446577611
ATSC2d,-6.404958677685951
ATSC2i,59.2270056473085
ATSC2m,111.12292063940643
ATSC2p,-0.9965169044269284
ATSC2s,104.84590937786962
ATSC2v,-510.7829926765107
ATSC3Z,-26.44628099173555
ATSC3c,0.03256331926487446
ATSC3d,-7.429752066115699
ATSC3i,-51.7065088921695
ATSC3m,-120.4656599204216
ATSC3p,-4.599097512028144
ATSC3s,0.4400396005509568
ATSC3v,-667.20728957971
ATSC4Z,-37.371900826446264
ATSC4c,-0.18115160858461815
ATSC4d,0.7024793388429753
ATSC4i,-37.80473241232322
ATSC4m,-190.81390736387112
ATSC4p,-2.284427963878216
ATSC4s,-23.721723628328743
ATSC4v,-231.88275015102403
ATSC5Z,-24.462809917355358
ATSC5c,0.055052871174158566
ATSC5d,4.066115702479339
ATSC5i,6.350166472815856
ATSC5m,-125.84254953624962
ATSC5p,3.1441540754154196
ATSC5s,-38.80067722681358
ATSC5v,541.8084324135909
ATSC6Z,5.107438016528908
ATSC6c,0.2239209487960736
ATSC6d,-0.6776859504132243
ATSC6i,20.97409727337037
ATSC6m,39.309758194819516
ATSC6p,0.8807814764121582
ATSC6s,-5.537929005968785
ATSC6v,75.7847563431278
ATSC7Z,-76.4297520661157
ATSC7c,-0.47442829035856404
ATSC7d,-6.016528925619832
ATSC7i,-4.546963714976802
ATSC7m,-361.874956594164
ATSC7p,0.4057788346335551
ATSC7s,-38.818533344811776
ATSC7v,-4.597116134524169
ATSC8Z,32.47933884297521
ATSC8c,0.4434915833262748
ATSC8d,-1.7438016528925613
ATSC8i,34.01793765957745
ATSC8m,160.8380348758722
ATSC8p,-0.7771279771803552
ATSC8s,103.89200958448122
ATSC8v,-358.1793743529443
AXp-0d,0.7137470319753235
AXp-1d,0.4471611601203952
AXp-2d,0.3060061824978476
AXp-3d,0.1926930427015019
AXp-4d,0.12888866359416357
AXp-5d,0.08404813043559038
AXp-6d,0.054972572620381625
AXp-7d,0.03617284643680122
GATS1Z,0.6328384634778027
GATS1c,1.7924561148951041
GATS1d,1.0842206447796512
GATS1i,0.9679461663621322
GATS1m,0.628232204019914
GATS1p,1.001631101617416
GATS1s,0.598699248805715
GATS1v,0.8745107044156756
GATS2Z,0.762343458376669
GATS2c,0.8707744340966213
GATS2d,1.163150395293253
GATS2i,0.7604661433235155
GATS2m,0.754929460686758
GATS2p,1.034123844734309
GATS2s,0.40810460439245516
GATS2v,1.037609651432335
GATS3Z,0.9126696041805142
GATS3c,1.0862489816510794
GATS3d,1.1017080745341619
GATS3i,0.9657063016566055
GATS3m,0.9012937014721272
GATS3p,1.1493881796581669
GATS3s,0.6256776193768099
GATS3v,1.1208305227539397
GATS4Z,1.0826651499597706
GATS4c,1.29471424122153
GATS4d,0.9145005370569282
GATS4i,1.045987953298037
GATS4m,1.0805805591551145
GATS4p,1.0474695077056446
GATS4s,1.0093487170025714
GATS4v,1.0274184080512712
GATS5Z,1.074541255616638
GATS5c,1.1957879908301496
GATS5d,0.8618804664723034
GATS5i,0.828345791421784
GATS5m,1.0667252085235543
GATS5p,0.7583833663340838
GATS5s,1.109817265519922
GATS5v,0.8127265159147612
GATS6Z,0.884486885409395
GATS6c,1.037841271032579
GATS6d,1.0000919286633574
GATS6i,0.6011946859545444
GATS6m,0.8645104599885103
GATS6p,0.8573052347899381
GATS6s,0.6953098348016185
GATS6v,0.9326868964997462
GATS7Z,1.030130232621008
GATS7c,1.2362485066848161
GATS7d,1.0519361590790166
GATS7i,0.8345359108238155
GATS7m,1.019235456423854
GATS7p,0.9037362234446392
GATS7s,0.886500077098111
GATS7v,0.9601431362766005
GATS8Z,0.8790870875741728
GATS8c,0.7601897895331146
GATS8d,0.8456741671027388
GATS8i,0.65514395095195
GATS8m,0.86915055646679
GATS8p,0.9776332088339817
GATS8s,0.377770061355605
GATS8v,1.0698093149282213
MATS1Z,0.012239004377621321
MATS1c,-0.6725056229680242
MATS1d,0.037858621709553425
MATS1i,-0.06919619148714276
MATS1m,0.012251343719837514
MATS1p,-0.022637316646001836
MATS1s,-0.10187516750614224
MATS1v,0.016009525425552222
MATS2Z,0.03340979355739498
MATS2c,0.16703814709420897
MATS2d,-0.14248942820371396
MATS2i,0.2669499756723249
MATS2m,0.03945448516358419
MATS2p,-0.056709308631724076
MATS2s,0.4073642528295709
MATS2v,-0.1509848177350234
MATS3Z,-0.036671174165157826
MATS3c,0.01394598769730589
MATS3d,-0.13294883170659566
MATS3i,-0.1874559447642608
MATS3m,-0.03440328314181031
MATS3p,-0.2105165250191557
MATS3s,0.001375203849117932
MATS3v,-0.15863591782923364
MATS4Z,-0.050184501845018444
MATS4c,-0.0751323594110741
MATS4d,0.012173290368779096
MATS4i,-0.13272856284904658
MATS4m,-0.05277288932778172
MATS4p,-0.10126404342914569
MATS4s,-0.07179360831807649
MATS4v,-0.05339165802796747
MATS5Z,-0.03715139192208247
MATS5c,0.02582314449986246
MATS5d,0.07968901846452868
MATS5i,0.025214342831303117
MATS5m,-0.0393615938091859
MATS5p,0.15762530357785243
MATS5s,-0.13280767218931064
MATS5v,0.14108961366606174
MATS6Z,0.008804798472695125
MATS6c,0.11922612903484342
MATS6d,-0.015076300790586535
MATS6i,0.09453516509372338
MATS6m,0.013957033009548094
MATS6p,0.05012309210317591
MATS6s,-0.02151685578508472
MATS6v,0.022401583035492688
MATS7Z,-0.12500168957733535
MATS7c,-0.2396538517588576
MATS7d,-0.12698412698412698
MATS7i,-0.01944324348011509
MATS7m,-0.12189569820587279
MATS7p,0.021907669976770284
MATS7s,-0.14308946662624936
MATS7v,-0.001289197465424582
MATS8Z,0.053120311422894466
MATS8c,0.2240264088940571
MATS8d,-0.03680446537589394
MATS8i,0.14546389328508535
MATS8m,0.0541774560576794
MATS8p,-0.041956508818792974
MATS8s,0.3829575967263965
MATS8v,-0.10044643817356462
MAXaaN,4.073277850830159
MAXssO,5.697468340642041
MINaaN,4.073277850830159
MINssO,5.697468340642041
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.40015212398465
SpAD_D,355.69509610334467
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.2933896968731924
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-4.430812401778748
SssssN,0
TMPC10,631
TMWC10,132.75012415129817
TSRW10,62.9732003567039
VE1_Dt,5.214393968713767
VE2_Dt,0.18622835602549168
VE3_Dt,2.68104228962197
VR1_Dt,168.5976188848538
VR2_Dt,6.0213435316019215
VR3_Dt,6.157134339783549
Xc-3dv,0.5845164172094401
Xc-4dv,0.013498731178900972
Xc-5dv,0.04889044263165396
Xc-6dv,0.004499577059633658
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.29061214561200677
Xp-0dv,14.532913606917425
Xp-1dv,8.286621821493286
Xp-2dv,5.778652145343712
Xp-3dv,3.7098847730399505
Xp-4dv,2.3486451898144005
Xp-5dv,1.5014267140763373
Xp-6dv,0.7123751424027047
Xp-7dv,0.3899778712594644
Xpc-4d,3.9559369747831066
Xpc-5d,5.357366425336059
Xpc-6d,6.793266530048415
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,46
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.665484653384419
AATS0dv,11.363636363636363
AATS0pe,6.963709090909089
AATS0se,8.263956454545452
AATS1dv,9.543478260869565
AATS1pe,6.787739130434784
AATS1se,7.991561478260865
AATS2dv,9.5
AATS2pe,7.045325675675677
AATS2se,8.276150540540536
AATS3dv,6.423913043478261
AATS3pe,6.611328260869567
AATS3se,7.971514217391305
AATS4dv,5.726315789473684
AATS4pe,6.7138863157894715
AATS4se,8.138995705263154
AATS5dv,6.119047619047619
AATS5pe,6.760466666666666
AATS5se,8.201966142857144
AATS6dv,6.351351351351352
AATS6pe,6.620859459459459
AATS6se,8.002194864864865
AATS7dv,5.910256410256411
AATS7pe,6.602660256410256
AATS7se,7.986185692307692
AATS8dv,6.641025641025641
AATS8pe,6.697220512820514
AATS8se,8.0695381025641
AATSC0Z,7.838842975206609
AATSC0c,0.02537999675079766
AATSC0d,0.6074380165289255
AATSC0i,2.9981832332596823
AATSC0m,38.060592692962466
AATSC0p,0.2374644477129917
AATSC0s,3.4780582816804415
AATSC0v,45.71633742751977
AATSC1Z,0.09593963348903983
AATSC1c,-0.017068190525821605
AATSC1d,0.022996766079770053
AATSC1i,-0.2074628611221778
AATSC1m,0.4662934032622192
AATSC1p,-0.00537555789504694
AATSC1s,-0.35432777004232024
AATSC1v,0.7318968664090025
AATSC2Z,0.2618941255304887
AATSC2c,0.004239427630510285
AATSC2d,-0.08655349564440473
AATSC2i,0.8003649411798446
AATSC2m,1.5016610897217084
AATSC2p,-0.013466444654417951
AATSC2s,1.4168366132144543
AATSC2v,-6.902472874006901
AATSC3Z,-0.2874595759971255
AATSC3c,0.0003539491224442876
AATSC3d,-0.08075817463169238
AATSC3i,-0.5620272705670598
AATSC3m,-1.3094093469611043
AATSC3p,-0.049990190348132
AATSC3s,0.004783039136423444
AATSC3v,-7.252253147605544
AATSC4Z,-0.39338842975206595
AATSC4c,-0.0019068590377328226
AATSC4d,0.0073945193562418455
AATSC4i,-0.39794455170866544
AATSC4m,-2.0085674459354856
AATSC4p,-0.024046610146086483
AATSC4s,-0.2497023539824078
AATSC4v,-2.4408710542213057
