DLiP-ID,C002JS
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,23.762552697081826
PEOE_VSA8,6.06636706846161
PEOE_VSA9,5.563451491696996
RingCount,3
SMR_VSA10,5.783244946364939
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,4
ExactMolWt,304.058302724
NumHDonors,5
PEOE_VSA10,5.749511833283905
PEOE_VSA11,40.98922505499716
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,37.419848308316766
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,22.025406555214115
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,35.23971322171326
EState_VSA2,22.6259266499618
EState_VSA3,0.0
EState_VSA4,12.13273413692322
EState_VSA5,18.19910120538483
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,4.736862953800049
SlogP_VSA10,0.0
SlogP_VSA11,28.747559166419524
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,66.5
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,30.327174158275348
EState_VSA11,0.0
FractionCSP3,0.13333333333333333
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.93
NumHAcceptors,7
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,22
HeavyAtomMolWt,292.158
MaxEStateIndex,12.18102245527841
MinEStateIndex,-1.5551984126984133
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,1
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.8636363636363636
FpDensityMorgan2,1.5
FpDensityMorgan3,2.1818181818181817
MaxPartialCharge,0.1988320568881796
MinPartialCharge,-0.5042598675133849
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.18102245527841
MinAbsEStateIndex,0.002930366591080924
NumAliphaticRings,1
NumRotatableBonds,1
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,1
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5042598675133849
MinAbsPartialCharge,0.1988320568881796
NumRadicalElectrons,0
NumValenceElectrons,114
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,4
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,304.0583027240003
MZ,0.7745098039215685
Mi,1.1163953055268094
Mm,0.7450376370679818
Mp,0.6809706939063052
Mv,0.6839576633421535
SZ,26.333333333333332
Si,37.95744038791152
Sm,25.33127966031138
Sp,23.153003592814375
Sv,23.25456055363322
nB,0
nC,15
nF,0
nH,12
nI,0
nN,0
nO,7
nP,0
nS,0
nX,0
ABC,17.343820745285047
AMW,8.942891256588245
IC0,1.5205689178037252
IC1,3.3686816089636555
IC2,4.098944003766904
IC3,4.734521664779751
IC4,4.96981578242681
IC5,5.087462841250339
MID,44.52704314018919
Mpe,1.0234140715109574
Mse,1.0482841352127161
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,73.24950000000001
SdO,12.18102245527841
SdS,0
Spe,34.79607843137255
SsF,0
SsI,0
Sse,35.641660597232345
StN,0
fMF,0.47058823529411764
nBr,0
nCl,0
AMID,2.0239565063722362
BIC0,0.28022387158423945
BIC1,0.6208104029654182
BIC2,0.7553896075960885
BIC3,0.8725194731195302
BIC4,0.9158815515074611
BIC5,0.9375625907014264
CIC0,3.5668939234466137
CIC1,1.7187812322866836
CIC2,0.9885188374834355
CIC3,0.35294117647058787
CIC4,0.117647058823529
CIC5,0.0
GGI1,5.5
GGI2,3.7777777777777795
GGI3,1.875
GGI4,2.173333333333334
GGI5,0.9513888888888891
GGI6,0.6661224489795918
GGI7,0.3420138888888889
GGI8,0.200806248425296
GGI9,0.11125000000000002
JGI1,0.22916666666666663
JGI2,0.10493827160493832
JGI3,0.046875
JGI4,0.06791666666666668
JGI5,0.03280651340996169
JGI6,0.026644897959183678
JGI7,0.018000730994152045
JGI8,0.015446634494253538
JGI9,0.013906250000000002
MIC0,14.3008284985074
MIC1,32.10467943024691
MIC2,39.70771769716319
MIC3,43.406497626522956
MIC4,45.407321155934724
MIC5,45.52590939122884
MPC2,36
MPC3,49
MPC4,62
MPC5,85
MPC6,94
MPC7,103
MPC8,112
MPC9,117
Mare,1.04
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,5
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.15521467391055904
RPCG,0.09027848605368587
SIC0,0.2988855084059969
SIC1,0.6621535555305872
SIC2,0.8056951238113635
SIC3,0.9306253062707686
SIC4,0.9768751020902563
SIC5,1.0
SaaN,0
SaaO,0
SaaS,0
Sare,35.36
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,47.829148807441555
SsSH,0
SssO,5.49666477702192
SssS,0
StCH,0
StsC,0
TIC0,51.699343205326656
TIC1,114.53517470476429
TIC2,139.36409612807472
TIC3,160.97373660251154
TIC4,168.97373660251154
TIC5,172.97373660251154
Vabc,252.20323648861705
WPol,40
apol,38.66551599999999
bpol,14.642483999999996
nRot,1
ABCGG,14.12376631264147
ATS0Z,1000.0
ATS0d,132.0
ATS0i,5419.0861662584875
ATS0m,3967.93059
ATS0p,51.67128285818801
ATS0s,299.02777777777777
ATS0v,8240.493898161609
ATS1Z,1042.0
ATS1d,166.0
ATS1i,5253.23554223105
ATS1m,4010.9224239999994
ATS1p,65.80577009999999
ATS1s,160.83333333333334
ATS1v,10411.330912316811
ATS2Z,1618.0
ATS2d,254.0
ATS2i,8269.0773363774
ATS2m,6222.1949
ATS2p,99.43431786200001
ATS2s,250.49999999999997
ATS2v,15658.033040490523
ATS3Z,2009.0
ATS3d,285.0
ATS3i,12261.064517616049
ATS3m,7562.747663999999
ATS3p,114.78590359254699
ATS3s,461.00000000000006
ATS3v,18014.720529751714
ATS4Z,1710.0
ATS4d,257.0
ATS4i,13482.360338511493
ATS4m,6223.523456
ATS4p,106.166424004792
ATS4s,394.94444444444446
ATS4v,16093.940131832422
ATS5Z,1512.0
ATS5d,227.0
ATS5i,12096.528790703685
ATS5m,5587.387465
ATS5p,93.938064305886
ATS5s,355.83333333333337
ATS5v,14050.072456919757
ATS6Z,1354.0
ATS6d,184.0
ATS6i,10401.918106172543
ATS6m,4972.191496999999
ATS6p,79.467897594792
ATS6s,378.7777777777778
ATS6v,12111.832883966736
ATS7Z,1060.0
ATS7d,143.0
ATS7i,8884.845175435194
ATS7m,3846.6548989999997
ATS7p,63.903912678792004
ATS7s,326.3888888888889
ATS7v,9593.208917865726
ATS8Z,748.0
ATS8d,103.0
ATS8i,7023.906435226293
ATS8m,2676.9800769999997
ATS8p,45.938191466792
ATS8s,226.22222222222223
ATS8v,6843.386030206683
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.13333333333333333
GGI10,0.04122028364452607
JGI10,0.010305070911131517
JGT10,0.5660067027069542
Kier1,16.84375
Kier2,6.481481481481482
Kier3,3.1653477717617657
MAXdO,12.18102245527841
MID_C,31.826378377234526
MID_N,0.0
MID_O,12.700664762954657
MID_X,0.0
MID_h,12.700664762954657
MINdO,12.18102245527841
MPC10,106
MWC01,24.0
MWC02,4.795790545596741
MWC03,5.673323267171493
MWC04,6.57507584059962
MWC05,7.472500744737558
MWC06,8.377241230988792
MWC07,9.281078386481525
MWC08,10.188027192715412
MWC09,11.09481574970398
MWC10,12.003325907693664
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.1862999999999995
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.262690188904886
SRW05,0.0
SRW06,6.836259277277067
SRW07,0.0
SRW08,8.502891406705377
SRW09,0.0
SRW10,10.217531575165962
SaaCH,5.847945273788528
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-1.4982473944072043
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6860048185941043
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.164795153391153
VE1_D,4.620824460467957
VE2_A,0.18930887060868876
VE2_D,0.21003747547581622
VE3_A,2.215124451914293
VE3_D,2.3190305041835253
VR1_A,141.40778855285657
VR1_D,122.0651036799346
VR2_A,6.427626752402571
VR2_D,5.548413803633391
VR3_A,5.7401051940131715
VR3_D,5.593011899484861
WPath,999
Xc-3d,1.9332080813510562
Xc-4d,0.0
Xc-5d,0.737662048196076
Xc-6d,0.0
Xp-0d,16.016143379015546
Xp-1d,10.37991785310972
Xp-2d,9.995396892149127
Xp-3d,8.894577531446496
Xp-4d,6.59753187162929
Xp-5d,5.7344353090900695
Xp-6d,4.0917722461634645
Xp-7d,2.826300847344158
ZMIC0,79.52749661694743
ZMIC1,49.74278834690027
ZMIC2,34.977653061703585
ZMIC3,27.401985115663784
ZMIC4,24.00497000831044
ZMIC5,23.6417390858104
nAcid,0
nAtom,34
nBase,0
nRing,3
piPC1,3.4657359027997265
piPC2,4.110873864173311
piPC3,4.677490847567717
piPC4,5.18037806868335
piPC5,5.743804149005687
piPC6,5.939513141475882
piPC7,6.158368380099316
piPC8,6.443733721413949
piPC9,6.792519776854905
AATS0Z,29.41176470588235
AATS0d,3.8823529411764706
AATS0i,159.3848872428967
AATS0m,116.70384088235294
AATS0p,1.519743613476118
AATS0s,8.794934640522875
AATS0v,242.3674675929885
AATS1Z,28.944444444444443
AATS1d,4.611111111111111
AATS1i,145.92320950641806
AATS1m,111.41451177777776
AATS1p,1.8279380583333331
AATS1s,4.467592592592593
AATS1v,289.20363645324477
AATS2Z,28.385964912280702
AATS2d,4.456140350877193
AATS2i,145.07153221714736
AATS2m,109.16131403508773
AATS2p,1.7444617168771932
AATS2s,4.394736842105263
AATS2v,274.7023340436934
AATS3Z,25.1125
AATS3d,3.5625
AATS3i,153.2633064702006
AATS3m,94.53434579999998
AATS3p,1.4348237949068374
AATS3s,5.762500000000001
AATS3v,225.18400662189643
AATS4Z,20.11764705882353
AATS4d,3.023529411764706
AATS4i,158.61600398248817
AATS4m,73.21792301176471
AATS4p,1.249016752997553
AATS4s,4.64640522875817
AATS4v,189.34047213920496
AATS5Z,19.894736842105264
AATS5d,2.986842105263158
AATS5i,159.16485250925902
AATS5m,73.51825611842105
AATS5p,1.2360271619195526
AATS5s,4.68201754385965
AATS5v,184.8693744331547
AATS6Z,20.83076923076923
AATS6d,2.830769230769231
AATS6i,160.02950932573142
AATS6m,76.49525379999999
AATS6p,1.222583039919877
AATS6s,5.827350427350428
AATS6v,186.33589052256517
AATS7Z,19.272727272727273
AATS7d,2.6
AATS7i,161.54263955336717
AATS7m,69.93917998181817
AATS7p,1.1618893214325818
AATS7s,5.934343434343435
AATS7v,174.4219803248314
AATS8Z,17.3953488372093
AATS8d,2.395348837209302
AATS8i,163.34666128433238
AATS8m,62.25535062790697
AATS8p,1.068330034111442
AATS8s,5.260981912144703
AATS8v,159.14851233038797
AMID_C,1.4466535626015693
AMID_N,0.0
AMID_O,0.5773029437706663
AMID_X,0.0
AMID_h,0.5773029437706663
ATS0dv,388.0
ATS0pe,238.45270000000002
ATS0se,287.19131999999996
ATS1dv,363.0
ATS1pe,251.32599999999996
ATS1se,298.098592
ATS2dv,548.0
ATS2pe,392.128
ATS2se,465.52980799999995
ATS3dv,666.0
ATS3pe,560.0294
ATS3se,672.082128
ATS4dv,540.0
ATS4pe,577.5521999999999
ATS4se,704.5105280000001
ATS5dv,486.0
ATS5pe,502.62330000000003
ATS5se,616.2909880000001
ATS6dv,436.0
ATS6pe,446.35990000000004
ATS6se,544.092212
ATS7dv,330.0
ATS7pe,373.07680000000005
ATS7se,457.227116
ATS8dv,221.0
ATS8pe,285.8236
ATS8se,352.948756
ATSC0Z,265.7647058823529
ATSC0c,2.11721909070189
ATSC0d,26.117647058823525
ATSC0i,46.11088258755984
ATSC0m,1245.2689277647062
ATSC0p,7.700043812709881
ATSC0s,117.78513071895426
ATSC0v,1504.4004441235418
ATSC1Z,-30.103806228373728
ATSC1c,-1.0953877624628086
ATSC1d,8.110726643598616
ATSC1i,12.458315003122186
ATSC1m,-127.36782775086526
ATSC1p,2.1469124546751823
ATSC1s,-32.06660899653979
ATSC1v,295.882550339581
ATSC2Z,-9.017301038062312
ATSC2c,-0.29195556642696224
ATSC2d,-7.903114186851209
ATSC2i,-11.037479947123456
ATSC2m,-40.98212654671303
ATSC2p,-1.6271658438145682
ATSC2s,-14.007425028835069
ATSC2v,-149.1263724339514
ATSC3Z,-41.44636678200695
ATSC3c,0.7349074445908855
ATSC3d,-5.8650519031141854
ATSC3i,-16.676346474761388
ATSC3m,-207.64209079930802
ATSC3p,-2.9988270559187233
ATSC3s,20.10524798154556
ATSC3v,-592.3271685113849
ATSC4Z,-111.6470588235294
ATSC4c,-0.7751430580230804
ATSC4d,-2.4117647058823533
ATSC4i,-9.109688266835278
ATSC4m,-520.3559404705883
ATSC4p,-1.6336976030852939
ATSC4s,-48.15727124183007
ATSC4v,-452.48739314706006
ATSC5Z,81.52595155709345
ATSC5c,0.35369384404860593
ATSC5d,-3.9688581314878895
ATSC5i,-2.499836456507552
ATSC5m,378.6679479377164
ATSC5p,-0.20060881497079552
ATSC5s,10.211505190311415
ATSC5v,191.05751091528953
ATSC6Z,-21.2560553633218
ATSC6c,0.12396014569699625
ATSC6d,-5.342560553633219
ATSC6i,1.5580797559656503
ATSC6m,-104.16068555017299
ATSC6p,0.027667182411224928
ATSC6s,4.533328527489429
ATSC6v,-134.0959605502542
ATSC7Z,-20.0311418685121
ATSC7c,-0.004102437632302142
ATSC7d,-1.6020761245674744
ATSC7i,1.0171974777383275
ATSC7m,-96.24796091349472
ATSC7p,0.015136362469190423
ATSC7s,10.430915993848524
ATSC7v,-98.4091816982836
ATSC8Z,-5.643598615916941
ATSC8c,-0.23305431763533485
ATSC8d,0.4394463667820062
ATSC8i,-4.811881143235472
ATSC8m,-23.93795205536324
ATSC8p,-0.6578816863722625
ATSC8s,-10.941488850442136
ATSC8v,-36.490346382324105
AXp-0d,0.7280065172279794
AXp-1d,0.432496577212905
AXp-2d,0.2776499136708091
AXp-3d,0.18152199043768358
AXp-4d,0.10641180438111758
AXp-5d,0.06746394481282435
AXp-6d,0.04352949198046239
AXp-7d,0.02743981405188503
GATS1Z,0.7795115832964439
GATS1c,1.3383865483585076
GATS1d,0.8247935435435437
GATS1i,0.8224415215115423
GATS1m,0.7723165021280619
GATS1p,0.7835530807903498
GATS1s,1.0301047150681955
GATS1v,0.6911915641017677
GATS2Z,0.6938270310570583
GATS2c,0.817542675249118
GATS2d,1.3410976766239926
GATS2i,1.2104543961396828
GATS2m,0.6983481380100998
GATS2p,1.1734296870574505
GATS2s,0.7275302997834047
GATS2v,0.9612228626315158
GATS3Z,0.9227382138114211
GATS3c,0.7534966594400194
GATS3d,1.0897804054054057
GATS3i,1.1567190842178199
GATS3m,0.9266872471094805
GATS3p,1.1489448122815846
GATS3s,0.8278669478181855
GATS3v,1.0716043268136226
GATS4Z,1.1489375830013282
GATS4c,1.0636620521728095
GATS4d,0.9439189189189191
GATS4i,1.0418852887450307
GATS4m,1.1474726273598614
GATS4p,1.0470591646141065
GATS4s,1.1015030970597006
GATS4v,1.085818486189258
GATS5Z,0.8732744460753478
GATS5c,0.7374101918316837
GATS5d,1.039073613086771
GATS5i,0.9837712270303215
GATS5m,0.8771677266016166
GATS5p,0.9896945543148525
GATS5s,0.8456848523169628
GATS5v,0.973191832272438
GATS6Z,1.0544897333741956
GATS6c,0.8997632882236046
GATS6d,1.0691268191268193
GATS6i,0.9380690794208111
GATS6m,1.0546015548159222
GATS6p,0.9517607463798946
GATS6s,1.0823108776718775
GATS6v,1.0107410937917871
GATS7Z,1.097211155378486
GATS7c,1.0100996723279727
GATS7d,0.9533783783783786
GATS7i,0.9295863268194254
GATS7m,1.0970454708544113
GATS7p,0.9477545471476088
GATS7s,1.061325250227164
GATS7v,1.0294510600573774
GATS8Z,1.1175298804780878
GATS8c,1.1675017370906071
GATS8d,0.8815210559396608
GATS8i,1.0070233399501072
GATS8m,1.1154770994712528
GATS8p,1.009807183670953
GATS8s,1.164846101966571
GATS8v,1.0444815508448795
MATS1Z,-0.10697948944960907
MATS1c,-0.48862816857912766
MATS1d,0.2932932932932933
MATS1i,0.2551715719059343
MATS1m,-0.09659908365029951
MATS1p,0.26332831212982055
MATS1s,-0.2571218500509818
MATS1v,0.18575149453580114
MATS2Z,-0.020238733176456036
MATS2c,-0.08225361991337865
MATS2d,-0.18049628575944363
MATS2i,-0.14278104427859778
MATS2m,-0.019630682535905348
MATS2p,-0.1260499519299767
MATS2s,-0.07093685006375926
MATS2v,-0.059128254965785706
MATS3Z,-0.06627932713590089
MATS3c,0.1475216548550875
MATS3d,-0.09543918918918919
MATS3i,-0.1537044370884737
MATS3m,-0.07086653061207704
MATS3p,-0.16551873336898865
MATS3s,0.07254506863472729
MATS3v,-0.16733513181325924
MATS4Z,-0.1680389552899513
MATS4c,-0.14644550701951373
MATS4d,-0.03693693693693695
MATS4i,-0.07902419347135169
MATS4m,-0.16714652678426412
MATS4p,-0.08486692506287678
MATS4s,-0.16354278659073726
MATS4v,-0.12031035883153507
MATS5Z,0.13723468698306196
MATS5c,0.07473551378927178
MATS5d,-0.0679824561403509
MATS5i,-0.0242534478995053
MATS5m,0.13603815063162422
MATS5p,-0.01165526469532385
MATS5s,0.03878507351204414
MATS5v,0.05681538936145111
MATS6Z,-0.04183607450539722
MATS6c,0.030625404749140165
MATS6d,-0.10699930699930703
MATS6i,0.017674690201632173
MATS6m,-0.0437528389959652
MATS6p,0.0018794782208879845
MATS6s,0.020132248637683238
MATS6v,-0.046624888151064185
MATS7Z,-0.04659342428266729
MATS7c,-0.0011978223536957206
MATS7d,-0.037919737919737934
MATS7i,0.013636975719217417
MATS7m,-0.04777983144620713
MATS7p,0.0012151910170197003
MATS7s,0.05474547232761553
MATS7v,-0.04043788148671545
MATS8Z,-0.016790718263895284
MATS8c,-0.08703657915080672
MATS8d,0.01330400167609468
MATS8i,-0.08251291270146927
MATS8m,-0.01519967502481212
MATS8p,-0.0675561765763601
MATS8s,-0.07345078055195879
MATS8v,-0.019178957395244965
MAXsOH,10.095250377928949
MAXssO,5.49666477702192
MINsOH,9.30357837722376
MINssO,5.49666477702192
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.16131677506808
SpAD_D,187.85874600430913
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-2.6705291005291016
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,810
TMWC10,121.46117886568878
TSRW10,56.71119274616392
VE1_Dt,4.667355080004811
VE2_Dt,0.21215250363658233
VE3_Dt,2.3290499075757234
VR1_Dt,117.0866852466614
VR2_Dt,5.322122056666427
VR3_Dt,5.5513719203755665
Xc-3dv,0.6870208294525301
Xc-4dv,0.0
Xc-5dv,0.12046351575915687
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16895785846218417
Xch-7d,0.5388973219650908
Xp-0dv,11.0940164427549
Xp-1dv,6.349994644221253
Xp-2dv,4.932773354816901
Xp-3dv,3.479553638165734
Xp-4dv,2.3135288881650062
Xp-5dv,1.6411566942761295
Xp-6dv,0.9276232399674863
Xp-7dv,0.5290803900233886
Xpc-4d,5.091914818140339
Xpc-5d,6.880305349800141
Xpc-6d,11.32010852487535
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,36
nFRing,1
nHBAcc,7
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,7.030664044500502
AATS0dv,11.411764705882353
AATS0pe,7.013314705882354
AATS0se,8.446803529411763
AATS1dv,10.083333333333334
AATS1pe,6.981277777777777
AATS1se,8.280516444444444
AATS2dv,9.614035087719298
AATS2pe,6.8794385964912275
AATS2se,8.167189614035086
AATS3dv,8.325
AATS3pe,7.0003675
AATS3se,8.4010266
AATS4dv,6.352941176470588
AATS4pe,6.7947317647058805
AATS4se,8.288359152941178
AATS5dv,6.394736842105263
AATS5pe,6.6134644736842105
AATS5se,8.109091947368421
AATS6dv,6.707692307692308
AATS6pe,6.867075384615386
AATS6se,8.370649415384616
AATS7dv,6.0
AATS7pe,6.7832145454545465
AATS7se,8.313220290909092
AATS8dv,5.1395348837209305
AATS8pe,6.6470604651162795
AATS8se,8.208110604651162
AATSC0Z,7.816608996539792
AATSC0c,0.06227114972652618
AATSC0d,0.7681660899653978
AATSC0i,1.3562024290458776
AATSC0m,36.625556698961944
AATSC0p,0.22647187684440825
AATSC0s,3.4642685505574784
AATSC0v,44.24707188598652
AATSC1Z,-0.836216839677048
AATSC1c,-0.030427437846189127
AATSC1d,0.22529796232218377
AATSC1i,0.34606430564228297
AATSC1m,-3.537995215301813
AATSC1p,0.05963645707431062
AATSC1s,-0.890739138792772
AATSC1v,8.218959731655026
AATSC2Z,-0.1581982638256546
AATSC2c,-0.005122027481174777
AATSC2d,-0.13865112608510893
AATSC2i,-0.19363999907234133
AATSC2m,-0.7189846762581233
AATSC2p,-0.028546769189729267
AATSC2s,-0.24574429875149245
AATSC2v,-2.6162521479640595
AATSC3Z,-0.5180795847750869
AATSC3c,0.00918634305738607
AATSC3d,-0.07331314878892732
AATSC3i,-0.20845433093451735
AATSC3m,-2.59552613499135
AATSC3p,-0.037485338198984045
AATSC3s,0.2513155997693195
AATSC3v,-7.404089606392311
AATSC4Z,-1.3134948096885812
AATSC4c,-0.00911933009438918
AATSC4d,-0.028373702422145333
AATSC4i,-0.10717280313923856
AATSC4m,-6.121834593771627
AATSC4p,-0.019219971801003457
AATSC4s,-0.5665561322568243
AATSC4v,-5.323381095847766
AATSC5Z,1.0727098889091244
AATSC5c,0.0046538663690606046
AATSC5d,-0.052221817519577496
AATSC5i,-0.03289258495404673
AATSC5m,4.982472999180479
AATSC5p,-0.0026395896706683623
AATSC5s,0.1343619103988344
AATSC5v,2.5139146173064413
AATSC6Z,-0.3270162363587969
