DLiP-ID,C001FT
DLiP-Mol-ID,32308
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H17ClN2O3/c17-13-14(18-5-6-19-7-9-22-10-8-19)16(21)12-4-2-1-3-11(12)15(13)20/h1-4,18H,5-10H2"
Standard Inchi Key(RDKit),BDPKMKPXVKPVIV-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),320.776
MW Monoisotopic(RDKit),320.092770084
MolLogP(RDKit),1.4378
XLogP(SDF),
XLogP(CDK),1.87
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),58.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.909423661838249
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,137582.7821744821
qed,0.9094236618382487
Chi0,15.526733258565956
Chi1,10.681540550352057
TPSA,58.64000000000001
Chi0n,12.101964703778567
Chi0v,12.85789364979702
Chi1n,7.304167753991516
Chi1v,7.682132227000743
Chi2n,5.27360422644349
Chi2v,5.651568699452717
Chi3n,3.895734541361131
Chi3v,4.2563595710990985
Chi4n,2.66689670427739
Chi4v,2.9213334430573243
MolMR,83.24370000000003
MolWt,320.776
fr_SH,0
Kappa1,15.215118194159517
Kappa2,6.603783505136763
Kappa3,2.9248669328597683
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,636.0330187985504
MolLogP,1.4377999999999997
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.6884863897026874
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,39.392789552676135
SMR_VSA7,46.12169692240986
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,133.42911043450786
NHOHCount,1
PEOE_VSA1,10.05365155780638
PEOE_VSA2,14.48898409899412
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.866408164078955
PEOE_VSA7,0.0
PEOE_VSA8,37.305928607044294
PEOE_VSA9,13.213763929025836
RingCount,3
SMR_VSA10,23.167429782962394
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,2
fr_lactam,0
fr_phenol,0
ExactMolWt,320.092770084
NumHDonors,1
PEOE_VSA10,10.72932566516943
PEOE_VSA11,0.0
PEOE_VSA12,11.566489892729878
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,55.859189176256486
SlogP_VSA3,4.736862953800049
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,34.99479393901587
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,22.295815557899306
EState_VSA3,17.671659389306566
EState_VSA4,32.84803314676356
EState_VSA5,0.0
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,10.216698334856808
EState_VSA9,16.337802844032566
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,11.600939890232516
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,47.020710628901774
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.375
VSA_EState10,6.090400482209343
fr_C_O_noCOO,2
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
