DLiP-ID,I0009S
DLiP-Mol-ID,28090
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H19ClN6O/c1-24-22-28-17-6-3-2-5-16(17)20(29-22)25-13-14-9-11-15(12-10-14)26-21(30)18-7-4-8-19(23)27-18/h2-12H,13H2,1H3,(H,26,30)(H2,24,25,28,29)"
Standard Inchi Key(RDKit),DTDHAVMTRCRSNB-UHFFFAOYSA-N
Canonical SMILES(RDKit),CNc1nc(NCc2ccc(NC(=O)c3cccc(Cl)n3)cc2)c2ccccc2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),418.888
MW Monoisotopic(RDKit),418.130886908
MolLogP(RDKit),4.5843
XLogP(SDF),
XLogP(CDK),4.061
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),91.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.396687238700658
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Beta-catenin_TCF-4
Common Target Pref Name,Beta-catenin/TCF
RDKit Descriptors
Ipc,8436209.76065054
qed,0.39668723870065786
Chi0,20.924074484064487
Chi1,14.6185248383792
TPSA,91.83000000000001
Chi0n,16.1858132922454
Chi0v,16.941742238263853
Chi1n,9.3345883595148
Chi1v,9.712552832524029
Chi2n,6.513121461016294
