DLiP-ID,I001IQ
BIC4,0.9033917656285081
BIC5,0.9033917656285081
CIC0,4.284459632109142
CIC1,2.4969251848155247
CIC2,1.386160562864137
CIC3,0.5365413637150365
CIC4,0.2819959091695816
CIC5,0.2819959091695816
GGI1,5.0
GGI2,4.000000000000002
GGI3,2.4375
GGI4,1.7200000000000002
GGI5,0.9166666666666667
GGI6,0.7510204081632654
GGI7,0.5052083333333334
GGI8,0.32048374905517757
GGI9,0.18812500000000004
JGI1,0.1515151515151515
JGI2,0.08695652173913046
JGI3,0.04875000000000001
JGI4,0.038222222222222234
JGI5,0.022357723577235776
JGI6,0.020861678004535145
JGI7,0.01443452380952381
JGI8,0.010015117157974299
JGI9,0.006967592592592594
MIC0,13.659902168222422
MIC1,30.48042313126223
MIC2,38.614360696857624
MIC3,41.871431395054465
MIC4,42.12801321323627
MIC5,42.12801321323627
MPC2,46
MPC3,62
MPC4,78
MPC5,96
MPC6,95
MPC7,108
MPC8,114
MPC9,118
Mare,0.9797090909090913
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.19276988868225362
RPCG,0.10566448046298757
SIC0,0.25891834370965283
SIC1,0.5681076237179418
SIC2,0.7602362365342165
SIC3,0.9071946064072306
SIC4,0.9512232548841594
SIC5,0.9512232548841594
SaaN,4.3329158810466915
SaaO,0
SaaS,0
Sare,53.88400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,6.022827186825654
SssS,0
StCH,0
StsC,0
TIC0,82.32950447785349
TIC1,180.64389907900244
TIC2,241.73595328632877
TIC3,288.4650092395293
TIC4,302.4650092395293
TIC5,302.4650092395293
Vabc,374.5306416995632
WPol,50
apol,62.45582499999998
bpol,33.112175
nRot,4
ABCGG,17.712567993613177
ATS0Z,1228.0
ATS0d,183.0
ATS0i,8856.079892603726
ATS0m,4844.232654000002
ATS0p,83.60853462122498
ATS0s,231.22222222222223
ATS0v,12320.614103315294
ATS1Z,1434.0
ATS1d,233.0
ATS1i,8413.385094212501
ATS1m,5446.784313000002
ATS1p,106.45886775000002
ATS1s,177.63888888888889
ATS1v,15541.271403358614
ATS2Z,2123.0
ATS2d,368.0
ATS2i,15598.843857862092
ATS2m,7909.142349999998
ATS2p,157.86484199964102
ATS2s,296.30555555555566
ATS2v,22646.62147405814
ATS3Z,2456.0
ATS3d,430.0
ATS3i,21467.858561331435
ATS3m,8957.029206000001
ATS3p,186.09262449697997
ATS3s,411.24999999999994
ATS3v,26223.96190915865
ATS4Z,2356.0
ATS4d,413.0
ATS4i,22789.02084337298
ATS4m,8353.615996999999
ATS4p,185.67066845128195
ATS4s,456.80555555555554
ATS4v,25802.324184395024
ATS5Z,2216.0
ATS5d,388.0
ATS5i,23351.700076861187
ATS5m,7726.353481000001
ATS5p,186.23234381382903
ATS5s,446.9444444444445
ATS5v,25160.505655483605
ATS6Z,1985.0
ATS6d,379.0
ATS6i,25426.099335359366
ATS6m,6797.347552
ATS6p,183.236856457111
ATS6s,399.38888888888886
ATS6v,23712.748325486064
ATS7Z,1854.0
ATS7d,355.0
ATS7i,23599.54823593981
ATS7m,6500.819035
ATS7p,166.289047810205
ATS7s,394.2777777777777
ATS7v,21523.99569856839
ATS8Z,1678.0
ATS8d,310.0
ATS8i,18892.598887898224
ATS8m,5896.556444000001
ATS8p,150.369425424074
ATS8s,324.77777777777766
ATS8v,19724.298839813473
C1SP1,0
C1SP2,3
C1SP3,5
C2SP1,0
C2SP2,12
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2916666666666667
GGI10,0.1526374859708193
JGI10,0.0072684517128961575
JGT10,0.407348982331262
Kier1,23.168044077134986
Kier2,10.744801512287335
Kier3,5.506763787721124
MAXdO,13.077303984495543
MID_C,49.45505062389978
MID_N,6.467564728419847
MID_O,5.601618271631555
MID_X,0.0
MID_h,12.069183000051403
MINdO,12.713202995120037
MPC10,115
MWC01,33.0
MWC02,5.0689042022202315
MWC03,5.926926025970411
MWC04,6.80128303447162
MWC05,7.671826797878781
MWC06,8.549660381553739
MWC07,9.424079843215099
MWC08,10.303303400245593
MWC09,11.179534476424797
MWC10,12.059537063770398
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.375200000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5254529391317835
SRW05,0.0
SRW06,7.055312843339752
SRW07,0.0
SRW08,8.674367865788236
SRW09,0.0
SRW10,10.336794779872381
SaaCH,20.41817784527191
SaaNH,0
SaaSe,0
SaaaC,1.7102141524159442
SaasC,1.3173495499805306
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.07193862437101761
SdssS,0
SsCH3,3.738729948769631
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.619541239718007
SsssP,0
VE1_A,4.999867944165262
VE1_D,5.398509468867947
VE2_A,0.16666226480550872
VE2_D,0.17995031562893157
VE3_A,2.7080237895864814
VE3_D,2.7847351798529107
VR1_A,230.12331759441057
VR1_D,191.93014810798581
VR2_A,7.670777253147019
VR2_D,6.397671603599528
VR3_A,6.537227617360996
VR3_D,6.355743782562699
WPath,2697
Xc-3d,1.7951368938933578
Xc-4d,0.0
Xc-5d,0.6394080817025602
Xc-6d,0.0
Xp-0d,21.087211190881018
Xp-1d,14.541713895658196
Xp-2d,12.942955064872883
Xp-3d,11.383846252296207
Xp-4d,9.243212361820275
Xp-5d,7.370955967708642
Xp-6d,4.57594415379828
Xp-7d,3.3787981656619532
ZMIC0,98.40367442765617
ZMIC1,58.47358203662274
ZMIC2,34.56573379419426
ZMIC3,24.8715644040415
ZMIC4,23.649929609540735
ZMIC5,23.649929609540735
nAcid,0
nAtom,55
nBase,0
nRing,4
piPC1,3.7954891891721947
piPC2,4.356708826689592
piPC3,4.929063640402444
piPC4,5.439165675135416
piPC5,5.947055397265577
piPC6,6.069726824602082
piPC7,6.41381749944077
piPC8,6.666240887375364
piPC9,6.958682295360587
AATS0Z,22.327272727272728
AATS0d,3.327272727272727
AATS0i,161.01963441097683
AATS0m,88.07695734545459
AATS0p,1.520155174931363
AATS0s,4.204040404040404
AATS0v,224.01116551482355
AATS1Z,24.724137931034484
AATS1d,4.017241379310345
AATS1i,145.058363693319
AATS1m,93.910074362069
AATS1p,1.8354977198275866
AATS1s,3.0627394636015324
AATS1v,267.9529552303209
AATS2Z,21.019801980198018
AATS2d,3.6435643564356437
AATS2i,154.443998592694
AATS2m,78.30834009900988
AATS2p,1.563018237620208
AATS2s,2.933718371837185
AATS2v,224.22397499067466
AATS3Z,18.192592592592593
AATS3d,3.185185185185185
AATS3i,159.021174528381
AATS3m,66.34836448888889
AATS3p,1.3784638851628146
AATS3s,3.046296296296296
AATS3v,194.2515696974715
AATS4Z,16.475524475524477
AATS4d,2.888111888111888
AATS4i,159.36378212148935
AATS4m,58.416895083916074
AATS4p,1.2983962828760975
AATS4s,3.194444444444444
AATS4v,180.43583345730787
AATS5Z,15.07482993197279
AATS5d,2.639455782312925
AATS5i,158.85510256368156
AATS5m,52.56022776190477
AATS5p,1.2668866926110818
AATS5s,3.040438397581255
AATS5v,171.15990241825583
AATS6Z,12.643312101910828
AATS6d,2.4140127388535033
AATS6i,161.94967729528258
AATS6m,43.29520733757962
AATS6p,1.1671137353956116
AATS6s,2.543878273177636
AATS6v,151.0366135381278
AATS7Z,12.875
AATS7d,2.4652777777777777
AATS7i,163.88575163847088
AATS7m,45.144576631944446
AATS7p,1.1547850542375349
AATS7s,2.7380401234567895
AATS7v,149.47219235116938
AATS8Z,14.100840336134453
AATS8d,2.6050420168067228
AATS8i,158.76133519242205
AATS8m,49.55089448739496
AATS8p,1.2636086170090253
AATS8s,2.7292250233426696
AATS8v,165.7504104186006
AMID_C,1.648501687463326
AMID_N,0.21558549094732823
AMID_O,0.18672060905438517
AMID_X,0.0
AMID_h,0.40230610000171346
ATS0dv,410.0
ATS0pe,340.2855999999998
ATS0se,419.59403999999984
ATS1dv,418.0
ATS1pe,373.9065
ATS1se,446.5929639999998
ATS2dv,587.0
ATS2pe,645.3391999999998
ATS2se,781.907256
ATS3dv,614.0
ATS3pe,853.8457999999999
ATS3se,1047.052464
ATS4dv,516.0
ATS4pe,905.4105999999999
ATS4se,1115.6598199999999
ATS5dv,459.0
ATS5pe,915.1756999999999
ATS5se,1134.3302919999999
ATS6dv,418.0
ATS6pe,937.9345999999997
ATS6se,1178.804192
ATS7dv,434.0
ATS7pe,848.7437999999999
ATS7se,1069.31718
ATS8dv,355.0
ATS8pe,710.4915999999998
ATS8se,887.5168879999999
ATSC0Z,395.34545454545463
ATSC0c,0.9666672535153716
ATSC0d,32.43636363636364
ATSC0i,82.27843516144087
ATSC0m,1884.274029927272
ATSC0p,12.686169595213642
ATSC0s,75.09292929292928
ATSC0v,2784.4301637327353
ATSC1Z,28.108429752066087
ATSC1c,-0.47316798095426277
ATSC1d,12.885289256198343
ATSC1i,-20.024608415398138
ATSC1m,130.8657470766946
ATSC1p,-1.1301693467630096
ATSC1s,-2.5479981634527094
ATSC1v,-63.286430553756716
ATSC2Z,33.51107438016529
ATSC2c,-0.22568355518798583
ATSC2d,-2.4376859504132224
ATSC2i,-2.8264843714773153
ATSC2m,155.66844431537237
ATSC2p,-0.24054154223630864
ATSC2s,2.866216712580349
ATSC2v,71.81481473569187
ATSC3Z,9.67933884297521
ATSC3c,0.4368543554403299
ATSC3d,-12.816528925619837
ATSC3i,16.14741542297503
ATSC3m,43.87640592396724
ATSC3p,0.39600902048744
ATSC3s,8.775436179981629
ATSC3v,110.11424586621207
ATSC4Z,-175.42545454545456
ATSC4c,-0.1614910615501988
ATSC4d,-17.843636363636364
ATSC4i,-6.793052178980265
ATSC4m,-826.3536475381815
ATSC4p,-2.533536320726636
ATSC4s,-37.80979797979799
ATSC4v,-784.8630313571487
ATSC5Z,-204.2869421487604
ATSC5c,-0.061766227902071036
ATSC5d,-3.7662809917355364
ATSC5i,-20.53526666357031
ATSC5m,-967.4926468419833
ATSC5p,-3.337351035587446
ATSC5s,-34.91201101928375
ATSC5v,-1121.2615118670126
ATSC6Z,-54.3315702479339
ATSC6c,-0.12869453622107202
ATSC6d,6.336198347107437
ATSC6i,-14.312562890378036
ATSC6m,-252.1160212469424
ATSC6p,-0.36270249456565606
ATSC6s,-12.801634527089066
ATSC6v,-222.12149424793415
ATSC7Z,158.69553719008266
ATSC7c,0.08693033190210696
ATSC7d,1.3484297520661155
ATSC7i,21.518920027031527
ATSC7m,748.4512553358674
ATSC7p,2.7621915408411115
ATSC7s,42.06275482093663
ATSC7v,827.625628589199
ATSC8Z,4.979834710743799
ATSC8c,0.09799553597946452
ATSC8d,-6.198677685950413
ATSC8i,-20.91379616381177
ATSC8m,12.096660484628039
ATSC8p,-2.46101728550914
ATSC8s,11.110045913682278
ATSC8v,-382.6278565891601
AXp-0d,0.702907039696034
AXp-1d,0.4406579968381272
AXp-2d,0.28136858836680184
AXp-3d,0.18361042342413236
AXp-4d,0.11850272258743942
AXp-5d,0.07678079133029835
AXp-6d,0.048167833197876625
AXp-7d,0.03128516820057364
GATS1Z,0.7641941653345511
GATS1c,1.5138877103914141
GATS1d,0.7606405597649606
GATS1i,1.3841926710938346
GATS1m,0.7713365881750928
GATS1p,1.1292294473167972
GATS1s,0.5544853746756602
GATS1v,0.9971735625406266
GATS2Z,0.877688348305029
GATS2c,1.436577529804913
GATS2d,1.2774441681836346
GATS2i,1.1420073940233728
GATS2m,0.8794913329363159
GATS2p,0.9841706267180478
GATS2s,0.6030152058815148
GATS2v,0.9287073796812544
GATS3Z,0.9793966151582043
GATS3c,1.307945609711622
GATS3d,1.3503363228699552
GATS3i,0.9717760998586394
GATS3m,0.9766427081049508
GATS3p,0.9416613512359261
GATS3s,0.8863092195528774
GATS3v,0.9210663855267176
GATS4Z,1.1944409067753436
GATS4c,1.419568640639404
GATS4d,1.3679285960676095
GATS4i,1.025218817119121
GATS4m,1.1858483604538186
GATS4p,1.0354511860638336
GATS4s,1.8449168396371862
GATS4v,1.040409141521247
GATS5Z,1.2107210433842408
GATS5c,1.2036942415390604
GATS5d,1.0419145236569964
GATS5i,1.0457152657689022
GATS5m,1.2043968983715834
GATS5p,1.077843929725006
GATS5s,1.6659629873848332
GATS5v,1.1068384427197604
GATS6Z,1.0592203779474414
GATS6c,1.0462332633350369
GATS6d,0.8536067236011539
GATS6i,0.9891280254338544
GATS6m,1.0570731835539142
GATS6p,0.9877087300650452
GATS6s,0.9789780729344002
GATS6v,1.018561467812697
GATS7Z,0.8460954746136864
GATS7c,0.7417268260793968
GATS7d,0.9711322869955157
GATS7i,0.8551549836466079
GATS7m,0.8496018925982807
GATS7p,0.8827684049654552
GATS7s,0.6565476110408652
GATS7v,0.8872052994381957
GATS8Z,0.9566997328732815
GATS8c,0.7243075194222199
GATS8d,1.077222368768135
GATS8i,1.0777178876893891
GATS8m,0.9622279701287261
GATS8p,1.0886344697840937
GATS8s,0.8298960810010695
GATS8v,1.0699204072631214
MATS1Z,0.06742089771891088
MATS1c,-0.46416569239427574
MATS1d,0.37670094325034775
MATS1i,-0.23078772427363936
MATS1m,0.06585922596897521
MATS1p,-0.08447879429185295
MATS1s,-0.03217620057905728
MATS1v,-0.02155306147458893
MATS2Z,0.04615863076373862
MATS2c,-0.12713473540298617
MATS2d,-0.04092483239355324
MATS2i,-0.01870690241878219
MATS2m,0.04498811933818595
MATS2p,-0.01032525756189992
MATS2s,0.020785060535054613
MATS2v,0.014044912255544386
MATS3Z,0.009974654566266046
MATS3c,0.18411475067283706
MATS3d,-0.16097824281680786
MATS3i,0.0799550531180695
MATS3m,0.009486716103882437
MATS3p,0.01271755096255418
MATS3s,0.047610044469155045
MATS3v,0.016111504612791334
MATS4Z,-0.1706642327503254
MATS4c,-0.06425369900987214
MATS4d,-0.21158157985512246
MATS4i,-0.0317545219644053
MATS4m,-0.168674152977893
MATS4p,-0.07681097427555804
MATS4s,-0.1936564484720306
MATS4v,-0.10841370726682072
MATS5Z,-0.19333443458325203
MATS5c,-0.023906688756237398
MATS5d,-0.04344361062810774
MATS5i,-0.0933812489544156
MATS5m,-0.19210955465472726
MATS5p,-0.09842756282264577
MATS5s,-0.17394869491742251
MATS5v,-0.1506662363983225
MATS6Z,-0.048143597999653176
MATS6c,-0.04663866809857525
MATS6d,0.06843206420839162
MATS6i,-0.06093887350728267
MATS6m,-0.04687264047594529
MATS6p,-0.010015740566364992
MATS6s,-0.05972132237188532
MATS6v,-0.027945848069624708
MATS7Z,0.15331624049546236
MATS7c,0.034347452241686414
MATS7d,0.015878020677628297
MATS7i,0.0998929055789915
MATS7m,0.15171190303144952
MATS7p,0.08316172234633723
MATS7s,0.2139433855245577
MATS7v,0.11352664363315215
MATS8Z,0.005821754750465303
MATS8c,0.046853820980882234
MATS8d,-0.08832479180012812
MATS8i,-0.11747963150748475
MATS8m,0.0029671339797186862
MATS8p,-0.08966023631907973
MATS8s,0.06838054153086272
MATS8v,-0.06351202841093537
MAXaaN,4.3329158810466915
MAXssO,6.022827186825654
MINaaN,4.3329158810466915
MINssO,6.022827186825654
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.5289212601593
SpAD_D,371.71692870516097
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.5024374877233824
SssNH2,0
SsssAs,0
SsssCH,-0.714094980329649
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,895
TMWC10,139.98505522575067
TSRW10,65.79662104752312
VE1_Dt,5.381681954454551
VE2_Dt,0.17938939848181837
VE3_Dt,2.781613244922441
VR1_Dt,193.61832597719481
VR2_Dt,6.453944199239827
VR3_Dt,6.3645011180038225
Xc-3dv,0.8808413864712731
Xc-4dv,0.0
Xc-5dv,0.18126340469211288
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.3214781694372534
Xch-7d,0.456910021803449
Xp-0dv,17.193259500916245
Xp-1dv,10.195642469964742
Xp-2dv,7.584163655017835
Xp-3dv,5.475716980425695
Xp-4dv,3.88505834288359
Xp-5dv,2.6371950665919988
Xp-6dv,1.3291681233414905
Xp-7dv,0.8096355022906481
Xpc-4d,4.944558668050045
Xpc-5d,7.673881080599802
Xpc-6d,11.716854742517517
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,6.707986303584335
AATS0dv,7.454545454545454
AATS0pe,6.187010909090906
AATS0se,7.628982545454543
AATS1dv,7.206896551724138
AATS1pe,6.446663793103448
AATS1se,7.699878689655169
AATS2dv,5.811881188118812
AATS2pe,6.3894970297029685
AATS2se,7.741656
AATS3dv,4.548148148148148
AATS3pe,6.324783703703703
AATS3se,7.755944177777779
AATS4dv,3.6083916083916083
AATS4pe,6.3315426573426565
AATS4se,7.801816923076922
AATS5dv,3.122448979591837
AATS5pe,6.225685034013605
AATS5se,7.716532598639455
AATS6dv,2.662420382165605
AATS6pe,5.974105732484075
AATS6se,7.508306955414013
AATS7dv,3.013888888888889
AATS7pe,5.894054166666666
AATS7se,7.42581375
AATS8dv,2.9831932773109244
AATS8pe,5.970517647058822
AATS8se,7.458125109243697
AATSC0Z,7.188099173553721
AATSC0c,0.01757576824573403
AATSC0d,0.5897520661157025
AATSC0i,1.495971548389834
AATSC0m,34.25952781685949
AATSC0p,0.2306576290038844
AATSC0s,1.3653259871441688
AATSC0v,50.62600297695882
AATSC1Z,0.4846280991735532
AATSC1c,-0.008158068637142461
AATSC1d,0.2221601595896266
AATSC1i,-0.3452518692310024
AATSC1m,2.2563059840809414
AATSC1p,-0.019485678392465684
AATSC1s,-0.04393100281815016
AATSC1v,-1.0911453543751157
AATSC2Z,0.3317928156452009
AATSC2c,-0.0022344906454256023
AATSC2d,-0.024135504459536855
AATSC2i,-0.02798499377700312
AATSC2m,1.541271725894776
AATSC2p,-0.0023815994280822635
AATSC2s,0.028378383292874742
AATSC2v,0.7110377696603155
AATSC3Z,0.07169880624426081
AATSC3c,0.003235958188446888
AATSC3d,-0.09493725130088768
AATSC3i,0.11961048461462985
AATSC3m,0.3250104142516092
AATSC3p,0.002933400151758815
AATSC3s,0.06500323096282688
AATSC3v,0.8156610804904598
AATSC4Z,-1.226751430387794
AATSC4c,-0.0011293081227286628
AATSC4d,-0.12478067387158297
AATSC4i,-0.047503861391470385
AATSC4m,-5.778696835931339
AATSC4p,-0.017717037207878573
AATSC4s,-0.26440418167690904
AATSC4v,-5.488552666833208
