DLiP-ID,C100OQ
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.4799999999999995
NumHAcceptors,5
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,23
HeavyAtomMolWt,296.201
MaxEStateIndex,11.0642828069115
MinEStateIndex,-0.9988126533395152
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0434782608695652
FpDensityMorgan2,1.7826086956521738
FpDensityMorgan3,2.4347826086956523
MaxPartialCharge,0.33520164152265586
MinPartialCharge,-0.47763898641053915
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,11.0642828069115
MinAbsEStateIndex,0.18320473251028835
NumAliphaticRings,0
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.47763898641053915
MinAbsPartialCharge,0.33520164152265586
NumRadicalElectrons,0
NumValenceElectrons,114
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,308.09094024400036
MZ,0.761904761904762
Mi,1.1223671178514656
Mm,0.733368221986988
Mp,0.7104793156544056
Mv,0.697920525718938
SZ,26.666666666666668
Si,39.282849124801295
Sm,25.66788776954458
Sp,24.866776047904196
Sv,24.427218400162833
nB,0
nC,16
nF,0
nH,12
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,17.95346827054888
AMW,8.802598292685724
IC0,1.707156230921614
IC1,3.378305516512272
IC2,4.272140159802109
IC3,4.957854445516394
IC4,5.0721401598021085
IC5,5.0721401598021085
MID,46.72847194596213
Mpe,1.004817927170868
Mse,1.0277598584954741
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,82.27220000000001
SdO,22.083378278095367
SdS,0
Spe,35.16862745098038
SsF,0
SsI,0
Sse,35.971595047341594
StN,0
fMF,0.4857142857142857
nBr,0
nCl,0
AMID,2.0316726933027014
BIC0,0.3073416010630573
BIC1,0.6082008239893276
BIC2,0.7691190606325085
BIC3,0.8925691131970976
BIC4,0.9131441219578625
BIC5,0.9131441219578625
CIC0,3.4221267860233526
CIC1,1.7509775004326942
CIC2,0.8571428571428577
CIC3,0.1714285714285726
CIC4,0.05714285714285783
CIC5,0.05714285714285783
GGI1,5.0
GGI2,3.1111111111111125
GGI3,1.125
GGI4,1.0244444444444445
GGI5,0.9622222222222223
GGI6,0.3509750566893425
GGI7,0.23788265306122447
GGI8,0.2428980851599899
GGI9,0.15250000000000005
JGI1,0.2
JGI2,0.08888888888888893
JGI3,0.03308823529411765
JGI4,0.03414814814814815
JGI5,0.03848888888888889
JGI6,0.015953411667697384
JGI7,0.01132774538386783
JGI8,0.014288122656469993
JGI9,0.010892857142857143
MIC0,16.60415470626417
MIC1,33.519887224957486
MIC2,43.059730465002346
MIC3,45.00841617928806
MIC4,45.12361617928806
MIC5,45.12361617928806
MPC2,35
MPC3,45
MPC4,55
MPC5,67
MPC6,75
MPC7,83
MPC8,83
MPC9,95
Mare,1.0192
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.22363586008598496
RPCG,0.15694511867111507
SIC0,0.3328255090003607
SIC1,0.6586311391576152
SIC2,0.8328922669481831
SIC3,0.9665784533896364
SIC4,0.988859484463212
SIC5,0.988859484463212
SaaN,8.064121945074326
SaaO,0
SaaS,0
Sare,35.672000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.031199965291776
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,59.75046808225649
TIC1,118.24069307792952
TIC2,149.5249055930738
TIC3,173.52490559307378
TIC4,177.5249055930738
TIC5,177.5249055930738
Vabc,259.5159794541663
WPol,34
apol,41.527516
bpol,14.914483999999996
nRot,4
ABCGG,14.262275247352006
ATS0Z,976.0
ATS0d,132.0
ATS0i,5649.035630378488
ATS0m,3873.106903
ATS0p,56.727366858188
ATS0s,239.44444444444446
ATS0v,8771.704384940245
ATS1Z,1062.0
ATS1d,161.0
ATS1i,5524.42258014985
ATS1m,4103.391204999999
ATS1p,70.432031376
ATS1s,153.66666666666669
ATS1v,10743.704332949708
ATS2Z,1539.0
ATS2d,236.0
ATS2i,8508.469228921047
ATS2m,5909.456002999998
ATS2p,102.51339540484898
ATS2s,262.77777777777777
ATS2v,15369.565101272226
ATS3Z,1580.0
ATS3d,253.0
ATS3i,11095.902360608949
ATS3m,5891.90567
ATS3p,112.036681147396
ATS3s,283.77777777777777
ATS3v,16363.407745852755
ATS4Z,1495.0
ATS4d,227.0
ATS4i,12040.365332553947
ATS4m,5456.563273999999
ATS4p,102.846542900245
ATS4s,306.0
ATS4v,14974.579817160195
ATS5Z,1250.0
ATS5d,205.0
ATS5i,11629.909764103439
ATS5m,4548.6627929999995
ATS5p,86.921288277037
ATS5s,251.33333333333334
ATS5v,12495.70742088532
ATS6Z,1068.0
ATS6d,169.0
ATS6i,8343.229629033392
ATS6m,3985.3646859999994
ATS6p,69.32970105079201
ATS6s,209.5555555555556
ATS6v,10152.219000872827
ATS7Z,1024.0
ATS7d,140.0
ATS7i,6922.0654490299985
ATS7m,3838.7691449999998
ATS7p,64.20333931169802
ATS7s,219.0
ATS7v,9570.158560694757
ATS8Z,837.0
ATS8d,130.0
ATS8i,7128.653891748196
ATS8m,3049.552505
ATS8p,63.980567280245005
ATS8s,171.7777777777778
ATS8v,8983.442618347588
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.08672584430160188
JGI10,0.007227153691800156
JGT10,0.4543034517627361
Kier1,17.8112
Kier2,7.92
Kier3,4.345679012345679
MAXdO,11.0642828069115
MID_C,33.52644166577574
MID_N,8.072170359678122
MID_O,5.129859920508267
MID_X,0.0
MID_h,13.202030280186388
MINdO,11.019095471183869
MPC10,99
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.638354669333745
MWC04,6.505784060128229
MWC05,7.367077059881012
MWC06,8.237214703349489
MWC07,9.104868739033948
MWC08,9.976970329295932
MWC09,10.847918605354593
MWC10,11.721539979135724
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.7314
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7580945044277305
SRW07,4.59511985013459
SRW08,8.340694647925071
SRW09,6.6052979209482015
SRW10,9.96274653641105
SaaCH,14.744993619634394
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.505770678769417
SaasN,1.535265022675737
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4975951055785113
SdssS,0
SsCH3,0
SsNH2,5.19953226270416
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.269312558714356
VE1_D,4.719127528440816
VE2_A,0.18562228516149373
VE2_D,0.20517945775829635
VE3_A,2.284361943939502
VE3_D,2.384533059777183
VR1_A,156.75600896159236
VR1_D,129.32591514555065
VR2_A,6.815478650504016
VR2_D,5.622865875893507
VR3_A,5.887599636396584
VR3_D,5.695244815123254
WPath,1315
Xc-3d,1.6666666666666665
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-0d,16.396976746569035
Xp-1d,11.041713895658194
Xp-2d,10.182870792170462
Xp-3d,8.304523922768594
Xp-4d,6.492529609212166
Xp-5d,4.983651044390357
Xp-6d,3.6119184775592657
Xp-7d,2.679525005265619
ZMIC0,73.21804695513279
ZMIC1,47.43034675382855
ZMIC2,28.493899717162336
ZMIC3,23.984599451796125
ZMIC4,23.62696710700241
ZMIC5,23.62696710700241
nAcid,1
nAtom,35
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,4.208417018481948
piPC3,4.798884926611489
piPC4,5.3615855498981215
piPC5,5.863631175598097
piPC6,6.218973555931831
piPC7,6.660094880879842
piPC8,6.962746415416585
piPC9,7.403213425617006
AATS0Z,27.885714285714286
AATS0d,3.7714285714285714
AATS0i,161.40101801081394
AATS0m,110.66019722857142
AATS0p,1.620781910233943
AATS0s,6.841269841269842
AATS0v,250.620125284007
AATS1Z,28.7027027027027
AATS1d,4.351351351351352
AATS1i,149.30871838242837
AATS1m,110.90246499999998
AATS1p,1.9035684155675674
AATS1s,4.153153153153154
AATS1v,290.37038737701914
AATS2Z,27.0
AATS2d,4.140350877192983
AATS2i,149.271389981071
AATS2m,103.67466671929822
AATS2p,1.7984806211377014
AATS2s,4.610136452241715
AATS2v,269.6414930047759
AATS3Z,21.944444444444443
AATS3d,3.513888888888889
AATS3i,154.10975500845763
AATS3m,81.83202319444445
AATS3p,1.5560650159360554
AATS3s,3.941358024691358
AATS3v,227.2695520257327
AATS4Z,19.933333333333334
AATS4d,3.026666666666667
AATS4i,160.53820443405263
AATS4m,72.75417698666665
AATS4p,1.3712872386699333
AATS4s,4.08
AATS4v,199.6610642288026
AATS5Z,17.857142857142858
AATS5d,2.9285714285714284
AATS5i,166.14156805862055
AATS5m,64.98089704285714
AATS5p,1.241732689671957
AATS5s,3.5904761904761906
AATS5v,178.5101060126474
AATS6Z,20.941176470588236
AATS6d,3.3137254901960786
AATS6i,163.59273782418416
AATS6m,78.14440560784313
AATS6p,1.359405902956706
AATS6s,4.108932461873639
AATS6v,199.06311766417306
AATS7Z,23.813953488372093
AATS7d,3.255813953488372
AATS7i,160.9782662565116
AATS7m,89.27370104651162
AATS7p,1.4931009142255354
AATS7s,5.093023255813954
AATS7v,222.56182699290133
AATS8Z,18.6
AATS8d,2.888888888888889
AATS8i,158.41453092773767
AATS8m,67.76783344444445
AATS8p,1.4217903840054444
AATS8s,3.8172839506172846
AATS8v,199.63205818550196
AMID_C,1.4576713767728584
AMID_N,0.3509639286816575
AMID_O,0.2230373878481855
AMID_X,0.0
AMID_h,0.574001316529843
ATS0dv,374.0
ATS0pe,234.58720000000002
ATS0se,282.1315159999999
ATS1dv,377.0
ATS1pe,251.2812
ATS1se,296.3236279999999
ATS2dv,522.0
ATS2pe,381.39480000000003
ATS2se,452.42266800000004
ATS3dv,469.0
ATS3pe,468.7325
ATS3se,565.4488560000001
ATS4dv,441.0
ATS4pe,493.9075
ATS4se,598.8769360000001
ATS5dv,393.0
ATS5pe,449.7845
ATS5se,551.8038039999999
ATS6dv,359.0
ATS6pe,335.53139999999996
ATS6se,407.042672
ATS7dv,340.0
ATS7pe,295.0216
ATS7se,352.92026
ATS8dv,249.0
ATS8pe,285.8727
ATS8se,349.148036
ATSC0Z,244.57142857142858
ATSC0c,0.9599137597051443
ATSC0d,22.171428571428567
ATSC0i,58.70059929290065
ATSC0m,1157.477182742857
ATSC0p,7.454950140180684
ATSC0s,84.39365079365079
ATSC0v,1551.4793544641302
ATSC1Z,-2.4897959183673293
ATSC1c,-0.6647940417552997
ATSC1d,6.075918367346939
ATSC1i,15.740330971926332
ATSC1m,-8.198774442449025
ATSC1p,1.058537232114708
ATSC1s,-12.870113378684806
ATSC1v,142.1726443686354
ATSC2Z,14.755102040816347
ATSC2c,0.2749551865329909
ATSC2d,-6.736326530612241
ATSC2i,-6.897472725996741
ATSC2m,60.821315504489775
ATSC2p,-0.7806207996626247
ATSC2s,29.089070294784577
ATSC2v,-175.59994616833217
ATSC3Z,-55.91836734693877
ATSC3c,0.041708675582035705
ATSC3d,-6.438367346938774
ATSC3i,-26.491881648665753
ATSC3m,-265.92196632816325
ATSC3p,-2.5261945083574058
ATSC3s,-6.939954648526082
ATSC3v,-464.24859834192927
ATSC4Z,-114.79591836734694
ATSC4c,-0.07574350230713003
ATSC4d,1.7755102040816322
ATSC4i,-30.757932200845005
ATSC4m,-538.8054335632653
ATSC4p,-2.711794064979326
ATSC4s,-33.167346938775516
ATSC4v,-601.505690349482
ATSC5Z,15.714285714285705
ATSC5c,-0.24242547367007322
ATSC5d,3.057142857142856
ATSC5i,-5.115630428671258
ATSC5m,86.49533379999998
ATSC5p,1.2476948551400824
ATSC5s,-20.180952380952387
ATSC5v,386.64676307721686
ATSC6Z,44.65306122448979
ATSC6c,0.1973201590894453
ATSC6d,-2.221224489795918
ATSC6i,9.61660224842766
ATSC6m,209.78144091755098
ATSC6p,1.089530074661057
ATSC6s,7.518458049886623
ATSC6v,232.25636290388277
ATSC7Z,-24.816326530612237
ATSC7c,0.08736686964040818
ATSC7d,-3.18204081632653
ATSC7i,24.719391507270643
ATSC7m,-124.6716682269388
ATSC7p,0.6074934142637864
ATSC7s,6.7798639455782315
ATSC7v,-131.17909996053356
ATSC8Z,-23.734693877551027
ATSC8c,-0.18129309796283816
ATSC8d,-3.36326530612245
ATSC8i,11.834837562877134
ATSC8m,-116.33302938367345
ATSC8p,-0.4839584175799959
ATSC8s,-1.414058956916099
ATSC8v,-158.70545803711485
AXp-0d,0.7129120324595233
AXp-1d,0.4416685558263278
AXp-2d,0.29093916549058463
AXp-3d,0.1845449760615243
AXp-4d,0.11804599289476667
AXp-5d,0.0743828514088113
AXp-6d,0.04815891303412354
AXp-7d,0.03228343379838095
GATS1Z,0.6800644102045972
GATS1c,1.5970244573205057
GATS1d,0.7667525773195878
GATS1i,0.8649140343012103
GATS1m,0.6811330630731469
GATS1p,0.8019059117657263
GATS1s,0.7458611560703043
GATS1v,0.7442401715185828
GATS2Z,0.6804599114608951
GATS2c,0.5597281311654839
GATS2d,1.2913727618014108
GATS2i,1.1390615784076636
GATS2m,0.6899931241829542
GATS2p,1.0237366173661637
GATS2s,0.4079785492922797
GATS2v,0.9477938753372094
GATS3Z,0.9663729880581516
GATS3c,0.6834363246023197
GATS3d,1.1288301832760599
GATS3i,1.2161768236230133
GATS3m,0.9705974627882904
GATS3p,1.142507207216134
GATS3s,0.794246016818805
GATS3v,1.097288251753346
GATS4Z,1.1760981308411216
GATS4c,0.8693827394212429
GATS4d,0.7974226804123713
GATS4i,1.2427174039270164
GATS4m,1.1740107435896545
GATS4p,1.1104554062978111
GATS4s,1.0967123081552812
GATS4v,1.1230408194191814
GATS5Z,1.0406542056074766
GATS5c,0.9404618421759161
GATS5d,0.8762886597938145
GATS5i,1.0271031340111956
GATS5m,1.0363021131505774
GATS5p,0.8661378897103839
GATS5s,0.94163782726452
GATS5v,0.893994338800007
GATS6Z,0.8790887850467289
GATS6c,0.7564560319087662
GATS6d,1.127577319587629
GATS6i,0.9020738578566284
GATS6m,0.8803257390514824
GATS6p,0.8400460107961522
GATS6s,0.7416741899889657
GATS6v,0.8682321197379237
GATS7Z,0.9925287980873723
GATS7c,0.9032150934859056
GATS7d,1.0163929513306162
GATS7i,0.7182085535637667
GATS7m,0.9945911717359637
GATS7p,0.8435046902540584
GATS7s,0.922341817774636
GATS7v,0.9387317916547828
GATS8Z,1.031827622014538
GATS8c,0.8865294694494515
GATS8d,0.9712199312714778
GATS8i,0.8079923834991833
GATS8m,1.038994798800427
GATS8p,1.050984872727245
GATS8s,0.7704341792891295
GATS8v,1.105927579569877
MATS1Z,-0.009629957059863534
MATS1c,-0.6551205484132364
MATS1d,0.2592295904151575
MATS1i,0.25365162281302106
MATS1m,-0.00670043225144323
MATS1p,0.13431598931223462
MATS1s,-0.14425767175541476
MATS1v,0.0866834844936602
MATS2Z,0.03704500737825878
MATS2c,0.17588260442638207
MATS2d,-0.1865617652378368
MATS2i,-0.07215071602959085
MATS2m,0.03226536328992959
MATS2p,-0.06429668236315408
MATS2s,0.2116475547882646
MATS2v,-0.06949788151465135
MATS3Z,-0.11114356178608513
MATS3c,0.02112174184937625
MATS3d,-0.141161941580756
MATS3i,-0.21938443863918863
MATS3m,-0.11168049309992556
MATS3p,-0.16472426994805395
MATS3s,-0.039974441602300494
MATS3v,-0.1454588495312064
MATS4Z,-0.21904205607476637
MATS4c,-0.03682306601603965
MATS4d,0.03737113402061855
MATS4i,-0.24452393785805235
MATS4m,-0.21723325471264787
MATS4p,-0.16975350246402593
MATS4s,-0.18340355100812522
MATS4v,-0.18092580780320966
MATS5Z,0.03212616822429904
MATS5c,-0.1262746112445241
MATS5d,0.06894329896907216
MATS5i,-0.04357391994539612
MATS5m,0.037363731695787404
MATS5p,0.08368230717032282
MATS5s,-0.11956439963888058
MATS5v,0.12460583570277732
MATS6Z,0.12529778266446762
MATS6c,0.14107079316701995
MATS6d,-0.06875379017586417
MATS6i,0.11242864763762561
MATS6m,0.12438055598685284
MATS6p,0.10029801726970701
MATS6s,0.06113879497029026
MATS6v,0.10273525145022414
MATS7Z,-0.0825907411432297
MATS7c,0.07408224706957396
MATS7d,-0.11681850875089907
MATS7i,0.34276370582492216
MATS7m,-0.08767079020427568
MATS7p,0.06632792633152307
MATS7s,0.06538991804827524
MATS7v,-0.06882056516392811
MATS8Z,-0.07548026998961581
MATS8c,-0.14689417818460881
MATS8d,-0.11798396334478813
MATS8i,0.1568105568068502
MATS8m,-0.07817108313252306
MATS8p,-0.05049156540074406
MATS8s,-0.013032066071488274
MATS8v,-0.0795612124119731
MAXaaN,4.049199420508945
MAXsOH,9.031199965291776
MINaaN,4.014922524565382
MINsOH,9.031199965291776
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.65667908854879
SpAD_D,237.38430193458197
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,685
TMWC10,122.19551869110943
TSRW10,70.84394779341596
VE1_Dt,4.751519675325865
VE2_Dt,0.20658781197068976
VE3_Dt,2.391373621461988
VR1_Dt,127.38798808376663
VR2_Dt,5.538608177555071
VR3_Dt,5.680146576571275
Xc-3dv,0.5513894601633886
Xc-4dv,0.0
Xc-5dv,0.07561795363779855
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.4241838895256699
Xp-0dv,11.87885365482382
Xp-1dv,6.707352252742425
Xp-2dv,4.845434025476216
Xp-3dv,3.3150385498773742
Xp-4dv,2.112258174282552
Xp-5dv,1.3528587637302345
Xp-6dv,0.7388947698553955
Xp-7dv,0.42122175913872767
Xpc-4d,3.8799939708726052
Xpc-5d,4.906146970071411
Xpc-6d,6.714871574737028
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.75134090038566
AATS0dv,10.685714285714285
AATS0pe,6.702491428571429
AATS0se,8.060900457142855
AATS1dv,10.18918918918919
AATS1pe,6.791383783783784
AATS1se,8.0087467027027
AATS2dv,9.157894736842104
AATS2pe,6.691136842105264
AATS2se,7.937239789473685
AATS3dv,6.513888888888889
AATS3pe,6.510173611111111
AATS3se,7.853456333333335
AATS4dv,5.88
AATS4pe,6.5854333333333335
AATS4se,7.985025813333335
AATS5dv,5.614285714285714
AATS5pe,6.4254928571428565
AATS5se,7.882911485714284
AATS6dv,7.03921568627451
AATS6pe,6.579047058823528
AATS6se,7.981228862745097
AATS7dv,7.906976744186046
AATS7pe,6.860967441860464
AATS7se,8.207447906976745
AATS8dv,5.533333333333333
AATS8pe,6.352726666666667
AATS8se,7.758845244444444
AATSC0Z,6.987755102040817
AATSC0c,0.027426107420146978
AATSC0d,0.633469387755102
AATSC0i,1.6771599797971615
AATSC0m,33.07077664979591
AATSC0p,0.21299857543373382
AATSC0s,2.4112471655328798
AATSC0v,44.327981556118004
AATSC1Z,-0.06729178157749538
AATSC1c,-0.01796740653392702
AATSC1d,0.16421400992829566
AATSC1i,0.4254143505926036
AATSC1m,-0.22158849844456824
AATSC1p,0.028609114381478593
AATSC1s,-0.3478409021266164
AATSC1v,3.8425039018550105
AATSC2Z,0.2588614393125675
AATSC2c,0.004823775202333173
AATSC2d,-0.11818116720372353
AATSC2i,-0.12100829343853932
AATSC2m,1.0670406228857856
AATSC2p,-0.013695101748467099
AATSC2s,0.510334566575168
AATSC2v,-3.0807008099707396
AATSC3Z,-0.7766439909297052
AATSC3c,0.000579287160861607
AATSC3d,-0.08942176870748297
AATSC3i,-0.36794280067591323
AATSC3m,-3.6933606434467117
AATSC3p,-0.0350860348382973
AATSC3s,-0.09638825900730669
AATSC3v,-6.447897199193462
AATSC4Z,-1.5306122448979593
AATSC4c,-0.0010099133640950671
AATSC4d,0.023673469387755094
AATSC4i,-0.4101057626779334
AATSC4m,-7.184072447510204
AATSC4p,-0.03615725419972435
AATSC4s,-0.4422312925170069
AATSC4v,-8.020075871326428
AATSC5Z,0.2244897959183672
AATSC5c,-0.0034632210524296173
AATSC5d,0.043673469387755084
AATSC5i,-0.07308043469530369
AATSC5m,1.2356476257142854
AATSC5p,0.01782421221628689
AATSC5s,-0.28829931972789125
AATSC5v,5.523525186817384
