DLiP-ID,C0004L
DLiP-Mol-ID,30266
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H11NO3.Na/c17-15(18)14-8-12-7-10(3-4-13(12)19-14)6-11-2-1-5-16-9-11;/h1-5,7-9H,6H2,(H,17,18);/q;+1/p-1"
Standard Inchi Key(RDKit),XBTIPIZROJAKOJ-UHFFFAOYSA-M
Canonical SMILES(RDKit),O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1.[Na+]
SMILES(SDF),
MW(SDF),
MW(RDKit),275.239
MW Monoisotopic(RDKit),275.05583746
MolLogP(RDKit),-1.2139
XLogP(SDF),
XLogP(CDK),1.715
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),66.16
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.562372304144604
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,37604.900838298425
qed,0.5623723041446042
Chi0,13.242276208189782
Chi1,9.220346690612276
TPSA,66.16
Chi0n,10.997867401595103
Chi0v,12.997867401595103
Chi1n,5.8494022183671
Chi1v,5.8494022183671
Chi2n,4.308336568420909
Chi2v,4.308336568420909
Chi3n,2.9129340703173177
Chi3v,2.9129340703173177
Chi4n,2.04177447528924
Chi4v,2.04177447528924
MolMR,67.58750000000002
MolWt,275.239
fr_SH,0
Kappa1,14.782146628028213
Kappa2,6.220290668731234
Kappa3,3.095358183347973
fr_ArN,0
fr_COO,1
