DLiP-ID,T0004L
DLiP-Mol-ID,15447
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H20F3N3O2/c1-12-2-4-15(16(26)10-12)24-18(27)13-6-8-25(9-7-13)17-5-3-14(11-23-17)19(20,21)22/h2-5,10-11,13,26H,6-9H2,1H3,(H,24,27)"
Standard Inchi Key(RDKit),AIYYNNXWWOCDOH-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NC(=O)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)c(O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),379.382
MW Monoisotopic(RDKit),379.15076154
MolLogP(RDKit),3.96952
XLogP(SDF),
XLogP(CDK),4.484
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),65.46
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.792379001812765
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,965544.6707561873
qed,0.7923790018127643
Chi0,19.604083527755577
Chi1,12.736202008657775
TPSA,65.46000000000001
Chi0n,14.753661505064992
Chi0v,14.753661505064992
Chi1n,8.625109994129442
Chi1v,8.625109994129442
Chi2n,6.6740079888858
Chi2v,6.6740079888858
Chi3n,4.676041908931272
Chi3v,4.676041908931272
Chi4n,3.0937473704503873
Chi4v,3.0937473704503873
MolMR,95.64950000000003
MolWt,379.3820000000001
fr_SH,0
Kappa1,19.004447688408163
Kappa2,7.459187412105672
Kappa3,4.501058674248579
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,813.9398550998941
MolLogP,3.969520000000003
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.571623524997291
SMR_VSA1,23.07230972193699
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.917906046161393
SMR_VSA5,25.941678962986117
SMR_VSA6,23.30621114668196
SMR_VSA7,47.65558189731512
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,154.38390898298104
NHOHCount,2
PEOE_VSA1,15.323225729697514
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,49.59430021108607
PEOE_VSA8,25.20426242959962
PEOE_VSA9,11.250837766380558
RingCount,3
SMR_VSA10,17.412428781870098
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,379.15076153999996
NumHDonors,2
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,6.176298517443475
SlogP_VSA1,10.216698334856808
SlogP_VSA2,29.087198456964572
SlogP_VSA3,10.970835701515297
SlogP_VSA4,12.841643245852017
SlogP_VSA5,23.96854622924601
SlogP_VSA6,36.52867891392113
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.73975000914047
EState_VSA2,17.574597608796804
EState_VSA3,37.436405110195764
EState_VSA4,17.826662131771684
EState_VSA5,6.06636706846161
EState_VSA6,18.19910120538483
EState_VSA7,11.823646930541102
EState_VSA8,10.30076712495354
EState_VSA9,0.0
SlogP_VSA10,24.67649419554305
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.846404468598905
VSA_EState9,39.23692886473444
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,23.07230972193699
EState_VSA11,0.0
FractionCSP3,0.3684210526315789
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,1
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.77
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,27
HeavyAtomMolWt,359.2220000000001
MaxEStateIndex,12.615468156199634
MinEStateIndex,-4.404612793916047
NumHeteroatoms,8
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,3
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.2222222222222223
FpDensityMorgan2,1.9259259259259258
FpDensityMorgan3,2.4814814814814814
MaxPartialCharge,0.4173915143055958
MinPartialCharge,-0.5057635618013413
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.615468156199634
MinAbsEStateIndex,0.022907749902630448
NumAliphaticRings,1
NumRotatableBonds,3
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5057635618013413
MinAbsPartialCharge,0.4173915143055958
NumRadicalElectrons,0
NumValenceElectrons,144
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,1
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,379.15076154000053
MZ,0.7021276595744678
Mi,1.1507598622235415
Mm,0.6720492201297744
Mp,0.6579291629506946
Mv,0.6396049127152885
SZ,32.999999999999986
Si,54.08571352450645
Sm,31.5863133460994
Sp,30.922670658682645
Sv,30.06143089761856
nB,0
nC,19
nF,3
nH,20
nI,0
nN,3
nO,2
nP,0
nS,0
nX,3
ABC,21.1280920210488
AMW,8.067037479574479
IC0,1.7533343908797159
IC1,3.8334430433886775
IC2,4.637154479789048
IC3,4.884168106904724
IC4,4.926721298394087
IC5,4.926721298394087
MID,54.38881501691538
Mpe,1.0045056320400496
Mse,1.0297686383288656
NdO,1
NdS,0
NsF,3
NsI,0
NtN,0
SMR,95.64950000000003
SdO,12.421488600184489
SdS,0
Spe,47.21176470588233
SsF,37.846404468598905
SsI,0
Sse,48.39912600145668
StN,0
fMF,0.425531914893617
nBr,0
nCl,0
AMID,2.0144005561820513
BIC0,0.3019161760236435
BIC1,0.660101387781281
BIC2,0.7984968272175206
BIC3,0.841031445891758
BIC4,0.8483589111595922
BIC5,0.8483589111595922
CIC0,3.8012544607979217
CIC1,1.7211458082889601
CIC2,0.9174343718885893
CIC3,0.6704207447729136
CIC4,0.6278675532835507
CIC5,0.6278675532835507
GGI1,7.5
GGI2,4.222222222222223
GGI3,1.8125
GGI4,1.3377777777777782
GGI5,1.0416666666666665
GGI6,0.6881632653061225
GGI7,0.3767361111111111
