DLiP-ID,C003JZ
DLiP-Mol-ID,34109
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H29N5O3.ClH/c1-22-18(15-19(26)23(2)20(22)27)21-9-6-10-24-11-13-25(14-12-24)16-7-4-5-8-17(16)28-3;/h4-5,7-8,15,21H,6,9-14H2,1-3H3;1H"
Standard Inchi Key(RDKit),KTMLZVUAXJERAT-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),423.945
MW Monoisotopic(RDKit),423.2037175
MolLogP(RDKit),1.1386
XLogP(SDF),
XLogP(CDK),4.168
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),71.74
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.673216434735573
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,2196298.137453181
qed,0.6732164347355728
Chi0,20.0956473593183
Chi1,13.507239053047549
TPSA,71.74000000000001
Chi0n,17.258346358109247
Chi0v,18.074842939036973
Chi1n,9.622474664966184
Chi1v,9.622474664966184
Chi2n,7.049291691755878
Chi2v,7.049291691755878
Chi3n,5.281374886412409
Chi3v,5.281374886412409
Chi4n,3.5250570207293563
Chi4v,3.5250570207293563
MolMR,118.92570000000006
MolWt,423.9450000000001
fr_SH,0
Kappa1,22.83511105035886
Kappa2,10.362036854792994
Kappa3,5.3323099812693044
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,919.0631808107801
MolLogP,1.1385999999999994
NOCount,8
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.999995258007652e-06
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,14.034109026433189
SMR_VSA4,14.09534396535438
SMR_VSA5,6.4208216229260096
SMR_VSA6,56.595034311609794
SMR_VSA7,51.169920003707176
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,176.65053845724017
NHOHCount,1
PEOE_VSA1,14.953561288656857
PEOE_VSA2,18.82864621050501
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,12.13273413692322
PEOE_VSA7,25.098312165761804
PEOE_VSA8,52.88549306337885
PEOE_VSA9,12.797183815961095
RingCount,3
SMR_VSA10,23.912282213698568
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,423.2037175
NumHDonors,1
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
PEOE_VSA14,5.689743398203474
SlogP_VSA1,26.202571581912338
SlogP_VSA2,60.412445003186164
SlogP_VSA3,14.09534396535438
SlogP_VSA4,0.0
SlogP_VSA5,6.4208216229260096
SlogP_VSA6,39.920909710451696
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,23.656043454435455
EState_VSA3,12.362619183747604
EState_VSA4,55.1486014082477
EState_VSA5,17.681138698930155
EState_VSA6,14.157469523954724
EState_VSA7,18.19910120538483
EState_VSA8,21.182975134168895
EState_VSA9,4.736862953800049
SlogP_VSA10,11.50524905251859
SlogP_VSA11,5.749511833283905
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.5692575753101683
VSA_EState9,60.26407575802317
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.5
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,1
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.4500000000000006
NumHAcceptors,8
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,29
HeavyAtomMolWt,393.70500000000015
MaxEStateIndex,11.947772768880828
MinEStateIndex,-0.3171647967576341
NumHeteroatoms,9
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0344827586206897
FpDensityMorgan2,1.7241379310344827
FpDensityMorgan3,2.413793103448276
MaxPartialCharge,0.33152135236641994
MinPartialCharge,-0.49458625454931054
NumAromaticRings,2
fr_unbrch_alkane,1
MaxAbsEStateIndex,11.947772768880828
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,7
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49458625454931054
MinAbsPartialCharge,0.33152135236641994
NumRadicalElectrons,0
NumValenceElectrons,160
fr_para_hydroxylation,2
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,423.20371750000083
MZ,0.6384180790960452
Mi,1.1434375939347132
Mm,0.5982397491564936
Mp,0.6443701410737848
Mv,0.5958048829290676
SZ,37.666666666666664
Si,67.46281804214809
Sm,35.29614520023312
Sp,38.0178383233533
Sv,35.15248809281499
nB,0
nC,20
nF,0
nH,30
nI,0
nN,5
nO,3
nP,0
nS,0
nX,1
ABC,21.408121947441856
AMW,7.172944364406794
IC0,1.645188680843145
IC1,3.361100999488759
IC2,4.443764185131654
IC3,5.06459792213319
IC4,5.200191142472173
IC5,5.200191142472173
Mpe,0.9682951146560318
Mse,1.0066228844420853
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,118.92570000000006
SdO,23.721934426650545
SdS,0
Spe,57.12941176470588
SsF,0
SsI,0
Sse,59.39075018208303
StN,0
fMF,0.3728813559322034
nBr,0
nCl,1
BIC0,0.27218421703741646
BIC1,0.5560691333353198
BIC2,0.735187695802224
BIC3,0.8379000148108711
BIC4,0.860332903477862
BIC5,0.860332903477862
CIC0,4.237454368518696
CIC1,2.5215420498730827
CIC2,1.4388788642301877
CIC3,0.8180451272286513
CIC4,0.6824519068896686
CIC5,0.6824519068896686
GGI1,5.0
GGI2,3.7777777777777795
GGI3,2.0625
GGI4,1.5200000000000005
GGI5,0.6319444444444445
GGI6,0.5044897959183674
GGI7,0.2864583333333333
GGI8,0.22171831695641217
GGI9,0.19812500000000005
JGI1,0.16666666666666669
JGI2,0.09214092140921414
JGI3,0.04583333333333334
JGI4,0.04108108108108108
JGI5,0.021064814814814817
JGI6,0.021020408163265305
JGI7,0.013020833333333332
JGI8,0.009639926824191835
JGI9,0.008614130434782609
MIC0,18.112364232612073
MIC1,33.34872932642062
MIC2,39.32745938556285
MIC3,40.69922589415532
MIC4,40.83590386025701
MIC5,40.83590386025701
MPC2,41
MPC3,54
MPC4,64
MPC5,76
MPC6,71
MPC7,70
MPC8,70
MPC9,71
Mare,0.9808813559322035
NaaN,0
