DLiP-ID,C101LF
DLiP-Mol-ID,40153
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H24N2O3.ClH/c1-23-13-15-24(16-14-23)22(26)17-27-20-10-8-19(9-11-20)21(25)12-7-18-5-3-2-4-6-18;/h2-12H,13-17H2,1H3;1H/b12-7+;"
Standard Inchi Key(RDKit),CWMOIKADURQZAS-RRAJOLSVSA-N
Canonical SMILES(RDKit),CN1CCN(C(=O)COc2ccc(C(=O)/C=C/c3ccccc3)cc2)CC1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),400.906
MW Monoisotopic(RDKit),400.15537034
MolLogP(RDKit),3.1573
XLogP(SDF),
XLogP(CDK),3.232
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),49.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.551762671816518
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,1584850.8274503546
qed,0.5517626718165176
Chi0,19.06226716449869
Chi1,13.114193540729627
TPSA,49.85
Chi0n,15.913807219873995
Chi0v,16.73030380080172
Chi1n,9.083066828293004
Chi1v,9.083066828293004
Chi2n,6.605382863326307
Chi2v,6.605382863326307
Chi3n,4.583857608456045
Chi3v,4.583857608456045
Chi4n,2.839923420739882
Chi4v,2.839923420739882
MolMR,113.06850000000003
MolWt,400.9060000000001
fr_SH,0
Kappa1,21.667622771190704
Kappa2,10.639049617960907
Kappa3,6.217443341205745
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,798.2913950153184
MolLogP,3.1573000000000024
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.8033292358812554e-06
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,39.833579570840406
SMR_VSA7,71.80022670638238
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,171.55183430636419
NHOHCount,0
PEOE_VSA1,14.536682415501005
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,36.407855449141934
PEOE_VSA7,42.952611855054506
PEOE_VSA8,31.7424771153473
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,30.173477943730305
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,400.15537034000005
NumHDonors,0
PEOE_VSA10,5.749511833283905
PEOE_VSA11,12.390126910877857
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,61.323823708257805
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,60.67332372298837
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,30.70433980140934
EState_VSA3,11.3129633249809
EState_VSA4,31.7424771153473
EState_VSA5,0.0
EState_VSA6,36.417508487514205
EState_VSA7,35.23174507315853
EState_VSA8,11.947581713527669
EState_VSA9,4.736862953800049
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,61.33333333333331
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.2727272727272727
VSA_EState10,0.0
fr_C_O_noCOO,2
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,1
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.629999999999999
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,28
HeavyAtomMolWt,375.70600000000013
MaxEStateIndex,12.236051048917732
MinEStateIndex,-0.07044814430234547
NumHeteroatoms,6
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,1
fr_prisulfonamd,0
FpDensityMorgan1,0.9642857142857143
FpDensityMorgan2,1.6071428571428572
FpDensityMorgan3,2.25
MaxPartialCharge,0.26009299863945223
MinPartialCharge,-0.4837790528091201
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.236051048917732
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,6
NumSaturatedRings,1
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4837790528091201
MinAbsPartialCharge,0.26009299863945223
NumRadicalElectrons,0
NumValenceElectrons,148
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,400.15537034000073
MZ,0.6666666666666664
Mi,1.123629795378956
Mm,0.6297733367055044
Mp,0.6801019658795618
Mv,0.6325288280226895
SZ,35.33333333333332
Si,59.55237915508467
Sm,33.37798684539173
Sp,36.045404191616775
Sv,33.52402788520254
nB,0
nC,22
nF,0
nH,25
nI,0
nN,2
nO,3
nP,0
nS,0
nX,1
ABC,20.753385824593646
AMW,7.550101327169825
IC0,1.558886721420706
IC1,3.1578598518112235
IC2,4.1370070524594125
IC3,5.005945690289795
IC4,5.2231112564091715
IC5,5.2231112564091715
Mpe,0.9667776544580096
Mse,1.003428657807583
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,113.06850000000003
SdO,24.428374031735082
SdS,0
Spe,51.239215686274505
SsF,0
SsI,0
Sse,53.181718863801905
StN,0
fMF,0.4528301886792453
nBr,0
nCl,1
BIC0,0.2608020272384902
BIC1,0.5283105178654877
BIC2,0.6921220196154111
BIC3,0.8374956090995032
BIC4,0.8738274471426877
BIC5,0.8738274471426877
CIC0,4.169033733142493
CIC1,2.5700606027519752
CIC2,1.5909134021037863
CIC3,0.721974764273404
CIC4,0.5048091981540272
CIC5,0.5048091981540272
GGI1,5.0
GGI2,3.1111111111111125
GGI3,0.9375
GGI4,0.9555555555555557
GGI5,0.9305555555555557
GGI6,0.40653061224489795
GGI7,0.1423611111111111
GGI8,0.237339380196523
GGI9,0.20500000000000002
JGI1,0.17241379310344823
JGI2,0.08187134502923979
JGI3,0.02533783783783784
JGI4,0.03295019157088123
JGI5,0.03323412698412698
JGI6,0.014018296973961997
JGI7,0.005272633744855967
JGI8,0.010319103486805349
JGI9,0.010250000000000002
MIC0,16.922187299164545
MIC1,30.195044773908762
MIC2,38.503974826236075
MIC3,41.7693376971806
MIC4,41.988240587828926
MIC5,41.988240587828926
MPC2,38
MPC3,46
MPC4,52
MPC5,64
MPC6,60
MPC7,58
MPC8,58
MPC9,68
Mare,0.9771320754716982
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.20476833529444477
RPCG,0.11008912032029367
SIC0,0.27215579088197794
SIC1,0.5513100045402143
SIC2,0.7222528813513164
SIC3,0.8739551692450205
SIC4,0.9118686786664667
SIC5,0.9118686786664667
SaaN,0
SaaO,0
SaaS,0
Sare,51.788000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.577755459060473
SssS,0
StCH,0
StsC,0
TIC0,82.62099623529743
TIC1,167.36657214599484
TIC2,219.26137378034886
TIC3,265.3151215853591
TIC4,276.8248965896861
TIC5,276.8248965896861
Vabc,378.60235552726033
WPol,37
apol,60.19582499999998
bpol,32.48217499999999
nRot,6
ABCGG,15.061574574816488
ATS0Z,1396.0
ATS0d,159.0
ATS0i,8559.410545430626
ATS0m,5616.210863000002
ATS0p,81.57313462122498
ATS0v,11734.237085008042
ATS1Z,1289.0
ATS1d,196.0
ATS1i,7855.696759259688
ATS1m,4845.406429000001
ATS1p,97.54713218
ATS1v,14062.641335282064
ATS2Z,1783.0
ATS2d,301.0
ATS2i,14156.614691353392
ATS2m,6552.258385999999
ATS2p,138.94269243079196
ATS2v,19703.22316100131
ATS3Z,1908.0
ATS3d,333.0
ATS3i,18576.815763717885
ATS3m,6771.069200999998
ATS3p,160.87960031273496
ATS3v,21840.779248384377
ATS4Z,1630.0
ATS4d,298.0
ATS4i,20058.274597673328
ATS4m,5586.698189000001
ATS4p,149.051091809772
ATS4v,19380.048493743532
ATS5Z,1477.0
ATS5d,266.0
ATS5i,19055.58647396666
ATS5m,5208.078663999998
ATS5p,123.58557668365799
ATS5v,16448.719341845925
ATS6Z,1431.0
ATS6d,239.0
ATS6i,13500.262043732233
ATS6m,5205.911869000001
ATS6p,108.60928572013103
ATS6v,15299.311299548715
ATS7Z,1347.0
ATS7d,225.0
ATS7i,11726.964112166848
ATS7m,4790.8430149999995
ATS7p,114.428766672547
ATS7v,15794.553741436775
ATS8Z,1220.0
ATS8d,228.0
ATS8i,14468.70879014213
ATS8m,4197.586222999999
ATS8p,117.682677829282
ATS8v,15253.020913800065
C1SP1,0
C1SP2,1
C1SP3,5
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2727272727272727
GGI10,0.0743801652892562
JGI10,0.004375303840544483
JGT10,0.3900426325717019
Kier1,24.271105826397147
Kier2,12.6398891966759
Kier3,7.986767485822306
MAXdO,12.236051048917732
MINdO,12.19232298281735
MPC10,70
MWC01,29.0
MWC02,4.90527477843843
MWC03,5.713732805509369
MWC04,6.541029999189903
MWC05,7.362010551259734
MWC06,8.19063168090354
MWC07,9.01517670716893
MWC08,9.844851577051172
MWC09,10.67106943758126
MWC10,11.501530791556343
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.1573000000000024
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.351858133476067
SRW05,0.0
SRW06,6.814542897259958
SRW07,0.0
SRW08,8.351138607086154
SRW09,0.0
SRW10,9.922260237859412
SaaCH,16.559887217238852
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.1474205190279223
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.3507498875947785
SdssC,-0.07595985289402973
SdssS,0
SsCH3,2.051790442668228
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.02667200355956
SsssP,0
WPath,2700002352
Xc-3d,1.501661279183041
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-1d,13.114193540729627
Xp-2d,11.414061658355731
Xp-3d,9.346659151266612
Xp-4d,6.84524867163137
Xp-5d,5.529822647927424
Xp-6d,3.514835431573722
Xp-7d,2.1785894239309362
ZMIC0,92.25058751233182
ZMIC1,62.031181686747274
ZMIC2,36.935110681410045
ZMIC3,27.405275106931146
ZMIC4,26.506000364461265
ZMIC5,26.506000364461265
nAcid,0
nAtom,53
nBase,1
nRing,3
piPC1,3.6635616461296463
piPC2,4.143134726391533
piPC3,4.61512051684126
piPC4,5.017279836814924
piPC5,5.510399970502822
piPC6,5.566673260683794
piPC7,5.82452409235233
piPC8,6.020568148674038
piPC9,6.412741486732234
AATS0Z,26.339622641509433
AATS0d,3.0
AATS0i,161.49831217793636
AATS0m,105.96624269811325
AATS0p,1.5391157475702826
AATS0v,221.40069971713288
AATS1Z,23.87037037037037
AATS1d,3.6296296296296298
AATS1i,145.47586591221645
AATS1m,89.7297486851852
AATS1p,1.806428373703704
AATS1v,260.4192839867049
AATS2Z,19.593406593406595
AATS2d,3.3076923076923075
AATS2i,155.56719441047684
AATS2m,72.0028394065934
AATS2p,1.5268427739647468
AATS2v,216.51893583517924
AATS3Z,16.16949152542373
AATS3d,2.8220338983050848
AATS3i,157.4306420654058
AATS3m,57.38194238135592
AATS3p,1.3633864433282623
AATS3v,185.09134956257947
AATS4Z,12.936507936507937
AATS4d,2.365079365079365
AATS4i,159.1926555370899
AATS4m,44.33887451587302
AATS4p,1.1829451730934286
AATS4v,153.80990868050424
AATS5Z,12.843478260869565
AATS5d,2.3130434782608695
AATS5i,165.7007519475362
AATS5m,45.28764055652172
AATS5p,1.0746571885535476
AATS5v,143.03234210300803
AATS6Z,17.035714285714285
AATS6d,2.8452380952380953
AATS6i,160.71740528252658
AATS6m,61.97514129761906
AATS6p,1.292967687144417
AATS6v,182.1346583279609
AATS7Z,17.493506493506494
