DLiP-ID,C0020S
DLiP-Mol-ID,27551
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H11Cl2NO2.Na.H2O/c1-8-6-7-10(15)13(12(8)16)17-11-5-3-2-4-9(11)14(18)19;;/h2-7,17H,1H3,(H,18,19);;1H2/q;+1;/p-1"
Standard Inchi Key(RDKit),QHJLLDJTVQAFAN-UHFFFAOYSA-M
Canonical SMILES(RDKit),Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+]
SMILES(SDF),
MW(SDF),
MW(RDKit),336.15
MW Monoisotopic(RDKit),335.009192884
MolLogP(RDKit),-0.41178
XLogP(SDF),
XLogP(CDK),3.371
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),83.66
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.773641106913102
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,18508.060248751837
qed,0.7736411069131022
Chi0,13.991199352633217
Chi1,9.002907755397974
TPSA,83.66
Chi0n,11.536527142083937
Chi0v,15.048385034120846
Chi1n,5.524246635185675
Chi1v,6.280175581204131
Chi2n,4.011307162945851
Chi2v,4.796471762695685
Chi3n,2.6908423450310535
Chi3v,3.4928861573326335
Chi4n,1.676038434954635
Chi4v,2.141174885418978
MolMR,78.86800000000002
MolWt,336.15000000000003
fr_SH,0
Kappa1,20.25
Kappa2,8.634226916926185
Kappa3,4.609891353553644
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,650.111400915132
MolLogP,-0.411779999999999
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.9999994491251554e-06
SMR_VSA1,44.934542447401824
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,5.316788604006331
SMR_VSA7,57.5703720216463
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,154.22468509509173
NHOHCount,3
PEOE_VSA1,20.69404501880022
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.46734805431147
PEOE_VSA7,24.619922828310838
PEOE_VSA8,11.250837766380558
PEOE_VSA9,21.701958190118066
RingCount,2
SMR_VSA10,40.545957617784005
fr_Al_COO,0
fr_Ar_COO,1
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,335.00919288399996
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,29.557286032607934
SlogP_VSA1,39.98060203145497
SlogP_VSA2,11.445497123833213
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,15.921440167465814
SlogP_VSA6,36.39820241076966
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.969305287951849
EState_VSA2,40.596929360186294
EState_VSA3,21.420039176849777
EState_VSA4,5.563451491696996
EState_VSA5,6.06636706846161
EState_VSA6,30.33183534230805
EState_VSA7,6.923737199690624
EState_VSA8,5.316788604006331
EState_VSA9,23.20187978046503
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SlogP_VSA12,23.20187978046503
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,38.145252267573696
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.901064578912528
EState_VSA11,0.0
FractionCSP3,0.07142857142857142
VSA_EState10,12.24363662131519
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
