DLiP-ID,I001G3
VSA_EState9,70.33333333333333
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,14.383611552215466
EState_VSA11,0.0
FractionCSP3,0.22727272727272727
VSA_EState10,0.0
fr_C_O_noCOO,3
fr_Nhpyrrole,1
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,1
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.6099999999999994
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,29
HeavyAtomMolWt,370.2590000000002
MaxEStateIndex,12.87674032810757
MinEStateIndex,-0.5800130513893136
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.896551724137931
FpDensityMorgan2,1.5862068965517242
FpDensityMorgan3,2.2758620689655173
MaxPartialCharge,0.2946687788159625
MinPartialCharge,-0.4960285587709876
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.87674032810757
MinAbsEStateIndex,0.0644532541105407
NumAliphaticRings,1
NumRotatableBonds,4
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,1
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4960285587709876
MinAbsPartialCharge,0.2946687788159625
NumRadicalElectrons,0
NumValenceElectrons,148
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,391.15320615200056
MZ,0.6866666666666665
Mi,1.121406006944753
Mm,0.6517808675380902
Mp,0.6856365628742515
Mv,0.6564455811113374
SZ,34.33333333333333
Si,56.07030034723764
Sm,32.589043376904506
Sp,34.28182814371257
Sv,32.822279055566874
nB,0
nC,22
nF,0
nH,21
nI,0
nN,3
nO,4
nP,0
nS,0
nX,0
ABC,22.632065481034008
AMW,7.8230641230400115
IC0,1.5818352099639652
IC1,3.4019992333283646
IC2,4.188758439731456
IC3,4.748758439731456
IC4,4.988758439731458
IC5,5.148758439731455
MID,59.47753229609796
Mpe,0.9818039215686275
Mse,1.0126875455207576
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,108.10670000000002
SdO,38.232668875434165
SdS,0
Spe,49.090196078431376
SsF,0
SsI,0
Sse,50.634377276037874
StN,0
fMF,0.48
nBr,0
nCl,0
AMID,2.0509493895206194
BIC0,0.2646413134752007
BIC1,0.5691550800479107
BIC2,0.7007800359596985
BIC3,0.7944681360933961
BIC4,0.8346201790078382
BIC5,0.8613882076174655
CIC0,4.062020979810759
CIC1,2.2418569564463597
CIC2,1.4550977500432687
CIC3,0.8950977500432682
CIC4,0.6550977500432662
CIC5,0.4950977500432696
GGI1,4.5
GGI2,4.000000000000002
GGI3,2.5
GGI4,1.751666666666667
GGI5,1.048888888888889
GGI6,0.6368253968253967
GGI7,0.3889243197278911
GGI8,0.21893896447467873
GGI9,0.21250000000000008
JGI1,0.140625
JGI2,0.0888888888888889
JGI3,0.0510204081632653
JGI4,0.03807971014492754
JGI5,0.026222222222222223
JGI6,0.01873015873015873
JGI7,0.012964143990929704
JGI8,0.008420729402872256
JGI9,0.00923913043478261
MIC0,14.8643656514962
MIC1,31.449391209176348
MIC2,38.0758554038554
MIC3,41.520415403855395
MIC4,42.642575403855396
MIC5,42.8038554038554
MPC2,45
MPC3,63
MPC4,81
MPC5,98
MPC6,102
MPC7,114
MPC8,120
MPC9,121
Mare,0.9952800000000002
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1811355932243315
RPCG,0.10760469959182636
SIC0,0.2802756053263477
SIC1,0.6027792202593589
SIC2,0.7421802219766784
SIC3,0.841403161252591
SIC4,0.8839272780851253
SIC5,0.9122766893068139
SaaN,0
SaaO,0
SaaS,0
Sare,49.76400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.343025506409205
SssS,0
StCH,0
StsC,0
TIC0,79.09176049819825
TIC1,170.09996166641824
TIC2,209.43792198657277
TIC3,237.4379219865728
TIC4,249.43792198657292
TIC5,257.43792198657275
Vabc,348.72889820333904
WPol,49
apol,57.250652999999986
bpol,29.397346999999996
nRot,4
ABCGG,17.82005919116859
ATS0Z,1216.0
ATS0d,175.0
ATS0i,8048.27185812923
ATS0m,4807.608157000001
ATS0p,76.895487001829
ATS0s,265.72222222222223
ATS0v,11565.636099057268
ATS1Z,1387.0
ATS1d,224.0
ATS1i,7745.1681022893
ATS1m,5304.003676
ATS1p,97.38615850000001
ATS1s,176.0
ATS1v,14510.250194983808
ATS2Z,2042.0
ATS2d,351.0
ATS2i,14102.134434253196
ATS2m,7664.174304999999
ATS2p,145.80618136194298
ATS2s,291.8888888888889
ATS2v,21367.070876510592
ATS3Z,2349.0
ATS3d,399.0
ATS3i,18288.918100368785
ATS3m,8710.098000999998
ATS3p,169.606301588735
ATS3s,414.16666666666663
ATS3v,24371.0923189385
ATS4Z,2355.0
ATS4d,377.0
ATS4i,19728.05944052219
ATS4m,8561.567345999998
ATS4p,165.63682889988598
ATS4s,468.4722222222223
ATS4v,23878.861715579522
ATS5Z,2132.0
ATS5d,338.0
ATS5i,19682.070371300884
ATS5m,7611.586847999998
ATS5p,153.563048146735
ATS5s,477.94444444444446
ATS5v,21810.622957399122
ATS6Z,1837.0
ATS6d,311.0
ATS6i,18103.292173256385
ATS6m,6487.080414
ATS6p,146.69077848588597
ATS6s,380.7222222222222
ATS6v,19969.21356389238
ATS7Z,1625.0
ATS7d,298.0
ATS7i,18829.23579587982
ATS7m,5714.396186
ATS7p,132.49820557662102
ATS7s,356.2222222222223
ATS7v,17740.994624058716
ATS8Z,1408.0
ATS8d,256.0
ATS8i,15657.197759052982
ATS8m,4941.683502
ATS8p,111.87867058498
ATS8s,311.3888888888889
ATS8v,15268.37698092184
C1SP1,0
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.22727272727272727
GGI10,0.1728415467809407
JGI10,0.008230549846711463
JGT10,0.4024209418247588
Kier1,22.203125
Kier2,10.08
Kier3,4.768959435626102
MAXdO,12.87674032810757
MID_C,45.72638468285233
MID_N,6.492258986820301
MID_O,7.258888626425341
MID_X,0.0
MID_h,13.75114761324564
MINdO,12.551379034990285
MPC10,132
MWC01,32.0
MWC02,5.043425116919247
MWC03,5.916202062607435
MWC04,6.80128303447162
MWC05,7.688455356549944
MWC06,8.579792333172758
MWC07,9.471704136110091
MWC08,10.366183294098564
MWC09,11.26082930264344
MWC10,12.157412722878947
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.3438
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.501258210544727
SRW05,2.3978952727983707
SRW06,7.037905963447182
SRW07,4.727387818712341
SRW08,8.662331957082475
SRW09,6.86171134048073
SRW10,10.331529214823197
SaaCH,15.986465763078037
SaaNH,3.0172839455348615
SaaSe,0
SaaaC,1.3379800433889402
SaasC,1.4561658824473092
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.210562404433255
SdssS,0
SsCH3,1.5285913937676758
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.2119711619215585
SsssP,0
VE1_A,4.180559579382935
VE1_D,5.306945340188499
VE2_A,0.14415722687527363
VE2_D,0.18299811517891376
VE3_A,2.4951558452349896
VE3_D,2.7337271412163684
VR1_A,564.7366517312455
VR1_D,183.7419000054799
VR2_A,19.473677645905017
VR2_D,6.335927586395858
VR3_A,7.4010702563485005
VR3_D,6.278242792510921
WPath,2425
Xc-3d,1.6578774771220248
Xc-4d,0.0
Xc-5d,0.6348256981115252
Xc-6d,0.0
Xp-0d,20.380104409694468
Xp-1d,14.096555450524587
Xp-2d,12.32816662461447
Xp-3d,11.329775465370007
Xp-4d,9.197275188980612
Xp-5d,7.182358855265996
Xp-6d,4.73106002848564
Xp-7d,3.4222154935734364
ZMIC0,94.27242891059699
ZMIC1,56.84546563746189
ZMIC2,39.367514400026444
ZMIC3,31.12745432588425
ZMIC4,27.874826898154573
ZMIC5,26.822758936698758
nAcid,0
nAtom,50
nBase,0
nRing,4
piPC1,3.784189633918261
piPC2,4.366278277705742
piPC3,5.001426355010946
piPC4,5.549805390871389
piPC5,6.012797865044375
piPC6,6.249884745886818
piPC7,6.573036192195299
piPC8,6.836724897913732
piPC9,6.840228965501661
AATS0Z,24.32
AATS0d,3.5
AATS0i,160.9654371625846
AATS0m,96.15216314000001
AATS0p,1.53790974003658
AATS0s,5.314444444444445
AATS0v,231.31272198114536
AATS1Z,26.169811320754718
AATS1d,4.226415094339623
AATS1i,146.13524721300567
AATS1m,100.07554105660378
AATS1p,1.8374746886792455
AATS1s,3.3207547169811322
AATS1v,273.77830556573224
AATS2Z,22.439560439560438
AATS2d,3.857142857142857
AATS2i,154.96851026651862
AATS2m,84.22169565934064
AATS2p,1.6022657292521205
AATS2s,3.2075702075702077
AATS2v,234.80297666495156
AATS3Z,20.076923076923077
AATS3d,3.41025641025641
AATS3i,156.31553931939132
AATS3m,74.44528205982904
AATS3p,1.4496265093054272
AATS3s,3.5398860398860394
AATS3v,208.2999343499017
AATS4Z,18.84
AATS4d,3.016
AATS4i,157.8244755241775
AATS4m,68.49253876799999
AATS4p,1.3250946311990879
AATS4s,3.7477777777777783
AATS4v,191.03089372463617
AATS5Z,17.475409836065573
AATS5d,2.7704918032786887
AATS5i,161.32844566640068
AATS5m,62.390056131147524
AATS5p,1.2587135093994672
AATS5s,3.917577413479053
AATS5v,178.77559801146822
AATS6Z,16.114035087719298
AATS6d,2.7280701754385963
AATS6i,158.8008085373367
AATS6m,56.904214157894735
AATS6p,1.2867612147884735
AATS6s,3.339668615984405
AATS6v,175.1685400341437
AATS7Z,14.130434782608695
AATS7d,2.591304347826087
AATS7i,163.73248518156365
AATS7m,49.6904016173913
AATS7p,1.1521583093619219
AATS7s,3.0975845410628025
AATS7v,154.26951847007578
AATS8Z,14.821052631578947
AATS8d,2.694736842105263
AATS8i,164.81260799003138
AATS8m,52.01772107368421
AATS8p,1.177670216684
AATS8s,3.277777777777778
AATS8v,160.7197576939141
AMID_C,1.5767718856155974
AMID_N,0.2238709995455276
AMID_O,0.25030650435949453
AMID_X,0.0
AMID_h,0.4741775039050221
ATS0dv,436.0
ATS0pe,319.75419999999997
ATS0se,390.9908679999999
ATS1dv,428.0
ATS1pe,348.31149999999997
ATS1se,414.23650399999997
ATS2dv,623.0
ATS2pe,593.6311999999998
ATS2se,715.7444679999999
ATS3dv,675.0
ATS3pe,746.9688
ATS3se,910.205564
ATS4dv,620.0
ATS4pe,810.2037
ATS4se,990.797296
ATS5dv,543.0
ATS5pe,795.6725000000001
ATS5se,976.832584
ATS6dv,444.0
ATS6pe,715.7638000000001
ATS6se,882.4777040000001
ATS7dv,381.0
ATS7pe,701.1805999999999
ATS7se,876.1557120000001
ATS8dv,351.0
ATS8pe,593.7126999999998
ATS8se,737.91148
ATSC0Z,367.28000000000003
ATSC0c,1.1968983406650051
ATSC0d,30.5
ATSC0i,75.75065199382078
ATSC0m,1743.3062304199998
ATSC0p,11.342741623300821
ATSC0s,98.88666666666667
ATSC0v,2440.5239729485943
ATSC1Z,20.64319999999999
ATSC1c,-0.5059079608366032
ATSC1d,13.370000000000001
ATSC1i,-16.815011412016602
ATSC1m,97.28571839480011
ATSC1p,-0.8524821472083072
ATSC1s,-2.440977777777777
ATSC1v,-28.097733755686384
ATSC2Z,6.390399999999988
ATSC2c,-0.3478112048205857
ATSC2d,0.29000000000000264
ATSC2i,14.828775220318072
ATSC2m,37.345562635600054
ATSC2p,1.962953270165548
ATSC2s,-1.4859555555555528
ATSC2v,336.85759391998465
ATSC3Z,54.324799999999996
ATSC3c,0.2852592813782707
ATSC3d,-12.569999999999997
ATSC3i,1.630237848339953
ATSC3m,246.49258825720017
ATSC3p,-1.4578377381051975
ATSC3s,33.09964444444445
ATSC3v,-28.088704403870814
ATSC4Z,-79.92000000000002
ATSC4c,-0.03412295695638651
ATSC4d,-13.149999999999995
ATSC4i,-34.21910624291248
ATSC4m,-382.56700388999997
ATSC4p,-4.389728812715489
ATSC4s,-39.95000000000002
ATSC4v,-787.254758208964
ATSC5Z,-156.08319999999998
ATSC5c,-0.04973507203562699
ATSC5d,-6.419999999999999
ATSC5i,4.474412372068736
ATSC5m,-732.5965356048001
ATSC5p,-0.04197406320450153
ATSC5s,-50.534577777777784
ATSC5v,-551.6646670977159
ATSC6Z,-133.6784
ATSC6c,0.2306181667560141
ATSC6d,-3.8400000000000003
ATSC6i,-28.176204720731846
ATSC6m,-648.6372405575999
ATSC6p,-4.820845521388269
ATSC6s,-14.921599999999998
ATSC6v,-1190.2865027952655
ATSC7Z,50.336
ATSC7c,-0.1530030315081231
ATSC7d,-0.35000000000000075
ATSC7i,-11.01233184413723
ATSC7m,237.06501537399993
ATSC7p,-0.22930392565430663
ATSC7s,18.410666666666675
ATSC7v,158.62312063878778
ATSC8Z,-40.592
ATSC8c,-0.16108785616521634
ATSC8d,-1.5499999999999998
ATSC8i,23.801880419927976
ATSC8m,-184.88053967800008
ATSC8p,1.6936787532879207
ATSC8s,14.92088888888889
ATSC8v,168.44658222006933
AXp-0d,0.7027622210239471
AXp-1d,0.44051735782889334
AXp-2d,0.273959258324766
AXp-3d,0.17983770579952393
AXp-4d,0.11354660727136558
AXp-5d,0.0732893760741428
AXp-6d,0.046382941455741566
AXp-7d,0.030019434154152952
GATS1Z,0.7098589118168032
GATS1c,1.4371719012358877
GATS1d,0.636560470151562
GATS1i,1.3654266268214248
GATS1m,0.7163933902046496
GATS1p,1.087422388621362
GATS1s,0.5138259413927894
GATS1v,0.9420852202438534
GATS2Z,0.8657197191830169
GATS2c,1.3567628336374236
GATS2d,1.1563682219419924
GATS2i,1.0199723833339436
GATS2m,0.8653029675323152
GATS2p,0.8673013616795705
GATS2s,0.5999594632204353
GATS2v,0.8455269029984501
GATS3Z,0.8569232444749761
GATS3c,1.015638857801474
GATS3d,1.352529073840549
GATS3i,1.0361087587084588
GATS3m,0.861249752417785
GATS3p,1.0349925290442057
GATS3s,0.6992762537830963
GATS3v,0.963654644138336
GATS4Z,1.075844042692224
GATS4c,1.181482282350818
GATS4d,1.2723934426229508
GATS4i,1.156019557829642
GATS4m,1.0720602727300155
GATS4p,1.1263259854732064
GATS4s,1.6001887682869274
GATS4v,1.0661978267315215
GATS5Z,1.2116543058228681
GATS5c,1.1594498779818594
GATS5d,1.1061542596076324
GATS5i,0.9420527490435197
GATS5m,1.202139074969354
GATS5p,0.9493939874381732
GATS5s,1.8489927845127485
GATS5v,1.0137393436888034
GATS6Z,1.1293310328751525
GATS6c,0.814380455565144
GATS6d,0.9512510785159619
GATS6i,1.1467089736724227
GATS6m,1.1329864514321752
GATS6p,1.1633063000292425
GATS6s,1.1635105243839499
GATS6v,1.1873644865483797
GATS7Z,0.9675357268000719
GATS7c,0.9294262319216564
GATS7d,0.9569493941553813
GATS7i,1.016050582204544
GATS7m,0.9688715454756459
GATS7p,0.972062734113206
GATS7s,0.8658377276675489
GATS7v,0.9776406499030007
GATS8Z,1.0989034610049409
GATS8c,1.216710108726017
GATS8d,0.9723899913718722
GATS8i,0.8141833929452851
GATS8m,1.0941088287641694
GATS8p,0.8616825113880693
GATS8s,0.8381042861992165
GATS8v,0.9307203049253951
MATS1Z,0.05302416951952751
MATS1c,-0.39875705809854434
MATS1d,0.4135477884317972
MATS1i,-0.20941362081632275
MATS1m,0.05264650467957339
MATS1p,-0.07090247379967363
MATS1s,-0.023287358164079997
MATS1v,-0.010861313508797434
MATS2Z,0.00956003264868434
MATS2c,-0.15966690829193486
MATS2d,0.005224283912808551
MATS2i,0.10755918897103472
MATS2m,0.011770473570054736
MATS2p,0.09508686600271414
MATS2s,-0.008256513481349979
MATS2v,0.07583887399487724
MATS3Z,0.06320988481737773
MATS3c,0.10185131991656715
MATS3d,-0.17612442202606132
MATS3i,0.009197054056085889
MATS3m,0.060424675305066206
MATS3p,-0.05492566092725091
MATS3s,0.14304402883921527
MATS3v,-0.004918501093931628
MATS4Z,-0.08703986059681988
MATS4c,-0.01140379455699723
MATS4d,-0.17245901639344255
MATS4i,-0.18069339519719957
MATS4m,-0.08777964472663678
MATS4p,-0.15480309641181955
MATS4s,-0.16159913705925982
MATS4v,-0.12903044869628022
MATS5Z,-0.17416827649249597
MATS5c,-0.017030039688069383
MATS5d,-0.08626713249126577
MATS5i,0.02420804988546949
MATS5m,-0.17222704569403774
MATS5p,-0.0015166073151608676
MATS5s,-0.20944069842792565
MATS5v,-0.09264079320074518
MATS6Z,-0.15963536591424105
MATS6c,0.08450869661699008
MATS6d,-0.05522001725625539
MATS6i,-0.16314030574475918
MATS6m,-0.16318992775003235
MATS6p,-0.18641048175600985
MATS6s,-0.06618244525897092
MATS6v,-0.2139112295018338
MATS7Z,0.05958728324794257
MATS7c,-0.0555795383093974
MATS7d,-0.004989308624376347
MATS7i,-0.06320698556372502
MATS7m,0.059124291542255535
MATS7p,-0.00878952922416306
MATS7s,0.08094759335090095
MATS7v,0.02825892101664267
MATS8Z,-0.058168728289903576
MATS8c,-0.0708356585615392
MATS8d,-0.0267471958584987
MATS8i,0.16537554667112978
MATS8m,-0.05581666921221547
MATS8p,0.07858857230075303
MATS8s,0.07941514948295703
MATS8v,0.03632666463758889
MAXssO,5.343025506409205
MINssO,5.343025506409205
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.733606802196654
SpAD_D,345.8924302853647
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4297431657848332
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,937
TMWC10,138.28528735945207
TSRW10,78.69440704778465
VE1_Dt,5.30562724319584
VE2_Dt,0.18295266355847722
VE3_Dt,2.7334787382982104
VR1_Dt,183.77557734486686
VR2_Dt,6.337088873960926
VR3_Dt,6.278426061833099
Xc-3dv,0.7150213927051082
Xc-4dv,0.0
Xc-5dv,0.13572218622505866
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.43258928054836454
Xch-7d,0.6156123130563335
Xp-0dv,16.051999900308196
Xp-1dv,9.418920338527775
Xp-2dv,6.864734738557596
Xp-3dv,5.201191677367991
Xp-4dv,3.6352414208509445
Xp-5dv,2.4294762746094154
Xp-6dv,1.2817306464888767
Xp-7dv,0.7852932685504895
Xpc-4d,4.996712209027376
Xpc-5d,8.030242573508948
Xpc-6d,12.258295847787622
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.030726223028894
AATS0dv,8.72
AATS0pe,6.395084
AATS0se,7.819817359999998
AATS1dv,8.075471698113208
AATS1pe,6.571915094339622
AATS1se,7.815783094339622
AATS2dv,6.846153846153846
AATS2pe,6.523419780219778
AATS2se,7.865323824175823
AATS3dv,5.769230769230769
AATS3pe,6.3843487179487175
AATS3se,7.779534735042735
AATS4dv,4.96
AATS4pe,6.4816296
AATS4se,7.926378368
AATS5dv,4.450819672131147
AATS5pe,6.521905737704919
AATS5se,8.006824459016393
AATS6dv,3.8947368421052633
AATS6pe,6.278629824561404
AATS6se,7.741032491228071
AATS7dv,3.3130434782608695
AATS7pe,6.097222608695652
AATS7se,7.618745321739131
AATS8dv,3.694736842105263
AATS8pe,6.24960736842105
AATS8se,7.767489263157895
AATSC0Z,7.345600000000001
AATSC0c,0.023937966813300102
AATSC0d,0.61
AATSC0i,1.5150130398764157
AATSC0m,34.86612460839999
AATSC0p,0.22685483246601643
AATSC0s,1.9777333333333333
AATSC0v,48.810479458971884
AATSC1Z,0.3894943396226413
AATSC1c,-0.009545433223332135
AATSC1d,0.25226415094339627
AATSC1i,-0.3172643662644642
AATSC1m,1.8355795923547191
AATSC1p,-0.01608456881525108
AATSC1s,-0.04605618448637315
AATSC1v,-0.530145919918611
AATSC2Z,0.0702241758241757
AATSC2c,-0.003822101151874568
AATSC2d,0.003186813186813216
AATSC2i,0.16295357384964915
AATSC2m,0.4103907981934072
AATSC2p,0.021570915056764266
AATSC2s,-0.0163291819291819
AATSC2v,3.7017318013185125
AATSC3Z,0.46431452991452987
AATSC3c,0.002438113516053596
AATSC3d,-0.1074358974358974
AATSC3i,0.013933656823418402
AATSC3m,2.1067742586085485
AATSC3p,-0.01246015160773673
AATSC3s,0.2829029439696107
AATSC3v,-0.24007439661428046
AATSC4Z,-0.6393600000000002
AATSC4c,-0.00027298365565109204
AATSC4d,-0.10519999999999996
AATSC4i,-0.27375284994329985
AATSC4m,-3.06053603112
AATSC4p,-0.035117830501723915
AATSC4s,-0.31960000000000016
AATSC4v,-6.298038065671712
AATSC5Z,-1.2793704918032784
AATSC5c,-0.00040766452488218846
AATSC5d,-0.052622950819672124
AATSC5i,0.03667551124646505
AATSC5m,-6.004889636104919
AATSC5p,-0.0003440496983975536
AATSC5s,-0.4142178506375228
