DLiP-ID,C100PG
DLiP-Mol-ID,35962
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H12N4O3/c1-22-14-7-3-5-12(9-14)18-10-15(16-17-18)11-4-2-6-13(8-11)19(20)21/h2-10H,1H3"
Standard Inchi Key(RDKit),OGJCEWRZXPLSDG-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(-n2cc(-c3cccc([N+](=O)[O-])c3)nn2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),296.286
MW Monoisotopic(RDKit),296.090940244
MolLogP(RDKit),2.8511
XLogP(SDF),
XLogP(CDK),3.286
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),83.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.545776772715341
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,171947.4144445556
qed,0.5457767727153406
Chi0,15.526733258565956
Chi1,10.66903509559602
TPSA,83.08
Chi0n,11.709751676098056
Chi0v,11.709751676098056
Chi1n,6.487949635049656
Chi1v,6.487949635049656
Chi2n,4.557269825920582
Chi2v,4.557269825920582
Chi3n,3.1639885570827526
Chi3v,3.1639885570827526
Chi4n,2.0540650396427234
Chi4v,2.0540650396427234
MolMR,80.00140000000002
MolWt,296.286
fr_SH,0
Kappa1,13.748901948178867
Kappa2,5.645030370466926
Kappa3,2.6404405679199403
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,828.914699203082
MolLogP,2.8511000000000006
NOCount,7
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.9634473350206938
SMR_VSA1,9.660174002617719
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,64.84209838807153
SMR_VSA8,0.0
SMR_VSA9,22.694277594512922
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,125.47238960434042
NHOHCount,0
PEOE_VSA1,4.736862953800049
PEOE_VSA2,10.114318268765572
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,23.4124863010397
PEOE_VSA7,12.13273413692322
PEOE_VSA8,23.762552697081826
PEOE_VSA9,23.91733843639184
RingCount,3
SMR_VSA10,5.687386274683562
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,296.090940244
NumHDonors,0
PEOE_VSA10,11.443439828132366
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,27.026978429196294
SlogP_VSA3,0.0
