DLiP-ID,C003GJ
DLiP-Mol-ID,33985
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H22N2.ClH/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21;/h2-3,6-12H,4-5,13-15H2,1H3;1H/b18-11+;"
Standard Inchi Key(RDKit),WYUYEJNGHIOFOC-NWBUNABESA-N
Canonical SMILES(RDKit),Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),314.86
MW Monoisotopic(RDKit),314.154976416
MolLogP(RDKit),4.33932
XLogP(SDF),
XLogP(CDK),4.525
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),16.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.834280170135017
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,126994.4402801748
qed,0.8342801701350165
Chi0,14.493353063746348
Chi1,10.326499840494924
TPSA,16.130000000000003
Chi0n,13.034361810103153
Chi0v,13.85085839103088
Chi1n,7.7374547502470605
Chi1v,7.7374547502470605
Chi2n,5.706517539928642
Chi2v,5.706517539928642
Chi3n,4.055710350972486
Chi3v,4.055710350972486
Chi4n,2.8110881125361886
Chi4v,2.8110881125361886
MolMR,95.41700000000004
MolWt,314.85999999999996
fr_SH,0
Kappa1,16.72576470423207
Kappa2,8.114060726385123
Kappa3,4.185278567460706
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,599.0921268088306
MolLogP,4.339320000000004
NOCount,2
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.7633320520426385e-06
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,19.765380445542643
SMR_VSA6,19.634269217737724
SMR_VSA7,71.5582641359207
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,138.84517495871967
NHOHCount,0
PEOE_VSA1,0.0
PEOE_VSA2,9.883888251797686
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,41.97130694083893
PEOE_VSA7,50.551078885988005
PEOE_VSA8,18.314704507594918
PEOE_VSA9,5.693927994848461
RingCount,3
SMR_VSA10,17.980137691249244
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,314.154976416
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,29.518157469535414
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,29.662474224094474
SlogP_VSA6,54.737433157678225
SlogP_VSA7,0.0
SlogP_VSA8,5.573104530069267
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,0.0
EState_VSA4,12.238684400761036
EState_VSA5,42.631163571140426
EState_VSA6,0.0
EState_VSA7,12.263210640074686
EState_VSA8,59.28184796909185
EState_VSA9,0.0
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,39.16666666666666
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.3157894736842105
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.6399999999999997
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,22
HeavyAtomMolWt,291.67599999999993
MaxEStateIndex,4.53630574452003
MinEStateIndex,0.0
NumHeteroatoms,3
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0909090909090908
FpDensityMorgan2,1.8181818181818181
FpDensityMorgan3,2.4545454545454546
MaxPartialCharge,0.07047373653584182
MinPartialCharge,-0.29965158492313515
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,4.53630574452003
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,4
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,1
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.29965158492313515
MinAbsPartialCharge,0.07047373653584182
NumRadicalElectrons,0
NumValenceElectrons,116
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,314.15497641600064
MZ,0.6222222222222223
Mi,1.122420695323886
Mm,0.5825345285340289
Mp,0.6845806919494346
Mv,0.6186178392925797
SZ,28.000000000000004
Si,50.508931289574875
Sm,26.2140537840313
Sp,30.80613113772456
Sv,27.83780276816609
nB,0
nC,19
nF,0
nH,23
nI,0
nN,2
nO,0
nP,0
nS,0
nX,1
ABC,16.291965537992013
AMW,6.981221698133347
IC0,1.3417964797799098
IC1,3.2188191895914917
IC2,4.4606003861837475
IC3,4.986188929614929
IC4,5.163966707392707
IC5,5.163966707392707
Mpe,0.9437037037037034
Mse,0.9844865258557906
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,95.41700000000004
SdO,0
SdS,0
Spe,42.466666666666654
SsF,0
SsI,0
Sse,44.301893663510576
StN,0
fMF,0.4444444444444444
nBr,0
nCl,1
BIC0,0.23425543186636882
BIC1,0.5619524948233509
BIC2,0.7787469154935925
BIC3,0.8705059661997641
BIC4,0.9015430204305277
BIC5,0.9015430204305277
CIC0,4.150056616549765
CIC1,2.273033906738183
CIC2,1.0312527101459272
CIC3,0.5056641667147455
CIC4,0.3278863889369674
CIC5,0.3278863889369674
GGI1,3.0
GGI2,2.000000000000001
GGI3,0.9097222222222222
GGI4,0.5383333333333334
GGI5,0.4477777777777778
GGI6,0.37378684807256246
GGI7,0.18062641723356004
GGI8,0.14490425799949608
GGI9,0.0687422839506173
JGI1,0.13043478260869562
JGI2,0.0666666666666667
JGI3,0.033693415637860075
JGI4,0.02153333333333334
JGI5,0.016584362139917694
JGI6,0.0133495302883058
JGI7,0.007225056689342401
JGI8,0.009056516124968505
JGI9,0.009820326278659613
MIC0,13.930251457904188
MIC1,29.862594765531526
MIC2,36.408338732847604
MIC3,37.91617642907068
MIC4,38.09537642907068
MIC5,38.09537642907068
MPC2,30
MPC3,38
MPC4,47
MPC5,54
MPC6,54
MPC7,60
MPC8,62
MPC9,60
Mare,0.9517333333333335
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
