DLiP-ID,C101LE
DLiP-Mol-ID,40152
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23ClN2O3.ClH/c1-24-12-14-25(15-13-24)22(27)16-28-19-9-6-18(7-10-19)21(26)11-8-17-4-2-3-5-20(17)23;/h2-11H,12-16H2,1H3;1H/b11-8+;"
Standard Inchi Key(RDKit),GNPGWFTXGXHBPW-YGCVIUNWSA-N
Canonical SMILES(RDKit),CN1CCN(C(=O)COc2ccc(C(=O)/C=C/c3ccccc3Cl)cc2)CC1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),435.351
MW Monoisotopic(RDKit),434.116397988
MolLogP(RDKit),3.8107
XLogP(SDF),
XLogP(CDK),3.854
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),49.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.511697544041888
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,2288071.662734907
qed,0.5116975440418883
Chi0,19.932510652501765
Chi1,13.524877143252587
TPSA,49.85
Chi0n,16.214421423693594
Chi0v,17.786846950639777
Chi1n,9.188715731464285
Chi1v,9.566680204473514
Chi2n,6.716212205525621
Chi2v,7.123412332266227
Chi3n,4.676616008504715
Chi3v,5.02082205641045
Chi4n,2.879588619088692
Chi4v,3.0783160735037653
MolMR,118.07850000000002
MolWt,435.35100000000006
fr_SH,0
Kappa1,22.943998078098424
Kappa2,11.002266622932806
Kappa3,6.597762280289014
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,860.6160274978396
MolLogP,3.810700000000003
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.9999953766740996e-06
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,39.833579570840406
SMR_VSA7,70.75649295166208
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,181.85510053324586
NHOHCount,0
PEOE_VSA1,14.536682415501005
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,29.800041095617345
PEOE_VSA7,55.094999030349996
PEOE_VSA8,36.76511042908862
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,41.774417833962815
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,434.116397988
NumHDonors,0
PEOE_VSA10,5.749511833283905
PEOE_VSA11,12.390126910877857
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,61.323823708257805
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,54.60695665452676
SlogP_VSA7,5.022633313741326
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
