DLiP-ID,I000JD
NumRadicalElectrons,0
NumValenceElectrons,174
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,2
Mordred Descriptors
MW,448.24744088400087
MZ,0.6153846153846155
Mi,1.12978070129297
Mm,0.5745592181525908
Mp,0.6592664762782127
Mv,0.6130076375080243
SZ,40.00000000000001
Si,73.43574558404305
Sm,37.346349179918406
Sp,42.85232095808382
Sv,39.845496438021584
nB,0
nC,26
nF,0
nH,32
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,25.679272205262556
AMW,6.896114475138475
IC0,1.4844244257387333
IC1,3.262806045264823
IC2,4.296013975973615
IC3,5.1259883898516785
IC4,5.426138774533632
IC5,5.426138774533632
MID,67.37372229971734
Mpe,0.9603619909502265
Mse,0.997691747436831
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,125.95680000000003
SdO,39.10538574203194
SdS,0
Spe,62.42352941176472
SsF,0
SsI,0
Sse,64.84996358339401
StN,0
fMF,0.38461538461538464
nBr,0
nCl,0
AMID,2.041627948476283
BIC0,0.2368717070701647
BIC1,0.5206505796993401
BIC2,0.6855210318839495
BIC3,0.8179612240762993
BIC4,0.8658566458738751
BIC5,0.8658566458738751
CIC0,4.537943387289721
CIC1,2.7595617677636315
CIC2,1.7263538370548392
CIC3,0.8963794231767759
CIC4,0.5962290384948226
CIC5,0.5962290384948226
GGI1,5.5
GGI2,4.000000000000002
GGI3,2.375
GGI4,2.0472222222222225
GGI5,1.0833333333333333
GGI6,0.8033560090702946
GGI7,0.7839427437641723
GGI8,0.470679012345679
GGI9,0.16751543209876546
JGI1,0.1527777777777778
JGI2,0.08000000000000003
JGI3,0.04241071428571428
JGI4,0.037222222222222226
JGI5,0.019345238095238096
JGI6,0.014345643019112404
JGI7,0.015371426348317103
JGI8,0.010232152442297365
JGI9,0.004408300844704354
MIC0,13.602223074157111
MIC1,27.745473544994386
MIC2,34.06698748408246
MIC3,38.16441050738757
MIC4,38.928223633608525
MIC5,38.928223633608525
MPC2,50
MPC3,67
MPC4,87
MPC5,109
MPC6,119
MPC7,134
MPC8,156
MPC9,172
Mare,0.9734153846153846
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1148792804538182
RPCG,0.082156981021501
SIC0,0.24648518187936186
SIC1,0.5417812638753565
SIC2,0.7133430088211913
SIC3,0.8511583066650963
SIC4,0.900997571552343
SIC5,0.900997571552343
SaaN,0
SaaO,0
SaaS,0
Sare,63.272
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,96.48758767301767
TIC1,212.0823929422135
TIC2,279.240908438285
TIC3,333.1892453403591
TIC4,352.69902034468606
TIC5,352.69902034468606
Vabc,433.65583169273947
WPol,56
apol,71.56337599999998
bpol,36.986624000000006
nRot,6
ABCGG,20.93844145843691
ATS0Z,1356.0
ATS0d,204.0
ATS0i,10615.33223176347
ATS0m,5336.069393000001
ATS0p,93.508624955168
ATS0s,289.52777777777777
ATS0v,13628.548291052144
ATS1Z,1576.0
ATS1d,267.0
ATS1i,10017.151354921401
ATS1m,5924.474295999999
ATS1p,122.54964987999999
ATS1s,198.52777777777777
ATS1v,17624.684056994163
ATS2Z,2372.0
ATS2d,434.0
ATS2i,18798.686401850846
ATS2m,8702.126745999998
ATS2p,190.369511933641
ATS2s,338.1944444444444
ATS2v,26382.766154240606
ATS3Z,2852.0
ATS3d,542.0
ATS3i,29121.55074961357
ATS3m,10198.620088
ATS3p,234.57312980971497
ATS3s,507.11111111111114
ATS3v,31687.91634181207
ATS4Z,2907.0
ATS4d,541.0
ATS4i,31814.459444577114
ATS4m,10227.846766999997
ATS4p,236.27408986311102
ATS4s,571.0555555555557
ATS4v,32177.742288832997
ATS5Z,2934.0
ATS5d,524.0
ATS5i,30921.91777075557
ATS5m,10413.073976000001
ATS5p,236.82945670711098
ATS5s,647.2777777777777
ATS5v,32158.765516563668
ATS6Z,2920.0
ATS6d,523.0
ATS6i,31504.919824311313
ATS6m,10346.437355999999
ATS6p,241.40697638965798
ATS6s,596.0277777777777
ATS6v,32561.480455150206
ATS7Z,2711.0
ATS7d,505.0
ATS7i,31851.24201774401
ATS7m,9378.903150999999
ATS7p,239.31901441796
ATS7s,565.3333333333334
ATS7v,31907.364368269744
ATS8Z,2493.0
ATS8d,482.0
ATS8i,30521.18709459976
ATS8m,8590.910193999998
ATS8p,235.84950389965798
ATS8s,517.7222222222222
ATS8v,30333.720088133956
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,10
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.4230769230769231
GGI10,0.1542781348841955
JGI10,0.005509933388721268
JGT10,0.3816234084241049
Kier1,26.074074074074073
Kier2,12.3008
Kier3,6.415682780129205
MAXdO,13.539819014025364
MID_C,54.014126316705365
MID_N,8.022410314132594
MID_O,5.337185668879391
MID_X,0.0
MID_h,13.359595983011985
MINdO,12.149504362442052
MPC10,169
MWC01,36.0
MWC02,5.153291594497779
MWC03,6.008813185442595
MWC04,6.8885724595653635
MWC05,7.766840537085513
MWC06,8.65434302956347
MWC07,9.542015406113592
MWC08,10.434380474452231
MWC09,11.327210155908142
MWC10,12.222924846163666
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.2677000000000005
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.60947179518496
SRW05,2.3978952727983707
SRW06,7.115582126184454
SRW07,4.844187086458591
SRW08,8.704999678440762
SRW09,7.034387929915503
SRW10,10.341839252978511
SaaCH,19.666042616692106
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9645613746723058
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6916060269817272
SdssS,0
SsCH3,1.5959555717884544
SsNH2,5.684244489044654
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.985024978361919
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7237207105064247
SsssP,0
VE1_A,4.475051610628689
VE1_D,5.657896234750639
VE2_A,0.1356076245645057
VE2_D,0.17145140105304968
VE3_A,2.6924403532341303
VE3_D,2.926974601620301
VR1_A,454.9436661310804
VR1_D,222.8073612793905
VR2_A,13.78617170094183
VR2_D,6.751738220587591
VR3_A,7.314096069057285
VR3_D,6.6002300158333975
WPath,3157
Xc-3d,2.047131248607927
Xc-4d,0.0
Xc-5d,0.7293016202415108
Xc-6d,0.0
Xp-0d,23.37166824125719
Xp-1d,15.952397498181156
Xp-2d,14.258758904115531
Xp-3d,12.108147500534304
Xp-4d,9.761015711460844
Xp-5d,8.078176732275542
Xp-6d,5.439306268624079
Xp-7d,3.8961710912095353
ZMIC0,110.44066724537832
ZMIC1,67.11592259833843
ZMIC2,44.847362556781476
ZMIC3,31.10052832964332
ZMIC4,28.389852214202836
ZMIC5,28.389852214202836
nAcid,0
nAtom,65
nBase,1
nRing,4
piPC1,3.828641396489095
piPC2,4.30406509320417
piPC3,4.749270529961848
piPC4,5.171903441692378
piPC5,5.62175863917761
piPC6,5.620853661740282
piPC7,5.926926025970411
piPC8,6.245985634114447
piPC9,6.463809184055691
AATS0Z,20.861538461538462
AATS0d,3.1384615384615384
AATS0i,163.31280356559185
AATS0m,82.09337527692308
AATS0p,1.4385942300795078
AATS0s,4.454273504273504
AATS0v,209.66997370849452
AATS1Z,23.176470588235293
AATS1d,3.926470588235294
AATS1i,147.31104933707942
AATS1m,87.12462199999999
AATS1p,1.8022007335294117
AATS1s,2.9195261437908497
AATS1v,259.18653024991414
AATS2Z,19.284552845528456
AATS2d,3.5284552845528454
AATS2i,152.83484879553532
AATS2m,70.74899793495933
AATS2p,1.5477196092165935
AATS2s,2.749548328816621
AATS2v,214.49403377431386
AATS3Z,15.756906077348066
AATS3d,2.994475138121547
AATS3i,160.8925455779755
AATS3m,56.345967337016575
AATS3p,1.2959841425951104
AATS3s,2.8017188459177413
AATS3v,175.07136100448656
AATS4Z,14.907692307692308
AATS4d,2.7743589743589743
AATS4i,163.15107407475443
AATS4m,52.450496241025625
AATS4p,1.211661999298005
AATS4s,2.928490028490029
AATS4v,165.0140630196564
AATS5Z,15.361256544502618
AATS5d,2.743455497382199
AATS5i,161.89485743851083
AATS5m,54.51871191623037
AATS5p,1.23994479951367
AATS5s,3.3888888888888884
AATS5v,168.37050008672077
AATS6Z,14.974358974358974
AATS6d,2.682051282051282
AATS6i,161.56369140672467
AATS6m,53.0586531076923
AATS6p,1.2379844943059384
AATS6s,3.056552706552706
AATS6v,166.98195105205232
AATS7Z,13.831632653061224
AATS7d,2.576530612244898
AATS7i,162.50633682522454
AATS7m,47.8515466887755
AATS7p,1.2210153796834695
AATS7s,2.8843537414965987
AATS7v,162.79267534831502
AATS8Z,13.052356020942408
AATS8d,2.5235602094240837
AATS8i,159.79679107120293
AATS8m,44.978587403141354
AATS8p,1.234814156542712
AATS8s,2.710587550901687
AATS8v,158.81528841954952
AMID_C,1.6367917065668292
AMID_N,0.24310334285250287
AMID_O,0.16173289905695123
AMID_X,0.0
AMID_h,0.4048362419094541
ATS0dv,410.0
ATS0pe,396.41220000000004
ATS0se,491.9059559999999
ATS1dv,406.0
ATS1pe,434.7265
ATS1se,521.1894319999999
ATS2dv,573.0
ATS2pe,768.0323000000001
ATS2se,934.6903919999999
ATS3dv,644.0
ATS3pe,1110.5366
ATS3se,1374.9266079999998
ATS4dv,655.0
ATS4pe,1207.7265
ATS4se,1500.20962
ATS5dv,694.0
ATS5pe,1182.6504
ATS5se,1467.866
ATS6dv,629.0
ATS6pe,1194.4129
ATS6se,1485.529848
ATS7dv,538.0
ATS7pe,1199.2069999999999
ATS7se,1496.132908
ATS8dv,489.0
ATS8pe,1132.3047
ATS8se,1418.977544
ATSC0Z,469.84615384615387
ATSC0c,1.0739903412596399
ATSC0d,37.60000000000001
ATSC0i,95.67514912511906
ATSC0m,2240.4947239384614
ATSC0p,14.719135962592983
ATSC0s,108.41623931623928
ATSC0v,3283.896550603923
ATSC1Z,14.43786982248518
ATSC1c,-0.6959797005268727
ATSC1d,12.279999999999996
ATSC1i,-1.2486013708946717
ATSC1m,72.08339329514777
ATSC1p,0.6639263295034684
ATSC1s,-5.383740959894805
ATSC1v,171.87198978873306
ATSC2Z,-8.970414201183482
ATSC2c,0.014631004601069067
ATSC2d,-3.1200000000000068
ATSC2i,-28.01658134158307
ATSC2m,-58.57457820662733
ATSC2p,-3.357059913513594
ATSC2s,8.213201840894149
ATSC2v,-623.0795698361138
ATSC3Z,24.828402366863877
ATSC3c,0.7280733557281355
ATSC3d,-1.040000000000004
ATSC3i,16.442653064235216
ATSC3m,108.57172034059168
ATSC3p,-0.47446905383580135
ATSC3s,5.169138724523338
ATSC3v,-81.32514438020884
ATSC4Z,-91.15384615384616
ATSC4c,-0.9170227975694443
ATSC4d,-9.400000000000002
ATSC4i,-2.6101944789181433
ATSC4m,-417.6556934923077
ATSC4p,-0.20413441487275394
ATSC4s,-48.50726495726495
ATSC4v,-84.98577782399033
ATSC5Z,-11.609467455621331
ATSC5c,0.18388910866609004
ATSC5d,-3.0400000000000014
ATSC5i,2.0977774693456217
ATSC5m,-56.83260592686395
ATSC5p,0.9238109327509376
ATSC5s,31.314503616042074
ATSC5v,12.949213294757236
ATSC6Z,6.7692307692307345
ATSC6c,0.6192705497775937
ATSC6d,-0.20000000000000104
ATSC6i,9.880983640612154
ATSC6m,31.784112646153822
ATSC6p,-0.12206545525399919
ATSC6s,-10.459401709401714
ATSC6v,15.329979218329058
ATSC7Z,-181.2130177514793
ATSC7c,-0.6982581123558195
ATSC7d,-6.04
ATSC7i,22.58054128322762
ATSC7m,-832.7381937221301
ATSC7p,2.6098243152618923
ATSC7s,-61.18033530571991
ATSC7v,-19.606321579431228
ATSC8Z,-83.37869822485204
ATSC8c,0.12394776733201429
ATSC8d,-14.64
ATSC8i,-20.55644125769018
ATSC8m,-410.1326917884024
ATSC8p,-3.7689698278587387
ATSC8s,25.560230111768576
ATSC8v,-879.4977638810171
AXp-0d,0.7082323709471876
AXp-1d,0.44312215272725436
AXp-2d,0.28517517808231063
AXp-3d,0.18071861941095976
AXp-4d,0.11219558289035453
AXp-5d,0.07411171314014259
AXp-6d,0.04570845603885781
AXp-7d,0.0290759036657428
GATS1Z,0.8653646134288685
GATS1c,1.7149426291187646
GATS1d,0.9261576971214015
GATS1i,1.27389135098231
GATS1m,0.8706751019730918
GATS1p,1.080307184304089
GATS1s,0.5975517517861956
GATS1v,1.0041526281985873
GATS2Z,0.9319085725238392
GATS2c,1.066702209836481
GATS2d,1.3423283169001898
GATS2i,1.3200508293659197
GATS2m,0.9404628325725525
GATS2p,1.185431165034998
GATS2s,0.5384580527555733
GATS2v,1.1260145026527857
GATS3Z,0.964792121192386
GATS3c,0.9790344894190083
GATS3d,1.2084165980956856
GATS3i,0.9947090821159191
GATS3m,0.9661688073362206
GATS3p,0.9926040862670932
GATS3s,0.8747406879484648
GATS3v,0.9838521722468601
GATS4Z,1.0987993887797423
GATS4c,1.6184928505086569
GATS4d,1.2133115111838513
GATS4i,1.0212255717707832
GATS4m,1.0910169027222678
GATS4p,0.9527642671437812
GATS4s,1.485716387984475
GATS4v,0.951039123722796
GATS5Z,1.0344479988479618
GATS5c,1.1984604622729655
GATS5d,1.1095020608221007
GATS5i,0.996098691638788
GATS5m,1.0301203696746035
GATS5p,0.9473676965198805
GATS5s,1.2717666998503416
GATS5v,0.9553037420867505
GATS6Z,1.004147566033617
GATS6c,0.9893733175935672
GATS6d,1.0430987452264047
GATS6i,0.9667422267641815
GATS6m,1.0014899775186092
GATS6p,0.9810272500607442
GATS6s,1.2598064334723462
GATS6v,0.9675525806964144
GATS7Z,1.1498336073132591
GATS7c,1.285438607471882
GATS7d,1.0725141120277895
GATS7i,0.9096065156957897
GATS7m,1.1410798681414285
GATS7p,0.9087985373916033
GATS7s,1.5333111415117977
GATS7v,0.9608339827121801
GATS8Z,1.0151925035229739
GATS8c,0.7431964821694921
GATS8d,1.131781218669934
GATS8i,1.0565348795656408
GATS8m,1.0198432850099675
GATS8p,1.1020355662521866
GATS8s,0.7494868390112722
GATS8v,1.1013656473653872
MATS1Z,0.029373242420740343
MATS1c,-0.6194419895421486
MATS1d,0.3121871088861074
MATS1i,-0.012474671084500304
MATS1m,0.03075358440024722
MATS1p,0.043116353000490534
MATS1s,-0.04746727066744142
MATS1v,0.05002879946803516
MATS2Z,-0.010089393624781097
MATS2c,0.0071991631607073794
MATS2d,-0.04385054488842769
MATS2i,-0.1547477124462313
MATS2m,-0.013815718940562141
MATS2p,-0.12052718694666181
MATS2s,0.040033761946486855
MATS2v,-0.10026798539565869
MATS3Z,0.01897701411426729
MATS3c,0.24344986845880273
MATS3d,-0.009932996355942202
MATS3i,0.06171738654378705
MATS3m,0.017402337039503724
MATS3p,-0.011576049005582057
MATS3s,0.01712216313846058
MATS3v,-0.00889344773699186
MATS4Z,-0.06466928618205632
MATS4c,-0.28461547009628446
MATS4d,-0.08333333333333333
MATS4i,-0.009093947950561556
MATS4m,-0.06213742126234963
MATS4p,-0.004622880387171694
MATS4s,-0.14913898896570937
MATS4v,-0.008626517970789008
MATS5Z,-0.008408850121889775
MATS5c,0.05826873925627618
MATS5d,-0.027514759942074193
MATS5i,0.007461742508816063
MATS5m,-0.008632441301076538
MATS5p,0.02135899283229305
MATS5s,0.09829494468270863
MATS5v,0.0013419424966665647
MATS6Z,0.004802444881030318
MATS6c,0.19220239574075257
MATS6d,-0.0017730496453900798
MATS6i,0.03442546203121254
MATS6m,0.004728734284524746
MATS6p,-0.002764325649825613
MATS6s,-0.032158164297670974
MATS6v,0.0015560761412647432
MATS7Z,-0.1279060248853962
MATS7c,-0.2156119859052825
MATS7d,-0.05327290490664349
MATS7i,0.07826948671407115
MATS7m,-0.1232599093132554
MATS7p,0.05880120707448948
MATS7s,-0.18714352241483914
MATS7v,-0.001979994297007484
MATS8Z,-0.06039200156348037
MATS8c,0.039275192470376835
MATS8d,-0.13250529129998884
MATS8i,-0.0731187524910993
MATS8m,-0.062296041678468625
MATS8p,-0.08714055732014918
MATS8s,0.08023251576073201
MATS8v,-0.09114340757310688
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.98889059696059
SpAD_D,395.8671152989223
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.6285511322425106
SssNH2,0
SsssAs,0
SsssCH,-2.161880588358591
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1132
TMWC10,146.99839168879234
TSRW10,83.33882258310955
VE1_Dt,5.683861508082882
VE2_Dt,0.17223822751766307
VE3_Dt,2.931553313189284
VR1_Dt,218.62710780846547
VR2_Dt,6.625063872983802
VR3_Dt,6.581290042969827
Xc-3dv,0.998825507569543
Xc-4dv,0.0
Xc-5dv,0.20058933561234454
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.38327663808701984
Xch-7d,0.4983596339149735
Xp-0dv,18.945096679858302
Xp-1dv,11.738146924528118
Xp-2dv,9.036200541525323
Xp-3dv,6.67033585673392
Xp-4dv,4.943926476512424
Xp-5dv,3.5338644794031118
Xp-6dv,2.283856397131295
Xp-7dv,1.470051143927306
Xpc-4d,5.338668652884296
Xpc-5d,7.848766444274463
Xpc-6d,12.878595228656202
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,2
nBonds,68
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,6.543979289333575
AATS0dv,6.3076923076923075
AATS0pe,6.098649230769231
AATS0se,7.567783938461536
AATS1dv,5.970588235294118
AATS1pe,6.393036764705882
AATS1se,7.6645504705882335
AATS2dv,4.658536585365853
AATS2pe,6.244165040650407
AATS2se,7.59910887804878
AATS3dv,3.5580110497237567
AATS3pe,6.13556132596685
AATS3se,7.596279602209943
AATS4dv,3.358974358974359
AATS4pe,6.193469230769231
AATS4se,7.693382666666667
AATS5dv,3.6335078534031413
AATS5pe,6.191886910994764
AATS5se,7.685162303664922
AATS6dv,3.2256410256410257
AATS6pe,6.125194358974359
AATS6se,7.6181017846153845
AATS7dv,2.7448979591836733
AATS7pe,6.118403061224489
AATS7se,7.633331163265306
AATS8dv,2.56020942408377
AATS8pe,5.928296858638743
AATS8se,7.429201801047121
AATSC0Z,7.2284023668639055
AATSC0c,0.016522928327071383
AATSC0d,0.5784615384615386
AATSC0i,1.471925371155678
AATSC0m,34.46914959905325
AATSC0p,0.22644824557835358
AATSC0s,1.6679421433267583
AATSC0v,50.52148539390651
AATSC1Z,0.21232161503654676
AATSC1c,-0.010234995595983423
AATSC1d,0.18058823529411758
AATSC1i,-0.018361784866098112
AATSC1m,1.060049901399232
AATSC1p,0.009763622492698064
AATSC1s,-0.07917266117492361
AATSC1v,2.5275292615990157
AATSC2Z,-0.07293019675758929
AATSC2c,0.00011895125691926071
AATSC2d,-0.02536585365853664
AATSC2i,-0.22777708407791114
AATSC2m,-0.47621608298071
AATSC2p,-0.027293170028565805
AATSC2s,0.06677399870645649
AATSC2v,-5.065687559643202
AATSC3Z,0.13717349373957943
AATSC3c,0.004022504727779754
AATSC3d,-0.005745856353591182
AATSC3i,0.09084338709522219
AATSC3m,0.5998437587877994
AATSC3p,-0.0026213759880431013
AATSC3s,0.02855877748355435
AATSC3v,-0.4493101899459052
AATSC4Z,-0.4674556213017752
AATSC4c,-0.004702681013176637
AATSC4d,-0.04820512820512821
AATSC4i,-0.013385612712400735
AATSC4m,-2.1418240691913217
AATSC4p,-0.00104684315319361
AATSC4s,-0.24875520490905104
AATSC4v,-0.4358245016614889
AATSC5Z,-0.06078255212367189
