DLiP-ID,C003A2
DLiP-Mol-ID,31025
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H16N2O6S2.Na/c1-8(19)24-6-9-7-26-15-12(14(21)18(15)13(9)16(22)23)17-11(20)5-10-3-2-4-25-10;/h2-4,12,15H,5-7H2,1H3,(H,17,20)(H,22,23);/q;+1/p-1"
Standard Inchi Key(RDKit),VUFGUVLLDPOSBC-UHFFFAOYSA-M
Canonical SMILES(RDKit),CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+]
SMILES(SDF),
MW(SDF),
MW(RDKit),418.428
MW Monoisotopic(RDKit),418.02692248
MolLogP(RDKit),-3.7384
XLogP(SDF),
XLogP(CDK),-0.684
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),115.84
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.286804682882795
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,697024.4391764427
qed,0.28680468288279504
Chi0,18.844570503761734
Chi1,12.379917853109719
TPSA,115.84
Chi0n,14.721271608718638
Chi0v,18.35426477057409
Chi1n,7.7132752580088315
Chi1v,9.641682859244384
Chi2n,5.731006824446648
Chi2v,7.868244512390347
Chi3n,3.921629189799616
Chi3v,6.1376502595708935
Chi4n,2.767395380110883
Chi4v,4.798158907830351
MolMR,91.71170000000002
MolWt,418.4280000000001
fr_SH,0
Kappa1,21.964338910673288
Kappa2,9.24309296722702
Kappa3,4.748924517215576
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,794.8409764739249
MolLogP,-3.738399999999995
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.6133301677040177e-06
SMR_VSA1,58.57882511753597
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,24.760272464733333
SMR_VSA6,12.359735571259707
SMR_VSA7,33.66008794421553
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,185.1498793071916
NHOHCount,1
PEOE_VSA1,19.954716136718908
PEOE_VSA2,19.28352128306594
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,23.098670827325854
PEOE_VSA6,6.06636706846161
PEOE_VSA7,11.446429838927525
PEOE_VSA8,23.12684253020798
PEOE_VSA9,18.087166223933693
RingCount,3
SMR_VSA10,46.851640861932566
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,1
fr_phenol,0
ExactMolWt,418.02692248000005
NumHDonors,1
PEOE_VSA10,18.02259560662962
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,35.52659132055978
SlogP_VSA1,39.98060203145497
SlogP_VSA2,52.4283289788336
SlogP_VSA3,30.335833313013342
SlogP_VSA4,0.0
SlogP_VSA5,11.800884393391923
SlogP_VSA6,28.782940750514236
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,1
fr_sulfone,0
EState_VSA1,29.261503947371907
EState_VSA2,59.94206226920099
EState_VSA3,5.573104530069267
EState_VSA4,9.777056924551777
EState_VSA5,30.022408027016475
EState_VSA6,0.0
EState_VSA7,17.512796907389134
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,23.098670827325854
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,70.74796557031382
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,24.28467613112799
EState_VSA11,0.0
FractionCSP3,0.375
VSA_EState10,2.752034429686187
fr_C_O_noCOO,4
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,1
HallKierAlpha,-1.3299999999999992
NumHAcceptors,8
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,27
HeavyAtomMolWt,403.3080000000001
MaxEStateIndex,12.399913312547241
MinEStateIndex,-1.5054035855618653
NumHeteroatoms,11
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.4074074074074074
FpDensityMorgan2,2.1481481481481484
FpDensityMorgan3,2.740740740740741
MaxPartialCharge,1.0
MinPartialCharge,-0.5431928756541253
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.399913312547241
MinAbsEStateIndex,0.0
NumAliphaticRings,2
NumRotatableBonds,6
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,1.0
MinAbsPartialCharge,0.5431928756541253
NumRadicalElectrons,0
NumValenceElectrons,138
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,418.02692248000045
MZ,0.857142857142857
Mi,1.101165453597405
Mm,0.8294257432274386
Mp,1.0499557313943544
Mv,0.7291281682223063
SZ,35.99999999999999
Si,46.248949051091
Sm,34.83588121555242
Sp,44.09814071856288
Sv,30.623383065336863
nB,0
nC,16
nF,0
nH,15
nI,0
nN,2
nO,6
nP,0
nS,2
nX,0
ABC,20.172247870031235
AMW,9.953021963809535
IC0,2.0086713766250766
IC1,4.0873499154651
IC2,5.041010577489154
IC3,5.136248672727249
IC4,5.136248672727249
IC5,5.136248672727249
Mpe,0.9954248366013071
Mse,1.019682308465994
NdO,4
NdS,0
NsF,0
NsI,0
NtN,0
SMR,91.71170000000002
SdO,46.944004739388134
SdS,0
Spe,41.8078431372549
SsF,0
SsI,0
Sse,42.82665695557175
StN,0
fMF,0.38095238095238093
nBr,0
nCl,0
BIC0,0.3559040679073811
BIC1,0.7242122722528561
BIC2,0.8931855114632833
BIC3,0.910060161000003
BIC4,0.910060161000003
BIC5,0.910060161000003
CIC0,3.383646046153684
CIC1,1.3049675073136608
CIC2,0.35130684528960643
CIC3,0.25606875005151153
CIC4,0.25606875005151153
CIC5,0.25606875005151153
GGI1,5.5
GGI2,2.666666666666668
GGI3,2.8472222222222223
GGI4,1.8394444444444449
GGI5,1.2849999999999997
GGI6,0.6962811791383221
GGI7,0.53468679138322
GGI8,0.232056248425296
GGI9,0.15125000000000002
JGI1,0.1964285714285714
JGI2,0.07017543859649125
JGI3,0.07695195195195194
JGI4,0.04598611111111112
JGI5,0.033815789473684216
JGI6,0.023209372637944068
JGI7,0.017822893046107333
JGI8,0.009669010351053999
JGI9,0.009453125000000001
MIC0,25.910274249491515
MIC1,48.50260690925809
MIC2,52.65337304705453
MIC3,53.46323018991167
MIC4,53.46323018991167
MIC5,53.46323018991167
MPC2,40
MPC3,53
MPC4,71
MPC5,85
MPC6,96
MPC7,112
MPC8,113
MPC9,115
Mare,1.009809523809524
NaaN,0
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,1
NtCH,0
NtsC,0
RNCG,0.16131052204590787
RPCG,0.2969673007063173
SIC0,0.37250614515752506
SIC1,0.7579950501798933
SIC2,0.9348504886219084
SIC3,0.952512300375753
SIC4,0.952512300375753
SIC5,0.952512300375753
SaaN,0
SaaO,0
SaaS,1.4436404440054953
Sare,42.412000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.847006410499237
SssS,1.3083939856806919
StCH,0
StsC,0
TIC0,84.36419781825322
TIC1,171.6686964495342
TIC2,211.72244425454448
TIC3,215.72244425454446
TIC4,215.72244425454446
TIC5,215.72244425454446
WPol,37
apol,73.64389499999999
bpol,28.324105
nRot,6
ABCGG,16.789511022121687
ATS0Z,1706.0
ATS0d,151.0
ATS0i,6578.732034772712
ATS0m,6835.883691547633
