DLiP-ID,I001GS
MIC3,42.63318951220383
MIC4,42.779807694022004
MIC5,42.779807694022004
MPC2,48
MPC3,65
MPC4,85
MPC5,106
MPC6,109
MPC7,122
MPC8,133
MPC9,138
Mare,0.9714909090909094
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2136340613558973
RPCG,0.07162693896809566
SIC0,0.24443526784587125
SIC1,0.5825804514982023
SIC2,0.7994355506444546
SIC3,0.9473074962783397
SIC4,0.9724667239794417
SIC5,0.9724667239794417
SaaN,4.4214545510603545
SaaO,0
SaaS,0
Sare,53.432000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.298099065678935
SssS,0
StCH,0
StsC,0
TIC0,77.72425155488014
TIC1,185.24589336982925
TIC2,254.2003467330389
TIC3,301.21989674169276
TIC4,309.2198967416927
TIC5,309.2198967416927
Vabc,363.1095419987914
WPol,48
apol,64.62503199999999
bpol,28.662967999999992
nRot,7
ABCGG,16.741548846175
ATS0Z,1220.0
ATS0d,190.0
ATS0i,8765.088443964476
ATS0m,4816.004879000003
ATS0p,88.66531371637598
ATS0s,153.5
ATS0v,12947.096781675993
ATS1Z,1479.0
ATS1d,241.0
ATS1i,8594.309062109802
ATS1m,5633.441635000001
ATS1p,112.68202741000002
ATS1s,180.61111111111114
ATS1v,16431.832065424085
ATS2Z,2115.0
ATS2d,376.0
ATS2i,14707.821073715091
ATS2m,7902.145835999998
ATS2p,167.66932146224505
ATS2s,279.0277777777777
ATS2v,23863.967452309495
ATS3Z,2242.0
ATS3d,414.0
ATS3i,19400.199538082685
ATS3m,8161.243856
ATS3p,189.06107944988594
ATS3s,326.5833333333333
ATS3v,25972.574063165604
ATS4Z,2029.0
ATS4d,386.0
ATS4i,20671.643491187686
ATS4m,7139.634399999999
ATS4p,185.706277008735
ATS4s,325.66666666666663
ATS4v,24485.84607248893
ATS5Z,1795.0
ATS5d,359.0
ATS5i,21530.225067412273
ATS5m,6255.7803109999995
ATS5p,173.793285036319
ATS5s,303.5555555555555
ATS5v,22334.114791158274
ATS6Z,1631.0
ATS6d,327.0
ATS6i,19330.176815574523
ATS6m,5731.254193
ATS6p,157.84537271147
ATS6s,271.5555555555556
ATS6v,20442.303837177333
ATS7Z,1527.0
ATS7d,300.0
ATS7i,16951.921751703325
ATS7m,5397.036018999999
ATS7p,143.197100533527
ATS7s,251.55555555555557
ATS7v,18752.08255885692
ATS8Z,1362.0
ATS8d,263.0
ATS8i,14928.108156702532
ATS8m,4787.533903
ATS8p,126.147878164433
ATS8s,225.8055555555556
ATS8v,16528.767146175735
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,18
C2SP3,1
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.11538461538461539
GGI10,0.1106029996939088
JGI10,0.005266809509233752
JGT10,0.3354135665571212
Kier1,22.775510204081634
Kier2,10.950520833333334
Kier3,5.566863905325444
MID_C,54.74295023261799
MID_N,8.25080557090319
MID_O,1.8988669221912398
MID_X,0.0
MID_h,10.14967249309443
MPC10,140
MWC01,35.0
MWC02,5.117993812416755
MWC03,5.973809611869261
MWC04,6.844815479208263
MWC05,7.71289096149013
MWC06,8.58839695042257
MWC07,9.460554194813056
MWC08,10.337831620194669
MWC09,11.211914962307114
MWC10,12.090117313605285
NaaCH,14
NaaNH,1
NaaSe,0
NaaaC,4
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,6.122900000000004
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.572154032177765
SRW05,2.3978952727983707
SRW06,7.084226422097916
SRW07,4.727387818712341
SRW08,8.687273461787838
SRW09,6.823286122355687
SRW10,10.336924443719042
SaaCH,28.61453925235629
SaaNH,3.3343127834700064
SaaSe,0
SaaaC,4.449259890967118
SaasC,5.376753654430971
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.6894762896745625
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,7.0144329424843015
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9389430576816213
VE1_D,5.4928116752503415
VE2_A,0.1270626792800523
VE2_D,0.1771874733951723
VE3_A,2.502314539341265
VE3_D,2.834842380765467
VR1_A,667.1485466172004
VR1_D,204.64459456963908
VR2_A,21.520920858619366
VR2_D,6.601438534504487
VR3_A,7.634414841182367
VR3_D,6.4526769010322536
WPath,3341
Xc-3d,1.5512046293383703
Xc-4d,0.0
Xc-5d,0.2721655269759087
Xc-6d,0.0
Xp-0d,21.04539482762413
Xp-1d,15.297157633333283
Xp-2d,13.301422311893885
Xp-3d,11.753824056302186
Xp-4d,9.925651269588068
Xp-5d,8.16314888531439
Xp-6d,5.575082050190591
Xp-7d,4.168105843489985
ZMIC0,100.78362657224594
ZMIC1,63.35313378609568
ZMIC2,32.10312394672764
ZMIC3,23.90133655378692
ZMIC4,23.351320595456052
ZMIC5,23.351320595456052
nAcid,0
nAtom,55
nBase,0
nRing,5
piPC1,3.901972669574645
piPC2,4.55650501400681
piPC3,5.211533236463146
piPC4,5.836818953164268
piPC5,6.389191459121024
piPC6,6.643199552514922
piPC7,7.026364362256114
piPC8,7.395795942088475
piPC9,7.623042273830844
AATS0Z,22.181818181818183
AATS0d,3.4545454545454546
AATS0i,159.36524443571776
AATS0m,87.56372507272732
AATS0p,1.6120966130250178
AATS0s,2.790909090909091
AATS0v,235.40175966683623
AATS1Z,25.06779661016949
AATS1d,4.084745762711864
AATS1i,145.66625528999663
AATS1m,95.48206161016951
AATS1p,1.9098648713559325
AATS1s,3.0612052730696804
AATS1v,278.50562822752687
AATS2Z,21.581632653061224
AATS2d,3.836734693877551
AATS2i,150.0798068746438
AATS2m,80.63414118367345
AATS2p,1.7109114434922965
AATS2s,2.8472222222222214
AATS2v,243.50987196234178
AATS3Z,17.936
AATS3d,3.312
AATS3i,155.20159630466148
AATS3m,65.289950848
AATS3p,1.5124886355990874
AATS3s,2.6126666666666667
AATS3v,207.78059250532485
AATS4Z,15.371212121212121
AATS4d,2.9242424242424243
AATS4i,156.6033597817249
AATS4m,54.088139393939386
AATS4p,1.406865734914659
AATS4s,2.4671717171717167
AATS4v,185.4988338824919
AATS5Z,13.296296296296296
AATS5d,2.6592592592592594
AATS5i,159.48314864749833
AATS5m,46.33911341481481
AATS5p,1.2873576669356963
AATS5s,2.2485596707818925
AATS5v,165.43788734191315
AATS6Z,13.479338842975206
AATS6d,2.7024793388429753
AATS6i,159.75352740144234
AATS6m,47.3657371322314
AATS6p,1.3045072124914876
AATS6s,2.2442607897153355
AATS6v,168.9446598113829
AATS7Z,14.271028037383177
AATS7d,2.803738317757009
AATS7i,158.42917524956377
AATS7m,50.43958896261682
AATS7p,1.338290659191841
AATS7s,2.3509865005192108
AATS7v,175.2531080267002
AATS8Z,14.48936170212766
AATS8d,2.797872340425532
AATS8i,158.8096612415163
AATS8m,50.93121173404255
AATS8p,1.3419987038769468
AATS8s,2.402186761229315
AATS8v,175.83794836357166
AMID_C,1.7659016204070321
AMID_N,0.2661550184162319
AMID_O,0.06125377168358838
AMID_X,0.0
AMID_h,0.3274087900998203
ATS0dv,388.0
ATS0pe,334.0249999999998
ATS0se,411.45481199999983
ATS1dv,432.0
ATS1pe,379.9965
ATS1se,453.05327599999987
ATS2dv,585.0
ATS2pe,619.7385
ATS2se,748.5154399999998
ATS3dv,550.0
ATS3pe,770.0380000000002
ATS3se,942.94296
ATS4dv,451.0
ATS4pe,798.6951999999999
ATS4se,985.9388959999998
ATS5dv,394.0
ATS5pe,791.5642
ATS5se,991.410332
ATS6dv,359.0
ATS6pe,707.8385
ATS6se,887.1229079999999
ATS7dv,346.0
ATS7pe,632.8770000000001
ATS7se,789.524564
ATS8dv,312.0
ATS8pe,562.5111
ATS8se,699.2668199999999
ATSC0Z,371.7090909090909
ATSC0c,0.9370007914038048
ATSC0d,29.34545454545454
ATSC0i,86.5080771253137
ATSC0m,1781.8896967272722
ATSC0p,12.730863516357374
ATSC0s,19.027272727272738
ATSC0v,2829.2005298293116
ATSC1Z,20.839338842975206
ATSC1c,-0.38126193647880763
ATSC1d,11.702148760330585
ATSC1i,-3.1513045711064676
ATSC1m,100.47503434710794
ATSC1p,0.2908744924740838
ATSC1s,-1.1545087235996334
ATSC1v,135.3038764365717
ATSC2Z,-18.008925619834702
ATSC2c,-0.055721207757775934
ATSC2d,-2.5791735537190035
ATSC2i,-14.66908904772925
ATSC2m,-82.13165404132181
ATSC2p,-0.312942345188732
ATSC2s,-1.014756657483932
ATSC2v,-76.95476623989902
ATSC3Z,-59.73884297520662
ATSC3c,-0.15427330930098399
ATSC3d,-13.894214876033054
ATSC3i,-15.61644579950647
ATSC3m,-283.0190418347104
ATSC3p,-1.5017959804756116
ATSC3s,-1.8513774104683214
ATSC3v,-354.6138428682985
ATSC4Z,-168.70181818181823
ATSC4c,0.12283334061951787
ATSC4d,-11.192727272727272
ATSC4i,-19.07033997358343
ATSC4m,-815.391431181818
ATSC4p,-5.493077351333625
ATSC4s,-5.720000000000001
ATSC4v,-1352.426931031212
ATSC5Z,-2.976859504132232
ATSC5c,0.15733488711329824
ATSC5d,-0.3752066115702495
ATSC5i,6.055323964827183
ATSC5m,-18.699839148760603
ATSC5p,-0.7657466331490473
ATSC5s,0.6128558310376511
ATSC5v,-148.2231032771574
ATSC6Z,33.385454545454536
ATSC6c,-0.266225953423378
ATSC6d,0.22181818181817986
ATSC6i,9.982637762555738
ATSC6m,164.37830127272704
ATSC6p,1.8869537564497223
ATSC6s,0.8379797979797989
ATSC6v,407.2609470712484
ATSC7Z,0.14776859504132922
ATSC7c,0.020451251320890516
ATSC7d,-2.7266115702479343
ATSC7i,-6.182730117789588
ATSC7m,3.0090586033056823
ATSC7p,0.13673211925005668
ATSC7s,-1.2702295684113865
ATSC7v,34.95166118521639
ATSC8Z,-51.17553719008264
ATSC8c,0.1072479295060746
ATSC8d,-0.7904132231404963
ATSC8i,-4.245452016569383
ATSC8m,-244.86012366115702
ATSC8p,-0.8538895604730711
ATSC8s,-2.253177226813591
ATSC8v,-307.64646957012695
AXp-0d,0.6788837041169073
AXp-1d,0.43706164666666525
AXp-2d,0.27711296483112263
AXp-3d,0.18082806240464902
AXp-4d,0.11677236787750668
AXp-5d,0.0770108385407018
AXp-6d,0.05114754174486781
AXp-7d,0.03416480199581955
GATS1Z,0.7990119350420661
GATS1c,1.434559017642892
GATS1d,0.6393737004599586
GATS1i,1.133601214149988
GATS1m,0.7994815894986839
GATS1p,0.927556341696272
GATS1s,0.9266360021702683
GATS1v,0.8567085119971258
GATS2Z,0.9353924508562963
GATS2c,1.1652756589431514
GATS2d,1.2111182763068054
GATS2i,1.151921905434601
GATS2m,0.9329883451204368
GATS2p,0.969093604676361
GATS2s,1.001516229998927
GATS2v,0.9347087200016898
GATS3Z,1.0198297789082371
GATS3c,1.1760884847388215
GATS3d,1.310185873605948
GATS3i,1.1204348474831096
GATS3m,1.01838438721594
GATS3p,1.0060596105601711
GATS3s,0.9923650262780693
GATS3v,0.997796590471648
GATS4Z,1.1467912345920563
GATS4c,0.9532778880887157
GATS4d,1.0873605947955391
GATS4i,1.1061866723206926
GATS4m,1.148884593321443
GATS4p,1.145032036065613
GATS4s,1.0379837553750593
GATS4v,1.162578896997564
GATS5Z,0.9954020739581295
GATS5c,0.7831082762812548
GATS5d,0.9200743494423793
GATS5i,0.9241347016892929
GATS5m,0.998065257724087
GATS5p,1.0217128222138003
GATS5s,0.881483251048468
GATS5v,1.0312288130984721
GATS6Z,0.9508902367442771
GATS6c,0.9622542642328353
GATS6d,0.9580939506590066
GATS6i,0.9050523544922391
GATS6m,0.9517815257472921
GATS6p,0.9297191266034096
GATS6s,0.8456760630673671
GATS6v,0.9465939600899698
GATS7Z,0.985018111933762
GATS7c,0.8719467307820895
GATS7d,1.014661432095334
GATS7i,0.9992339457421082
GATS7m,0.9854830964376412
GATS7p,0.9871629895473275
GATS7s,0.9821121584632349
GATS7v,0.9929839379721446
GATS8Z,1.0686977815891465
GATS8c,0.9507965011429244
GATS8d,0.9298623744364471
GATS8i,1.0164674708386858
GATS8m,1.0683834612082774
GATS8p,1.014766260128766
GATS8s,1.0470692582163437
GATS8v,1.0431510353789621
MATS1Z,0.052262650514510074
MATS1c,-0.37930989264844844
MATS1d,0.37173671056224167
MATS1i,-0.03395817941159876
MATS1m,0.052563953752995086
MATS1p,0.021298962757017585
MATS1s,-0.056562859068385964
MATS1v,0.044581757617226936
MATS2Z,-0.027190753037665844
MATS2c,-0.03337468514601639
MATS2d,-0.049326050122651205
MATS2i,-0.09516628146360372
MATS2m,-0.02586820930616262
MATS2p,-0.013795679121720469
MATS2s,-0.029931051892010223
MATS2v,-0.015265407653149673
MATS3Z,-0.0707141459596948
MATS3c,-0.07244418224101547
MATS3d,-0.20832713754646837
MATS3i,-0.07942883924964977
MATS3m,-0.06988557071517335
MATS3p,-0.051904588448399146
MATS3s,-0.04281254976907153
MATS3v,-0.05514988747420629
MATS4Z,-0.1891060131741995
MATS4c,0.05462168128458846
MATS4d,-0.15892193308550187
MATS4i,-0.09185240561390275
MATS4m,-0.19066636407578424
MATS4p,-0.17978216691912371
MATS4s,-0.12525879917184257
MATS4v,-0.1991768400018652
MATS5Z,-0.003262752088813526
MATS5c,0.06840911879864359
MATS5d,-0.005209050438294574
MATS5i,0.02851738149200296
MATS5m,-0.004275490789651355
MATS5p,-0.024505081697040087
MATS5s,0.013122322301066294
MATS5v,-0.021344259478019503
MATS6Z,0.040825492253784165
MATS6c,-0.12914802006658688
MATS6d,0.003435845443280358
MATS6i,0.052452473458293424
MATS6m,0.0419315571590385
MATS6p,0.06737219763841312
MATS6s,0.0200186287142809
MATS6v,0.06543142147519719
MATS7Z,0.00020434210983457933
MATS7c,0.011219121202201013
MATS7d,-0.04775967295510083
MATS7i,-0.03673690308697004
MATS7m,0.0008680180198729195
MATS7p,0.005520667545039049
MATS7s,-0.034315046098873786
MATS7v,0.006350135652054097
MATS8Z,-0.08055528959232694
MATS8c,0.0669705390763255
MATS8d,-0.01575970892984261
MATS8i,-0.028714556560150005
MATS8m,-0.0804029685755743
MATS8p,-0.039244488918583856
MATS8s,-0.06928730124844831
MATS8v,-0.06362430345551039
MAXaaN,4.4214545510603545
MAXssO,5.298099065678935
MINaaN,4.4214545510603545
MINssO,5.298099065678935
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,41.99818406501993
SpAD_D,444.6542458318385
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.801671569877461
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1012
TMWC10,143.33832490632707
TSRW10,80.89182745069027
VE1_Dt,5.489992853363986
VE2_Dt,0.17709654365690278
VE3_Dt,2.8343290652564987
VR1_Dt,205.71327588602142
VR2_Dt,6.63591212535553
VR3_Dt,6.457885446106389
Xc-3dv,0.6899949780582129
Xc-4dv,0.0
Xc-5dv,0.08976334902860439
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.5068735753865525
Xch-7d,0.7845818621856323
Xp-0dv,17.352579216991682
Xp-1dv,10.387394987445383
Xp-2dv,7.480216252090452
Xp-3dv,5.5110030168731905
Xp-4dv,3.8725008545258666
Xp-5dv,2.6259035039591114
Xp-6dv,1.476507643421994
Xp-7dv,0.9285842407795216
Xpc-4d,4.0239638292284665
Xpc-5d,6.550971210474311
Xpc-6d,9.537538575469702
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,59
nFRing,2
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,5
piPC10,7.7418364389981535
AATS0dv,7.054545454545455
AATS0pe,6.073181818181815
AATS0se,7.480996581818179
AATS1dv,7.322033898305085
AATS1pe,6.440618644067797
AATS1se,7.67886908474576
AATS2dv,5.969387755102041
AATS2pe,6.32386224489796
AATS2se,7.637912653061222
AATS3dv,4.4
AATS3pe,6.160304000000002
AATS3se,7.54354368
AATS4dv,3.4166666666666665
AATS4pe,6.0507212121212115
AATS4se,7.469234060606059
AATS5dv,2.9185185185185185
AATS5pe,5.863438518518519
AATS5se,7.343780237037038
AATS6dv,2.9669421487603307
AATS6pe,5.849904958677685
AATS6se,7.331594280991735
AATS7dv,3.2336448598130842
AATS7pe,5.91473831775701
AATS7se,7.378734242990655
AATS8dv,3.3191489361702127
AATS8pe,5.984160638297873
AATS8se,7.439008723404255
AATSC0Z,6.758347107438016
AATSC0c,0.017036378025523723
AATSC0d,0.5335537190082643
AATSC0i,1.5728741295511584
AATSC0m,32.397994485950406
AATSC0p,0.23147024575195224
AATSC0s,0.3459504132231407
AATSC0v,51.44000963326021
AATSC1Z,0.35320913293178313
AATSC1c,-0.00646206671997979
AATSC1d,0.1983415044123828
AATSC1i,-0.053411941883160466
AATSC1m,1.702966683849287
AATSC1p,0.004930076143628539
AATSC1s,-0.019567944467790397
AATSC1v,2.2932860412978253
AATSC2Z,-0.18376454714117044
AATSC2c,-0.0005685837526303667
AATSC2d,-0.026318097486928607
AATSC2i,-0.14968458211968622
AATSC2m,-0.8380781024624674
AATSC2p,-0.003193289236619714
AATSC2s,-0.010354659770244204
AATSC2v,-0.7852527167336634
AATSC3Z,-0.477910743801653
AATSC3c,-0.0012341864744078719
AATSC3d,-0.11115371900826443
AATSC3i,-0.12493156639605177
AATSC3m,-2.264152334677683
AATSC3p,-0.012014367843804892
AATSC3s,-0.014811019283746571
AATSC3v,-2.836910742946388
AATSC4Z,-1.2780440771349866
AATSC4c,0.0009305556107539232
AATSC4d,-0.08479338842975205
AATSC4i,-0.1444722725271472
AATSC4m,-6.17720781198347
AATSC4p,-0.04161422235858807
AATSC4s,-0.043333333333333335
AATSC4v,-10.245658568418273
AATSC5Z,-0.022050811141720236
AATSC5c,0.0011654436082466535
