DLiP-ID,C001J8
DLiP-Mol-ID,32460
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H17FN6OS2/c16-10-1-3-11(4-2-10)18-14-20-12(19-13(17)21-14)9-25-15(24)22-5-7-23-8-6-22/h1-4H,5-9H2,(H3,17,18,19,20,21)"
Standard Inchi Key(RDKit),ZVXUBOYNSIFJCE-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1nc(CSC(=S)N2CCOCC2)nc(Nc2ccc(F)cc2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),380.474
MW Monoisotopic(RDKit),380.088929384
MolLogP(RDKit),2.1868
XLogP(SDF),
XLogP(CDK),1.445
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),89.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.774748953235347
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,532030.2070809305
qed,0.7747489532353465
Chi0,17.648053602125596
Chi1,12.09735678832402
TPSA,89.19
Chi0n,13.313848978281518
Chi0v,14.94684214013697
Chi1n,7.62455477727045
Chi1v,9.0184016273878
Chi2n,5.219339923695525
Chi2v,6.828505231221927
Chi3n,3.393405653394011
Chi3v,4.912843855597512
Chi4n,2.1842475349951176
Chi4v,3.2904209650797496
MolMR,100.20710000000001
MolWt,380.474
fr_SH,0
