DLiP-ID,J1001S
DLiP-Mol-ID,36766
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H23FN4O2/c1-4-28-21-18(14(3)27-28)19(15-8-10-17(24)11-9-15)20(23(30)26-21)25-22(29)16-7-5-6-13(2)12-16/h5-12,19-20H,4H2,1-3H3,(H,25,29)(H,26,30)/t19-,20-/m0/s1"
Standard Inchi Key(RDKit),DTNILIPWCMHERB-PMACEKPBSA-N
Canonical SMILES(RDKit),CCn1nc(C)c2c1NC(=O)[C@@H](NC(=O)c1cccc(C)c1)[C@H]2c1ccc(F)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),406.461
MW Monoisotopic(RDKit),406.180504196
MolLogP(RDKit),3.54154
XLogP(SDF),
XLogP(CDK),4.498
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),76.02
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.695881643289405
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,6937782.328021057
qed,0.6958816432894054
Chi0,21.41348460451408
Chi1,14.384249150759292
TPSA,76.02000000000001
Chi0n,17.069497718019676
Chi0v,17.069497718019676
Chi1n,9.898546951476243
Chi1v,9.898546951476243
Chi2n,7.5025403691819905
Chi2v,7.5025403691819905
Chi3n,5.437657355803853
Chi3v,5.437657355803853
Chi4n,4.029824209554374
Chi4v,4.029824209554374
MolMR,111.94390000000003
MolWt,406.4610000000001
fr_SH,0
Kappa1,19.819931698503982
Kappa2,7.741253518614045
Kappa3,3.4702212267122516
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1120.731829199187
MolLogP,3.541540000000002
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.7897873182145232
SMR_VSA1,13.979489415818463
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,0.0
SMR_VSA5,39.275714880293805
SMR_VSA6,5.316788604006331
SMR_VSA7,82.29589135037523
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,173.65483472045938
NHOHCount,2
PEOE_VSA1,10.633577208012662
PEOE_VSA2,9.589074368143644
PEOE_VSA3,9.072217982820003
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,29.828919765543436
PEOE_VSA7,50.60013136461531
PEOE_VSA8,23.58956543546796
PEOE_VSA9,5.693927994848461
RingCount,4
SMR_VSA10,17.632222236538038
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,406.180504196
NumHDonors,2
PEOE_VSA10,17.676924448028885
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,27.636685031297194
SlogP_VSA3,11.339293589984397
SlogP_VSA4,19.664695240427143
SlogP_VSA5,45.58391439156028
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.959746875309353
EState_VSA2,17.631580299748904
EState_VSA3,17.9260706754446
EState_VSA4,22.384282469939446
EState_VSA5,12.13273413692322
EState_VSA6,35.01363827745323
EState_VSA7,26.83757866753348
EState_VSA8,15.732259016313698
EState_VSA9,0.0
SlogP_VSA10,10.208277825509848
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.299180904032893
VSA_EState9,57.867485762633756
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,13.979489415818463
EState_VSA11,0.0
FractionCSP3,0.2608695652173913
VSA_EState10,0.0
fr_C_O_noCOO,2
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.4799999999999986
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,30
HeavyAtomMolWt,383.27700000000016
MaxEStateIndex,13.565364294055568
MinEStateIndex,-0.8572411186696904
NumHeteroatoms,7
fr_aryl_methyl,3
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.2
FpDensityMorgan2,1.9333333333333333
FpDensityMorgan3,2.6
MaxPartialCharge,0.2514664178087812
MinPartialCharge,-0.33929120768077775
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,13.565364294055568
MinAbsEStateIndex,0.32645549886621295
NumAliphaticRings,1
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.33929120768077775
MinAbsPartialCharge,0.2514664178087812
NumRadicalElectrons,0
NumValenceElectrons,154
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,406.18050419600064
MZ,0.6729559748427673
Mi,1.130279864523198
Mm,0.6385049603900829
Mp,0.6813607388995595
Mv,0.6479061673112155
SZ,35.666666666666664
Si,59.90483281972949
Sm,33.84076290067439
Sp,36.11211916167665
Sv,34.339026867494425
nB,0
nC,23
nF,1
nH,23
nI,0
nN,4
nO,2
nP,0
nS,0
nX,1
ABC,23.55795186170291
AMW,7.663783098037748
IC0,1.613130832325037
IC1,3.711682646299092
IC2,4.817266445006776
IC3,5.383304180855832
IC4,5.421040029912437
IC5,5.421040029912437
MID,61.273259184306234
Mpe,0.9786903440621529
Mse,1.009069796204428
NdO,2
NdS,0
NsF,1
NsI,0
NtN,0
SMR,111.94390000000003
SdO,26.005837165112958
SdS,0
Spe,51.87058823529411
SsF,13.565364294055568
SsI,0
Sse,53.48069919883468
StN,0
fMF,0.4339622641509434
nBr,0
nCl,0
AMID,2.0424419728102077
BIC0,0.2668804847054304
BIC1,0.6140702563407706
BIC2,0.796980863570504
BIC3,0.8906275922039332
BIC4,0.8968707074461618
BIC5,0.8968707074461618
CIC0,4.1147896222381615
CIC1,2.0162378082641066
CIC2,0.9106540095564224
CIC3,0.34461627370736636
CIC4,0.30688042465076215
CIC5,0.30688042465076215
GGI1,6.5
GGI2,3.7777777777777795
GGI3,2.729166666666667
GGI4,2.6400000000000006
GGI5,1.6602777777777777
GGI6,0.9821315192743764
GGI7,0.7326388888888888
GGI8,0.45076688082640454
GGI9,0.2728163580246914
JGI1,0.196969696969697
JGI2,0.07870370370370375
JGI3,0.05248397435897436
JGI4,0.05076923076923079
JGI5,0.030186868686868682
JGI6,0.019642630385487532
JGI7,0.015926932367149756
JGI8,0.011269172020660113
JGI9,0.009743441358024693
MIC0,15.652838763139032
MIC1,34.94495773636238
MIC2,42.59470747312586
MIC3,43.58048105803152
MIC4,43.61851879388058
MIC5,43.61851879388058
MPC2,48
MPC3,66
MPC4,92
MPC5,124
MPC6,138
MPC7,163
MPC8,189
MPC9,198
Mare,0.9923018867924529
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14171608979984193
RPCG,0.1050331887213616
SIC0,0.2816259138235626
SIC1,0.6479982876406999
SIC2,0.8410148994246347
SIC3,0.939835708885792
SIC4,0.9464237628498693
SIC5,0.9464237628498693
SaaN,4.537009840207892
SaaO,0
SaaS,0
Sare,52.592000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,85.49593411322697
TIC1,196.71918025385187
TIC2,255.31512158535915
TIC3,285.3151215853591
TIC4,287.3151215853591
TIC5,287.3151215853591
Vabc,365.50874907574297
WPol,52
apol,60.30723899999999
bpol,28.772760999999992
nRot,4
ABCGG,19.123970705085625
ATS0Z,1256.0
ATS0d,185.0
ATS0i,8688.792969312728
ATS0m,4999.103777149771
ATS0p,80.80745381152698
ATS0s,285.30555555555554
ATS0v,12038.897114643578
ATS1Z,1425.0
ATS1d,234.0
ATS1i,8260.052554853499
ATS1m,5442.678008835201
ATS1p,103.88504511000002
ATS1s,183.61111111111111
ATS1v,15270.445799936952
ATS2Z,2160.0
ATS2d,383.0
ATS2i,14901.598700825787
ATS2m,8175.9890636703985
ATS2p,157.16970110849005
ATS2s,311.9444444444444
ATS2v,22691.711571065498
ATS3Z,2493.0
ATS3d,442.0
ATS3i,20013.325564382936
ATS3m,9191.580420521599
ATS3p,184.54397977818797
ATS3s,419.5
ATS3v,26336.944148862473
ATS4Z,2575.0
ATS4d,462.0
ATS4i,22617.672307323992
ATS4m,9337.9453646864
ATS4p,195.44412751473504
ATS4s,452.88888888888897
ATS4v,27563.737774795845
ATS5Z,2738.0
ATS5d,451.0
ATS5i,23186.288099670935
ATS5m,10033.6611268352
ATS5p,201.22954475413098
ATS5s,529.0
ATS5v,28351.631848317335
ATS6Z,2585.0
ATS6d,442.0
ATS6i,25864.35575566707
ATS6m,9245.384440096
ATS6p,200.71201015592297
ATS6s,533.4722222222222
ATS6v,27879.01882686847
ATS7Z,2394.0
ATS7d,396.0
ATS7i,24836.242657840867
ATS7m,8618.1830325536
ATS7p,183.101418177866
ATS7s,530.0000000000001
ATS7v,25376.060301403635
ATS8Z,2098.0
ATS8d,327.0
ATS8i,20566.68770501528
ATS8m,7625.43299576
ATS8p,162.54706865337602
ATS8s,485.8333333333333
ATS8v,22293.866908422857
C1SP1,0
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,1
C3SP2,4
C3SP3,1
C4SP3,0
FCSP3,0.2608695652173913
GGI10,0.13131517192123254
JGI10,0.006911324837959607
JGT10,0.4726069754577562
Kier1,23.168044077134986
Kier2,9.868055555555555
Kier3,4.859504132231405
MAXdO,13.077823601662887
MAXsF,13.565364294055568
MID_C,47.58712311818004
MID_N,8.339075177067944
MID_O,3.5831408923908983
MID_X,1.7639199966673438
MID_h,13.686136066126185
MINdO,12.928013563450072
