DLiP-ID,C002J9
DLiP-Mol-ID,31671
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H24N2O2/c24-16(14-22-12-6-1-7-13-22)15-23-19-10-4-2-8-17(19)21(25)18-9-3-5-11-20(18)23/h2-5,8-11,16,24H,1,6-7,12-15H2"
Standard Inchi Key(RDKit),MWGWSCYABKNBMU-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1c2ccccc2n(CC(O)CN2CCCCC2)c2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),336.435
MW Monoisotopic(RDKit),336.183778008
MolLogP(RDKit),3.0015
XLogP(SDF),
XLogP(CDK),4.922
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),45.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.74512997608295
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,823386.3669756104
qed,0.7451299760829497
Chi0,17.225403871315226
Chi1,12.237183443017885
TPSA,45.470000000000006
Chi0n,14.395788967976207
Chi0v,14.395788967976207
Chi1n,9.145644813853378
Chi1v,9.145644813853378
Chi2n,6.98911946545626
Chi2v,6.98911946545626
Chi3n,5.189896940163215
Chi3v,5.189896940163215
Chi4n,3.9820905094860324
Chi4v,3.9820905094860324
MolMR,102.01180000000004
MolWt,336.435
fr_SH,0
Kappa1,16.30664327149328
Kappa2,6.982787694398222
Kappa3,3.19548472910574
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
