DLiP-ID,C101LC
DLiP-Mol-ID,40150
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26N2O4.ClH/c1-24-13-15-25(16-14-24)23(27)17-29-20-10-7-18(8-11-20)21(26)12-9-19-5-3-4-6-22(19)28-2;/h3-12H,13-17H2,1-2H3;1H/b12-9+;"
Standard Inchi Key(RDKit),INVGXMVYMRENOV-NBYYMMLRSA-N
Canonical SMILES(RDKit),COc1ccccc1/C=C/C(=O)c1ccc(OCC(=O)N2CCN(C)CC2)cc1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),430.932
MW Monoisotopic(RDKit),430.165935024
MolLogP(RDKit),3.1659
XLogP(SDF),
XLogP(CDK),3.147
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),59.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.498514494984067
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,3939627.53980532
qed,0.498514494984067
Chi0,20.639617433688315
Chi1,14.062881945713373
TPSA,59.080000000000005
Chi0n,17.244705241148232
Chi0v,18.061201822075958
Chi1n,9.61210593065547
Chi1v,9.61210593065547
Chi2n,6.9366494902009705
Chi2v,6.9366494902009705
Chi3n,4.910318699307306
Chi3v,4.910318699307306
Chi4n,3.073442495632784
Chi4v,3.073442495632784
MolMR,119.62050000000004
MolWt,430.9320000000002
fr_SH,0
Kappa1,23.448949413199365
Kappa2,11.379569532603377
Kappa3,6.3369929466210895
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,875.0267712690481
MolLogP,3.165900000000002
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.2033280985617073e-06
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,46.943377112117936
SMR_VSA7,65.73385963792076
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,183.0303216502677
NHOHCount,0
PEOE_VSA1,19.273545369301054
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,18.19910120538483
PEOE_VSA7,49.531547538653
PEOE_VSA8,37.305928607044294
PEOE_VSA9,7.109797541277533
RingCount,3
SMR_VSA10,30.173477943730305
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,430.1659350240001
NumHDonors,0
PEOE_VSA10,11.49902366656781
PEOE_VSA11,12.390126910877857
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,68.43362124953534
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,54.60695665452676
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,30.70433980140934
EState_VSA3,17.062475158264807
EState_VSA4,31.7424771153473
EState_VSA5,6.076020106833881
EState_VSA6,37.451285921957854
EState_VSA7,36.213049987374106
EState_VSA8,4.899909730850478
EState_VSA9,9.473725907600098
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,66.5
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.30434782608695654
VSA_EState10,0.0
fr_C_O_noCOO,2
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,1
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.83
NumHAcceptors,5
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,30
HeavyAtomMolWt,403.7160000000001
MaxEStateIndex,12.394863879605563
MinEStateIndex,-0.11484345798337325
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,1
fr_prisulfonamd,0
FpDensityMorgan1,1.0
FpDensityMorgan2,1.6666666666666667
FpDensityMorgan3,2.3333333333333335
MaxPartialCharge,0.2600929986394522
MinPartialCharge,-0.49613716252901235
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.394863879605563
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,7
NumSaturatedRings,1
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49613716252901235
MinAbsPartialCharge,0.2600929986394522
NumRadicalElectrons,0
NumValenceElectrons,160
fr_para_hydroxylation,1
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,430.1659350240008
MZ,0.6666666666666667
Mi,1.1259132434070889
Mm,0.6294361747345635
Mp,0.6723543544489967
Mv,0.6277307858492152
SZ,38.00000000000001
Si,64.17705487420406
Sm,35.87786195987012
Sp,38.324198203592815
Sv,35.78065479340526
nB,0
nC,23
nF,0
nH,27
nI,0
nN,2
nO,4
nP,0
nS,0
nX,1
ABC,22.127159272446864
AMW,7.546770789894751
IC0,1.5798393554327252
IC1,3.263792437011281
IC2,4.4165907869156085
IC3,5.13973606672041
IC4,5.280086943913391
IC5,5.280086943913391
Mpe,0.9704162366701069
Mse,1.0070213771865935
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,119.62050000000004
SdO,24.62923861409005
SdS,0
Spe,55.31372549019609
SsF,0
SsI,0
Sse,57.40021849963583
StN,0
fMF,0.42105263157894735
nBr,0
nCl,1
BIC0,0.2604378712264704
BIC1,0.5380389794046173
BIC2,0.7280787750142386
BIC3,0.8472898939246464
BIC4,0.8704268562716161
BIC5,0.8704268562716161
CIC0,4.2530506587320165
CIC1,2.5690975771534603
CIC2,1.4162992272491328
CIC3,0.6931539474443316
CIC4,0.5528030702513504
CIC5,0.5528030702513504
GGI1,5.5
GGI2,3.7777777777777795
GGI3,1.25
GGI4,1.106666666666667
GGI5,1.048611111111111
GGI6,0.5289795918367346
GGI7,0.2048611111111111
GGI8,0.2496850592088687
GGI9,0.25062500000000004
JGI1,0.17741935483870963
JGI2,0.09214092140921414
JGI3,0.02976190476190476
JGI4,0.03254901960784314
JGI5,0.033826164874551985
JGI6,0.016530612244897956
JGI7,0.0066084229390681
JGI8,0.009247594785513655
JGI9,0.010896739130434785
MIC0,17.166954039974414
MIC1,31.727318261590433
MIC2,40.35382581023183
MIC3,42.62703695402945
MIC4,42.76851063823999
MIC5,42.76851063823999
MPC2,41
MPC3,51
MPC4,58
MPC5,70
MPC6,67
MPC7,65
MPC8,64
MPC9,74
Mare,0.9815438596491228
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.18211267402177755
RPCG,0.09547003339787793
SIC0,0.27085018774504616
SIC1,0.5595497993422477
SIC2,0.7571873935888119
SIC3,0.8811645778060175
SIC4,0.9052265568339349
SIC5,0.9052265568339349
SaaN,0
SaaO,0
SaaS,0
Sare,55.948
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.873372505933368
SssS,0
StCH,0
StsC,0
TIC0,90.05084325966534
TIC1,186.036168909643
TIC2,251.74567485418967
TIC3,292.96495580306333
TIC4,300.9649558030633
TIC5,300.9649558030633
Vabc,404.68856770260817
WPol,42
apol,64.00141099999998
bpol,36.22458900000001
nRot,7
ABCGG,16.287430047776006
ATS0Z,1498.0
ATS0d,171.0
ATS0i,9241.491491371624
ATS0m,6018.475113000001
ATS0p,85.89446443092301
ATS0v,12436.312252583586
ATS1Z,1397.0
ATS1d,210.0
ATS1i,8468.62851151549
ATS1m,5253.948583000001
ATS1p,102.45290080000004
ATS1v,14897.573572174744
ATS2Z,1930.0
ATS2d,325.0
ATS2i,15394.156395008788
ATS2m,7108.065476999998
ATS2p,145.12132648333892
ATS2v,20842.017959330442
ATS3Z,2131.0
ATS3d,361.0
ATS3i,19290.701085814784
ATS3m,7651.200337999999
ATS3p,170.56557539388598
ATS3v,23646.931444305035
ATS4Z,1885.0
ATS4d,332.0
ATS4i,21511.75693535353
ATS4m,6509.686753999999
ATS4p,165.93465860322502
ATS4v,21982.530943579364
ATS5Z,1680.0
ATS5d,303.0
ATS5i,21702.152744820112
ATS5m,5855.218910999997
ATS5p,144.26585297050693
ATS5v,19055.696433177967
ATS6Z,1622.0
ATS6d,273.0
ATS6i,16516.783439552124
ATS6m,5876.075180000001
ATS6p,124.64228804777201
ATS6v,17242.844864184757
ATS7Z,1539.0
ATS7d,254.0
ATS7i,13576.416913360243
ATS7m,5529.802575
ATS7p,125.01690841164098
ATS7v,17427.498232369668
ATS8Z,1432.0
ATS8d,255.0
