DLiP-ID,I000Z6
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,8.417796984328938
EState_VSA11,0.0
FractionCSP3,0.21052631578947367
VSA_EState10,-3.933969671201813
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,1
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-3.0
NumHAcceptors,6
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,27
HeavyAtomMolWt,368.28500000000014
MaxEStateIndex,13.055391392668177
MinEStateIndex,-3.933969671201813
NumHeteroatoms,8
fr_aryl_methyl,2
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0
FpDensityMorgan2,1.7037037037037037
FpDensityMorgan3,2.3333333333333335
MaxPartialCharge,0.26523293384106883
MinPartialCharge,-0.49531738065153413
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,13.055391392668177
MinAbsEStateIndex,0.007783446712018582
NumAliphaticRings,0
NumRotatableBonds,6
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49531738065153413
MinAbsPartialCharge,0.26523293384106883
NumRadicalElectrons,0
NumValenceElectrons,142
fr_para_hydroxylation,2
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,388.1092927400005
MZ,0.7234042553191485
Mi,1.1213053353893863
Mm,0.6880891098053736
Mp,0.6902262708625304
Mv,0.6530905413774136
SZ,33.99999999999998
Si,52.70135076330116
Sm,32.34018816085256
Sp,32.44063473053893
Sv,30.695255444738443
nB,0
nC,19
nF,0
nH,20
nI,0
nN,2
nO,5
nP,0
nS,1
nX,0
ABC,20.77890336966997
AMW,8.25764452638299
IC0,1.7086564021539739
IC1,3.547726747050822
IC2,4.263715777995572
IC3,4.852045234472236
IC4,4.979704808940323
IC5,5.107364383408408
MID,54.34254393139394
Mpe,0.9871506049228198
Mse,1.0198896654321183
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,101.76750000000003
SdO,26.110782785336355
SdS,0
Spe,46.39607843137253
SsF,0
SsI,0
Sse,47.93481427530956
StN,0
fMF,0.40425531914893614
nBr,0
nCl,0
AMID,2.0126868122738495
BIC0,0.2904572634811374
BIC1,0.603083803875485
BIC2,0.7247959364894845
BIC3,0.8248070117051541
BIC4,0.8465080691034839
BIC5,0.8682091265018133
CIC0,3.845932449523664
CIC1,2.0068621046268156
CIC2,1.2908730736820653
CIC3,0.7025436172054018
CIC4,0.574884042737315
CIC5,0.4472244682692299
GGI1,6.5
GGI2,4.222222222222224
GGI3,2.9097222222222223
GGI4,1.9433333333333338
GGI5,1.3194444444444442
GGI6,0.9468480725623584
GGI7,0.41326530612244894
GGI8,0.291509196271101
GGI9,0.19562500000000002
JGI1,0.22413793103448273
JGI2,0.10052910052910055
JGI3,0.06466049382716049
JGI4,0.04318518518518519
JGI5,0.03141534391534392
JGI6,0.02491705454111469
JGI7,0.010596546310832027
JGI8,0.010796636898929665
JGI9,0.009781250000000003
MIC0,18.879792941085718
MIC1,36.13535923338981
MIC2,41.92582688832252
MIC3,44.09320340598291
MIC4,44.690097023004185
MIC5,44.81877787406802
MPC2,42
MPC3,56
MPC4,73
MPC5,84
MPC6,86
MPC7,102
MPC8,102
MPC9,102
Mare,1.00068085106383
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.2052380471430356
RPCG,0.10990102812050453
SIC0,0.3076116788802312
SIC1,0.638701952886992
SIC2,0.7676024079996152
SIC3,0.8735201405603199
SIC4,0.8965028631122384
SIC5,0.9194855856641566
SaaN,3.92954228084459
SaaO,5.194831706226006
SaaS,0
Sare,47.03200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.48819603324699
SssS,0
StCH,0
StsC,0
TIC0,80.30685090123677
TIC1,166.74315711138863
TIC2,200.3946415657919
TIC3,228.0461260201951
TIC4,234.04612602019517
TIC5,240.04612602019517
Vabc,330.7728102030775
WPol,45
apol,54.175859999999986
bpol,32.49814
nRot,6
ABCGG,17.949637032038957
ATS0Z,1378.0
ATS0d,162.0
ATS0i,7564.512168027581
ATS0m,5461.415282000003
ATS0p,75.92737809697998
ATS0s,236.3272462277092
ATS0v,10833.85548988767
ATS1Z,1577.0
ATS1d,197.0
ATS1i,7103.829495826395
ATS1m,6078.030837000004
ATS1p,93.23961419000005
ATS1s,154.10956790123458
ATS1v,13454.383059362242
ATS2Z,2106.0
ATS2d,310.0
ATS2i,12642.566331529719
ATS2m,8023.352918999997
ATS2p,132.44165698418797
ATS2s,323.4969135802468
ATS2v,19138.756944741326
ATS3Z,2442.0
ATS3d,337.0
ATS3i,14004.591944507081
ATS3m,9203.325076
ATS3p,153.150270031396
ATS3s,330.25154320987644
ATS3v,21791.765524838116
ATS4Z,2678.0
ATS4d,355.0
ATS4i,16887.83138965246
ATS4m,9909.654911
ATS4p,168.16691369939596
ATS4s,424.05401234567904
ATS4v,23275.00879211221
ATS5Z,2514.0
ATS5d,338.0
ATS5i,18772.65463509202
ATS5m,9073.95375799999
ATS5p,171.6843364013391
ATS5s,459.7654320987653
ATS5v,23067.86710870978
ATS6Z,2281.0
ATS6d,330.0
ATS6i,21077.59582604303
ATS6m,8250.979938000002
ATS6p,155.19460811226207
ATS6s,413.5879629629627
ATS6v,20809.95304904891
ATS7Z,2105.0
ATS7d,278.0
ATS7i,15614.321766031664
ATS7m,7691.829494999999
ATS7p,130.04645971788597
ATS7s,440.6944444444445
ATS7v,18719.191505014853
ATS8Z,1506.0
ATS8d,243.0
ATS8i,15054.602487168651
ATS8m,5158.801743
ATS8p,120.45667135654696
ATS8s,326.22222222222223
ATS8v,16906.527412608375
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.21052631578947367
GGI10,0.1014243444546475
JGI10,0.006339021528415469
JGT10,0.5263585637705648
Kier1,21.702734839476815
Kier2,9.212018140589569
Kier3,4.775510204081633
MAXdO,13.055391392668177
MID_C,38.78689439735047
MID_N,4.013255967602947
MID_O,9.290381414773565
MID_X,0.0
MID_h,15.555649534043472
MINdO,13.055391392668177
MPC10,99
MWC01,29.0
MWC02,4.962844630259907
MWC03,5.82600010738045
MWC04,6.729824070489475
MWC05,7.611347717403621
MWC06,8.518592212329946
MWC07,9.407468436087111
MWC08,10.315431626742
MWC09,11.208558300654841
MWC10,12.11665656136662
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,8
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.776440000000002
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.424950017481403
SRW05,2.3978952727983707
SRW06,6.9726062513017535
SRW07,4.727387818712341
SRW08,8.609407675404048
SRW09,6.78332520060396
SRW10,10.292789402801873
SaaCH,11.706512089518492
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.712297016538991
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.483106654048212
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.558701105442177
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.501075028059229
VE1_D,5.1213340067016535
VE2_A,0.16670648252071218
VE2_D,0.18967903728524643
VE3_A,2.4975680363799344
VE3_D,2.6266667263088332
VR1_A,220.23349220431024
VR1_D,163.2349824191964
VR2_A,8.156796007567046
VR2_D,6.0457400895998665
VR3_A,6.387940084753462
VR3_D,6.088442545628757
WPath,1783
Xc-3d,2.4175102444185166
Xc-4d,0.2041241452319315
Xc-5d,0.6394670911158696
Xc-6d,0.08333333333333333
Xp-0d,19.604083527755577
Xp-1d,12.868540487709597
Xp-2d,11.86279150233125
Xp-3d,9.877089754403341
Xp-4d,8.379664457808936
Xp-5d,6.260670489431435
Xp-6d,3.83582850690897
Xp-7d,2.936221408631835
ZMIC0,89.06865579070079
ZMIC1,49.034058432372724
ZMIC2,34.41996892116362
ZMIC3,28.906121823988098
ZMIC4,27.696049023416986
ZMIC5,26.941724037944294
nAcid,0
nAtom,47
nBase,0
nRing,3
piPC1,3.7013019741124933
piPC2,4.37260741275739
piPC3,4.929967391028801
piPC4,5.511663075382136
piPC5,5.949339620807311
piPC6,6.174306801648666
piPC7,6.621904861359326
piPC8,6.880673094888519
piPC9,7.151522199123406
AATS0Z,29.319148936170212
AATS0d,3.4468085106382977
AATS0i,160.94706740484213
AATS0m,116.20032514893623
AATS0p,1.6154761297229783
AATS0s,5.028239281440621
AATS0v,230.50756361463127
AATS1Z,32.183673469387756
AATS1d,4.020408163265306
AATS1i,144.97611215972233
AATS1m,124.0414456530613
AATS1p,1.9028492691836745
AATS1s,3.145093222474175
AATS1v,274.57924610943354
AATS2Z,25.682926829268293
AATS2d,3.7804878048780486
AATS2i,154.1776381893868
AATS2m,97.84576730487801
AATS2p,1.6151421583437557
AATS2s,3.9450843119542296
AATS2v,233.39947493586982
AATS3Z,26.543478260869566
AATS3d,3.6630434782608696
AATS3i,152.22382548377263
AATS3m,100.03614213043477
AATS3p,1.6646768481673477
AATS3s,3.5896906870638743
AATS3v,236.86701657432735
AATS4Z,24.568807339449542
AATS4d,3.256880733944954
AATS4i,154.93423293259139
AATS4m,90.91426523853211
AATS4p,1.542815722012807
AATS4s,3.8904037829878813
AATS4v,213.53219075332302
AATS5Z,20.95
AATS5d,2.816666666666667
AATS5i,156.43878862576685
AATS5m,75.61628131666659
AATS5p,1.4307028033444924
AATS5s,3.831378600823044
AATS5v,192.23222590591482
AATS6Z,17.68217054263566
AATS6d,2.558139534883721
AATS6i,163.39221570575992
AATS6m,63.96108479069769
AATS6p,1.2030589776144347
AATS6s,3.206108240022967
AATS6v,161.31746549650316
AATS7Z,21.479591836734695
AATS7d,2.836734693877551
AATS7i,159.3298139390986
AATS7m,78.48805607142856
AATS7p,1.3270046909988364
AATS7s,4.496882086167801
AATS7v,191.01215821443728
AATS8Z,16.02127659574468
AATS8d,2.5851063829787235
AATS8i,160.15534560817713
AATS8m,54.88086960638298
AATS8p,1.2814539506015634
AATS8s,3.4704491725768323
AATS8v,179.85667460221674
AMID_C,1.4365516443463138
AMID_N,0.14863910991122026
AMID_O,0.34408820054716904
AMID_X,0.0
AMID_h,0.5761351679275359
ATS0dv,416.44444444444446
ATS0pe,304.65509999999983
ATS0se,373.5447849999999
ATS1dv,359.3333333333333
ATS1pe,325.8147000000001
ATS1se,390.2587079999997
ATS2dv,593.3333333333333
ATS2pe,541.4723
ATS2se,656.9167620000001
ATS3dv,540.3333333333333
ATS3pe,612.6513
ATS3se,740.9357900000001
ATS4dv,582.3333333333334
ATS4pe,726.8559999999999
ATS4se,884.0672919999997
ATS5dv,583.0
ATS5pe,777.0791999999999
ATS5se,955.2159760000003
ATS6dv,511.66666666666663
ATS6pe,801.1104000000001
ATS6se,1005.0838919999999
ATS7dv,566.0
ATS7pe,658.8613999999998
ATS7se,805.0703479999999
ATS8dv,269.0
ATS8pe,618.1350000000001
ATS8se,759.0980680000002
ATSC0Z,492.55319148936155
ATSC0c,1.0676710044461
ATSC0d,32.553191489361694
ATSC0i,71.6877164037416
ATSC0m,2251.1157108510643
ATSC0p,13.48006305996723
ATSC0s,80.21678997752679
ATSC0v,2343.7049123626293
ATSC1Z,117.23177908555914
ATSC1c,-0.41621648853280085
ATSC1d,16.636034404708013
ATSC1i,-7.475491785811316
ATSC1m,506.5842425808066
ATSC1p,-1.557356650127108
ATSC1s,-18.105365621435176
ATSC1v,-8.394672527265847
ATSC2Z,135.0774105930286
ATSC2c,-0.14304623036925573
ATSC2d,6.439112720688098
ATSC2i,12.444250687467239
ATSC2m,652.2570688343138
ATSC2p,4.423350024019639
ATSC2s,33.38294526817278
ATSC2v,903.6283003040247
ATSC3Z,-0.2743322770483436
ATSC3c,0.01301649294718683
ATSC3d,-13.699864191942055
ATSC3i,-6.10574836679516
ATSC3m,-7.798414985060891
ATSC3p,-0.10064921925942852
ATSC3s,-14.397339556161638
ATSC3v,-115.3756808868109
ATSC4Z,-116.77229515617915
ATSC4c,0.13488445325963633
ATSC4d,-18.580805794477143
ATSC4i,-16.848675551750603
ATSC4m,-564.554481952467
ATSC4p,-2.80522579167311
ATSC4s,-0.47923885544919337
ATSC4v,-954.5966108154298
ATSC5Z,-264.518786781349
ATSC5c,-0.06624531098541446
ATSC5d,3.0131281122679967
ATSC5i,-32.360760938916044
ATSC5m,-1205.0612317899502
ATSC5p,-7.231132698867123
ATSC5s,4.673743185534162
ATSC5v,-1274.185957675719
ATSC6Z,153.82209144409225
ATSC6c,-0.5602739728043373
ATSC6d,1.5454956994114954
ATSC6i,9.079293737598075
ATSC6m,752.3028664300585
ATSC6p,2.7081762676710754
ATSC6s,-31.083963277488717
ATSC6v,1241.8338337661228
ATSC7Z,-141.7704843820734
ATSC7c,0.9995787283224171
ATSC7d,-16.344952467179716
ATSC7i,1.112631926797353
ATSC7m,-613.1439304766863
ATSC7p,-3.8571980406733375
ATSC7s,26.36840295436859
ATSC7v,-319.7885666270718
ATSC8Z,-390.7659574468085
ATSC8c,-0.3884173323251638
ATSC8d,-9.255319148936172
ATSC8i,9.44260552723425
ATSC8m,-1821.4952341063836
ATSC8p,-0.6687827623764064
ATSC8s,-66.55985319440798
ATSC8v,-1106.5230171628752
AXp-0d,0.726077167694651
AXp-1d,0.44374277543826196
AXp-2d,0.2824474167221726
AXp-3d,0.17637660275720252
AXp-4d,0.11478992407957446
AXp-5d,0.07453179154085042
AXp-6d,0.044602657057081045
AXp-7d,0.028786484398351322
GATS1Z,0.8033525807731302
GATS1c,1.3812046660143886
GATS1d,0.749793250633587
GATS1i,1.272079369934077
GATS1m,0.7932828397338735
GATS1p,1.3013109345968634
GATS1s,0.7906394605988492
GATS1v,0.9777964736126213
GATS2Z,0.7904061528736239
GATS2c,1.2819207576148692
GATS2d,1.0942690897497214
GATS2i,0.9536742311260131
GATS2m,0.7769845602026881
GATS2p,0.8256110151990876
GATS2s,0.6415666119295557
GATS2v,0.7286847693651186
GATS3Z,1.018164146868251
GATS3c,1.127083849240634
GATS3d,1.474509803921569
GATS3i,1.1479537403651554
GATS3m,1.0051467727061243
GATS3p,1.0867438420694127
GATS3s,1.059937950429928
GATS3v,0.9639834751708634
GATS4Z,1.2102264846335233
GATS4c,1.1445403442032016
GATS4d,1.4001079330814898
GATS4i,1.1843345899179851
GATS4m,1.1961440119264586
GATS4p,1.1990283855431993
GATS4s,1.1707387423600484
GATS4v,1.1105601066502935
GATS5Z,1.4043660907127433
GATS5c,0.9746088160364879
GATS5d,0.9950381263616561
GATS5i,1.2318755421776388
GATS5m,1.3794341414600197
GATS5p,1.3743087451165785
GATS5s,1.3031094865747097
GATS5v,1.1906694408903384
GATS6Z,1.0497429973044021
GATS6c,1.0202245233256124
GATS6d,1.051588387292902
GATS6i,0.897851644103727
GATS6m,1.030793778440337
GATS6p,0.9955280203606439
GATS6s,1.640502259714395
GATS6v,0.8201653214224173
GATS7Z,1.2441005862388155
GATS7c,0.8455593734462538
GATS7d,1.3409763905562229
GATS7i,0.9882108058850484
GATS7m,1.222561619288236
GATS7p,1.1809791269857237
GATS7s,1.444073417333893
GATS7v,0.9906864173924946
GATS8Z,1.110259179265659
GATS8c,1.4665166455112542
GATS8d,0.9470588235294121
GATS8i,0.8800019715985103
GATS8m,1.1394832101015655
GATS8p,0.7780465547290272
GATS8s,1.7056799781587408
GATS8v,1.1180440846593889
MATS1Z,0.22829373650108012
MATS1c,-0.3739242320592362
MATS1d,0.4901827397625718
MATS1i,-0.10002229156975194
MATS1m,0.2158517806873027
MATS1p,-0.11081484307051387
MATS1s,-0.2164929700021635
MATS1v,-0.0034356001004232036
MATS2Z,0.1571859031765265
MATS2c,-0.07679323704333015
MATS2d,0.1133747808066317
MATS2i,0.099496547384966
MATS2m,0.1660752752970183
MATS2p,0.18808033453450906
MATS2s,0.23853020260801328
MATS2v,0.22098912339377302
MATS3Z,-0.0002845337590383093
MATS3c,0.0062282576420012534
MATS3d,-0.21499715828360333
MATS3i,-0.04351151312874904
MATS3m,-0.0017697770281638043
MATS3p,-0.0038144200552915762
MATS3s,-0.09169106120307281
MATS3v,-0.025149038012591655
MATS4Z,-0.10222521647809453
MATS4c,0.05447482045097796
MATS4d,-0.24611740720753142
MATS4i,-0.10134267908597555
MATS4m,-0.10813826580542035
MATS4p,-0.08973198175522744
MATS4s,-0.002576072629909362
MATS4v,-0.1756258009268826
MATS5Z,-0.21033909287257024
MATS5c,-0.024301568580496043
MATS5d,0.03625272331154687
MATS5i,-0.17680339120246533
MATS5m,-0.20966595075912736
MATS5p,-0.21010240291832194
MATS5s,0.02282002826150302
MATS5v,-0.21293472745817538
MATS6Z,0.11378204162271664
MATS6c,-0.1911926299869
MATS6d,0.017297461620307007
MATS6i,0.04614402438520011
MATS6m,0.12175955304590966
MATS6p,0.07319697809126607
MATS6s,-0.1411819759707019
MATS6v,0.19304951077005938
MATS7Z,-0.1380398466081898
MATS7c,0.4490051675851041
MATS7d,-0.2408029878618114
MATS7i,0.007443523328001466
MATS7m,-0.13062803585910318
MATS7p,-0.13723086344230243
MATS7s,0.15764867689406462
MATS7v,-0.0654382662366936
MATS8Z,-0.39667386609071287
MATS8c,-0.18189935415857433
MATS8d,-0.1421568627450981
MATS8i,0.06585929920025609
MATS8m,-0.4045761009365758
MATS8p,-0.024806366238839844
MATS8s,-0.414874823668805
MATS8v,-0.23606278489372998
MAXaaN,3.92954228084459
MAXaaO,5.194831706226006
MAXssO,5.269303902116402
MINaaN,3.92954228084459
MINaaO,5.194831706226006
MINssO,5.218892131130587
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.933969671201813
SdssSe,0
SdsssP,0
SpAD_A,34.13552569344888
SpAD_D,272.7512380473847
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,802
TMWC10,132.69672366271396
TSRW10,76.28589908300947
VE1_Dt,5.123822972402357
VE2_Dt,0.1897712212000873
VE3_Dt,2.627152607736467
VR1_Dt,161.70130055052522
VR2_Dt,5.98893705742686
VR3_Dt,6.079002582545077
Xc-3dv,1.1806195591993183
Xc-4dv,0.05103103630798288
Xc-5dv,0.2346082795068758
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.39938036036274127
Xch-7d,0.5251716296760219
Xp-0dv,16.254651803538245
Xp-1dv,9.625179012502356
Xp-2dv,7.521415536940466
Xp-3dv,5.513190606123496
Xp-4dv,4.132490787632715
Xp-5dv,2.7150270417499223
Xp-6dv,1.5986603022474757
Xp-7dv,1.0656930624067626
Xpc-4d,5.152229851065231
Xpc-5d,8.836839980294302
Xpc-6d,13.097494618083866
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.33459449138774
AATS0dv,8.860520094562649
AATS0pe,6.482023404255315
AATS0se,7.947761382978721
AATS1dv,7.333333333333333
AATS1pe,6.649279591836736
AATS1se,7.964463428571422
AATS2dv,7.235772357723576
AATS2pe,6.603320731707317
AATS2se,8.011180024390244
AATS3dv,5.873188405797101
AATS3pe,6.659253260869565
AATS3se,8.05364989130435
AATS4dv,5.342507645259939
AATS4pe,6.6684036697247695
AATS4se,8.110709100917429
AATS5dv,4.858333333333333
AATS5pe,6.4756599999999995
AATS5se,7.960133133333335
AATS6dv,3.9664082687338498
AATS6pe,6.210158139534885
AATS6se,7.791347999999999
AATS7dv,5.775510204081633
AATS7pe,6.72307551020408
AATS7se,8.215003551020407
AATS8dv,2.8617021276595747
AATS8pe,6.57590425531915
AATS8se,8.07551136170213
AATSC0Z,10.479855138071523
AATSC0c,0.02271640434991702
AATSC0d,0.692621095518334
AATSC0i,1.5252705617817361
AATSC0m,47.89607895427796
AATSC0p,0.28680985233972833
AATSC0s,1.706740212287804
AATSC0v,49.866061965162324
AATSC1Z,2.392485287460391
AATSC1c,-0.008494214051689814
AATSC1d,0.33951090621853086
AATSC1i,-0.15256105685329216
AATSC1m,10.338453930220542
AATSC1p,-0.03178278877810425
AATSC1s,-0.3694972575803097
AATSC1v,-0.17131984749522136
AATSC2Z,1.647285495036934
AATSC2c,-0.0017444662240153137
AATSC2d,0.07852576488644022
AATSC2i,0.15175915472521023
AATSC2m,7.954354497979437
AATSC2p,0.05394329297584925
AATSC2s,0.40710908863625345
AATSC2v,11.019857320780789
AATSC3Z,-0.0029818725766124305
AATSC3c,0.0001414836189911612
AATSC3d,-0.148911567303718
AATSC3i,-0.06636683007386043
AATSC3m,-0.08476538027240099
AATSC3p,-0.0010940132528198753
AATSC3s,-0.1564928212626265
AATSC3v,-1.2540834879001184
AATSC4Z,-1.0713054601484326
AATSC4c,0.0012374720482535443
AATSC4d,-0.17046610820621233
AATSC4i,-0.15457500506193214
