DLiP-ID,T0001L
DLiP-Mol-ID,15313
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H25N5O4/c1-25-14-16-12-15(5-6-17(16)24-18(22(25)31)13-20(28)29)21(30)27-10-8-26(9-11-27)19-4-2-3-7-23-19/h2-7,12,18,24H,8-11,13-14H2,1H3,(H,28,29)/t18-/m0/s1"
Standard Inchi Key(RDKit),ADMJJSNLGTWHQU-SFHVURJKSA-N
Canonical SMILES(RDKit),CN1Cc2cc(C(=O)N3CCN(c4ccccn4)CC3)ccc2N[C@@H](CC(=O)O)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),423.473
MW Monoisotopic(RDKit),423.19065428
MolLogP(RDKit),1.2712
XLogP(SDF),
XLogP(CDK),2.125
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),106.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.76284966541705
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,11508027.503277646
qed,0.76284966541705
Chi0,21.9574546788841
Chi1,14.918723993369943
TPSA,106.08000000000001
Chi0n,17.322255689527676
Chi0v,17.322255689527676
Chi1n,10.23637208692443
Chi1v,10.23637208692443
Chi2n,7.828197617788666
Chi2v,7.828197617788666
Chi3n,5.682663808323823
Chi3v,5.682663808323823
Chi4n,4.0222628730387004
Chi4v,4.0222628730387004
MolMR,114.93300000000006
MolWt,423.4730000000002
fr_SH,0
Kappa1,20.644648227997262
Kappa2,8.627469466147272
Kappa3,4.446945503218902
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,988.6507106131476
MolLogP,1.2712
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.4652598835070936
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,19.007418857986544
SMR_VSA6,43.4433959411843
SMR_VSA7,53.72194896577673
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,179.8190095043572
NHOHCount,2
PEOE_VSA1,25.123045191398468
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,35.89528683400505
PEOE_VSA8,57.2191353502337
PEOE_VSA9,6.4208216229260096
RingCount,4
SMR_VSA10,29.28891379917345
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,423.19065428
NumHDonors,2
PEOE_VSA10,11.85970360698299
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.216698334856808
SlogP_VSA2,76.94252855961919
SlogP_VSA3,16.133830774056218
SlogP_VSA4,0.0
SlogP_VSA5,22.342261790391824
SlogP_VSA6,42.595045982382736
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,12.011146117099809
EState_VSA2,18.23518108162902
EState_VSA3,43.97461979594343
EState_VSA4,11.381314269532023
EState_VSA5,4.899909730850478
EState_VSA6,31.443616759675095
EState_VSA7,23.099010936235306
EState_VSA8,15.200676855804016
EState_VSA9,5.106527394840706
SlogP_VSA10,11.50524905251859
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
