DLiP-ID,C001NP
DLiP-Mol-ID,32649
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C2H3NO3.Na/c3-1(4)2(5)6;/h(H2,3,4)(H,5,6);/q;+1/p-1"
Standard Inchi Key(RDKit),RQVZIJIQDCGIKI-UHFFFAOYSA-M
Canonical SMILES(RDKit),NC(=O)C(=O)[O-].[Na+]
SMILES(SDF),
MW(SDF),
MW(RDKit),111.032
MW Monoisotopic(RDKit),110.993237204
MolLogP(RDKit),-5.7744
XLogP(SDF),
XLogP(CDK),-1.897
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),83.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),7
QED Weighted(RDKit),0.249470223798633
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,13.609640474436812
qed,0.24947022379863296
Chi0,5.1547005383792515
Chi1,2.6427344100918364
TPSA,83.22
Chi0n,3.802095140581215
Chi0v,5.802095140581216
Chi1n,1.1510475702906076
Chi1v,1.1510475702906076
Chi2n,0.6517082486763951
Chi2v,0.6517082486763951
Chi3n,0.20118446353109132
Chi3v,0.20118446353109132
Chi4n,0.0
Chi4v,0.0
MolMR,14.2014
MolWt,111.03199999999998
fr_SH,0
Kappa1,10.034100870363389
Kappa2,4.108350168350168
Kappa3,5.939999999999998
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,78.93569696954752
MolLogP,-5.7744
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,0
SMR_VSA1,44.25288779559229
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,61.97476141423436
NHOHCount,2
PEOE_VSA1,15.634732056074713
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,0.0
PEOE_VSA9,0.0
RingCount,0
SMR_VSA10,11.876485017303356
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,110.99323720400001
