DLiP-ID,I0001S
DLiP-Mol-ID,27746
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H24FN3O3/c1-2-7-17-15-27(23(30)16-8-4-3-5-9-16)12-13-28(17)24(31)22(29)18-14-26-20-11-6-10-19(25)21(18)20/h3-6,8-11,14,17,26H,2,7,12-13,15H2,1H3/t17-/m0/s1"
Standard Inchi Key(RDKit),ATGNIAKOMZKQIA-KRWDZBQOSA-N
Canonical SMILES(RDKit),CCC[C@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccc(F)c12
SMILES(SDF),
MW(SDF),
MW(RDKit),421.472
MW Monoisotopic(RDKit),421.180169848
MolLogP(RDKit),3.643
XLogP(SDF),
XLogP(CDK),4.38
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),73.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.504952500152741
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,15130832.645726858
qed,0.5049525001527405
Chi0,21.957454678884098
Chi1,15.007239053047549
TPSA,73.48
Chi0n,17.306173133229734
Chi0v,17.306173133229734
Chi1n,10.461104625181196
Chi1v,10.461104625181196
Chi2n,7.752109635027314
Chi2v,7.752109635027314
Chi3n,5.767266342585109
Chi3v,5.767266342585109
Chi4n,4.215696223845409
Chi4v,4.215696223845409
MolMR,115.34170000000005
MolWt,421.47200000000015
fr_SH,0
Kappa1,20.779084561355894
Kappa2,8.714140311874123
Kappa3,3.951786493791598
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1125.5597653491202
MolLogP,3.6430000000000025
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.5476387837440622
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,25.807221274690605
SMR_VSA6,19.634269217737724
SMR_VSA7,71.67190394374585
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
