DLiP-ID,C000YU
nP,0
nS,0
nX,0
ABC,15.015651346061512
AMW,8.760617544827586
IC0,1.4158209991620063
IC1,2.7200499606448134
IC2,3.6166016847827445
IC3,4.582118926162054
IC4,4.85798099512757
IC5,4.85798099512757
MID,38.99629592113681
Mpe,1.0008113590263692
Mse,1.026270186101414
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,71.24960000000002
SdO,11.97218962585034
SdS,0
Spe,29.02352941176471
SsF,0
SsI,0
Sse,29.761835396941006
StN,0
fMF,0.5517241379310345
nBr,0
nCl,0
AMID,2.0524366274282535
BIC0,0.26787384205298576
BIC1,0.5146344304578468
BIC2,0.684262338990213
BIC3,0.866938548178915
BIC4,0.9191317508042582
BIC5,0.9191317508042582
CIC0,3.4421599959655653
CIC1,2.1379310344827585
CIC2,1.2413793103448274
CIC3,0.2758620689655178
CIC4,1.7763568394002505e-15
CIC5,1.7763568394002505e-15
GGI1,4.0
GGI2,2.4444444444444455
GGI3,1.5625
GGI4,1.2000000000000002
GGI5,0.7847222222222222
GGI6,0.32571428571428573
GGI7,0.19618055555555552
GGI8,0.07357016880826404
GGI9,0.015625
JGI1,0.19047619047619047
JGI2,0.08148148148148153
JGI3,0.05040322580645161
JGI4,0.04615384615384615
JGI5,0.037367724867724876
JGI6,0.017142857142857144
JGI7,0.015090811965811968
JGI8,0.009196271101033006
JGI9,0.0078125
MIC0,12.749516097515714
MIC1,26.500618833869968
MIC2,37.26910159249065
MIC3,42.3115153855941
MIC4,42.58958435111135
MIC5,42.58958435111135
MPC2,30
MPC3,40
MPC4,53
MPC5,68
MPC6,73
MPC7,76
MPC8,85
MPC9,83
Mare,1.0137931034482757
NaaN,0
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2527619435133662
RPCG,0.14590129461776127
SIC0,0.29144226800846645
SIC1,0.5599136685328643
SIC2,0.7444660010835986
SIC3,0.9432146669074662
SIC4,0.9999999999999997
SIC5,0.9999999999999997
SaaN,0
SaaO,5.570324074074074
SaaS,0
Sare,29.399999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,19.195847505668933
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,41.058808975698184
TIC1,78.88144885869959
TIC2,104.88144885869959
TIC3,132.88144885869957
TIC4,140.88144885869954
TIC5,140.88144885869954
Vabc,212.29609668640379
WPol,31
apol,34.925929999999994
bpol,12.636069999999997
nRot,1
ABCGG,12.08838908334941
ATS0Z,806.0
ATS0d,112.0
ATS0i,4492.89700480249
ATS0m,3197.994459
ATS0p,48.85244504849001
ATS0s,194.69444444444446
ATS0v,7529.154078406674
ATS1Z,880.0
ATS1d,139.0
ATS1i,4390.7752746105
ATS1m,3398.156568999999
ATS1p,61.29699045199998
ATS1s,125.11111111111113
ATS1v,9371.838130583466
ATS2Z,1308.0
ATS2d,209.0
ATS2i,6825.526264782199
ATS2m,5024.849893999998
ATS2p,89.21519757999995
ATS2s,195.8888888888889
ATS2v,13562.892150414147
ATS3Z,1456.0
ATS3d,227.0
ATS3i,9495.233996972696
ATS3m,5462.068179
ATS3p,97.09665435539597
ATS3s,260.94444444444446
ATS3v,14699.410080101545
ATS4Z,1320.0
ATS4d,195.0
ATS4i,9453.994968121593
ATS4m,4898.398958000001
ATS4p,84.51607647509402
ATS4s,287.7222222222222
ATS4v,12620.50090092639
ATS5Z,1027.0
ATS5d,163.0
ATS5i,8286.116074331492
ATS5m,3758.714268999999
ATS5p,72.712331167943
ATS5s,208.3888888888889
ATS5v,10719.05048792187
ATS6Z,936.0
ATS6d,135.0
ATS6i,6768.658235742094
ATS6m,3495.9961310000003
ATS6p,62.66781467109398
ATS6s,240.27777777777777
ATS6v,9208.896691761602
ATS7Z,680.0
ATS7d,103.0
ATS7i,5865.095766139696
ATS7m,2419.547489
ATS7p,52.03598699569798
ATS7s,160.3333333333334
ATS7v,7406.554475287225
ATS8Z,477.0
ATS8d,71.0
ATS8i,5082.760549023596
ATS8m,1656.6911559999996
ATS8p,37.460901442244996
ATS8s,141.33333333333334
ATS8v,5055.89236614849
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4551249089953967
Kier1,13.959183673469388
Kier2,5.78
Kier3,2.88
MAXdO,11.97218962585034
MID_C,31.574542410650363
MID_N,0.0
MID_O,7.421753510486445
MID_X,0.0
MID_h,7.421753510486445
MINdO,11.97218962585034
MPC10,74
MWC01,21.0
MWC02,4.634728988229636
MWC03,5.493061443340548
MWC04,6.3818160174060985
MWC05,7.257707677160043
MWC06,8.152198015861787
MWC07,9.033722518098907
MWC08,9.930859499331978
MWC09,10.814705439260992
MWC10,11.71322609196549
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.871200000000001
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.093750200806762
SRW05,0.0
SRW06,6.637258031284457
SRW07,0.0
SRW08,8.278682162970906
SRW09,0.0
SRW10,9.968479096043568
SaaCH,12.230614187032836
SaaNH,0
SaaSe,0
SaaaC,0.6691888699924422
SaasC,0.7511847547661048
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9768888840965237
VE1_D,4.300930726388158
VE2_A,0.2093099412682381
VE2_D,0.22636477507306094
VE3_A,2.0223537123788953
VE3_D,2.1006853334476694
VR1_A,108.81023450308095
VR1_D,98.26065268269852
VR2_A,5.7268544475305765
VR2_D,5.171613299089396
VR3_A,5.331459283294109
VR3_D,5.229477555295666
WPath,670
Xc-3d,1.3655785156950864
Xc-4d,0.0
Xc-5d,0.3285328532178296
Xc-6d,0.0
Xp-0d,13.405412915006313
Xp-1d,9.147867045540844
Xp-2d,8.476522116473815
Xp-3d,7.097675657628068
Xp-4d,6.074567765348165
Xp-5d,4.863300393136641
Xp-6d,3.510917058353233
Xp-7d,2.178987540537474
ZMIC0,62.186168853485256
ZMIC1,49.83090010171931
ZMIC2,31.376799060772527
ZMIC3,22.900597907512417
ZMIC4,22.1121893571324
ZMIC5,22.1121893571324
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.449987545831587
piPC2,4.1588830833596715
piPC3,4.820281565605037
piPC4,5.4785534168509695
piPC5,6.101439400316553
piPC6,6.497293332444717
piPC7,6.895872457070364
piPC8,7.357052845613125
piPC9,7.729044845801991
AATS0Z,27.79310344827586
AATS0d,3.8620689655172415
AATS0i,154.9274829242238
AATS0m,110.275671
AATS0p,1.6845670706375866
AATS0s,6.713601532567051
AATS0v,259.6260027036784
AATS1Z,28.387096774193548
AATS1d,4.483870967741935
AATS1i,141.63791208420966
AATS1m,109.61795383870964
AATS1p,1.9773222726451607
AATS1s,4.035842293906811
AATS1v,302.31735905107956
AATS2Z,27.25
AATS2d,4.354166666666667
AATS2i,142.19846384962915
AATS2m,104.68437279166663
AATS2p,1.8586499495833324
AATS2s,4.081018518518519
AATS2v,282.56025313362807
AATS3Z,23.11111111111111
AATS3d,3.6031746031746033
AATS3i,150.71799995194755
AATS3m,86.6994949047619
AATS3p,1.541216735799936
AATS3s,4.1419753086419755
AATS3v,233.32396952542135
AATS4Z,21.639344262295083
AATS4d,3.19672131147541
AATS4i,154.9835240675671
AATS4m,80.3016222622951
AATS4p,1.3855094504113774
AATS4s,4.716757741347904
AATS4v,206.89345739223592
AATS5Z,19.37735849056604
AATS5d,3.0754716981132075
AATS5i,156.3418127232357
AATS5m,70.91913715094338
AATS5p,1.3719307767536417
AATS5s,3.931865828092244
AATS5v,202.24623562116736
AATS6Z,21.272727272727273
AATS6d,3.0681818181818183
AATS6i,153.83314172141124
AATS6m,79.45445752272728
AATS6p,1.424268515252136
AATS6s,5.460858585858586
AATS6v,209.2931066309455
AATS7Z,17.894736842105264
AATS7d,2.710526315789474
AATS7i,154.34462542472883
AATS7m,63.67230234210526
AATS7p,1.3693680788341573
AATS7s,4.219298245614037
AATS7v,194.90932829703223
AATS8Z,14.90625
AATS8d,2.21875
AATS8i,158.83626715698736
AATS8m,51.77159862499999
AATS8p,1.1706531700701561
AATS8s,4.416666666666667
AATS8v,157.9966364421403
AMID_C,1.661818021613177
AMID_N,0.0
AMID_O,0.39061860581507607
AMID_X,0.0
AMID_h,0.39061860581507607
ATS0dv,306.0
ATS0pe,193.2719
ATS0se,233.69924400000005
ATS1dv,308.0
ATS1pe,207.91600000000003
ATS1se,246.70106800000005
ATS2dv,442.0
ATS2pe,318.7500000000001
ATS2se,379.2665360000001
ATS3dv,479.0
ATS3pe,419.269
ATS3se,506.45854800000006
ATS4dv,436.0
ATS4pe,408.96180000000004
ATS4se,496.770656
ATS5dv,322.0
ATS5pe,346.4605
ATS5se,424.44965200000007
ATS6dv,293.0
ATS6pe,287.37270000000007
ATS6se,350.10527599999995
ATS7dv,172.0
ATS7pe,246.33800000000002
ATS7se,301.757228
ATS8dv,109.0
ATS8pe,200.82360000000003
ATS8se,249.50336800000008
ATSC0Z,205.1724137931034
ATSC0c,1.1410583437874795
ATSC0d,18.758620689655178
ATSC0i,39.77901325501065
ATSC0m,969.0811458620686
ATSC0p,6.789666208321035
ATSC0s,69.86590038314176
ATSC0v,1350.8249274269035
ATSC1Z,-7.115338882283007
ATSC1c,-0.5670336107877775
ATSC1d,5.568370986920335
ATSC1i,5.582809428963937
ATSC1m,-27.899919990487902
ATSC1p,0.962668972701314
ATSC1s,-13.238836041749234
ATSC1v,142.3761139889397
ATSC2Z,-0.6991676575505394
ATSC2c,0.056217407932399766
ATSC2d,-2.4625445897740796
ATSC2i,-12.846456738786856
ATSC2m,-7.976158806183605
ATSC2p,-2.0424495454037723
ATSC2s,0.007398599550799245
ATSC2v,-248.6983843789096
ATSC3Z,-33.51248513674199
ATSC3c,-0.36591166061051167
ATSC3d,-4.3721759809750305
ATSC3i,-10.327904539460729
ATSC3m,-155.19686659690868
ATSC3p,-1.5859297011210718
ATSC3s,-19.404082441537845
ATSC3v,-214.8320119306289
ATSC4Z,-6.121284185493462
ATSC4c,0.6840038297740181
ATSC4d,-1.561236623067776
ATSC4i,-3.840568423731892
ATSC4m,-38.998143571938215
ATSC4p,-0.8906194266916256
ATSC4s,6.026324481437441
ATSC4v,-251.95614191855987
ATSC5Z,-37.00475624256836
ATSC5c,-0.7207206506721966
ATSC5d,-1.903686087990487
ATSC5i,7.2078626150410985
ATSC5m,-161.8367326789536
ATSC5p,1.2842530249031758
ATSC5s,-25.445534416699694
ATSC5v,167.63461681421308
ATSC6Z,40.56599286563615
ATSC6c,0.48512590221237467
ATSC6d,-6.840665873959573
ATSC6i,-2.7495394048784165
ATSC6m,182.21863469203333
ATSC6p,-0.5041803554492938
ATSC6s,40.66418945699563
ATSC6v,-33.45140149699186
ATSC7Z,-93.95005945303211
ATSC7c,-0.2508058680078638
ATSC7d,-6.131985731272294
ATSC7i,-8.115588904964602
ATSC7m,-442.67682975029714
ATSC7p,-1.5818181312264599
ATSC7s,-26.724666402430962
ATSC7v,-471.1834187787669
ATSC8Z,-20.707491082045166
ATSC8c,0.3324802595003655
ATSC8d,-1.8370986920332932
ATSC8i,-7.663311952362579
ATSC8m,-105.27969022711036
ATSC8p,-1.4442237759206273
ATSC8s,10.054102259215217
ATSC8v,-314.55300426700643
AXp-0d,0.705548048158227
AXp-1d,0.43561271645432587
AXp-2d,0.2825507372157938
AXp-3d,0.17744189144070172
AXp-4d,0.11461448613864463
AXp-5d,0.07151912342848002
AXp-6d,0.04809475422401689
AXp-7d,0.028670888691282554
GATS1Z,0.6999620493358636
GATS1c,1.2883018133234398
GATS1d,0.7222485768500947
GATS1i,0.8120945692303786
GATS1m,0.6978717615241264
GATS1p,0.7885373435611137
GATS1s,0.8507337006996472
GATS1v,0.7155054567799433
GATS2Z,0.6965686274509806
GATS2c,0.7044225499900563
GATS2d,1.150582107843137
GATS2i,1.1291129259218438
GATS2m,0.7037425470805052
GATS2p,1.1018530120015855
GATS2s,0.6062539987204095
GATS2v,0.9493415433224409
GATS3Z,0.9704575163398694
GATS3c,1.1152711617136486
GATS3d,1.137254901960784
GATS3i,1.0756157068203624
GATS3m,0.9673737675261123
GATS3p,1.0488334896836409
GATS3s,1.0223288547664746
GATS3v,0.9708173799771085
GATS4Z,1.012343297974928
GATS4c,0.8425142587165211
GATS4d,0.9910197685631627
GATS4i,1.0141315506153041
GATS4m,1.012696731477327
GATS4p,1.0153705215886322
GATS4s,0.9891444573801956
GATS4v,1.0174854829606481
GATS5Z,1.1239511653718095
GATS5c,1.382618010134144
GATS5d,1.0279550499445058
GATS5i,0.876181749648806
GATS5m,1.1139912645516785
GATS5p,0.8673723010891528
GATS5s,1.2331800239017852
GATS5v,0.905123324997635
GATS6Z,0.8482887700534761
GATS6c,0.6379994521153018
GATS6d,1.289104278074866
GATS6i,1.0101779034329457
GATS6m,0.8546544946117745
GATS6p,1.0153413243512872
GATS6s,0.7940717152329437
GATS6v,0.9894717454718052
GATS7Z,1.326996904024768
GATS7c,1.064434509788503
GATS7d,1.1587654798761606
GATS7i,1.1182083005240697
GATS7m,1.3253011895908389
GATS7p,1.1387439038697862
GATS7s,1.5872512374987375
GATS7v,1.2273455666907258
GATS8Z,1.1919852941176474
GATS8c,0.7532349652517175
GATS8d,0.8862591911764703
GATS8i,1.1454547902378913
GATS8m,1.2004097781488303
GATS8p,1.1867789182967616
GATS8s,0.9191218809980807
GATS8v,1.2811655109691145
MATS1Z,-0.03244239631336411
MATS1c,-0.46487613896048224
MATS1d,0.27769212523719167
MATS1i,0.1312910438979916
MATS1m,-0.026932651887653963
MATS1p,0.13263705010115037
MATS1s,-0.17726412340677702
MATS1v,0.09859942287371289
MATS2Z,-0.002058823529411778
MATS2c,0.029765948554760377
MATS2d,-0.079312193627451
MATS2i,-0.19511295809663526
MATS2m,-0.0049726788095223315
MATS2p,-0.18174382890415863
MATS2s,6.397952655150293e-05
MATS2v,-0.11123223361135516
MATS3Z,-0.07518740829665203
MATS3c,-0.14761342154836044
MATS3d,-0.10728874883286649
MATS3i,-0.1195131401960277
MATS3m,-0.07371913878023675
MATS3p,-0.10752091632537036
MATS3s,-0.12784545680076248
MATS3v,-0.07320780370493175
MATS4Z,-0.014183771869403505
MATS4c,0.2849829286570252
MATS4d,-0.03956726133076179
MATS4i,-0.04589968064366229
MATS4m,-0.019131629091704263
MATS4p,-0.06236083227793649
MATS4s,0.04100675605820188
MATS4v,-0.08867353991859075
MATS5Z,-0.09868717298240051
MATS5c,-0.34560597588226893
MATS5d,-0.05552857935627078
MATS5i,0.09914586874779187
MATS5m,-0.09137746086880766
MATS5p,0.1034961754766654
MATS5s,-0.1992821704062786
MATS5v,0.06790265695479879
MATS6Z,0.13031321619556918
MATS6c,0.28021535765769134
MATS6d,-0.2403492647058823
MATS6i,-0.04555659574371983
MATS6m,0.12393043256005148
MATS6p,-0.04894212449083338
MATS6s,0.38361199740758267
MATS6v,-0.016321518929188112
MATS7Z,-0.34945599292348534
MATS7c,-0.16774293729907333
MATS7d,-0.2494678792569658
MATS7i,-0.15569706828970462
MATS7m,-0.3486109691469538
MATS7p,-0.17779622117563046
MATS7s,-0.2919183755934942
MATS7v,-0.26619833452071806
MATS8Z,-0.09146533613445372
MATS8c,0.2640620760653452
MATS8d,-0.0887522977941176
MATS8i,-0.17458644366835308
MATS8m,-0.09845379788443293
MATS8p,-0.19276762019965615
MATS8s,0.13041455305730734
MATS8v,-0.21102931573817887
MAXaaO,5.570324074074074
MAXsOH,9.770084246661627
MINaaO,5.570324074074074
MINsOH,9.425763259007306
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.373582504313962
SpAD_D,145.3390477552328
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,622
TMWC10,113.41202569065548
TSRW10,52.73936960679926
VE1_Dt,4.334790360513283
VE2_Dt,0.2281468610796465
VE3_Dt,2.1085271354923427
VR1_Dt,95.00020414651982
VR2_Dt,5.000010744553674
VR3_Dt,5.195732926681361
Xc-3dv,0.4601995842808266
Xc-4dv,0.0
Xc-5dv,0.06966493612048112
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.20693027063286606
Xch-7d,0.4530814606505408
Xp-0dv,9.82972592544465
Xp-1dv,5.70232044128759
Xp-2dv,4.172512600320016
Xp-3dv,2.8822664430555216
Xp-4dv,1.9584966711906207
Xp-5dv,1.3139833840229134
Xp-6dv,0.6938986701174475
Xp-7dv,0.38209090964954384
Xpc-4d,3.1340575178430115
Xpc-5d,5.1430125758403795
Xpc-6d,7.78652577980048
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.920023581542134
AATS0dv,10.551724137931034
AATS0pe,6.664548275862068
AATS0se,8.058594620689657
AATS1dv,9.935483870967742
AATS1pe,6.706967741935484
AATS1se,7.958098967741937
AATS2dv,9.208333333333334
AATS2pe,6.640625000000003
AATS2se,7.9013861666666685
AATS3dv,7.603174603174603
AATS3pe,6.655063492063492
AATS3se,8.039024571428573
AATS4dv,7.147540983606557
AATS4pe,6.704291803278689
AATS4se,8.14378124590164
AATS5dv,6.0754716981132075
AATS5pe,6.536990566037736
AATS5se,8.008484000000001
AATS6dv,6.659090909090909
AATS6pe,6.531197727272729
AATS6se,7.95693809090909
AATS7dv,4.526315789473684
AATS7pe,6.482578947368421
AATS7se,7.940979684210526
AATS8dv,3.40625
AATS8pe,6.275737500000001
AATS8se,7.7969802500000025
AATSC0Z,7.074910820451842
AATSC0c,0.03934683944094757
AATSC0d,0.6468489892984544
AATSC0i,1.3716901122417466
AATSC0m,33.416591236623056
AATSC0p,0.2341264209765874
AATSC0s,2.4091689787290265
AATSC0v,46.580169911272534
AATSC1Z,-0.22952706071880669
AATSC1c,-0.018291406799605725
AATSC1d,0.17962487054581724
AATSC1i,0.18009062674077217
AATSC1m,-0.8999974190479968
AATSC1p,0.031053837829074647
AATSC1s,-0.4270592271532011
AATSC1v,4.592777870610957
AATSC2Z,-0.014565992865636238
AATSC2c,0.0011711959985916617
AATSC2d,-0.05130301228695999
AATSC2i,-0.2676345153913928
AATSC2m,-0.16616997512882511
AATSC2p,-0.04255103219591192
AATSC2s,0.00015413749064165094
AATSC2v,-5.181216341227283
AATSC3Z,-0.531944208519714
AATSC3c,-0.0058081215969922485
AATSC3d,-0.06939961874563541
AATSC3i,-0.16393499268985284
AATSC3m,-2.4634423269350583
AATSC3p,-0.02517348731938209
AATSC3s,-0.3080013085958388
AATSC3v,-3.410031935406808
AATSC4Z,-0.1003489210736633
AATSC4c,0.011213177537278985
AATSC4d,-0.025594043001111084
AATSC4i,-0.06296013809396545
AATSC4m,-0.6393138290481675
AATSC4p,-0.014600318470354519
AATSC4s,0.09879220461372853
AATSC4v,-4.130428556041965
AATSC5Z,-0.698202947972988
AATSC5c,-0.013598502842871634
AATSC5d,-0.03591860543378277
AATSC5i,0.13599740783096412
AATSC5m,-3.053523258093464
AATSC5p,0.024231189149116525
AATSC5s,-0.480104422956598
AATSC5v,3.162917298381379
AATSC6Z,0.9219543833099124
