DLiP-ID,C001M2
DLiP-Mol-ID,32574
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H19N3S.ClH/c1-16(2)9-10-17(12-13-6-5-11-18-13)14-7-3-4-8-15-14;/h3-8,11H,9-10,12H2,1-2H3;1H"
Standard Inchi Key(RDKit),BONORRGKLJBGRV-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),297.855
MW Monoisotopic(RDKit),297.10664632
MolLogP(RDKit),3.1331
XLogP(SDF),
XLogP(CDK),2.844
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),19.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.816467223328079
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,19544.866551256076
qed,0.8164672233280793
Chi0,12.794682450997078
Chi1,8.75402019542349
TPSA,19.37
Chi0n,11.320909595314626
Chi0v,12.953902757170079
Chi1n,6.085919706374563
Chi1v,6.965572517629458
Chi2n,4.492131041865323
Chi2v,5.524376224227077
Chi3n,2.7172045254264185
Chi3v,3.578353767694206
Chi4n,1.7267767292275413
Chi4v,2.4462112893559826
MolMR,85.40800000000004
MolWt,297.85499999999996
fr_SH,0
Kappa1,15.955865921787705
Kappa2,8.147230220628897
Kappa3,5.185070687248655
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,444.9793408206845
MolLogP,3.133100000000002
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.804998915100675e-06
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,32.08476650803001
SMR_VSA7,46.78588887808834
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,124.8459797418582
NHOHCount,0
PEOE_VSA1,9.799819461700956
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,23.74381903911471
PEOE_VSA6,12.13273413692322
PEOE_VSA7,37.67450794120513
PEOE_VSA8,24.163503577139526
PEOE_VSA9,6.544756405912575
RingCount,2
SMR_VSA10,29.561681816949744
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,297.10664632
NumHDonors,0
PEOE_VSA10,5.817862777835028
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,37.06874502897722
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,4.877147193701299
SlogP_VSA6,41.90874168438704
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,0.0
EState_VSA4,25.452131995572753
EState_VSA5,4.877147193701299
EState_VSA6,11.336785877934737
EState_VSA7,18.3295777085363
EState_VSA8,52.45830592385329
EState_VSA9,0.0
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SlogP_VSA12,23.74381903911471
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,32.86954435941043
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.35714285714285715
VSA_EState10,1.7971223072562357
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,1
HallKierAlpha,-1.0999999999999999
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,19
HeavyAtomMolWt,277.69499999999994
MaxEStateIndex,4.449595616024188
MinEStateIndex,0.0
NumHeteroatoms,5
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.105263157894737
FpDensityMorgan2,1.9473684210526316
FpDensityMorgan3,2.526315789473684
MaxPartialCharge,0.12833110927204278
MinPartialCharge,-0.3501949924771408
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,4.449595616024188
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,6
NumSaturatedRings,0
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.3501949924771408
MinAbsPartialCharge,0.12833110927204278
NumRadicalElectrons,0
NumValenceElectrons,104
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,2
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,297.10664632000055
MZ,0.6752136752136755
Mi,1.1306867308039568
Mm,0.6358380885897328
Mp,0.6923976662060497
Mv,0.6146174200316271
SZ,26.333333333333343
Si,44.09678250135431
Sm,24.797685454999577
Sp,27.00350898203594
Sv,23.970079381233457
nB,0
nC,14
nF,0
nH,20
nI,0
nN,3
nO,0
nP,0
nS,1
nX,1
ABC,13.613368327506883
AMW,7.618119136410271
IC0,1.5803658519720645
IC1,3.2782054255931734
IC2,4.282340283509332
IC3,4.682587475161558
IC4,4.682587475161558
IC5,4.682587475161558
Mpe,0.9508295625942682
Mse,0.9925672773451367
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,85.40800000000004
SdO,0
SdS,0
Spe,37.08235294117646
SsF,0
SsI,0
Sse,38.71012381646033
StN,0
fMF,0.3333333333333333
nBr,0
nCl,1
BIC0,0.28947442927520944
BIC1,0.6004664321469111
BIC2,0.7843930618876818
BIC3,0.8577060401629055
BIC4,0.8577060401629055
BIC5,0.8577060401629055
CIC0,3.7050363668901842
CIC1,2.0071967932690753
CIC2,1.0030619353529167
CIC3,0.6028147437006908
CIC4,0.6028147437006908
CIC5,0.6028147437006908
GGI1,3.0
GGI2,1.333333333333334
GGI3,0.6597222222222222
GGI4,0.46611111111111125
GGI5,0.4027777777777778
GGI6,0.3095238095238095
GGI7,0.19359410430839
GGI8,0.11288265306122447
GGI9,0.0
JGI1,0.15789473684210525
JGI2,0.05555555555555558
JGI3,0.03298611111111111
JGI4,0.023305555555555562
JGI5,0.017512077294685985
JGI6,0.014069264069264065
JGI7,0.011387888488728824
JGI8,0.014110331632653059
JGI9,0.0
MIC0,20.008454838456608
MIC1,33.93906880569212
MIC2,38.790900181964645
MIC3,39.19434935115008
MIC4,39.19434935115008
MIC5,39.19434935115008
MPC2,24
MPC3,28
MPC4,34
MPC5,37
MPC6,36
MPC7,38
MPC8,34
MPC9,28
Mare,0.9587692307692313
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.24239311275058545
RPCG,0.10146398689577359
SIC0,0.2990057873612992
SIC1,0.6202376450923823
SIC2,0.8102203212135407
SIC3,0.8859472337697595
SIC4,0.8859472337697595
SIC5,0.8859472337697595
SaaN,4.449595616024188
SaaO,0
SaaS,1.7971223072562357
Sare,37.39200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,61.634268226910514
TIC1,127.85001159813376
TIC2,167.01127105686396
TIC3,182.62091153130075
TIC4,182.62091153130075
TIC5,182.62091153130075
Vabc,266.27187269267324
WPol,20
apol,45.09585999999997
bpol,27.594139999999996
nRot,6
ABCGG,12.11942186634359
ATS0Z,1216.0
ATS0d,106.0
ATS0i,6382.68344919198
ATS0m,4913.153221000003
ATS0p,64.72925809698002
ATS0v,8381.602227954008
ATS1Z,983.0
ATS1d,127.0
ATS1i,5769.397439801188
ATS1m,3680.1952969999984
ATS1p,72.09305063000002
ATS1v,9690.367492035037
ATS2Z,1317.0
ATS2d,203.0
ATS2i,10448.96089505577
ATS2m,4823.476552999999
ATS2p,101.31975332364098
ATS2v,13218.598051738494
ATS3Z,1189.0
ATS3d,208.0
ATS3i,12142.096782908362
ATS3m,4071.064527
ATS3p,106.960560513641
ATS3v,13311.20249256971
ATS4Z,1178.0
ATS4d,217.0
ATS4i,15029.09046058957
ATS4m,4125.633373999999
ATS4p,107.27222777546999
ATS4v,13120.771120430512
ATS5Z,1335.0
ATS5d,217.0
ATS5i,13957.543857987786
ATS5m,4768.28418
ATS5p,113.235236741225
ATS5v,14073.404881507773
ATS6Z,1362.0
ATS6d,203.0
ATS6i,12672.231272388575
ATS6m,4786.030834999998
