DLiP-ID,T003WY
SlogP_VSA3,11.21535880699783
SlogP_VSA4,3.5701822710653963
SlogP_VSA5,15.921440167465814
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,12.011146117099809
EState_VSA2,12.328001352277514
EState_VSA3,5.563451491696996
EState_VSA4,20.03655869484345
EState_VSA5,0.0
EState_VSA6,18.329577708536295
EState_VSA7,36.39820241076966
EState_VSA8,32.891637752021595
EState_VSA9,0.0
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,22.590870627068057
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.7813268642065543
VSA_EState9,56.77810949129167
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,14.69560176298435
EState_VSA11,0.0
FractionCSP3,0.1111111111111111
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,1
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.349999999999999
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,24
HeavyAtomMolWt,419.113
MaxEStateIndex,12.385386051272361
MinEStateIndex,-1.0559533257747538
NumHeteroatoms,6
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.125
FpDensityMorgan2,1.8333333333333333
FpDensityMorgan3,2.5833333333333335
MaxPartialCharge,0.3260573235982774
MinPartialCharge,-0.4797085147424389
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.385386051272361
MinAbsEStateIndex,0.21676516439909355
NumAliphaticRings,0
NumRotatableBonds,5
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4797085147424389
MinAbsPartialCharge,0.3260573235982774
NumRadicalElectrons,0
NumValenceElectrons,122
fr_para_hydroxylation,1
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,434.01274034000045
MZ,0.9145299145299141
Mi,1.109037389585421
Mm,0.9269995452886141
Mp,0.7679701366497776
Mv,0.7001026371687881
SZ,35.66666666666665
Si,43.25245819383142
Sm,36.15298226625595
Sp,29.950835329341327
Sv,27.304002849582734
nB,0
nC,18
nF,0
nH,15
nI,1
nN,2
nO,3
nP,0
nS,0
nX,1
ABC,18.620134937215553
AMW,11.128531803589755
IC0,1.6849689762403801
IC1,3.6627301030893182
IC2,4.362325295785325
IC3,4.926427859887889
IC4,5.182838116298146
IC5,5.234120167580197
MID,48.72188726001788
Mpe,0.985017596782302
Mse,1.0125310474909897
NdO,2
NdS,0
NsF,0
NsI,1
NtN,0
SMR,100.05170000000003
SdO,23.972124209498617
SdS,0
Spe,38.41568627450978
SsF,0
SsI,2.060563644501776
Sse,39.4887108521486
StN,0
fMF,0.48717948717948717
nBr,0
nCl,0
AMID,2.0300786358340783
BIC0,0.2985492400201707
BIC1,0.6489765117908712
BIC2,0.7729334605812216
BIC3,0.8728833078371773
BIC4,0.9183150565898844
BIC5,0.9274014063404259
CIC0,3.6004332426218686
CIC1,1.6226721157729305
CIC2,0.9230769230769234
CIC3,0.3589743589743595
CIC4,0.10256410256410309
CIC5,0.05128205128205199
GGI1,4.5
GGI2,3.1111111111111125
GGI3,1.9166666666666665
GGI4,0.9994444444444445
GGI5,0.8230555555555555
GGI6,0.6025396825396826
GGI7,0.38456632653061223
GGI8,0.24490583270345173
GGI9,0.12407407407407409
JGI1,0.17307692307692307
JGI2,0.08641975308641979
JGI3,0.05324074074074074
JGI4,0.03123263888888889
JGI5,0.027435185185185187
JGI6,0.019436763952892986
JGI7,0.013260907811400421
JGI8,0.01113208330470235
JGI9,0.00729847494553377
MIC0,31.548897058683885
MIC1,49.10886090994731
MIC2,55.09687337700541
MIC3,57.92251440264643
MIC4,58.74523235136438
MIC5,58.796924659056685
MPC2,36
MPC3,47
MPC4,59
MPC5,68
MPC6,67
MPC7,73
MPC8,75
MPC9,68
Mare,0.9933333333333337
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.21876787583933197
RPCG,0.14869627261828192
SIC0,0.31879673607945236
SIC1,0.6929898523177614
SIC2,0.8253535142921199
SIC3,0.9320819222247132
SIC4,0.9805948349213466
SIC5,0.9902974174606732
SaaN,0
SaaO,0
SaaS,0
Sare,38.740000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.482436539430587
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,65.71379007337482
TIC1,142.8464740204834
TIC2,170.1306865356277
TIC3,192.1306865356277
TIC4,202.1306865356277
TIC5,204.13068653562766
WPol,36
apol,50.017894999999996
bpol,21.604104999999997
nRot,5
ABCGG,15.757350963596673
ATS0Z,3762.0
ATS0d,139.0
ATS0i,6144.126008598835
ATS0m,19877.035744980898
ATS0p,89.84150557273496
ATS0s,222.02261945679015
ATS0v,10282.588353631882
ATS1Z,1372.0
ATS1d,175.0
ATS1i,5932.5831328265485
ATS1m,5560.098202170001
ATS1p,85.86496430600002
ATS1s,143.5414814814815
ATS1v,12117.463585789423
ATS2Z,2163.0
ATS2d,264.0
ATS2i,9844.627413756545
ATS2m,8800.813024340005
ATS2p,131.669922184849
ATS2s,247.50792592592597
ATS2v,17776.91748911287
ATS3Z,2610.0
ATS3d,289.0
ATS3i,13870.82849049757
ATS3m,10557.276230270001
ATS3p,154.50515560248994
ATS3s,291.74925925925925
ATS3v,19587.98461643293
ATS4Z,2715.0
ATS4d,268.0
ATS4i,14529.42755350145
ATS4m,10934.218620510002
ATS4p,140.80071837649
ATS4s,317.9471111111111
ATS4v,18107.63529249665
ATS5Z,1913.0
ATS5d,244.0
ATS5i,13583.831024523297
ATS5m,7219.6327256899995
ATS5p,120.441325106735
ATS5s,361.44407407407414
ATS5v,15899.41807270502
ATS6Z,2140.0
ATS6d,228.0
ATS6i,12489.288303714617
ATS6m,8519.6439971
ATS6p,120.95482351703698
ATS6s,310.2703703703704
ATS6v,15961.20687073526
ATS7Z,2593.0
ATS7d,205.0
ATS7i,12176.746576017898
ATS7m,10656.434833750001
ATS7p,116.860096200188
ATS7s,323.80370370370366
ATS7v,15354.482833179743
ATS8Z,1711.0
ATS8d,170.0
ATS8i,10292.427429266718
ATS8m,6825.7558641000005
ATS8p,99.85596286333902
ATS8s,251.06059259259266
ATS8v,12603.924883883805
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.1111111111111111
GGI10,0.037139067442097745
JGI10,0.0033762788583725223
JGT10,0.4259097498510598
Kier1,18.781065088757398
Kier2,8.589506172839506
Kier3,4.601177003168854
MAXdO,12.385386051272361
MAXsI,2.060563644501776
MID_C,37.67256948592561
MID_N,4.078814721902464
MID_O,5.202682543258022
MID_X,1.7678205089317767
MID_h,11.049317774092263
MINdO,11.586738158226254
MINsI,2.060563644501776
MPC10,69
MWC01,26.0
MWC02,4.8283137373023015
MWC03,5.673323267171493
MWC04,6.543911845564792
MWC05,7.4067107301776405
MWC06,8.280711075662847
MWC07,9.149421957006766
MWC08,10.024952689817304
MWC09,10.896313308888274
MWC10,11.772755752397206
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.198200000000001
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.2832037287379885
SRW05,2.3978952727983707
SRW06,6.787844982309579
SRW07,4.727387818712341
SRW08,8.37770121259764
SRW09,6.823286122355687
SRW10,10.010232109966116
SaaCH,16.551248667705018
SaaNH,3.1197318555756146
SaaSe,0
SaaaC,1.9100590469561975
SaasC,2.1186743541284496
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.438137335180985
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.619392885487528
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.0404084121618915
VE1_D,4.836238332678581
VE2_A,0.1683503505067455
VE2_D,0.20150993052827423
VE3_A,2.2718145163367747
VE3_D,2.4516059519108087
VR1_A,224.73634841473967
VR1_D,135.86128684377053
VR2_A,9.36401451728082
VR2_D,5.660886951823772
VR3_A,6.290396667658315
VR3_D,5.787103152909166
WPath,1379
Xc-3d,1.5769033811002735
Xc-4d,0.0
Xc-5d,0.4951995198844963
Xc-6d,0.0
Xp-0d,17.10408352775558
Xp-1d,11.558550648063802
Xp-2d,10.42420178217407
Xp-3d,8.61318778832624
Xp-4d,7.022297030348383
Xp-5d,5.366200160403264
Xp-6d,3.35019110489732
Xp-7d,2.384013482446512
ZMIC0,80.64620680334475
ZMIC1,51.14784800994979
ZMIC2,37.68213307474257
ZMIC3,31.155572742683695
ZMIC4,29.33891496697359
ZMIC5,29.17043280190373
nAcid,1
nAtom,39
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.21582445975981
piPC3,4.794756953773458
piPC4,5.353929446540927
piPC5,5.7907244047900095
piPC6,5.945543310502473
piPC7,6.279854376852971
piPC8,6.559200181468556
piPC9,6.392630060609112
AATS0Z,96.46153846153847
AATS0d,3.5641025641025643
AATS0i,157.54169252817525
AATS0m,509.6675832046384
AATS0p,2.303628348018845
AATS0s,5.692887678379234
AATS0v,263.6561116315867
AATS1Z,33.46341463414634
AATS1d,4.2682926829268295
AATS1i,144.69714958113533
AATS1m,135.61215127243906
AATS1p,2.0942674220975612
AATS1s,3.501011743450768
AATS1v,295.5478923363274
AATS2Z,32.28358208955224
AATS2d,3.9402985074626864
AATS2i,146.93473751875442
AATS2m,131.3554182737314
AATS2p,1.965222719176851
AATS2s,3.694148148148149
AATS2v,265.32712670317716
AATS3Z,29.0
AATS3d,3.2111111111111112
AATS3i,154.1203165610841
AATS3m,117.30306922522223
AATS3p,1.716723951138777
AATS3s,3.2416584362139917
AATS3v,217.6442735159214
AATS4Z,29.51086956521739
AATS4d,2.9130434782608696
AATS4i,157.9285603641462
AATS4m,118.85020239684785
AATS4p,1.5304425910488044
AATS4s,3.4559468599033814
AATS4v,196.8221227445288
AATS5Z,22.50588235294118
AATS5d,2.8705882352941177
AATS5i,159.80977675909762
AATS5m,84.93685559635294
AATS5p,1.4169567659615883
AATS5s,4.252283224400872
AATS5v,187.0519773259414
AATS6Z,27.088607594936708
AATS6d,2.8860759493670884
AATS6i,158.09225700904577
AATS6m,107.8435949
AATS6p,1.5310737154055314
AATS6s,3.9274730426629167
AATS6v,202.04059330044632
AATS7Z,33.675324675324674
AATS7d,2.6623376623376624
AATS7i,158.13956592231037
AATS7m,138.39525758116886
AATS7p,1.5176635870154285
AATS7s,4.205242905242905
AATS7v,199.4088679633733
AATS8Z,26.323076923076922
AATS8d,2.6153846153846154
AATS8i,158.34503737333412
AATS8m,105.01162867846155
AATS8p,1.536245582512908
AATS8s,3.862470655270656
AATS8v,193.90653667513547
AMID_C,1.5696903952469003
AMID_N,0.16995061341260267
AMID_O,0.21677843930241758
AMID_X,0.07365918787215736
AMID_h,0.4603882405871776
ATS0dv,335.02419753086417
ATS0pe,250.70460000000003
ATS0se,304.6819519999999
ATS1dv,328.6222222222222
ATS1pe,269.41600000000005
ATS1se,319.98267199999987
ATS2dv,454.08888888888885
ATS2pe,433.5387
ATS2se,519.0070880000001
ATS3dv,422.55555555555554
ATS3pe,568.2342000000001
ATS3se,693.1721839999999
ATS4dv,402.02222222222224
ATS4pe,589.7612999999998
ATS4se,721.6829999999998
ATS5dv,457.4666666666667
ATS5pe,542.6167999999999
ATS5se,666.323
ATS6dv,442.93333333333334
ATS6pe,508.14820000000003
ATS6se,621.4158679999998
ATS7dv,383.33333333333337
ATS7pe,500.76189999999997
ATS7se,612.4884920000001
ATS8dv,270.0888888888889
ATS8pe,413.3920000000001
ATS8se,509.93456799999996
ATSC0Z,2587.74358974359
ATSC0c,1.0160222135344037
ATSC0d,23.897435897435905
ATSC0i,61.97910497629584
ATSC0m,15042.197117590114
ATSC0p,25.693048643734354
ATSC0s,83.40956083823993
ATSC0v,2186.8068029691863
ATSC1Z,-16.397107166337936
ATSC1c,-0.6592088825105479
ATSC1d,5.67192636423406
ATSC1i,4.863901658942897
ATSC1m,-75.7692029420106
ATSC1p,1.0949183410769594
ATSC1s,-7.397246756503598
ATSC1v,154.52789772038028
ATSC2Z,15.543063773832996
ATSC2c,0.12635340791645477
ATSC2d,-5.541748849441154
ATSC2i,-8.36759668766295
ATSC2m,82.00500258105868
ATSC2p,-0.13517938157348403
ATSC2s,19.886578908158203
ATSC2v,-319.6236540186146
ATSC3Z,-63.10059171597633
ATSC3c,0.29186106556147806
ATSC3d,-8.865877712031557
ATSC3i,-6.910417179327229
ATSC3m,-366.57530465903324
ATSC3p,0.7695886341058398
ATSC3s,-7.239516104706943
ATSC3v,-233.25272461947355
ATSC4Z,-199.67718606180142
ATSC4c,-0.5071734835174249
ATSC4d,-3.347797501643656
ATSC4i,-22.405297854606403
ATSC4m,-1131.6790425287593
ATSC4p,-7.070875939237976
ATSC4s,-35.25096487957077
ATSC4v,-708.4401193103415
ATSC5Z,-213.7744904667981
ATSC5c,0.2284299052476518
ATSC5d,0.09533201840894062
ATSC5i,0.010434608394417566
ATSC5m,-1194.4549904224452
ATSC5p,-2.0950138080443756
ATSC5s,39.389763868540015
ATSC5v,-102.83760221972162
ATSC6Z,-8.301117685733029
ATSC6c,0.02795050840695696
ATSC6d,-4.407626561472716
ATSC6i,1.7465684740433076
ATSC6m,-91.60964433949023
ATSC6p,1.2093244079656036
ATSC6s,-1.6881330889197257
ATSC6v,182.37873974830336
ATSC7Z,-54.49375410913869
ATSC7c,0.05093863585896526
ATSC7d,1.0486522024983553
ATSC7i,-5.940366489752956
ATSC7m,-459.7705488298327
ATSC7p,-6.074014546249197
ATSC7s,-18.29425713077003
ATSC7v,-90.63950721758131
ATSC8Z,-96.11111111111114
ATSC8c,-0.047208648653906074
ATSC8d,2.7863247863247844
ATSC8i,8.59576514514805
ATSC8m,-500.7866750538773
ATSC8p,3.6604395380916044
ATSC8s,-28.333705888361287
ATSC8v,277.23139759559473
AXp-0d,0.7126701469898159
AXp-1d,0.4445596403101462
AXp-2d,0.2895611606159464
AXp-3d,0.18325931464523915
AXp-4d,0.11902198356522684
AXp-5d,0.07891470824122447
AXp-6d,0.0500028523119003
AXp-7d,0.03265771893762345
GATS1Z,0.4738472261360016
GATS1c,1.5986823384492932
GATS1d,0.8338480058620327
GATS1i,0.9537358294255551
GATS1m,0.4707293241151581
GATS1p,0.5333953297082865
GATS1s,0.660661730106946
GATS1v,0.7058746109185283
GATS2Z,0.5708367360399801
GATS2c,0.7810359036439354
GATS2d,1.281596310294023
GATS2i,1.0887561603070366
GATS2m,0.5694265755136715
GATS2p,0.6615595995512215
GATS2s,0.45492764883197445
GATS2v,0.9132497895548443
GATS3Z,0.861741741146628
GATS3c,0.7835784357110746
GATS3d,1.2367668097281828
GATS3i,1.0391700205283627
GATS3m,0.8606998800178272
GATS3p,0.8653884226082135
GATS3s,0.8529749439833828
GATS3v,0.9861965922913917
GATS4Z,1.0577706157919633
GATS4c,1.3146208088941849
GATS4d,1.0716085090501957
GATS4i,1.1564835232194306
GATS4m,1.05751803772506
GATS4p,1.1222834060171225
GATS4s,1.330770785635619
GATS4v,1.090430126315871
GATS5Z,0.7561709275771504
GATS5c,1.0389440742440095
GATS5d,1.0289068417066396
GATS5i,0.9763820929036199
GATS5m,0.7474395320662534
GATS5p,0.8259081372571047
GATS5s,0.9889930708277377
GATS5v,0.954054994342859
GATS6Z,0.7581161187521933
GATS6c,1.234885687948156
GATS6d,1.1171157711740096
GATS6i,0.9556690018970462
GATS6m,0.753909224928272
GATS6p,0.7928054247333697
GATS6s,1.2235371164318531
GATS6v,0.8820579260147537
GATS7Z,1.2168200104130822
GATS7c,1.2731426767864142
GATS7d,0.939621537261022
GATS7i,1.0041492244214365
GATS7m,1.2246784949430074
GATS7p,1.2666943148553778
GATS7s,1.6024471452706877
GATS7v,1.0055446497620273
GATS8Z,0.9233229622877073
GATS8c,1.1622850519884482
GATS8d,0.8684549356223172
GATS8i,0.8310979859789052
GATS8m,0.9170577572316793
GATS8p,0.8497025415137829
GATS8s,1.6370898096582602
GATS8v,0.8961769219976221
MATS1Z,-0.00602735461967489
MATS1c,-0.6171640179746347
MATS1d,0.2257667748351304
MATS1i,0.0746483539114381
MATS1m,-0.004791397406807766
MATS1p,0.0405365554214488
MATS1s,-0.0843596990632085
MATS1v,0.06721670670245716
MATS2Z,0.0034962718363553687
MATS2c,0.07238916399483417
MATS2d,-0.13498494651207468
MATS2i,-0.07858601073861034
MATS2m,0.0031733565821930932
MATS2p,-0.0030625601026609563
MATS2s,0.13878228941477014
MATS2v,-0.08507820142136625
MATS3Z,-0.010566576167733497
MATS3c,0.12447870403346382
MATS3d,-0.16076537911301853
MATS3i,-0.048314897612462514
MATS3m,-0.010560245783498286
MATS3p,0.012979713413412189
MATS3s,-0.03761107975927339
MATS3v,-0.046220900964456524
MATS4Z,-0.03271025923593167
MATS4c,-0.2116070417608671
MATS4d,-0.0593860794924426
MATS4i,-0.15324354888983407
MATS4m,-0.03189251566168732
MATS4p,-0.11666332715213024
MATS4s,-0.17915624608819677
MATS4v,-0.1373312935972153
MATS5Z,-0.03790358774452488
MATS5c,0.10315622429585161
MATS5d,0.0018303458722544643
MATS5i,7.724609533144032e-05
MATS5m,-0.03643377693729646
MATS5p,-0.0374125174050809
MATS5s,0.21667720461817627
MATS5v,-0.021576808496585175
MATS6Z,-0.001583626808922988
MATS6c,0.01358075843985323
MATS6d,-0.09105231705329492
MATS6i,0.013911624030438031
MATS6m,-0.0030065431226993624
MATS6p,0.023236178014991695
MATS6s,-0.009991446417483812
MATS6v,0.041171937973996035
MATS7Z,-0.01066594569497801
MATS7c,0.02539323249877899
MATS7d,0.022225628448804383
MATS7i,-0.048544699933989174
MATS7m,-0.015481169116375317
MATS7p,-0.11973857087498878
MATS7s,-0.11108945245290748
MATS7v,-0.020993313984181493
MATS8Z,-0.022284536572798802
MATS8c,-0.027878513692933666
MATS8d,0.0699570815450643
MATS8i,0.08321286809580941
MATS8m,-0.01997527373716962
MATS8p,0.08548085333542368
MATS8s,-0.20381624554990888
MATS8v,0.07606471606522648
MAXsOH,9.482436539430587
MINsOH,9.482436539430587
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.7890847586645
SpAD_D,236.48568137044225
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.21676516439909355
SssNH2,0
SsssAs,0
SsssCH,-0.9928590325018904
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,612
TMWC10,124.5764143639886
TSRW10,72.37784316102986
VE1_Dt,4.81185562952723
VE2_Dt,0.20049398456363457
VE3_Dt,2.446551532839872
VR1_Dt,136.59001112124741
VR2_Dt,5.691250463385309
VR3_Dt,5.792452556789353
Xc-3dv,0.8903286875111969
Xc-4dv,0.0
Xc-5dv,0.18930568881105536
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.37079081189859814
Xch-7d,0.5183302655254134
Xp-0dv,14.779782413696042
Xp-1dv,8.470789228122257
Xp-2dv,6.569943668357994
Xp-3dv,4.761539198912966
Xp-4dv,3.234177478501915
Xp-5dv,1.9813569631217636
Xp-6dv,1.104701633495766
Xp-7dv,0.6187949857240332
Xpc-4d,3.825332905797114
Xpc-5d,5.669567481145144
Xpc-6d,8.087897580732864
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,1
nHBAcc,2
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.636720329409261
AATS0dv,8.590364039252927
AATS0pe,6.4283230769230775
AATS0se,7.812357743589741
AATS1dv,8.015176151761517
AATS1pe,6.571121951219514
AATS1se,7.804455414634143
AATS2dv,6.777446102819236
AATS2pe,6.470726865671642
AATS2se,7.746374447761195
AATS3dv,4.6950617283950615
AATS3pe,6.313713333333334
AATS3se,7.7019131555555544
AATS4dv,4.369806763285024
AATS4pe,6.410448913043476
AATS4se,7.8443804347826065
AATS5dv,5.381960784313726
AATS5pe,6.383727058823529
AATS5se,7.8390941176470585
AATS6dv,5.606751054852321
AATS6pe,6.432255696202532
AATS6se,7.8660236455696175
AATS7dv,4.978354978354979
AATS7pe,6.503401298701299
AATS7se,7.954396000000001
AATS8dv,4.155213675213675
AATS8pe,6.359876923076925
AATS8se,7.8451471999999995
AATSC0Z,66.35239973701512
AATSC0c,0.026051851629087273
AATSC0d,0.6127547666009207
AATSC0i,1.5892078199050215
AATSC0m,385.6973619894901
AATSC0p,0.6587961190701116
AATSC0s,2.1387066881599983
AATSC0v,56.07196930690221
AATSC1Z,-0.39992944308141304
AATSC1c,-0.016078265427086534
AATSC1d,0.13833966742034293
AATSC1i,0.11863174777909505
AATSC1m,-1.8480293400490388
AATSC1p,0.026705325392120963
AATSC1s,-0.18042065259764875
AATSC1v,3.7689731151312262
AATSC2Z,0.23198602647511934
AATSC2c,0.0018858717599470863
AATSC2d,-0.08271266939464408
AATSC2i,-0.12488950280093955
AATSC2m,1.2239552624038608
AATSC2p,-0.0020176027100520006
AATSC2s,0.2968146105695254
AATSC2v,-4.770502298785293
AATSC3Z,-0.7011176857330703
AATSC3c,0.0032429007284608675
AATSC3d,-0.09850975235590619
AATSC3i,-0.07678241310363589
AATSC3m,-4.073058940655925
AATSC3p,0.00855098482339822
AATSC3s,-0.08043906783007714
AATSC3v,-2.591696940216373
AATSC4Z,-2.1704041963239287
AATSC4c,-0.0055127552556241835
AATSC4d,-0.03638910327873539
AATSC4i,-0.24353584624572178
