DLiP-ID,J1005S
DLiP-Mol-ID,36910
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H21N3O2/c1-3-20(4-2)14-9-7-13(8-10-14)19-17(21)15-11-18-22-16(15)12-5-6-12/h7-12H,3-6H2,1-2H3,(H,19,21)"
Standard Inchi Key(RDKit),FXWXQNMFLBJXBX-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(NC(=O)c2cnoc2C2CC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),299.374
MW Monoisotopic(RDKit),299.163376912
MolLogP(RDKit),3.6505
XLogP(SDF),
XLogP(CDK),3.13
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),58.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.884208544121585
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,204992.35782984956
qed,0.884208544121585
Chi0,15.526733258565956
Chi1,10.723876650462412
TPSA,58.370000000000005
Chi0n,13.00345251181159
Chi0v,13.00345251181159
Chi1n,7.834511313366102
Chi1v,7.834511313366102
