DLiP-ID,C000RR
NumAliphaticRings,0
NumRotatableBonds,3
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.507966250779788
MinAbsPartialCharge,0.1928329453990816
NumRadicalElectrons,0
NumValenceElectrons,102
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,4
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,272.0684734840003
MZ,0.7395833333333333
Mi,1.1105833825475342
Mm,0.7083506785446674
Mp,0.6935163922155689
Mv,0.6820300732749849
SZ,23.666666666666664
Si,35.538668241521094
Sm,22.667221713429356
Sp,22.192524550898206
Sv,21.824962344799516
nB,0
nC,15
nF,0
nH,12
nI,0
nN,0
nO,5
nP,0
nS,0
nX,0
ABC,15.274871060063752
AMW,8.50213979637501
IC0,1.4614828307119232
IC1,2.6875
IC2,3.5625
IC3,4.5625
IC4,4.9375
IC5,5.0
MID,39.80991120500016
Mpe,1.0030637254901962
Mse,1.030635469774217
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,72.9077
SdO,11.900076215671454
SdS,0
Spe,32.09803921568628
SsF,0
SsI,0
Sse,32.980335032774946
StN,0
fMF,0.46875
nBr,0
nCl,0
AMID,1.990495560250008
BIC0,0.27278929433669696
BIC1,0.5016283552046603
BIC2,0.6649492150387357
BIC3,0.8516016262776791
BIC4,0.9215962804922829
BIC5,0.9332620561947168
CIC0,3.5385171692880766
CIC1,2.3125
CIC2,1.4375
CIC3,0.4375
CIC4,0.0625
CIC5,0.0
GGI1,5.0
GGI2,2.4444444444444455
GGI3,1.875
GGI4,1.106666666666667
GGI5,0.5208333333333334
GGI6,0.3861224489795918
GGI7,0.23958333333333331
GGI8,0.15570672713529854
GGI9,0.17375000000000002
JGI1,0.2380952380952381
JGI2,0.08429118773946365
JGI3,0.06465517241379311
JGI4,0.044266666666666676
JGI5,0.030637254901960786
JGI6,0.022713085234093634
JGI7,0.01409313725490196
JGI8,0.010380448475686569
JGI9,0.017375
MIC0,13.384022233842302
MIC1,24.7705625
MIC2,35.2801875
MIC3,41.16206249999999
MIC4,42.476999999999975
MIC5,42.54
MPC2,29
MPC3,35
MPC4,43
MPC5,46
MPC6,43
MPC7,34
MPC8,36
MPC9,36
Mare,1.0174999999999998
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,4
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19922262319009557
RPCG,0.11496699909268399
SIC0,0.29229656614238464
SIC1,0.5375
SIC2,0.7125
SIC3,0.9125
SIC4,0.9875
SIC5,1.0
SaaN,0
SaaO,0
SaaS,0
Sare,32.559999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,37.42786721792584
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,46.76745058278154
TIC1,86.0
TIC2,114.0
TIC3,146.0
TIC4,158.0
TIC5,160.0
Vabc,244.34278258563606
WPol,29
apol,37.06151599999999
bpol,12.906483999999995
nRot,3
ABCGG,12.799440272580025
ATS0Z,872.0
ATS0d,112.0
ATS0i,5048.1835946534875
ATS0m,3455.994588
ATS0p,50.384874858188
ATS0s,256.44444444444446
ATS0v,7807.712344232894
ATS1Z,896.0
ATS1d,134.0
ATS1i,4761.143828002801
ATS1m,3430.4105529999997
ATS1p,62.366526424
ATS1s,145.33333333333337
ATS1v,9535.865391834399
ATS2Z,1284.0
ATS2d,196.0
ATS2i,7004.977004118001
ATS2m,4904.799949
ATS2p,88.6533862
ATS2s,216.8888888888889
ATS2v,13368.848481405852
ATS3Z,1421.0
ATS3d,204.0
ATS3i,10007.524648029099
ATS3m,5249.186305
ATS3p,97.176730986547
ATS3s,293.33333333333337
ATS3v,14476.989244650014
ATS4Z,1357.0
ATS4d,177.0
ATS4i,10732.285187766789
ATS4m,5006.8844690000005
ATS4p,84.735810901339
ATS4s,420.8888888888889
ATS4v,12380.529278108479
ATS5Z,930.0
ATS5d,145.0
ATS5i,9322.596356290192
ATS5m,3251.730205
ATS5p,69.465376932792
ATS5s,250.88888888888886
ATS5v,9931.132027267877
ATS6Z,847.0
ATS6d,129.0
ATS6i,7477.186040920589
ATS6m,3112.904041
ATS6p,59.722446223339
ATS6s,215.44444444444446
ATS6v,8626.23877796741
ATS7Z,819.0
ATS7d,121.0
ATS7i,6182.449623674695
ATS7m,3030.8965569999996
ATS7p,56.637360484244994
ATS7s,176.88888888888889
ATS7v,8411.338420122775
ATS8Z,790.0
ATS8d,109.0
ATS8i,6171.828651373949
ATS8m,2863.6595749999997
ATS8p,54.597307319698004
ATS8s,204.55555555555554
ATS8v,7958.3977400724525
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.03305785123966942
JGI10,0.004722550177095631
JGT10,0.5312297409589
Kier1,16.3718820861678
Kier2,7.319857312722949
Kier3,4.496326530612245
MAXdO,11.900076215671454
MID_C,30.985891230807777
MID_N,0.0
MID_O,8.824019974192378
MID_X,0.0
MID_h,8.824019974192378
MINdO,11.900076215671454
MPC10,38
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.43372200355424
MWC04,6.297109319933935
MWC05,7.1284959456800365
MWC06,7.994632311431825
MWC07,8.830981510952498
MWC08,9.698859035219632
MWC09,10.537866200180416
MWC10,11.407309361096962
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.4051000000000005
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,0.0
SRW06,6.5638555265321274
SRW07,0.0
SRW08,8.149890544402423
SRW09,0.0
SRW10,9.782618510055139
SaaCH,8.104456467721258
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.8205437977660178
SaasN,0
SdCH2,0
SddsN,0
SdsCH,2.6584448223733936
SdssC,-0.6036342592592592
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.693685309724214
VE1_D,4.409574600355198
VE2_A,0.1846842654862107
VE2_D,0.2204787300177599
VE3_A,1.9997718691370174
VE3_D,2.176925402861403
VR1_A,183.8429499280944
VR1_D,100.6976396355622
VR2_A,9.19214749640472
VR2_D,5.03488198177811
VR3_A,5.907229040702749
VR3_D,5.305269540442345
WPath,886
Xc-3d,1.599692306719216
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,14.698306133819765
Xp-1d,9.46923425058676
Xp-2d,8.78902608495719
Xp-3d,6.685190253504842
Xp-4d,5.671204626301108
Xp-5d,3.659378515343581
Xp-6d,2.4623008727535005
Xp-7d,1.131882300681255
ZMIC0,69.22117115147441
ZMIC1,55.6875
ZMIC2,36.1875
ZMIC3,24.9375
ZMIC4,22.375
ZMIC5,22.1875
nAcid,0
nAtom,32
nBase,0
nRing,2
piPC1,3.4011973816621555
piPC2,4.007333185232471
piPC3,4.548599834499697
piPC4,5.065754593317335
piPC5,5.513932651441455
piPC6,5.630091082387695
piPC7,5.654679761648469
piPC8,5.968227905327517
piPC9,6.248767950068896
AATS0Z,27.25
AATS0d,3.5
AATS0i,157.75573733292148
AATS0m,107.999830875
AATS0p,1.574527339318375
AATS0s,8.01388888888889
AATS0v,243.99101075727793
AATS1Z,27.151515151515152
AATS1d,4.0606060606060606
AATS1i,144.27708569705456
AATS1m,103.95183493939393
AATS1p,1.889894740121212
AATS1s,4.404040404040405
AATS1v,288.9656179343757
AATS2Z,26.20408163265306
AATS2d,4.0
AATS2i,142.9587143697551
AATS2m,100.09795814285715
AATS2p,1.8092527795918367
AATS2s,4.426303854875284
AATS2v,272.8336424776704
AATS3Z,21.53030303030303
AATS3d,3.090909090909091
AATS3i,151.62916133377422
AATS3m,79.53312583333333
AATS3p,1.4723747119173787
AATS3s,4.444444444444445
AATS3v,219.34832188863658
AATS4Z,19.955882352941178
AATS4d,2.6029411764705883
AATS4i,157.82772334951161
AATS4m,73.63065395588237
AATS4p,1.2461148661961616
AATS4s,6.189542483660131
AATS4v,182.06660703100704
AATS5Z,16.03448275862069
AATS5d,2.5
AATS5i,160.7344199360378
AATS5m,56.06431387931034
AATS5p,1.1976789126343448
AATS5s,4.325670498084291
AATS5v,171.22641426323926
AATS6Z,18.02127659574468
AATS6d,2.74468085106383
AATS6i,159.08906470043806
AATS6m,66.23200087234042
AATS6p,1.2706903451774254
AATS6s,4.583924349881797
AATS6v,183.53699527590234
AATS7Z,20.475
AATS7d,3.025
AATS7i,154.56124059186737
AATS7m,75.772413925
AATS7p,1.4159340121061248
AATS7s,4.4222222222222225
AATS7v,210.28346050306936
AATS8Z,19.75
AATS8d,2.725
AATS8i,154.2957162843487
AATS8m,71.591489375
AATS8p,1.3649326829924502
AATS8s,5.113888888888889
AATS8v,198.95994350181132
AMID_C,1.5492945615403888
AMID_N,0.0
AMID_O,0.44120099870961893
AMID_X,0.0
AMID_h,0.44120099870961893
ATS0dv,320.0
ATS0pe,214.7855
ATS0se,260.487888
ATS1dv,299.0
ATS1pe,223.052
ATS1se,265.64340400000003
ATS2dv,405.0
ATS2pe,323.4675
ATS2se,385.96128400000003
ATS3dv,442.0
ATS3pe,437.042
ATS3se,529.71838
ATS4dv,423.0
ATS4pe,448.2774999999999
ATS4se,548.7371479999999
ATS5dv,247.0
ATS5pe,377.691
ATS5se,467.22142
ATS6dv,260.0
ATS6pe,299.1106
ATS6se,369.865972
ATS7dv,235.0
ATS7pe,261.399
ATS7se,319.119724
ATS8dv,222.0
ATS8pe,264.9856
ATS8se,322.789292
ATSC0Z,241.875
ATSC0c,1.6146125901721065
ATSC0d,20.875
ATSC0i,43.78097592735183
ATSC0m,1139.6405399999999
ATSC0p,7.461250851367499
ATSC0s,100.38888888888889
ATSC0v,1503.5443943710816
ATSC1Z,-25.05859375
ATSC1c,-0.8569516962415606
ATSC1d,5.22265625
ATSC1i,11.858054158016785
ATSC1m,-107.36899099999994
ATSC1p,1.9680367077131409
ATSC1s,-24.984375
ATSC1v,241.45023633579532
ATSC2Z,-5.37109375
ATSC2c,0.12773916857657572
ATSC2d,-5.33984375
ATSC2i,-11.612080702733987
ATSC2m,-29.891098999999883
ATSC2p,-1.8756365409236082
ATSC2s,0.9322916666666681
ATSC2v,-249.56296787485445
ATSC3Z,-83.8671875
ATSC3c,-0.6993164921461037
ATSC3d,-9.6796875
ATSC3i,-17.8510283789072
ATSC3m,-396.4162069999999
ATSC3p,-3.019475062120718
ATSC3s,-39.94097222222222
ATSC3v,-577.5207376426563
ATSC4Z,77.890625
ATSC4c,1.4045324487034154
ATSC4d,-5.671875
ATSC4i,-11.902968968904606
ATSC4m,340.0252610000001
ATSC4p,-2.2372599956096875
ATSC4s,83.38194444444443
ATSC4v,-322.2498140720163
ATSC5Z,-115.5859375
ATSC5c,-1.1604326748593374
ATSC5d,4.7265625
ATSC5i,6.529586722414885
ATSC5m,-529.335599
ATSC5p,0.9469040681787807
ATSC5s,-57.3576388888889
ATSC5v,-100.0421209425592
ATSC6Z,64.05859375
ATSC6c,0.46572841738086035
ATSC6d,2.96484375
ATSC6i,8.5973751760496
ATSC6m,306.2935089999999
ATSC6p,1.662788621428234
ATSC6s,8.87326388888889
ATSC6v,438.91005702196003
ATSC7Z,-8.59375
ATSC7c,-0.10414216584017999
ATSC7d,-3.03125
ATSC7i,0.1680782287944117
ATSC7m,-34.808099
ATSC7p,0.15641039735612522
ATSC7s,-18.916666666666664
ATSC7v,68.74328194493728
ATSC8Z,-68.65625
ATSC8c,0.049448993303474034
ATSC8d,-1.53125
ATSC8i,-10.698089450892013
ATSC8m,-329.58850899999993
ATSC8p,-2.0402357794974995
ATSC8s,-1.5555555555555607
ATSC8v,-512.4141997181474
AXp-0d,0.7349153066909883
AXp-1d,0.4509159166946076
AXp-2d,0.3030698649985238
AXp-3d,0.19100543581442406
AXp-4d,0.13188847968142112
AXp-5d,0.07955170685529524
AXp-6d,0.05726281099426745
AXp-7d,0.03329065590238985
GATS1Z,0.8078302403883798
GATS1c,1.339272455886809
GATS1d,0.8550172382507712
GATS1i,0.7674167224062909
GATS1m,0.8024332776708594
GATS1p,0.7485965087335056
GATS1s,0.9950193691200884
GATS1v,0.720707154573138
GATS2Z,0.7062173706691979
GATS2c,0.5805610591498463
GATS2d,1.3638030062324331
GATS2i,1.1916393812228443
GATS2m,0.7162230636158241
GATS2p,1.172786469898689
GATS2s,0.630902499350598
GATS2v,1.0197542391185028
GATS3Z,1.0389162947302482
GATS3c,1.0613951802467574
GATS3d,1.2375249500998005
GATS3i,1.1794524244484166
GATS3m,1.0403868432085004
GATS3p,1.167622442852557
GATS3s,1.1036709094263049
GATS3v,1.1106207135259667
GATS4Z,0.8556923544611643
GATS4c,0.5537541976191284
GATS4d,1.0591757661148293
GATS4i,1.0859113352455585
GATS4m,0.8656979927558355
GATS4p,1.1004707926395385
GATS4s,0.6567026921449266
GATS4v,1.074721880808634
GATS5Z,1.3136950904392763
GATS5c,1.3907418055237641
GATS5d,0.755316952302292
GATS5i,0.8715953406170422
GATS5m,1.3032840079057768
GATS5p,0.8829651468588846
GATS5s,1.4774440394633894
GATS5v,1.010781249100169
GATS6Z,0.8439826268623892
GATS6c,0.6577984633811567
GATS6d,0.8846986877309212
GATS6i,0.8277837391048504
GATS6m,0.8432481705843173
GATS6p,0.8266233441042515
GATS6s,0.9154470204523777
GATS6v,0.8281642142488089
GATS7Z,0.9580361757105942
GATS7c,0.8821578374630815
GATS7d,1.1694610778443115
GATS7i,0.97346081463689
GATS7m,0.9550595162883552
GATS7p,0.9581428616639415
GATS7s,1.1292612064194796
GATS7v,0.9239503979264966
GATS8Z,1.1518863049095607
GATS8c,0.9815161634156796
GATS8d,0.8724550898203594
GATS8i,1.166193764129676
GATS8m,1.1554758130247809
GATS8p,1.18035697628402
GATS8s,0.9379773104593248
GATS8v,1.2051762158861785
MATS1Z,-0.10046198418291442
MATS1c,-0.5146643028056299
MATS1d,0.24260569769551807
MATS1i,0.2626419110120314
MATS1m,-0.0913580919226699
MATS1p,0.25577470450173406
MATS1s,-0.24133420536298233
MATS1v,0.15572108371656943
MATS2Z,-0.014501924800928124
MATS2c,0.05166657212615619
MATS2d,-0.16705364780642795
MATS2i,-0.17321221105681467
MATS2m,-0.017128837584424333
MATS2p,-0.16416892026742083
MATS2s,0.00606484984696702
MATS2v,-0.10839713013983403
MATS3Z,-0.16811526113851696
MATS3c,-0.20999622058592643
MATS3d,-0.22482308111050628
MATS3i,-0.19768961013711178
MATS3m,-0.16865124623711025
MATS3p,-0.19621212824371062
MATS3s,-0.19290302024114975
MATS3v,-0.18623331353760714
MATS4Z,0.15154278765769874
MATS4c,0.40935915554715996
MATS4d,-0.12786192321239873
MATS4i,-0.12794134994003253
MATS4m,0.14040557694570238
MATS4p,-0.14110613008475995
MATS4s,0.39086558807252836
MATS4v,-0.10085965661921155
MATS5Z,-0.26365499420832217
MATS5c,-0.39652776217701075
MATS5d,0.12492256865579186
MATS5i,0.08228529696204483
MATS5m,-0.25626258173869704
MATS5p,0.07001906799897717
MATS5s,-0.3152300440814458
MATS5v,-0.03671035796512918
MATS6Z,0.18031777447908076
MATS6c,0.19638871290835294
MATS6d,0.09670021658810041
MATS6i,0.13370035525179386
MATS6m,0.1829877528284563
MATS6p,0.1517321189671548
MATS6s,0.06017967949699161
MATS6v,0.19875194930575552
MATS7Z,-0.028423772609819122
MATS7c,-0.051599828453748976
MATS7d,-0.11616766467065867
MATS7i,0.003071255955067116
MATS7m,-0.02443444070531222
MATS7p,0.016770420989393037
MATS7s,-0.1507470946319867
MATS7v,0.03657665564238531
MATS8Z,-0.2270801033591731
MATS8c,0.024500734655216884
MATS8d,-0.058682634730538925
MATS8i,-0.195483800427728
MATS8m,-0.2313631342037025
MATS8p,-0.21875536101280552
MATS8s,-0.012396236856668552
MATS8v,-0.2726433361789682
MAXsOH,9.56840450995213
MINsOH,9.130034878174309
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.358181412249994
SpAD_D,182.99157510634666
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,381
TMWC10,112.94409620489081
TSRW10,53.326468898903485
VE1_Dt,4.4098283695242815
VE2_Dt,0.22049141847621406
VE3_Dt,2.1769829507861367
VR1_Dt,100.53848872130462
VR2_Dt,5.026924436065231
VR3_Dt,5.303687807095172
Xc-3dv,0.49582125333738314
Xc-4dv,0.0
Xc-5dv,0.04700625249311488
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1388888888888889
Xch-7d,0.34100058005385814
Xp-0dv,10.315904825980704
Xp-1dv,5.735302682179977
Xp-2dv,4.1481378396255515
Xp-3dv,2.6481309684661962
Xp-4dv,1.6905051641383309
Xp-5dv,1.0057313503011955
Xp-6dv,0.4793141764402684
Xp-7dv,0.21580543455387896
Xpc-4d,2.9989586939885657
Xpc-5d,5.137323714086162
Xpc-6d,6.656869267545583
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,0
nHBAcc,5
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,6.564912795353081
AATS0dv,10.0
AATS0pe,6.712046875
AATS0se,8.1402465
AATS1dv,9.06060606060606
AATS1pe,6.759151515151515
AATS1se,8.049800121212122
AATS2dv,8.26530612244898
AATS2pe,6.601377551020407
AATS2se,7.876760897959184
AATS3dv,6.696969696969697
AATS3pe,6.621848484848485
AATS3se,8.02603606060606
AATS4dv,6.220588235294118
AATS4pe,6.592316176470587
AATS4se,8.06966394117647
AATS5dv,4.258620689655173
AATS5pe,6.511913793103448
AATS5se,8.055541724137932
AATS6dv,5.531914893617022
AATS6pe,6.364055319148935
AATS6se,7.869488765957446
AATS7dv,5.875
AATS7pe,6.534975
AATS7se,7.977993100000001
AATS8dv,5.55
AATS8pe,6.624639999999999
AATS8se,8.0697323
AATSC0Z,7.55859375
AATSC0c,0.05045664344287833
AATSC0d,0.65234375
AATSC0i,1.3681554977297448
AATSC0m,35.613766874999996
AATSC0p,0.23316408910523434
AATSC0s,3.1371527777777777
AATSC0v,46.9857623240963
AATSC1Z,-0.7593513257575758
AATSC1c,-0.025968233219441233
AATSC1d,0.1582623106060606
AATSC1i,0.3593349744853571
AATSC1m,-3.253605787878786
AATSC1p,0.0596374759913073
AATSC1s,-0.7571022727272727
AATSC1v,7.316673828357434
AATSC2Z,-0.10961415816326531
AATSC2c,0.002606921807685219
AATSC2d,-0.10897640306122448
AATSC2i,-0.23698123883130587
AATSC2m,-0.6100224285714262
AATSC2p,-0.03827829675354302
AATSC2s,0.019026360544217715
AATSC2v,-5.093121793364377
AATSC3Z,-1.2707149621212122
AATSC3c,-0.010595704426456116
AATSC3d,-0.14666193181818182
AATSC3i,-0.2704701269531394
AATSC3m,-6.006306166666665
AATSC3p,-0.04574962215334421
AATSC3s,-0.6051662457912458
AATSC3v,-8.750314206706914
AATSC4Z,1.1454503676470589
AATSC4c,0.020654888951520817
AATSC4d,-0.08340992647058823
AATSC4i,-0.17504366130742066
AATSC4m,5.000371485294119
AATSC4p,-0.03290088228837776
AATSC4s,1.226205065359477
AATSC4v,-4.73896785400024
AATSC5Z,-1.9928609913793103
AATSC5c,-0.020007459911367886
AATSC5d,0.08149245689655173
AATSC5i,0.1125790814209463
AATSC5m,-9.126475844827587
AATSC5p,0.016325932209978977
AATSC5s,-0.988924808429119
AATSC5v,-1.724864154182055
AATSC6Z,1.3629488031914894
AATSC6c,0.009909115263422561
AATSC6d,0.06308178191489362
AATSC6i,0.1829228760861617
AATSC6m,6.516883170212764
AATSC6p,0.0353784813069837
AATSC6s,0.1887928486997636
AATSC6v,9.338511851531065
AATSC7Z,-0.21484375
AATSC7c,-0.0026035541460045
AATSC7d,-0.07578125
AATSC7i,0.004201955719860292
AATSC7m,-0.8702024749999999
AATSC7p,0.00391025993390313
AATSC7s,-0.4729166666666666
AATSC7v,1.718582048623432
AATSC8Z,-1.71640625
AATSC8c,0.0012362248325868508
AATSC8d,-0.03828125
AATSC8i,-0.2674522362723003
