DLiP-ID,C000J4
DLiP-Mol-ID,30903
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H17NO/c1-10-4-6-13(7-5-10)16-14-8-11(2)15(17)12(3)9-14/h4-9,16-17H,1-3H3"
Standard Inchi Key(RDKit),GLJKSGRGQVRXNX-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(Nc2cc(C)c(O)c(C)c2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),227.307
MW Monoisotopic(RDKit),227.131014164
MolLogP(RDKit),4.06106
XLogP(SDF),
XLogP(CDK),3.717
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),32.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.758137994971697
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,7031.758774505401
qed,0.7581379949716966
Chi0,12.41384908344359
Chi1,8.0585506480638
TPSA,32.26
Chi0n,10.411315210637714
Chi0v,10.411315210637714
Chi1n,5.69967454117515
Chi1v,5.69967454117515
Chi2n,4.44967454117515
Chi2v,4.44967454117515
Chi3n,2.83130272649849
Chi3v,2.83130272649849
Chi4n,1.8316257421520334
Chi4v,1.8316257421520334
MolMR,72.04250000000003
MolWt,227.30700000000002
fr_SH,0
Kappa1,11.523205950211755
Kappa2,4.497356770833335
Kappa3,2.5885947322044527
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,506.11323781989086
MolLogP,4.061060000000002
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.2715238298570197
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,20.771211599071872
SMR_VSA6,5.316788604006331
SMR_VSA7,53.08855688586065
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,101.92741960455488
NHOHCount,2
PEOE_VSA1,10.423315998847038
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,56.1635828563123
PEOE_VSA8,11.374772549367124
PEOE_VSA9,0.0
RingCount,2
SMR_VSA10,11.374772549367124
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,227.131014164
NumHDonors,2
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,5.106527394840706
SlogP_VSA3,0.0
SlogP_VSA4,20.771211599071872
SlogP_VSA5,16.690354475090988
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.749511833283905
EState_VSA4,22.501675532761116
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,38.11294267322769
EState_VSA8,24.373259940620173
EState_VSA9,0.0
SlogP_VSA10,11.374772549367124
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,36.5
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,5.106527394840706
EState_VSA11,0.0
FractionCSP3,0.2
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.9599999999999995
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,17
HeavyAtomMolWt,210.17099999999996
MaxEStateIndex,9.70544384267328
MinEStateIndex,0.37449640967498143
NumHeteroatoms,2
fr_aryl_methyl,3
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.8235294117647058
FpDensityMorgan2,1.3529411764705883
FpDensityMorgan3,1.8823529411764706
MaxPartialCharge,0.12103696892984352
MinPartialCharge,-0.507404680422895
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,9.70544384267328
MinAbsEStateIndex,0.37449640967498143
NumAliphaticRings,0
NumRotatableBonds,2
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.507404680422895
MinAbsPartialCharge,0.12103696892984352
NumRadicalElectrons,0
NumValenceElectrons,88
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,1
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,227.131014164
MZ,0.5980392156862746
Mi,1.1185319506167162
Mm,0.5566147697943551
Mp,0.6743128038041566
Mv,0.6199499706660601
SZ,20.333333333333336
Si,38.03008632096835
Sm,18.924902173008075
Sp,22.926635329341323
Sv,21.07829900264604
nB,0
nC,15
nF,0
nH,17
nI,0
nN,1
nO,1
nP,0
nS,0
nX,0
ABC,13.08460103128281
AMW,6.680323946
IC0,1.320103216680235
IC1,2.997502546369115
IC2,3.5935220318541266
IC3,4.248365046750903
IC4,4.667913944000621
IC5,4.667913944000621
MID,34.00005818409172
Mpe,0.9472895040369089
Mse,0.9864830127243908
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,72.04250000000003
SdO,0
SdS,0
Spe,32.207843137254905
SsF,0
SsI,0
Sse,33.540422432629285
StN,0
fMF,0.38235294117647056
nBr,0
nCl,0
AMID,2.0000034225936307
BIC0,0.24640044847765116
BIC1,0.559491077974668
BIC2,0.6707395520858398
BIC3,0.7929675797993024
BIC4,0.871277393103602
BIC5,0.871277393103602
CIC0,3.767359624570104
CIC1,2.089960294881224
CIC2,1.4939408093962125
CIC3,0.8390977944994358
CIC4,0.4195488972497179
CIC5,0.4195488972497179
GGI1,4.5
GGI2,2.000000000000001
GGI3,1.25
GGI4,0.9066666666666667
GGI5,0.34722222222222227
GGI6,0.40489795918367355
GGI7,0.2048611111111111
GGI8,0.13958175862937766
GGI9,0.051250000000000004
JGI1,0.25
JGI2,0.08000000000000004
JGI3,0.05208333333333333
JGI4,0.053333333333333344
JGI5,0.024801587301587304
JGI6,0.02892128279883382
JGI7,0.01707175925925926
JGI8,0.019940251232768238
JGI9,0.012812500000000001
MIC0,11.249653195606363
MIC1,23.161549649550086
MIC2,30.32033968971056
MIC3,33.16642224832371
MIC4,33.58932753675143
MIC5,33.58932753675143
MPC2,25
MPC3,30
MPC4,35
MPC5,42
MPC6,39
MPC7,36
MPC8,36
MPC9,36
Mare,0.958470588235294
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.39189770926653367
RPCG,0.22639560276820078
SIC0,0.2594816429864665
SIC1,0.5891939931363553
SIC2,0.7063485560458563
SIC3,0.8350655679102293
SIC4,0.9175327839551146
SIC5,0.9175327839551146
SaaN,0
SaaO,0
SaaS,0
Sare,32.587999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.70544384267328
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,44.883509367127985
TIC1,101.91508657654991
TIC2,122.1797490830403
TIC3,144.44441158953072
TIC4,158.7090740960211
TIC5,158.7090740960211
Vabc,225.45155327287748
WPol,24
apol,38.28748099999998
bpol,17.624518999999996
nRot,2
ABCGG,10.968308383104374
ATS0Z,670.0
ATS0d,103.0
ATS0i,5442.206774374733
ATS0m,2633.398953
ATS0p,51.24512338243301
ATS0s,111.91666666666669
ATS0v,7340.8821317517995
ATS1Z,777.0
ATS1d,122.0
ATS1i,5062.23894502095
ATS1m,2904.454325999999
ATS1p,64.818244936
ATS1s,107.05555555555557
ATS1v,9187.532841663748
ATS2Z,1101.0
ATS2d,197.0
ATS2i,8709.61274078784
ATS2m,4098.013273
ATS2p,93.74235958364098
ATS2s,156.11111111111114
ATS2v,12969.754154687947
ATS3Z,1206.0
ATS3d,204.0
ATS3i,10582.018050209701
ATS3m,4292.626072
ATS3p,105.69264740969798
ATS3s,208.55555555555557
ATS3v,14270.726804105881
ATS4Z,973.0
ATS4d,196.0
ATS4i,13538.357582347731
ATS4m,3232.914357
ATS4p,98.66155746013098
ATS4s,213.22222222222223
ATS4v,12449.59780866836
ATS5Z,782.0
ATS5d,160.0
ATS5i,11297.402745502082
ATS5m,2613.9358259999995
ATS5p,84.22328400728199
ATS5s,155.8888888888889
ATS5v,10385.547308082801
ATS6Z,691.0
ATS6d,143.0
ATS6i,10309.688463057673
ATS6m,2395.63705
ATS6p,73.33636169722499
ATS6s,131.66666666666669
ATS6v,9195.41687685818
ATS7Z,632.0
ATS7d,118.0
ATS7i,7341.402769885192
ATS7m,2174.096164
ATS7p,65.30382391879199
ATS7s,120.22222222222223
ATS7v,8301.923235466904
ATS8Z,472.0
ATS8d,91.0
ATS8i,7817.470150924488
ATS8m,1489.093799
ATS8p,54.207311510188
ATS8s,119.44444444444444
ATS8v,6472.7009656949085
C1SP1,0
C1SP2,0
C1SP3,3
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.0
JGI10,0.0
JGT10,0.5389640472591153
Kier1,13.432098765432098
Kier2,5.76
Kier3,3.4844444444444442
MID_C,30.191191525359162
MID_N,2.0575223887361926
MID_O,1.7513442699963644
MID_X,0.0
MID_h,3.808866658732557
MPC10,32
MWC01,18.0
MWC02,4.465908118654584
MWC03,5.2832037287379885
MWC04,6.137727054086234
MWC05,6.970730078143525
MWC06,7.826842098158293
MWC07,8.665095821339733
MWC08,9.521861033907806
MWC09,10.362714572154392
MWC10,11.219909190927746
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.061060000000002
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.919980925828125
SRW05,0.0
SRW06,6.418364935936212
SRW07,0.0
SRW08,8.001355025826703
SRW09,0.0
SRW10,9.624897356762565
SaaCH,12.133943373645756
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.452814415889814
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.878909478902264
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.328888888888889
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7342358572116634
VE1_D,4.066219018017659
VE2_A,0.21966093277715668
VE2_D,0.23918935400103875
VE3_A,1.848171458946309
VE3_D,1.9333418305376537
VR1_A,92.23548211126
VR1_D,79.67002626014447
VR2_A,5.42561659478
VR2_D,4.686472132949675
VR3_A,5.05497314611029
VR3_D,4.908521684065844
WPath,548
Xc-3d,1.3607780355795829
Xc-4d,0.0
