DLiP-ID,T0015L
DLiP-Mol-ID,15368
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H22Cl2N2O3/c22-21(23)17(12-18(26)27)19(21)13-4-7-16(8-5-13)28-11-9-15-6-3-14-2-1-10-24-20(14)25-15/h3-8,17,19H,1-2,9-12H2,(H,24,25)(H,26,27)"
Standard Inchi Key(RDKit),DGHLGBHZIKLZQQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC1C(c2ccc(OCCc3ccc4c(n3)NCCC4)cc2)C1(Cl)Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),421.324
MW Monoisotopic(RDKit),420.100747924
MolLogP(RDKit),4.4232
XLogP(SDF),
XLogP(CDK),3.863
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.647931951840929
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3257208.880028493
qed,0.6479319518409284
Chi0,19.725403871315223
Chi1,13.44752687406296
TPSA,71.45
Chi0n,15.328295558582392
Chi0v,16.8401534506193
Chi1n,9.499579688841449
Chi1v,10.255508634859902
Chi2n,7.364704482993665
Chi2v,8.809004615366206
Chi3n,5.414771828631941
Chi3v,6.4455490494710865
Chi4n,3.8396278042471788
Chi4v,4.676057946163193
MolMR,109.60950000000003
MolWt,421.32400000000007
fr_SH,0
Kappa1,19.341363483725903
Kappa2,7.799962224439736
Kappa3,4.055995202916895
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,870.454458686256
MolLogP,4.423200000000004
NOCount,5
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.3113744664688116
SMR_VSA1,14.637927532712578
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.917906046161393
SMR_VSA5,35.93454665135087
SMR_VSA6,18.468426974431825
SMR_VSA7,53.21903338901211
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,173.57159986253316
NHOHCount,2
PEOE_VSA1,15.160178952647087
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,23.20187978046503
PEOE_VSA6,18.19910120538483
PEOE_VSA7,42.167647434630844
PEOE_VSA8,30.495318116009834
PEOE_VSA9,13.027703587438928
RingCount,4
SMR_VSA10,34.98904784625191
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,420.100747924
NumHDonors,2
PEOE_VSA10,15.900728724604372
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.05365155780638
SlogP_VSA2,33.5448036876507
SlogP_VSA3,17.63618042992384
SlogP_VSA4,5.917906046161393
SlogP_VSA5,35.580380270255866
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.302659401437289
EState_VSA2,18.256633715248796
EState_VSA3,6.606881964512918
EState_VSA4,48.631975372355
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,24.26546827384644
EState_VSA8,22.43350126187676
EState_VSA9,33.04527012910579
SlogP_VSA10,5.817862777835028
SlogP_VSA11,5.749511833283905
SlogP_VSA12,23.20187978046503
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,-1.0070268141385044
VSA_EState9,53.64132057192045
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.42857142857142855
VSA_EState10,12.504595131106946
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.9799999999999995
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,28
HeavyAtomMolWt,399.148
MaxEStateIndex,10.936706637538295
MinEStateIndex,-1.0070268141385044
NumHeteroatoms,7
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,2
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.25
FpDensityMorgan2,2.0357142857142856
FpDensityMorgan3,2.7857142857142856
MaxPartialCharge,0.30326044661572765
MinPartialCharge,-0.4931932200005218
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,10.936706637538295
MinAbsEStateIndex,0.02921296217749747
NumAliphaticRings,2
NumRotatableBonds,7
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4931932200005218
MinAbsPartialCharge,0.30326044661572765
NumRadicalElectrons,0
NumValenceElectrons,148
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,1
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,1
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,420.10074792400064
MZ,0.7333333333333333
Mi,1.1216213706561993
Mm,0.7015535758887687
Mp,0.7030592335329342
Mv,0.6560428414410749
SZ,36.666666666666664
Si,56.08106853280996
Sm,35.077678794438434
Sp,35.15296167664671
Sv,32.80214207205375
nB,0
nC,21
nF,0
nH,22
nI,0
nN,2
nO,3
nP,0
nS,0
nX,2
ABC,22.21238760426418
AMW,8.402014958480013
IC0,1.6618352099639655
IC1,3.7823080613822477
IC2,4.823465189601648
IC3,5.323856189774726
IC4,5.363856189774726
IC5,5.363856189774726
MID,57.230557955797174
Mpe,0.9778039215686275
Mse,1.0123088128186455
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,109.60950000000003
SdO,10.936706637538295
SdS,0
Spe,48.89019607843137
SsF,0
SsI,0
Sse,50.61544064093227
StN,0
fMF,0.44
nBr,0
nCl,2
AMID,2.0439484984213276
BIC0,0.2813384102965201
BIC1,0.6403213332229662
BIC2,0.8165827877678411
BIC3,0.901295885475304
BIC4,0.9080676377792553
BIC5,0.9080676377792553
CIC0,3.982020979810759
CIC1,1.8615481283924766
CIC2,0.8203910001730765
CIC3,0.3199999999999985
CIC4,0.2799999999999985
CIC5,0.2799999999999985
GGI1,6.5
GGI2,4.444444444444445
GGI3,1.9791666666666665
GGI4,1.8377777777777782
GGI5,0.625
GGI6,0.540453514739229
GGI7,0.26130243764172334
GGI8,0.28521825396825395
GGI9,0.1415663580246914
JGI1,0.2096774193548387
JGI2,0.10582010582010584
JGI3,0.04947916666666667
JGI4,0.051049382716049384
JGI5,0.01953125
JGI6,0.0207866736438165
JGI7,0.010452097505668934
JGI8,0.012964466089466086
JGI9,0.0067412551440329226
MIC0,19.922552974274453
MIC1,39.40403916141503
MIC2,44.91296717783845
MIC3,45.85748130601292
MIC4,45.89780130601291
MIC5,45.89780130601291
MPC2,45
MPC3,57
MPC4,72
MPC5,91
MPC6,88
MPC7,96
MPC8,103
MPC9,105
Mare,0.9856
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.20746171282551554
RPCG,0.12756649754240967
SIC0,0.29445031093719237
SIC1,0.670163791245223
SIC2,0.8546399885845032
SIC3,0.9433011775566217
SIC4,0.9503885303620441
SIC5,0.9503885303620441
SaaN,4.669525826870843
SaaO,0
SaaS,0
Sare,49.28
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,12.504595131106946
SsLi,0
SsOH,8.975089592811454
SsSH,0
SssO,5.832020397665239
SssS,0
StCH,0
StsC,0
TIC0,83.09176049819827
TIC1,189.11540306911238
TIC2,241.17325948008238
TIC3,266.1928094887363
TIC4,268.1928094887363
TIC5,268.1928094887363
Vabc,360.8774383333092
WPol,40
apol,58.70544599999999
bpol,27.404553999999997
nRot,7
ABCGG,16.285854835484585
ATS0Z,1646.0
ATS0d,174.0
ATS0i,8046.0226610847785
ATS0m,6725.60105
ATS0p,82.202795906678
ATS0s,197.40642623075752
ATS0v,11721.43990837901
ATS1Z,1455.0
ATS1d,226.0
ATS1i,7668.00326600845
ATS1m,5595.122513
ATS1p,102.09258648599999
ATS1s,153.55864197530866
ATS1v,14776.518418222524
ATS2Z,2442.0
ATS2d,334.0
ATS2i,14056.976750839693
ATS2m,9383.618793000001
ATS2p,157.631678711094
ATS2s,275.0850289590001
ATS2v,21746.944848638042
ATS3Z,2278.0
ATS3d,374.0
ATS3i,19686.19835806999
ATS3m,8241.917091999998
ATS3p,175.08163268098
ATS3s,309.5164609053498
ATS3v,23318.496258276497
ATS4Z,2278.0
ATS4d,335.0
ATS4i,19121.871343122642
ATS4m,8269.880582
ATS4p,168.79222907128198
ATS4s,295.74485596707825
ATS4v,22016.405284211975
ATS5Z,2313.0
ATS5d,291.0
ATS5i,17900.932630354186
ATS5m,8562.794268
ATS5p,151.42846258467802
ATS5s,278.7746913580247
ATS5v,19667.61923167823
ATS6Z,1562.0
ATS6d,248.0
ATS6i,15593.052037872716
ATS6m,5524.241152
ATS6p,123.38736219837601
ATS6s,240.04578189300412
ATS6v,15924.004617389928
ATS7Z,1464.0
ATS7d,220.0
ATS7i,13364.30996706948
ATS7m,5368.158811
ATS7p,101.61293991298001
ATS7s,240.62808641975312
ATS7v,13978.113416320592
ATS8Z,1252.0
ATS8d,210.0
ATS8i,12448.420186731082
ATS8m,4510.858044
ATS8p,97.06152449728201
ATS8s,202.63425925925927
ATS8v,13025.652155234991
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,5
C3SP2,2
C3SP3,2
C4SP3,0
FCSP3,0.42857142857142855
GGI10,0.15141720232629324
JGI10,0.007570860116314662
JGT10,0.49407267705695973
Kier1,21.240374609781476
Kier2,9.013333333333334
Kier3,5.201600492459218
MAXdO,10.936706637538295
MID_C,44.215869780058576
MID_N,4.123116133707809
MID_O,5.440211371201687
MID_X,3.45136067082911
MID_h,13.014688175738605
MINdO,10.936706637538295
MPC10,99
MWC01,31.0
MWC02,5.030437921392435
MWC03,5.8944028342648505
MWC04,6.803505257608338
