DLiP-ID,C005J1
DLiP-Mol-ID,36667
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H13F3N4O3S2/c1-15(24,16(17,18)19)9-6-22-14(23-7-9)11-3-5-13(27-11)28(25,26)10-2-4-12(20)21-8-10/h2-8,24H,1H3,(H2,20,21)"
Standard Inchi Key(RDKit),CNCSRJXQZGFKQH-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(O)(c1cnc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)s2)nc1)C(F)(F)F
SMILES(SDF),
MW(SDF),
MW(RDKit),430.433
MW Monoisotopic(RDKit),430.038116936
MolLogP(RDKit),2.7849
XLogP(SDF),
XLogP(CDK),0.905
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),119.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.653165061589862
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Glucokinase/Glucokinase regulatory protein
Common Target Pref Name,Glucokinase/Glucokinase regulatory protein
RDKit Descriptors
Ipc,1465469.0879042572
qed,0.6531650615898626
Chi0,20.74227620818978
Chi1,12.925688491873755
TPSA,119.06
Chi0n,14.174543116399974
Chi0v,15.807536278255427
Chi1n,7.611868227441471
Chi1v,9.911528055963592
Chi2n,5.9062043070874335
Chi2v,9.166504141582092
Chi3n,3.9020425171467426
Chi3v,7.214022725685423
Chi4n,2.121928339258182
Chi4v,4.7225523554397055
MolMR,95.07200000000002
MolWt,430.43300000000005
fr_SH,0
Kappa1,20.171661836598886
Kappa2,6.793841611116456
Kappa3,3.5739889316761366
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1093.4131991335287
MolLogP,2.7849000000000004
NOCount,7
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.9123866331238484
SMR_VSA1,26.695569522194106
SMR_VSA2,0.0
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,27.80574918115764
SMR_VSA6,5.733667477162185
SMR_VSA7,48.419450480382665
SMR_VSA8,0.0
SMR_VSA9,10.701551691701226
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,161.19585412783988
NHOHCount,3
PEOE_VSA1,10.84019487200289
PEOE_VSA2,0.0
PEOE_VSA3,23.36973254717056
PEOE_VSA4,13.171245143024459
PEOE_VSA5,11.336785877934737
PEOE_VSA6,0.0
PEOE_VSA7,31.18920547353706
PEOE_VSA8,24.153982206536224
PEOE_VSA9,9.772630669219074
RingCount,3
SMR_VSA10,26.991901792187267
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,430.0381169360001
NumHDonors,2
PEOE_VSA10,10.027041955357108
PEOE_VSA11,11.425455308983615
PEOE_VSA12,9.837253136417502
PEOE_VSA13,0.0
PEOE_VSA14,6.176298517443475
SlogP_VSA1,5.733667477162185
SlogP_VSA2,34.652558459454745
SlogP_VSA3,15.43830394740119
SlogP_VSA4,0.0
SlogP_VSA5,12.487188691387619
SlogP_VSA6,51.96066164172552
SlogP_VSA7,0.0
SlogP_VSA8,10.701551691701226
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,1
EState_VSA1,27.17805395654166
EState_VSA2,20.74692992887481
EState_VSA3,11.800884393391923
EState_VSA4,29.927316592773966
EState_VSA5,24.26546827384644
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,14.951935562841626
EState_VSA9,5.733667477162185
SlogP_VSA10,18.98910792085949
SlogP_VSA11,0.0
SlogP_VSA12,11.336785877934737
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,63.86320904081133
VSA_EState9,27.370175239183713
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,26.695569522194106
EState_VSA11,0.0
FractionCSP3,0.1875
VSA_EState10,-2.9833842799950285
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,1
HallKierAlpha,-2.569999999999999
NumHAcceptors,8
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,28
HeavyAtomMolWt,417.329
MaxEStateIndex,12.880172069336378
MinEStateIndex,-4.893680662145253
NumHeteroatoms,12
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,3
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0357142857142858
FpDensityMorgan2,1.6785714285714286
FpDensityMorgan3,2.2142857142857144
MaxPartialCharge,0.4207712686279693
MinPartialCharge,-0.38370155870416217
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.880172069336378
MinAbsEStateIndex,0.01015184082892362
NumAliphaticRings,0
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4207712686279693
MinAbsPartialCharge,0.38370155870416217
NumRadicalElectrons,0
NumValenceElectrons,148
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,3
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,430.03811693600045
MZ,0.8943089430894309
Mi,1.145668754655629
Mm,0.8740366241514385
Mp,0.7253586826347307
Mv,0.7076074575665359
SZ,36.666666666666664
Si,46.97241894088079
Sm,35.83550159020898
Sp,29.739705988023957
Sv,29.01190576022797
nB,0
nC,16
nF,3
nH,13
nI,0
nN,4
nO,3
nP,0
nS,2
nX,3
ABC,22.11502046305627
AMW,10.488734559414645
IC0,2.1474180694922023
IC1,4.188865493376775
IC2,4.784142858171084
IC3,5.028045297195474
IC4,5.028045297195474
IC5,5.028045297195474
MID,55.79528137731677
Mpe,1.0423720707795314
Mse,1.0594922992201519
NdO,2
NdS,0
NsF,3
NsI,0
NtN,0
SMR,95.07200000000002
SdO,25.23284467363111
SdS,0
Spe,42.73725490196079
SsF,38.64051620800913
SsI,0
Sse,43.439184268026224
StN,0
fMF,0.43902439024390244
nBr,0
nCl,0
AMID,1.992688620618456
BIC0,0.37490361231909963
BIC1,0.7313065058436135
BIC2,0.8352320700193652
BIC3,0.8778133944213274
BIC4,0.8778133944213274
BIC5,0.8778133944213274
CIC0,3.2101339351258815
CIC1,1.168686511241309
CIC2,0.5734091464470001
CIC3,0.3295067074226097
CIC4,0.3295067074226097
CIC5,0.3295067074226097
GGI1,9.5
GGI2,6.222222222222222
GGI3,2.5277777777777777
GGI4,1.6644444444444446
GGI5,1.2366666666666666
GGI6,0.8457596371882088
GGI7,0.4461451247165533
GGI8,0.31697215923406397
GGI9,0.3165740740740741
JGI1,0.31666666666666676
JGI2,0.13238770685579201
JGI3,0.051587301587301584
JGI4,0.04059620596205963
JGI5,0.03747474747474748
JGI6,0.02916412542028305
JGI7,0.015933754454162615
JGI8,0.011739709601261627
JGI9,0.015074955908289243
MIC0,27.95794687863512
MIC1,48.05869505030856
MIC2,52.84992445452423
MIC3,53.0957781130608
MIC4,53.0957781130608
MIC5,53.0957781130608
MPC2,47
MPC3,60
MPC4,66
MPC5,78
MPC6,91
MPC7,100
MPC8,100
MPC9,108
Mare,1.0591219512195122
NaaN,3
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14336888939286072
RPCG,0.15721987076452973
SIC0,0.4008207606087964
SIC1,0.7818618446943811
SIC2,0.8929718001892031
SIC3,0.9384967785401649
SIC4,0.9384967785401649
SIC5,0.9384967785401649
SaaN,11.399459795825098
SaaO,0
SaaS,0.8541390699798433
Sare,43.424
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.643584759541476
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,88.0441408491803
TIC1,171.74348522844778
TIC2,196.14985718501444
TIC3,206.14985718501444
TIC4,206.14985718501444
TIC5,206.14985718501444
Vabc,320.00962315970185
WPol,49
apol,49.66530899999999
bpol,28.346691
nRot,4
ABCGG,17.892294933000098
ATS0Z,1732.0
ATS0d,167.0
ATS0i,6959.274776322937
ATS0m,7012.62813944931
ATS0p,74.92272676303699
ATS0s,434.31678669410155
ATS0v,10527.474619950906
ATS1Z,1694.0
ATS1d,204.0
ATS1i,6396.321671125747
ATS1m,6661.416067505602
ATS1p,90.40536568600001
ATS1s,159.2013888888889
ATS1v,13009.978497306367
ATS2Z,2768.0
ATS2d,294.0
ATS2i,11224.614832760795
ATS2m,10981.573532954912
ATS2p,136.8073227893961
ATS2s,507.13288751714657
ATS2v,19570.55784426862
ATS3Z,3066.0
ATS3d,313.0
ATS3i,13812.6321530128
ATS3m,11836.646290401593
ATS3p,149.74172721769807
ATS3s,532.4537037037037
ATS3v,21548.636916275434
