DLiP-ID,C001LH
DLiP-Mol-ID,32543
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H18F2N2O.ClH/c20-16-7-3-14(4-8-16)19(15-5-9-17(21)10-6-15)24-11-1-2-18-12-22-13-23-18;/h3-10,12-13,19H,1-2,11H2,(H,22,23);1H"
Standard Inchi Key(RDKit),LCHACRBDLUKTTM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cl.Fc1ccc(C(OCCCc2c[nH]cn2)c2ccc(F)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),364.823
MW Monoisotopic(RDKit),364.115397348
MolLogP(RDKit),4.8485
XLogP(SDF),
XLogP(CDK),4.629
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),37.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.608509496953333
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,481150.4052488452
qed,0.608509496953333
Chi0,16.77781011412252
Chi1,11.720346690612276
TPSA,37.91
Chi0n,13.491812427091668
Chi0v,14.308309008019394
Chi1n,7.8238110291558725
Chi1v,7.8238110291558725
Chi2n,5.518027074148614
Chi2v,5.518027074148614
Chi3n,3.7621352152325707
Chi3v,3.7621352152325707
Chi4n,2.542144635602985
Chi4v,2.542144635602985
MolMR,94.75170000000001
MolWt,364.823
fr_SH,0
Kappa1,19.089614891904453
Kappa2,9.297209169527122
Kappa3,5.374524167135612
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,700.609974288517
MolLogP,4.848500000000003
NOCount,3
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.2533309890025387e-06
SMR_VSA1,13.517693049149688
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,18.94560963360032
SMR_VSA6,6.606881964512918
SMR_VSA7,89.51037285440476
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,151.031877679081
NHOHCount,1
PEOE_VSA1,9.720841474747257
PEOE_VSA2,0.0
PEOE_VSA3,13.764808616296849
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,24.26546827384644
PEOE_VSA7,48.23401450309245
PEOE_VSA8,12.803725536125995
PEOE_VSA9,12.021248069613002
RingCount,3
SMR_VSA10,12.407033161179976
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,364.11539734800004
NumHDonors,1
PEOE_VSA10,17.73840806984009
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,16.574839006407334
SlogP_VSA3,11.157684576726059
SlogP_VSA4,11.63444168209179
SlogP_VSA5,29.345618988916765
SlogP_VSA6,61.0551001940705
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,30.145441231020065
EState_VSA3,6.606881964512918
EState_VSA4,29.66247422409447
EState_VSA5,24.26546827384644
EState_VSA6,30.59278834861098
EState_VSA7,6.196843571613076
EState_VSA8,9.967957041894417
EState_VSA9,4.736862953800049
SlogP_VSA10,8.78083009534964
SlogP_VSA11,0.0
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.337684679168405
VSA_EState9,32.828981987498274
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,8.78083009534964
EState_VSA11,0.0
FractionCSP3,0.21052631578947367
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,1
fr_imidazole,1
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.2399999999999998
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,25
HeavyAtomMolWt,345.6710000000001
MaxEStateIndex,13.168842339584202
MinEStateIndex,-0.35612599206349316
NumHeteroatoms,6
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.92
FpDensityMorgan2,1.48
FpDensityMorgan3,1.96
MaxPartialCharge,0.12273087774108163
MinPartialCharge,-0.3687759853511393
NumAromaticRings,3
fr_unbrch_alkane,1
MaxAbsEStateIndex,13.168842339584202
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,7
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
